itinerary_id,cabin_class,one_way_price_candollar,flight_number,origin_airport,destination_airport,departure_date_time,arrival_date_time,stop_count,marketing_airline,operating_airline,is_self_transfer,duration_in_hours
18467-2508211320--32385-1-10968-2508211833,economy,440,2710,YYZ,ATL,2025-08-21 13:20:00,2025-08-21 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508211320--32385-1-10968-2508211833,economy,440,436,ATL,DFW,2025-08-21 17:15:00,2025-08-21 18:33:00,1,Delta Air Lines,Delta Air Lines,True,2.3
18467-2508210600--32385-1-10968-2508211015,premium_economy,608,2662,YYZ,ATL,2025-08-21 06:00:00,2025-08-21 08:20:00,1,Delta Air Lines,Delta Air Lines,True,2.33
18467-2508210600--32385-1-10968-2508211015,premium_economy,608,961,ATL,DFW,2025-08-21 09:00:00,2025-08-21 10:15:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508211320--32385-1-10910-2508211749,premium_economy,608,2710,YYZ,ATL,2025-08-21 13:20:00,2025-08-21 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508210745--32385-1-10968-2508211215,premium_economy,608,2988,YYZ,ATL,2025-08-21 07:45:00,2025-08-21 10:00:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508210745--32385-1-10968-2508211215,premium_economy,608,414,ATL,DFW,2025-08-21 11:00:00,2025-08-21 12:15:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508211855--32385-1-10910-2508212338,premium_economy,608,2714,YYZ,ATL,2025-08-21 18:55:00,2025-08-21 21:16:00,1,Delta Air Lines,Delta Air Lines,True,2.35
18467-2508211710--32385-1-10968-2508212211,premium_economy,645,1053,YYZ,ATL,2025-08-21 17:10:00,2025-08-21 19:27:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508211710--32385-1-10968-2508212211,premium_economy,645,31,ATL,DFW,2025-08-21 20:55:00,2025-08-21 22:11:00,1,Delta Air Lines,Delta Air Lines,True,2.27
18467-2508211855--32385-1-10968-2508220001,premium_economy,608,2714,YYZ,ATL,2025-08-21 18:55:00,2025-08-21 21:16:00,1,Delta Air Lines,Delta Air Lines,True,2.35
18467-2508211855--32385-1-10968-2508220001,premium_economy,608,818,ATL,DFW,2025-08-21 22:45:00,2025-08-22 00:01:00,1,Delta Air Lines,Delta Air Lines,True,2.27
18467-2508211320--32385-1-10968-2508211833,premium_economy,608,2710,YYZ,ATL,2025-08-21 13:20:00,2025-08-21 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508211320--32385-1-10968-2508211833,premium_economy,608,436,ATL,DFW,2025-08-21 17:15:00,2025-08-21 18:33:00,1,Delta Air Lines,Delta Air Lines,True,2.3
18467-2508211130--32385-1-10968-2508211647,premium_economy,645,2835,YYZ,ATL,2025-08-21 11:30:00,2025-08-21 13:44:00,1,Delta Air Lines,Delta Air Lines,True,2.23
18467-2508211130--32385-1-10968-2508211647,premium_economy,645,374,ATL,DFW,2025-08-21 15:30:00,2025-08-21 16:47:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508210839--32573-0-10968-2508211054,business,560,1169,YYZ,DFW,2025-08-21 08:39:00,2025-08-21 10:54:00,0,American Airlines,American Airlines,True,3.25
18467-2508211445--32573-0-10968-2508211705,business,560,1993,YYZ,DFW,2025-08-21 14:45:00,2025-08-21 17:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508211845--32573-0-10968-2508212105,business,560,1111,YYZ,DFW,2025-08-21 18:45:00,2025-08-21 21:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508210820--32695-0-10968-2508211042,business,598,1031,YYZ,DFW,2025-08-21 08:20:00,2025-08-21 10:42:00,0,Air Canada,Air Canada,True,3.37
18467-2508212000--32695-0-10968-2508212222,business,598,1033,YYZ,DFW,2025-08-21 20:00:00,2025-08-21 22:22:00,0,Air Canada,Air Canada,True,3.37
18467-2508211640--32695-0-10968-2508211902,business,846,1029,YYZ,DFW,2025-08-21 16:40:00,2025-08-21 19:02:00,0,Air Canada,Air Canada,True,3.37
18467-2508210700--32695-1-10968-2508211150,business,620,5141,YYZ,ORD,2025-08-21 07:00:00,2025-08-21 07:55:00,1,Air Canada,United Airlines,True,1.92
18467-2508210700--32695-1-10968-2508211150,business,620,5186,ORD,DFW,2025-08-21 09:18:00,2025-08-21 11:50:00,1,Air Canada,United Airlines,True,2.53
18467-2508211000--32695-1-10968-2508211519,business,699,8903,YYZ,ORD,2025-08-21 10:00:00,2025-08-21 10:53:00,1,Air Canada,Jazz Aviation,True,1.88
18467-2508211000--32695-1-10968-2508211519,business,699,4854,ORD,DFW,2025-08-21 12:45:00,2025-08-21 15:19:00,1,Air Canada,United Airlines,True,2.57
18467-2508211300--32695-1-10968-2508211826,business,620,5588,YYZ,ORD,2025-08-21 13:00:00,2025-08-21 14:03:00,1,Air Canada,Republic Airline United Express,True,2.05
18467-2508211300--32695-1-10968-2508211826,business,620,4235,ORD,DFW,2025-08-21 15:52:00,2025-08-21 18:26:00,1,Air Canada,United Airlines,True,2.57
18467-2508210900--32695-1-10968-2508211519,business,620,5143,YYZ,ORD,2025-08-21 09:00:00,2025-08-21 09:55:00,1,Air Canada,United Airlines,True,1.92
18467-2508210900--32695-1-10968-2508211519,business,620,4854,ORD,DFW,2025-08-21 12:45:00,2025-08-21 15:19:00,1,Air Canada,United Airlines,True,2.57
18467-2508210820--31722-0-10968-2508211042,first,599,8169,YYZ,DFW,2025-08-21 08:20:00,2025-08-21 10:42:00,0,United Airlines,Air Canada,True,3.37
18467-2508212000--31722-0-10968-2508212222,first,599,8130,YYZ,DFW,2025-08-21 20:00:00,2025-08-21 22:22:00,0,United Airlines,Air Canada,True,3.37
18467-2508211640--31722-0-10968-2508211902,first,846,8156,YYZ,DFW,2025-08-21 16:40:00,2025-08-21 19:02:00,0,United Airlines,Air Canada,True,3.37
18467-2508211100--31722-1-10968-2508211519,first,620,3499,YYZ,ORD,2025-08-21 11:00:00,2025-08-21 11:59:00,1,United Airlines,Republic Airline United Express,True,1.98
18467-2508211100--31722-1-10968-2508211519,first,620,2290,ORD,DFW,2025-08-21 12:45:00,2025-08-21 15:19:00,1,United Airlines,United Airlines,True,2.57
18467-2508210700--31722-1-10968-2508211150,first,620,490,YYZ,ORD,2025-08-21 07:00:00,2025-08-21 07:55:00,1,United Airlines,United Airlines,True,1.92
18467-2508210700--31722-1-10968-2508211150,first,620,1297,ORD,DFW,2025-08-21 09:18:00,2025-08-21 11:50:00,1,United Airlines,United Airlines,True,2.53
18467-2508210900--31722-1-10968-2508211519,first,620,1538,YYZ,ORD,2025-08-21 09:00:00,2025-08-21 09:55:00,1,United Airlines,United Airlines,True,1.92
18467-2508210900--31722-1-10968-2508211519,first,620,2290,ORD,DFW,2025-08-21 12:45:00,2025-08-21 15:19:00,1,United Airlines,United Airlines,True,2.57
18467-2508220839--32573-0-10968-2508221054,economy,431,1169,YYZ,DFW,2025-08-22 08:39:00,2025-08-22 10:54:00,0,American Airlines,American Airlines,True,3.25
18467-2508221445--32573-0-10968-2508221705,economy,431,1993,YYZ,DFW,2025-08-22 14:45:00,2025-08-22 17:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508221845--32573-0-10968-2508222105,economy,431,1111,YYZ,DFW,2025-08-22 18:45:00,2025-08-22 21:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508221320--32573-1-10968-2508221900,economy,453,4770,YYZ,ORD,2025-08-22 13:20:00,2025-08-22 14:14:00,1,American Airlines,American Eagle,True,1.9
18467-2508221320--32573-1-10968-2508221900,economy,453,2346,ORD,DFW,2025-08-22 16:33:00,2025-08-22 19:00:00,1,American Airlines,American Airlines,True,2.45
18467-2508220630--32573-1-10968-2508221330,economy,453,3524,YYZ,ORD,2025-08-22 06:30:00,2025-08-22 07:25:00,1,American Airlines,Envoy Air,True,1.92
18467-2508220630--32573-1-10968-2508221330,economy,453,481,ORD,DFW,2025-08-22 11:02:00,2025-08-22 13:30:00,1,American Airlines,American Airlines,True,2.47
18467-2508220600--32385-1-10968-2508221015,premium_economy,608,2662,YYZ,ATL,2025-08-22 06:00:00,2025-08-22 08:20:00,1,Delta Air Lines,Delta Air Lines,True,2.33
18467-2508220600--32385-1-10968-2508221015,premium_economy,608,961,ATL,DFW,2025-08-22 09:00:00,2025-08-22 10:15:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508221320--32385-1-10910-2508221749,premium_economy,608,2710,YYZ,ATL,2025-08-22 13:20:00,2025-08-22 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508220745--32385-1-10968-2508221215,premium_economy,608,2988,YYZ,ATL,2025-08-22 07:45:00,2025-08-22 10:00:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508220745--32385-1-10968-2508221215,premium_economy,608,414,ATL,DFW,2025-08-22 11:00:00,2025-08-22 12:15:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508221855--32385-1-10910-2508222338,premium_economy,608,2714,YYZ,ATL,2025-08-22 18:55:00,2025-08-22 21:16:00,1,Delta Air Lines,Delta Air Lines,True,2.35
18467-2508221710--32385-1-10968-2508222211,premium_economy,608,1053,YYZ,ATL,2025-08-22 17:10:00,2025-08-22 19:27:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508221710--32385-1-10968-2508222211,premium_economy,608,31,ATL,DFW,2025-08-22 20:55:00,2025-08-22 22:11:00,1,Delta Air Lines,Delta Air Lines,True,2.27
18467-2508221855--32385-1-10968-2508230001,premium_economy,608,2714,YYZ,ATL,2025-08-22 18:55:00,2025-08-22 21:16:00,1,Delta Air Lines,Delta Air Lines,True,2.35
18467-2508221855--32385-1-10968-2508230001,premium_economy,608,818,ATL,DFW,2025-08-22 22:45:00,2025-08-23 00:01:00,1,Delta Air Lines,Delta Air Lines,True,2.27
18467-2508221320--32385-1-10968-2508221833,premium_economy,608,2710,YYZ,ATL,2025-08-22 13:20:00,2025-08-22 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508221320--32385-1-10968-2508221833,premium_economy,608,436,ATL,DFW,2025-08-22 17:15:00,2025-08-22 18:33:00,1,Delta Air Lines,Delta Air Lines,True,2.3
18467-2508220839--32573-0-10968-2508221054,business,560,1169,YYZ,DFW,2025-08-22 08:39:00,2025-08-22 10:54:00,0,American Airlines,American Airlines,True,3.25
18467-2508221445--32573-0-10968-2508221705,business,560,1993,YYZ,DFW,2025-08-22 14:45:00,2025-08-22 17:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508221845--32573-0-10968-2508222105,business,560,1111,YYZ,DFW,2025-08-22 18:45:00,2025-08-22 21:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508220820--32695-0-10968-2508221042,business,598,1031,YYZ,DFW,2025-08-22 08:20:00,2025-08-22 10:42:00,0,Air Canada,Air Canada,True,3.37
18467-2508221640--32695-0-10968-2508221902,business,598,1029,YYZ,DFW,2025-08-22 16:40:00,2025-08-22 19:02:00,0,Air Canada,Air Canada,True,3.37
18467-2508222000--32695-0-10968-2508222222,business,598,1033,YYZ,DFW,2025-08-22 20:00:00,2025-08-22 22:22:00,0,Air Canada,Air Canada,True,3.37
18467-2508220700--32695-1-10968-2508221150,business,867,5141,YYZ,ORD,2025-08-22 07:00:00,2025-08-22 07:55:00,1,Air Canada,United Airlines,True,1.92
18467-2508220700--32695-1-10968-2508221150,business,867,5186,ORD,DFW,2025-08-22 09:18:00,2025-08-22 11:50:00,1,Air Canada,United Airlines,True,2.53
18467-2508220815--32695-1-10968-2508221311,business,867,503,YYZ,ORD,2025-08-22 08:15:00,2025-08-22 09:09:00,1,Air Canada,Air Canada,True,1.9
18467-2508220815--32695-1-10968-2508221311,business,867,3132,ORD,DFW,2025-08-22 10:45:00,2025-08-22 13:11:00,1,Air Canada,United Airlines,True,2.43
18467-2508221000--32695-1-10968-2508221519,business,699,8903,YYZ,ORD,2025-08-22 10:00:00,2025-08-22 10:53:00,1,Air Canada,Jazz Aviation,True,1.88
18467-2508221000--32695-1-10968-2508221519,business,699,4854,ORD,DFW,2025-08-22 12:45:00,2025-08-22 15:19:00,1,Air Canada,United Airlines,True,2.57
18467-2508220900--32695-1-10968-2508221519,business,620,5143,YYZ,ORD,2025-08-22 09:00:00,2025-08-22 09:55:00,1,Air Canada,United Airlines,True,1.92
18467-2508220900--32695-1-10968-2508221519,business,620,4854,ORD,DFW,2025-08-22 12:45:00,2025-08-22 15:19:00,1,Air Canada,United Airlines,True,2.57
18467-2508221640--31722-0-10968-2508221902,first,599,8156,YYZ,DFW,2025-08-22 16:40:00,2025-08-22 19:02:00,0,United Airlines,Air Canada,True,3.37
18467-2508220820--31722-0-10968-2508221042,first,599,8169,YYZ,DFW,2025-08-22 08:20:00,2025-08-22 10:42:00,0,United Airlines,Air Canada,True,3.37
18467-2508222000--31722-0-10968-2508222222,first,599,8130,YYZ,DFW,2025-08-22 20:00:00,2025-08-22 22:22:00,0,United Airlines,Air Canada,True,3.37
18467-2508221100--31722-1-10968-2508221519,first,620,3499,YYZ,ORD,2025-08-22 11:00:00,2025-08-22 11:59:00,1,United Airlines,Republic Airline United Express,True,1.98
18467-2508221100--31722-1-10968-2508221519,first,620,2290,ORD,DFW,2025-08-22 12:45:00,2025-08-22 15:19:00,1,United Airlines,United Airlines,True,2.57
18467-2508230839--32573-0-10968-2508231054,economy,431,1169,YYZ,DFW,2025-08-23 08:39:00,2025-08-23 10:54:00,0,American Airlines,American Airlines,True,3.25
18467-2508231445--32573-0-10968-2508231705,economy,431,1993,YYZ,DFW,2025-08-23 14:45:00,2025-08-23 17:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508231845--32573-0-10968-2508232105,economy,431,1111,YYZ,DFW,2025-08-23 18:45:00,2025-08-23 21:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508231320--32385-1-10968-2508231833,economy,440,2710,YYZ,ATL,2025-08-23 13:20:00,2025-08-23 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508231320--32385-1-10968-2508231833,economy,440,436,ATL,DFW,2025-08-23 17:15:00,2025-08-23 18:33:00,1,Delta Air Lines,Delta Air Lines,True,2.3
18467-2508231130--32385-1-10968-2508231647,economy,440,2835,YYZ,ATL,2025-08-23 11:30:00,2025-08-23 13:44:00,1,Delta Air Lines,Delta Air Lines,True,2.23
18467-2508231130--32385-1-10968-2508231647,economy,440,374,ATL,DFW,2025-08-23 15:30:00,2025-08-23 16:47:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508230600--32385-1-10968-2508231015,premium_economy,608,2662,YYZ,ATL,2025-08-23 06:00:00,2025-08-23 08:20:00,1,Delta Air Lines,Delta Air Lines,True,2.33
18467-2508230600--32385-1-10968-2508231015,premium_economy,608,961,ATL,DFW,2025-08-23 09:00:00,2025-08-23 10:15:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508231320--32385-1-10910-2508231749,premium_economy,608,2710,YYZ,ATL,2025-08-23 13:20:00,2025-08-23 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508231855--32385-1-10910-2508232338,premium_economy,608,2714,YYZ,ATL,2025-08-23 18:55:00,2025-08-23 21:16:00,1,Delta Air Lines,Delta Air Lines,True,2.35
18467-2508231710--32385-1-10968-2508232211,premium_economy,608,1053,YYZ,ATL,2025-08-23 17:10:00,2025-08-23 19:27:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508231710--32385-1-10968-2508232211,premium_economy,608,31,ATL,DFW,2025-08-23 20:55:00,2025-08-23 22:11:00,1,Delta Air Lines,Delta Air Lines,True,2.27
18467-2508231855--32385-1-10968-2508240001,premium_economy,608,2714,YYZ,ATL,2025-08-23 18:55:00,2025-08-23 21:16:00,1,Delta Air Lines,Delta Air Lines,True,2.35
18467-2508231855--32385-1-10968-2508240001,premium_economy,608,818,ATL,DFW,2025-08-23 22:45:00,2025-08-24 00:01:00,1,Delta Air Lines,Delta Air Lines,True,2.27
18467-2508231320--32385-1-10968-2508231833,premium_economy,608,2710,YYZ,ATL,2025-08-23 13:20:00,2025-08-23 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508231320--32385-1-10968-2508231833,premium_economy,608,436,ATL,DFW,2025-08-23 17:15:00,2025-08-23 18:33:00,1,Delta Air Lines,Delta Air Lines,True,2.3
18467-2508231130--32385-1-10968-2508231647,premium_economy,608,2835,YYZ,ATL,2025-08-23 11:30:00,2025-08-23 13:44:00,1,Delta Air Lines,Delta Air Lines,True,2.23
18467-2508231130--32385-1-10968-2508231647,premium_economy,608,374,ATL,DFW,2025-08-23 15:30:00,2025-08-23 16:47:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508230839--32573-0-10968-2508231054,business,560,1169,YYZ,DFW,2025-08-23 08:39:00,2025-08-23 10:54:00,0,American Airlines,American Airlines,True,3.25
18467-2508231445--32573-0-10968-2508231705,business,560,1993,YYZ,DFW,2025-08-23 14:45:00,2025-08-23 17:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508231845--32573-0-10968-2508232105,business,672,1111,YYZ,DFW,2025-08-23 18:45:00,2025-08-23 21:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508231640--32695-0-10968-2508231902,business,598,1029,YYZ,DFW,2025-08-23 16:40:00,2025-08-23 19:02:00,0,Air Canada,Air Canada,True,3.37
18467-2508230820--32695-0-10968-2508231042,business,598,1031,YYZ,DFW,2025-08-23 08:20:00,2025-08-23 10:42:00,0,Air Canada,Air Canada,True,3.37
18467-2508232000--32695-0-10968-2508232222,business,598,1033,YYZ,DFW,2025-08-23 20:00:00,2025-08-23 22:22:00,0,Air Canada,Air Canada,True,3.37
18467-2508230900--32695-1-10968-2508231311,business,620,5143,YYZ,ORD,2025-08-23 09:00:00,2025-08-23 09:55:00,1,Air Canada,United Airlines,True,1.92
18467-2508230900--32695-1-10968-2508231311,business,620,3132,ORD,DFW,2025-08-23 10:45:00,2025-08-23 13:11:00,1,Air Canada,United Airlines,True,2.43
18467-2508230700--32695-1-10968-2508231150,business,620,5141,YYZ,ORD,2025-08-23 07:00:00,2025-08-23 07:55:00,1,Air Canada,United Airlines,True,1.92
18467-2508230700--32695-1-10968-2508231150,business,620,5186,ORD,DFW,2025-08-23 09:18:00,2025-08-23 11:50:00,1,Air Canada,United Airlines,True,2.53
18467-2508230815--32695-1-10968-2508231311,business,620,503,YYZ,ORD,2025-08-23 08:15:00,2025-08-23 09:09:00,1,Air Canada,Air Canada,True,1.9
18467-2508230815--32695-1-10968-2508231311,business,620,3132,ORD,DFW,2025-08-23 10:45:00,2025-08-23 13:11:00,1,Air Canada,United Airlines,True,2.43
18467-2508231000--32695-1-10968-2508231519,business,620,8903,YYZ,ORD,2025-08-23 10:00:00,2025-08-23 10:53:00,1,Air Canada,Jazz Aviation,True,1.88
18467-2508231000--32695-1-10968-2508231519,business,620,4854,ORD,DFW,2025-08-23 12:45:00,2025-08-23 15:19:00,1,Air Canada,United Airlines,True,2.57
18467-2508231640--31722-0-10968-2508231902,first,599,8156,YYZ,DFW,2025-08-23 16:40:00,2025-08-23 19:02:00,0,United Airlines,Air Canada,True,3.37
18467-2508230820--31722-0-10968-2508231042,first,599,8169,YYZ,DFW,2025-08-23 08:20:00,2025-08-23 10:42:00,0,United Airlines,Air Canada,True,3.37
18467-2508232000--31722-0-10968-2508232222,first,599,8130,YYZ,DFW,2025-08-23 20:00:00,2025-08-23 22:22:00,0,United Airlines,Air Canada,True,3.37
18467-2508231130--32573-1-10968-2508231549,first,582,3604,YYZ,ORD,2025-08-23 11:30:00,2025-08-23 12:25:00,1,American Airlines,Envoy Air,True,1.92
18467-2508231130--32573-1-10968-2508231549,first,582,1290,ORD,DFW,2025-08-23 13:20:00,2025-08-23 15:49:00,1,American Airlines,American Airlines,True,2.48
18467-2508230630--32573-1-10968-2508231122,first,582,3524,YYZ,ORD,2025-08-23 06:30:00,2025-08-23 07:25:00,1,American Airlines,Envoy Air,True,1.92
18467-2508230630--32573-1-10968-2508231122,first,582,1555,ORD,DFW,2025-08-23 08:49:00,2025-08-23 11:22:00,1,American Airlines,American Airlines,True,2.55
18467-2508231320--32573-1-10968-2508231900,first,582,4770,YYZ,ORD,2025-08-23 13:20:00,2025-08-23 14:14:00,1,American Airlines,American Eagle,True,1.9
18467-2508231320--32573-1-10968-2508231900,first,582,2346,ORD,DFW,2025-08-23 16:33:00,2025-08-23 19:00:00,1,American Airlines,American Airlines,True,2.45
18467-2508240839--32573-0-10968-2508241054,economy,431,1169,YYZ,DFW,2025-08-24 08:39:00,2025-08-24 10:54:00,0,American Airlines,American Airlines,True,3.25
18467-2508241445--32573-0-10968-2508241705,economy,431,1993,YYZ,DFW,2025-08-24 14:45:00,2025-08-24 17:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508241845--32573-0-10968-2508242105,economy,431,1111,YYZ,DFW,2025-08-24 18:45:00,2025-08-24 21:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508240630--32573-1-10968-2508241122,economy,508,3524,YYZ,ORD,2025-08-24 06:30:00,2025-08-24 07:25:00,1,American Airlines,Envoy Air,True,1.92
18467-2508240630--32573-1-10968-2508241122,economy,508,1555,ORD,DFW,2025-08-24 08:49:00,2025-08-24 11:22:00,1,American Airlines,American Airlines,True,2.55
18467-2508240600--32385-1-10968-2508241015,premium_economy,807,2662,YYZ,ATL,2025-08-24 06:00:00,2025-08-24 08:20:00,1,Delta Air Lines,Delta Air Lines,True,2.33
18467-2508240600--32385-1-10968-2508241015,premium_economy,807,961,ATL,DFW,2025-08-24 09:00:00,2025-08-24 10:15:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508241320--32385-1-10910-2508241749,premium_economy,860,2710,YYZ,ATL,2025-08-24 13:20:00,2025-08-24 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
18467-2508240745--32385-1-10968-2508241215,premium_economy,645,2988,YYZ,ATL,2025-08-24 07:45:00,2025-08-24 10:00:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508240745--32385-1-10968-2508241215,premium_economy,645,414,ATL,DFW,2025-08-24 11:00:00,2025-08-24 12:15:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508241855--32385-1-10910-2508242338,premium_economy,807,2714,YYZ,ATL,2025-08-24 18:55:00,2025-08-24 21:16:00,1,Delta Air Lines,Delta Air Lines,True,2.35
18467-2508240839--32573-0-10968-2508241054,business,560,1169,YYZ,DFW,2025-08-24 08:39:00,2025-08-24 10:54:00,0,American Airlines,American Airlines,True,3.25
18467-2508241845--32573-0-10968-2508242105,business,672,1111,YYZ,DFW,2025-08-24 18:45:00,2025-08-24 21:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508241445--32573-0-10968-2508241705,business,808,1993,YYZ,DFW,2025-08-24 14:45:00,2025-08-24 17:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508240820--32695-0-10968-2508241042,business,598,1031,YYZ,DFW,2025-08-24 08:20:00,2025-08-24 10:42:00,0,Air Canada,Air Canada,True,3.37
18467-2508241640--32695-0-10968-2508241902,business,1088,1029,YYZ,DFW,2025-08-24 16:40:00,2025-08-24 19:02:00,0,Air Canada,Air Canada,True,3.37
18467-2508242000--32695-0-10968-2508242222,business,846,1033,YYZ,DFW,2025-08-24 20:00:00,2025-08-24 22:22:00,0,Air Canada,Air Canada,True,3.37
18467-2508240900--32695-1-10968-2508241311,business,867,5143,YYZ,ORD,2025-08-24 09:00:00,2025-08-24 09:55:00,1,Air Canada,United Airlines,True,1.92
18467-2508240900--32695-1-10968-2508241311,business,867,3132,ORD,DFW,2025-08-24 10:45:00,2025-08-24 13:11:00,1,Air Canada,United Airlines,True,2.43
18467-2508240700--32695-1-10968-2508241150,business,867,5141,YYZ,ORD,2025-08-24 07:00:00,2025-08-24 07:55:00,1,Air Canada,United Airlines,True,1.92
18467-2508240700--32695-1-10968-2508241150,business,867,5186,ORD,DFW,2025-08-24 09:18:00,2025-08-24 11:50:00,1,Air Canada,United Airlines,True,2.53
18467-2508240815--32695-1-10968-2508241311,business,1109,503,YYZ,ORD,2025-08-24 08:15:00,2025-08-24 09:09:00,1,Air Canada,Air Canada,True,1.9
18467-2508240815--32695-1-10968-2508241311,business,1109,3132,ORD,DFW,2025-08-24 10:45:00,2025-08-24 13:11:00,1,Air Canada,United Airlines,True,2.43
18467-2508241000--32695-1-10968-2508241519,business,1109,8903,YYZ,ORD,2025-08-24 10:00:00,2025-08-24 10:53:00,1,Air Canada,Jazz Aviation,True,1.88
18467-2508241000--32695-1-10968-2508241519,business,1109,4854,ORD,DFW,2025-08-24 12:45:00,2025-08-24 15:19:00,1,Air Canada,United Airlines,True,2.57
18467-2508240820--31722-0-10968-2508241042,first,599,8169,YYZ,DFW,2025-08-24 08:20:00,2025-08-24 10:42:00,0,United Airlines,Air Canada,True,3.37
18467-2508242000--31722-0-10968-2508242222,first,846,8130,YYZ,DFW,2025-08-24 20:00:00,2025-08-24 22:22:00,0,United Airlines,Air Canada,True,3.37
18467-2508241640--31722-0-10968-2508241902,first,1056,8156,YYZ,DFW,2025-08-24 16:40:00,2025-08-24 19:02:00,0,United Airlines,Air Canada,True,3.37
18467-2508240900--31722-1-10968-2508241311,first,804,1538,YYZ,ORD,2025-08-24 09:00:00,2025-08-24 09:55:00,1,United Airlines,United Airlines,True,1.92
18467-2508240900--31722-1-10968-2508241311,first,804,1491,ORD,DFW,2025-08-24 10:45:00,2025-08-24 13:11:00,1,United Airlines,United Airlines,True,2.43
18467-2508240700--31722-1-10968-2508241150,first,804,490,YYZ,ORD,2025-08-24 07:00:00,2025-08-24 07:55:00,1,United Airlines,United Airlines,True,1.92
18467-2508240700--31722-1-10968-2508241150,first,804,1297,ORD,DFW,2025-08-24 09:18:00,2025-08-24 11:50:00,1,United Airlines,United Airlines,True,2.53
18467-2508250839--32573-0-10968-2508251054,economy,610,1169,YYZ,DFW,2025-08-25 08:39:00,2025-08-25 10:54:00,0,American Airlines,American Airlines,True,3.25
18467-2508251845--32573-0-10968-2508252105,economy,431,1111,YYZ,DFW,2025-08-25 18:45:00,2025-08-25 21:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508251445--32573-0-10968-2508251705,economy,679,1993,YYZ,DFW,2025-08-25 14:45:00,2025-08-25 17:05:00,0,American Airlines,American Airlines,True,3.33
18467-2508250600--32385-1-10968-2508251015,economy,477,2662,YYZ,ATL,2025-08-25 06:00:00,2025-08-25 08:20:00,1,Delta Air Lines,Delta Air Lines,True,2.33
18467-2508250600--32385-1-10968-2508251015,economy,477,961,ATL,DFW,2025-08-25 09:00:00,2025-08-25 10:15:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508250630--32573-1-10968-2508251122,economy,480,3524,YYZ,ORD,2025-08-25 06:30:00,2025-08-25 07:25:00,1,American Airlines,Envoy Air,True,1.92
18467-2508250630--32573-1-10968-2508251122,economy,480,1555,ORD,DFW,2025-08-25 08:49:00,2025-08-25 11:22:00,1,American Airlines,American Airlines,True,2.55
18467-2508250600--32385-1-10968-2508251015,premium_economy,645,2662,YYZ,ATL,2025-08-25 06:00:00,2025-08-25 08:20:00,1,Delta Air Lines,Delta Air Lines,True,2.33
18467-2508250600--32385-1-10968-2508251015,premium_economy,645,961,ATL,DFW,2025-08-25 09:00:00,2025-08-25 10:15:00,1,Delta Air Lines,Delta Air Lines,True,2.25
18467-2508251320--32385-1-10910-2508251749,premium_economy,807,2710,YYZ,ATL,2025-08-25 13:20:00,2025-08-25 15:37:00,1,Delta Air Lines,Delta Air Lines,True,2.28
