itinerary_id,cabin_class,stop_count,duration_in_hours,one_way_price_candollar,marketing_airline,operating_airline
18467-2512310615--32385-1-10910-2512311116,premium_economy,1,2.58,745,Delta Air Lines,Delta Air Lines
18467-2512310615--32385-1-10968-2512311256,premium_economy,1,2.58,608,Delta Air Lines,Delta Air Lines
18467-2512310615--32385-1-10968-2512311256,premium_economy,1,2.43,608,Delta Air Lines,Delta Air Lines
18467-2512310615--32385-1-10910-2512311455,premium_economy,1,2.58,608,Delta Air Lines,Delta Air Lines
18467-2512311825--32573-0-10968-2512312105,business,0,3.67,556,American Airlines,American Airlines
18467-2512310809--32573-0-10968-2512311054,business,0,3.75,556,American Airlines,American Airlines
18467-2512311405--32573-0-10968-2512311705,business,0,4.0,556,American Airlines,Envoy Air
18467-2512311400--31722-0-10968-2512311642,first,0,3.7,596,United Airlines,Air Canada
18467-2512311940--31722-0-10968-2512312222,first,0,3.7,596,United Airlines,Air Canada
18467-2512311125--32573-1-10968-2512311555,first,1,2.0,578,American Airlines,Envoy Air
18467-2512311125--32573-1-10968-2512311555,first,1,2.67,578,American Airlines,American Airlines
18467-2512310615--32573-1-10968-2512311109,first,1,2.25,578,American Airlines,Envoy Air
18467-2512310615--32573-1-10968-2512311109,first,1,2.82,578,American Airlines,American Airlines
18467-2602011400--32695-0-10968-2602011642,business,0,3.7,846,Air Canada,Air Canada
18467-2602011940--32695-0-10968-2602012222,business,0,3.7,846,Air Canada,Air Canada
18390-2602011525--32695-1-10968-2602012224,business,1,1.25,1081,Air Canada,Jazz Aviation
18390-2602011525--32695-1-10968-2602012224,business,1,4.57,1081,Air Canada,Jazz Aviation
18467-2602011500--32695-1-10968-2602012224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602011500--32695-1-10968-2602012224,business,1,4.57,1573,Air Canada,Jazz Aviation
18467-2602011400--32695-1-10968-2602012224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602011400--32695-1-10968-2602012224,business,1,4.57,1573,Air Canada,Jazz Aviation
18467-2602021400--32695-0-10968-2602021642,business,0,3.7,846,Air Canada,Air Canada
18467-2602021940--32695-0-10968-2602022222,business,0,3.7,846,Air Canada,Air Canada
18390-2602021525--32695-1-10968-2602022224,business,1,1.25,1216,Air Canada,Jazz Aviation
18390-2602021525--32695-1-10968-2602022224,business,1,4.57,1216,Air Canada,Jazz Aviation
18467-2602021500--32695-1-10968-2602022224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602021500--32695-1-10968-2602022224,business,1,4.57,1573,Air Canada,Jazz Aviation
18467-2602021400--32695-1-10968-2602022224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602021400--32695-1-10968-2602022224,business,1,4.57,1573,Air Canada,Jazz Aviation
18467-2602031940--32695-0-10968-2602032222,business,0,3.7,598,Air Canada,Air Canada
18467-2602031400--32695-0-10968-2602031642,business,0,3.7,846,Air Canada,Air Canada
18390-2602031525--32695-1-10968-2602032224,business,1,1.25,968,Air Canada,Jazz Aviation
18390-2602031525--32695-1-10968-2602032224,business,1,4.57,968,Air Canada,Jazz Aviation
18467-2602031500--32695-1-10968-2602032224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602031500--32695-1-10968-2602032224,business,1,4.57,1573,Air Canada,Jazz Aviation
18467-2602031400--32695-1-10968-2602032224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602031400--32695-1-10968-2602032224,business,1,4.57,1573,Air Canada,Jazz Aviation
18467-2602041400--32695-0-10968-2602041642,business,0,3.7,598,Air Canada,Air Canada
18467-2602041940--32695-0-10968-2602042222,business,0,3.7,598,Air Canada,Air Canada
18390-2602041525--32695-1-10968-2602042224,business,1,1.25,968,Air Canada,Jazz Aviation
18390-2602041525--32695-1-10968-2602042224,business,1,4.57,968,Air Canada,Jazz Aviation
18467-2602041500--32695-1-10968-2602042224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602041500--32695-1-10968-2602042224,business,1,4.57,1573,Air Canada,Jazz Aviation
18467-2602041400--32695-1-10968-2602042224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602041400--32695-1-10968-2602042224,business,1,4.57,1573,Air Canada,Jazz Aviation
18467-2602051400--32695-0-10968-2602051642,business,0,3.7,598,Air Canada,Air Canada
18467-2602051940--32695-0-10968-2602052222,business,0,3.7,598,Air Canada,Air Canada
18390-2602051525--32695-1-10968-2602052224,business,1,1.25,968,Air Canada,Jazz Aviation
18390-2602051525--32695-1-10968-2602052224,business,1,4.57,968,Air Canada,Jazz Aviation
18467-2602051500--32695-1-10968-2602052224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602051500--32695-1-10968-2602052224,business,1,4.57,1573,Air Canada,Jazz Aviation
18467-2602051400--32695-1-10968-2602052224,business,1,1.3,1573,Air Canada,Air Canada
18467-2602051400--32695-1-10968-2602052224,business,1,4.57,1573,Air Canada,Jazz Aviation
"18390-2602071700--31954,-31927,-32090-4-10968-2602091435",economy,4,1.25,3544,Porter Airlines,Porter Airlines Inc
"18390-2602071700--31954,-31927,-32317-4-10968-2602091510",economy,4,1.25,2877,Porter Airlines,Porter Airlines Inc
"18390-2602091400--31954,-31799,-32090-3-10968-2602101435",economy,3,1.25,4364,Porter Airlines,Porter Airlines Inc
"18390-2602091000--31954,-31799,-32090-3-10968-2602101435",economy,3,1.25,4335,Porter Airlines,Porter Airlines Inc
"18390-2602090855--31954,-31799,-32090-3-10968-2602101435",economy,3,1.25,4335,Porter Airlines,Porter Airlines Inc
"18390-2602090705--31954,-31799,-32090-3-10968-2602101435",economy,3,1.25,4335,Porter Airlines,Porter Airlines Inc
"18390-2602091810--31954,-31781,-32317-4-10968-2602111510",economy,4,1.25,3045,Porter Airlines,Porter Airlines Inc
"18390-2602091645--31954,-31927,-32317-4-10968-2602111510",economy,4,1.25,2347,Porter Airlines,Porter Airlines Inc
"18390-2602091645--31954,-32090,-32317-4-10968-2602111510",economy,4,1.25,2697,Porter Airlines,Porter Airlines Inc
"18390-2602091645--31954,-31781,-32317-4-10968-2602111510",economy,4,1.25,3045,Porter Airlines,Porter Airlines Inc
18467-2601011825--32573-0-10968-2601012105,economy,0,3.67,427,American Airlines,American Airlines
18467-2601010809--32573-0-10968-2601011054,economy,0,3.75,427,American Airlines,American Airlines
18467-2601011405--32573-0-10968-2601011705,economy,0,4.0,674,American Airlines,Envoy Air
18467-2601010615--32385-1-10910-2601011116,premium_economy,1,2.58,745,Delta Air Lines,Delta Air Lines
18467-2601010615--32385-1-10910-2601011455,premium_economy,1,2.58,608,Delta Air Lines,Delta Air Lines
18467-2601010615--32385-1-10968-2601011510,premium_economy,1,2.58,608,Delta Air Lines,Delta Air Lines
18467-2601010615--32385-1-10968-2601011510,premium_economy,1,2.42,608,Delta Air Lines,Delta Air Lines
18467-2601011825--32573-0-10968-2601012105,business,0,3.67,556,American Airlines,American Airlines
18467-2601011400--32695-0-10968-2601011642,business,0,3.7,598,Air Canada,Air Canada
18467-2601011940--32695-0-10968-2601012222,business,0,3.7,598,Air Canada,Air Canada
18467-2601010809--32573-0-10968-2601011054,business,0,3.75,556,American Airlines,American Airlines
18467-2601011405--32573-0-10968-2601011705,business,0,4.0,802,American Airlines,Envoy Air
18467-2601010900--32695-1-10968-2601011311,business,1,1.92,1588,Air Canada,United Airlines
18467-2601010900--32695-1-10968-2601011311,business,1,2.43,1588,Air Canada,United Airlines
18467-2601011730--32695-1-10968-2601012224,business,1,1.98,1588,Air Canada,Republic Airline United Express
18467-2601011730--32695-1-10968-2601012224,business,1,2.57,1588,Air Canada,United Airlines
18467-2601011100--32695-1-10968-2601011554,business,1,1.98,1588,Air Canada,Republic Airline United Express
18467-2601011100--32695-1-10968-2601011554,business,1,2.57,1588,Air Canada,United Airlines
18467-2601011000--32695-1-10968-2601011554,business,1,1.97,1110,Air Canada,Jazz Aviation
18467-2601011000--32695-1-10968-2601011554,business,1,2.57,1110,Air Canada,United Airlines
18467-2601010900--32695-1-10968-2601011554,business,1,1.92,1110,Air Canada,United Airlines
18467-2601010900--32695-1-10968-2601011554,business,1,2.57,1110,Air Canada,United Airlines
18467-2601011400--31722-0-10968-2601011642,first,0,3.7,596,United Airlines,Air Canada
18467-2601011940--31722-0-10968-2601012222,first,0,3.7,596,United Airlines,Air Canada
18467-2601011125--32573-1-10968-2601011555,first,1,2.0,578,American Airlines,Envoy Air
18467-2601011125--32573-1-10968-2601011555,first,1,2.67,578,American Airlines,American Airlines
18467-2601010615--32573-1-10968-2601011109,first,1,2.25,578,American Airlines,Envoy Air
18467-2601010615--32573-1-10968-2601011109,first,1,2.82,578,American Airlines,American Airlines
18467-2601021825--32573-0-10968-2601022105,economy,0,3.67,674,American Airlines,American Airlines
18467-2601021400--31722-0-10968-2601021642,economy,0,3.7,427,United Airlines,Air Canada
18467-2601021940--31722-0-10968-2601022222,economy,0,3.7,427,United Airlines,Air Canada
18467-2601020809--32573-0-10968-2601021054,economy,0,3.75,427,American Airlines,American Airlines
18467-2601021405--32573-0-10968-2601021705,economy,0,4.0,427,American Airlines,Envoy Air
18467-2601020900--31722-1-10968-2601021554,economy,1,1.92,449,United Airlines,United Airlines
18467-2601020900--31722-1-10968-2601021554,economy,1,2.57,449,United Airlines,United Airlines
18467-2601021816--32385-1-10968-2601030022,premium_economy,1,2.52,608,Delta Air Lines,Delta Air Lines
18467-2601021816--32385-1-10968-2601030022,premium_economy,1,2.38,608,Delta Air Lines,Delta Air Lines
18467-2601021400--32385-2-10968-2601022216,premium_economy,2,2.43,608,Delta Air Lines,Delta Air Lines
18467-2601021005--32385-2-10968-2601021909,premium_economy,2,2.48,608,Delta Air Lines,Delta Air Lines
18467-2601021825--32573-0-10968-2601022105,business,0,3.67,802,American Airlines,American Airlines
18467-2601021400--32695-0-10968-2601021642,business,0,3.7,846,Air Canada,Air Canada
18467-2601021940--32695-0-10968-2601022222,business,0,3.7,1088,Air Canada,Air Canada
18467-2601020809--32573-0-10968-2601021054,business,0,3.75,556,American Airlines,American Airlines
18467-2601021405--32573-0-10968-2601021705,business,0,4.0,668,American Airlines,Envoy Air
18467-2601020900--32695-1-10968-2601021311,business,1,1.92,1588,Air Canada,United Airlines
18467-2601020900--32695-1-10968-2601021311,business,1,2.43,1588,Air Canada,United Airlines
18467-2601020800--32695-1-10968-2601021311,business,1,1.95,1110,Air Canada,Air Canada
18467-2601020800--32695-1-10968-2601021311,business,1,2.43,1110,Air Canada,United Airlines
18467-2601021000--32695-1-10968-2601021554,business,1,1.97,1110,Air Canada,Jazz Aviation
18467-2601021000--32695-1-10968-2601021554,business,1,2.57,1110,Air Canada,United Airlines
18467-2601021500--32695-1-10968-2601022224,business,1,1.3,1095,Air Canada,Air Canada
18467-2601021500--32695-1-10968-2601022224,business,1,4.57,1095,Air Canada,Jazz Aviation
18467-2601021400--32695-1-10968-2601022224,business,1,1.3,1095,Air Canada,Air Canada
18467-2601021400--32695-1-10968-2601022224,business,1,4.57,1095,Air Canada,Jazz Aviation
18467-2601021400--31722-0-10968-2601021642,first,0,3.7,842,United Airlines,Air Canada
18467-2601021940--31722-0-10968-2601022222,first,0,3.7,1049,United Airlines,Air Canada
18467-2601021125--32573-1-10968-2601021555,first,1,2.0,578,American Airlines,Envoy Air
18467-2601021125--32573-1-10968-2601021555,first,1,2.67,578,American Airlines,American Airlines
18467-2601021310--32573-1-10968-2601021804,first,1,2.0,578,American Airlines,Envoy Air
18467-2601021310--32573-1-10968-2601021804,first,1,2.68,578,American Airlines,American Airlines
18467-2601020615--32573-1-10968-2601021109,first,1,2.25,578,American Airlines,Envoy Air
18467-2601020615--32573-1-10968-2601021109,first,1,2.82,578,American Airlines,American Airlines
18467-2601021820--32573-1-10968-2601022338,first,1,2.0,578,American Airlines,Envoy Air
18467-2601021820--32573-1-10968-2601022338,first,1,3.1,578,American Airlines,American Airlines
18467-2601031825--32573-0-10968-2601032105,economy,0,3.67,540,American Airlines,American Airlines
18467-2601030809--32573-0-10968-2601031054,economy,0,3.75,540,American Airlines,American Airlines
18467-2601031405--32573-0-10968-2601031705,economy,0,4.0,540,American Airlines,Envoy Air
18467-2601031125--32573-1-10968-2601031555,economy,1,2.0,449,American Airlines,Envoy Air
18467-2601031125--32573-1-10968-2601031555,economy,1,2.67,449,American Airlines,American Airlines
18467-2601030615--32573-1-10968-2601031109,economy,1,2.25,449,American Airlines,Envoy Air
18467-2601030615--32573-1-10968-2601031109,economy,1,2.82,449,American Airlines,American Airlines
18467-2601031005--32385-2-10968-2601031909,economy,2,2.48,440,Delta Air Lines,Delta Air Lines
18467-2601030615--32385-1-10910-2601031116,premium_economy,1,2.58,808,Delta Air Lines,Delta Air Lines
18467-2601030615--32385-1-10910-2601031455,premium_economy,1,2.58,645,Delta Air Lines,Delta Air Lines
18467-2601030615--32385-1-10968-2601031510,premium_economy,1,2.58,645,Delta Air Lines,Delta Air Lines
18467-2601030615--32385-1-10968-2601031510,premium_economy,1,2.42,645,Delta Air Lines,Delta Air Lines
18467-2601031005--32385-2-10968-2601031909,premium_economy,2,2.48,608,Delta Air Lines,Delta Air Lines
18467-2601031825--32573-0-10968-2601032105,business,0,3.67,668,American Airlines,American Airlines
18467-2601031400--32695-0-10968-2601031642,business,0,3.7,598,Air Canada,Air Canada
18467-2601031940--32695-0-10968-2601032222,business,0,3.7,598,Air Canada,Air Canada
18467-2601030809--32573-0-10968-2601031054,business,0,3.75,668,American Airlines,American Airlines
18467-2601031405--32573-0-10968-2601031705,business,0,4.0,668,American Airlines,Envoy Air
18467-2601030900--32695-1-10968-2601031311,business,1,1.92,1588,Air Canada,United Airlines
18467-2601030900--32695-1-10968-2601031311,business,1,2.43,1588,Air Canada,United Airlines
18467-2601030800--32695-1-10968-2601031311,business,1,1.95,1110,Air Canada,Air Canada
18467-2601030800--32695-1-10968-2601031311,business,1,2.43,1110,Air Canada,United Airlines
18467-2601031000--32695-1-10968-2601031554,business,1,1.97,1110,Air Canada,Jazz Aviation
18467-2601031000--32695-1-10968-2601031554,business,1,2.57,1110,Air Canada,United Airlines
18390-2601031525--32695-1-10968-2601032224,business,1,1.25,968,Air Canada,Jazz Aviation
18390-2601031525--32695-1-10968-2601032224,business,1,4.57,968,Air Canada,Jazz Aviation
18467-2601031500--32695-1-10968-2601032224,business,1,1.3,1095,Air Canada,Air Canada
18467-2601031500--32695-1-10968-2601032224,business,1,4.57,1095,Air Canada,Jazz Aviation
18467-2601031400--31722-0-10968-2601031642,first,0,3.7,596,United Airlines,Air Canada
18467-2601031940--31722-0-10968-2601032222,first,0,3.7,596,United Airlines,Air Canada
18467-2601031125--32573-1-10968-2601031555,first,1,2.0,578,American Airlines,Envoy Air
18467-2601031125--32573-1-10968-2601031555,first,1,2.67,578,American Airlines,American Airlines
18467-2601030615--32573-1-10968-2601031109,first,1,2.25,578,American Airlines,Envoy Air
18467-2601030615--32573-1-10968-2601031109,first,1,2.82,578,American Airlines,American Airlines
18467-2601031310--32573-1-10968-2601031804,first,1,2.0,578,American Airlines,Envoy Air
18467-2601031310--32573-1-10968-2601031804,first,1,2.68,578,American Airlines,American Airlines
18467-2601041825--32573-0-10968-2601042105,economy,0,3.67,585,American Airlines,American Airlines
18467-2601040809--32573-0-10968-2601041054,economy,0,3.75,585,American Airlines,American Airlines
18467-2601041405--32573-0-10968-2601041705,economy,0,4.0,585,American Airlines,Envoy Air
18467-2601041125--32573-1-10968-2601041555,economy,1,2.0,493,American Airlines,Envoy Air
18467-2601041125--32573-1-10968-2601041555,economy,1,2.67,493,American Airlines,American Airlines
18467-2601040615--32385-1-10910-2601041116,premium_economy,1,2.58,739,Delta Air Lines,Delta Air Lines
18467-2601040615--32385-1-10968-2601041256,premium_economy,1,2.58,645,Delta Air Lines,Delta Air Lines
18467-2601040615--32385-1-10968-2601041256,premium_economy,1,2.43,645,Delta Air Lines,Delta Air Lines
18467-2601041825--32573-0-10968-2601042105,business,0,3.67,713,American Airlines,American Airlines
18467-2601041400--32695-0-10968-2601041642,business,0,3.7,846,Air Canada,Air Canada
18467-2601041940--32695-0-10968-2601042222,business,0,3.7,846,Air Canada,Air Canada
18467-2601040809--32573-0-10968-2601041054,business,0,3.75,713,American Airlines,American Airlines
18467-2601041405--32573-0-10968-2601041705,business,0,4.0,713,American Airlines,Envoy Air
18467-2601040900--32695-1-10968-2601041311,business,1,1.92,1588,Air Canada,United Airlines
18467-2601040900--32695-1-10968-2601041311,business,1,2.43,1588,Air Canada,United Airlines
18467-2601041100--32695-1-10968-2601041554,business,1,1.98,1588,Air Canada,Republic Airline United Express
18467-2601041100--32695-1-10968-2601041554,business,1,2.57,1588,Air Canada,United Airlines
18467-2601041730--32695-1-10968-2601042224,business,1,1.98,1588,Air Canada,Republic Airline United Express
18467-2601041730--32695-1-10968-2601042224,business,1,2.57,1588,Air Canada,United Airlines
18467-2601040800--32695-1-10968-2601041311,business,1,1.95,1588,Air Canada,Air Canada
18467-2601040800--32695-1-10968-2601041311,business,1,2.43,1588,Air Canada,United Airlines
18467-2601041000--32695-1-10968-2601041554,business,1,1.97,1110,Air Canada,Jazz Aviation
18467-2601041000--32695-1-10968-2601041554,business,1,2.57,1110,Air Canada,United Airlines
18467-2601041400--31722-0-10968-2601041642,first,0,3.7,842,United Airlines,Air Canada
18467-2601041940--31722-0-10968-2601042222,first,0,3.7,842,United Airlines,Air Canada
18467-2601041125--32573-1-10968-2601041555,first,1,2.0,623,American Airlines,Envoy Air
18467-2601041125--32573-1-10968-2601041555,first,1,2.67,623,American Airlines,American Airlines
18467-2601040615--32573-1-10968-2601041109,first,1,2.25,623,American Airlines,Envoy Air
18467-2601040615--32573-1-10968-2601041109,first,1,2.82,623,American Airlines,American Airlines
18467-2601041820--32573-1-10968-2601042338,first,1,2.0,623,American Airlines,Envoy Air
18467-2601041820--32573-1-10968-2601042338,first,1,3.1,623,American Airlines,American Airlines
18467-2601041310--32573-1-10968-2601041940,first,1,2.0,623,American Airlines,Envoy Air
18467-2601041310--32573-1-10968-2601041940,first,1,2.75,623,American Airlines,American Airlines
18467-2601051825--32573-0-10968-2601052105,economy,0,3.67,427,American Airlines,American Airlines
18467-2601050809--32573-0-10968-2601051054,economy,0,3.75,427,American Airlines,American Airlines
18467-2601051405--32573-0-10968-2601051705,economy,0,4.0,427,American Airlines,Envoy Air
18467-2601051205--32385-1-10910-2601051738,premium_economy,1,2.47,902,Delta Air Lines,Delta Air Lines
18467-2601051825--32573-0-10968-2601052105,business,0,3.67,556,American Airlines,American Airlines
18467-2601051400--32695-0-10968-2601051642,business,0,3.7,846,Air Canada,Air Canada
18467-2601051940--32695-0-10968-2601052222,business,0,3.7,1088,Air Canada,Air Canada
18467-2601050809--32573-0-10968-2601051054,business,0,3.75,556,American Airlines,American Airlines
18467-2601051405--32573-0-10968-2601051705,business,0,4.0,556,American Airlines,Envoy Air
18467-2601050900--32695-1-10968-2601051311,business,1,1.92,1588,Air Canada,United Airlines
18467-2601050900--32695-1-10968-2601051311,business,1,2.43,1588,Air Canada,United Airlines
18467-2601051100--32695-1-10968-2601051554,business,1,1.98,1588,Air Canada,Republic Airline United Express
18467-2601051100--32695-1-10968-2601051554,business,1,2.57,1588,Air Canada,United Airlines
18467-2601051730--32695-1-10968-2601052224,business,1,1.98,1588,Air Canada,Republic Airline United Express
18467-2601051730--32695-1-10968-2601052224,business,1,2.57,1588,Air Canada,United Airlines
18467-2601050800--32695-1-10968-2601051311,business,1,1.95,1588,Air Canada,Air Canada
18467-2601050800--32695-1-10968-2601051311,business,1,2.43,1588,Air Canada,United Airlines
18467-2601051400--32695-1-10968-2601052224,business,1,1.85,1110,Air Canada,Air Canada
18467-2601051400--32695-1-10968-2601052224,business,1,2.57,1110,Air Canada,United Airlines
18467-2601051400--31722-0-10968-2601051642,first,0,3.7,842,United Airlines,Air Canada
18467-2601051940--31722-0-10968-2601052222,first,0,3.7,1049,United Airlines,Air Canada
18467-2601051125--32573-1-10968-2601051555,first,1,2.0,690,American Airlines,Envoy Air
18467-2601051125--32573-1-10968-2601051555,first,1,2.67,690,American Airlines,American Airlines
18467-2601050615--32573-1-10968-2601051109,first,1,2.25,578,American Airlines,Envoy Air
18467-2601050615--32573-1-10968-2601051109,first,1,2.82,578,American Airlines,American Airlines
18467-2601051820--32573-1-10968-2601052338,first,1,2.0,578,American Airlines,Envoy Air
18467-2601051820--32573-1-10968-2601052338,first,1,3.1,578,American Airlines,American Airlines
18467-2601051310--32573-1-10968-2601051940,first,1,2.0,578,American Airlines,Envoy Air
18467-2601051310--32573-1-10968-2601051940,first,1,2.75,578,American Airlines,American Airlines
18467-2601061400--31722-0-10968-2601061642,economy,0,3.7,427,United Airlines,Air Canada
18467-2601061940--31722-0-10968-2601062222,economy,0,3.7,427,United Airlines,Air Canada
18467-2601061415--32573-0-10968-2601061705,economy,0,3.83,427,American Airlines,Envoy Air
18467-2601061815--32573-0-10968-2601062105,economy,0,3.83,427,American Airlines,American Airlines
18467-2601060749--32573-0-10968-2601061054,economy,0,4.08,427,American Airlines,American Airlines
18467-2601060615--32385-1-10910-2601061126,economy,1,2.73,440,Delta Air Lines,Delta Air Lines
18467-2601060615--32385-1-10968-2601061235,economy,1,2.73,440,Delta Air Lines,Delta Air Lines
18467-2601060615--32385-1-10968-2601061235,economy,1,2.58,440,Delta Air Lines,Delta Air Lines
18467-2601061800--32385-1-10910-2601062236,premium_economy,1,2.58,608,Delta Air Lines,Delta Air Lines
18467-2601061220--32385-1-10968-2601061702,premium_economy,1,2.53,608,Delta Air Lines,Delta Air Lines
18467-2601061220--32385-1-10968-2601061702,premium_economy,1,2.53,608,Delta Air Lines,Delta Air Lines
18467-2601060745--32385-1-10968-2601061235,premium_economy,1,2.65,608,Delta Air Lines,Delta Air Lines
18467-2601060745--32385-1-10968-2601061235,premium_economy,1,2.58,608,Delta Air Lines,Delta Air Lines
18467-2601060615--32385-1-10910-2601061126,premium_economy,1,2.73,608,Delta Air Lines,Delta Air Lines
18467-2601061220--32385-1-10910-2601061755,premium_economy,1,2.53,608,Delta Air Lines,Delta Air Lines
18467-2601061400--32695-0-10968-2601061642,business,0,3.7,598,Air Canada,Air Canada
18467-2601061940--32695-0-10968-2601062222,business,0,3.7,598,Air Canada,Air Canada
18467-2601061415--32573-0-10968-2601061705,business,0,3.83,556,American Airlines,Envoy Air
18467-2601061815--32573-0-10968-2601062105,business,0,3.83,556,American Airlines,American Airlines
18467-2601060749--32573-0-10968-2601061054,business,0,4.08,556,American Airlines,American Airlines
18467-2601061400--32695-1-10968-2601061826,business,1,1.85,1110,Air Canada,Air Canada
18467-2601061400--32695-1-10968-2601061826,business,1,2.57,1110,Air Canada,United Airlines
18467-2601061100--32695-1-10968-2601061554,business,1,1.98,1110,Air Canada,Republic Airline United Express
18467-2601061100--32695-1-10968-2601061554,business,1,2.57,1110,Air Canada,United Airlines
18467-2601061000--32695-1-10968-2601061554,business,1,1.97,1110,Air Canada,Jazz Aviation
18467-2601061000--32695-1-10968-2601061554,business,1,2.57,1110,Air Canada,United Airlines
18467-2601061200--32695-1-10968-2601061826,business,1,1.85,1110,Air Canada,Air Canada
18467-2601061200--32695-1-10968-2601061826,business,1,2.57,1110,Air Canada,United Airlines
18390-2601061525--32695-1-10968-2601062224,business,1,1.25,968,Air Canada,Jazz Aviation
18390-2601061525--32695-1-10968-2601062224,business,1,4.57,968,Air Canada,Jazz Aviation
18467-2601061400--31722-0-10968-2601061642,first,0,3.7,596,United Airlines,Air Canada
18467-2601061940--31722-0-10968-2601062222,first,0,3.7,596,United Airlines,Air Canada
18467-2601060615--32573-1-10968-2601061045,first,1,2.25,578,American Airlines,Envoy Air
18467-2601060615--32573-1-10968-2601061045,first,1,2.67,578,American Airlines,American Airlines
18467-2601061305--32573-1-10968-2601061803,first,1,2.0,578,American Airlines,Envoy Air
18467-2601061305--32573-1-10968-2601061803,first,1,2.68,578,American Airlines,American Airlines
18467-2601061035--32573-1-10968-2601061554,first,1,2.0,578,American Airlines,Envoy Air
18467-2601061035--32573-1-10968-2601061554,first,1,2.7,578,American Airlines,American Airlines
18467-2601071415--32573-0-10968-2601071705,economy,0,3.83,427,American Airlines,Envoy Air
18467-2601071815--32573-0-10968-2601072105,economy,0,3.83,427,American Airlines,American Airlines
18467-2601070749--32573-0-10968-2601071054,economy,0,4.08,427,American Airlines,American Airlines
18467-2601070615--32385-1-10968-2601071235,economy,1,2.73,440,Delta Air Lines,Delta Air Lines
18467-2601070615--32385-1-10968-2601071235,economy,1,2.58,440,Delta Air Lines,Delta Air Lines
18467-2601070945--32385-2-10968-2601071702,economy,2,2.53,440,Delta Air Lines,Delta Air Lines
18467-2601070745--32385-1-10910-2601071505,economy,1,2.65,440,Delta Air Lines,Delta Air Lines
18467-2601071110--32385-2-10968-2601071847,economy,2,2.53,440,Delta Air Lines,Delta Air Lines
18467-2601071800--32385-1-10910-2601072236,premium_economy,1,2.58,608,Delta Air Lines,Delta Air Lines
18467-2601071220--32385-1-10968-2601071702,premium_economy,1,2.53,608,Delta Air Lines,Delta Air Lines
18467-2601071220--32385-1-10968-2601071702,premium_economy,1,2.53,608,Delta Air Lines,Delta Air Lines
18467-2601070745--32385-1-10968-2601071235,premium_economy,1,2.65,608,Delta Air Lines,Delta Air Lines
18467-2601070745--32385-1-10968-2601071235,premium_economy,1,2.58,608,Delta Air Lines,Delta Air Lines
18467-2601070615--32385-1-10910-2601071126,premium_economy,1,2.73,608,Delta Air Lines,Delta Air Lines
18467-2601071220--32385-1-10910-2601071755,premium_economy,1,2.53,608,Delta Air Lines,Delta Air Lines
18467-2601071400--32695-0-10968-2601071642,business,0,3.7,846,Air Canada,Air Canada
18467-2601071940--32695-0-10968-2601072222,business,0,3.7,598,Air Canada,Air Canada
18467-2601071415--32573-0-10968-2601071705,business,0,3.83,556,American Airlines,Envoy Air
18467-2601071815--32573-0-10968-2601072105,business,0,3.83,556,American Airlines,American Airlines
18467-2601070749--32573-0-10968-2601071054,business,0,4.08,556,American Airlines,American Airlines
18467-2601071400--32695-1-10968-2601071826,business,1,1.85,1110,Air Canada,Air Canada
18467-2601071400--32695-1-10968-2601071826,business,1,2.57,1110,Air Canada,United Airlines
18467-2601070700--32695-1-10968-2601071132,business,1,1.92,1588,Air Canada,United Airlines
18467-2601070700--32695-1-10968-2601071132,business,1,2.53,1588,Air Canada,United Airlines
18467-2601071100--32695-1-10968-2601071554,business,1,1.98,1588,Air Canada,Republic Airline United Express
18467-2601071100--32695-1-10968-2601071554,business,1,2.57,1588,Air Canada,United Airlines
18467-2601071000--32695-1-10968-2601071554,business,1,1.97,1110,Air Canada,Jazz Aviation
18467-2601071000--32695-1-10968-2601071554,business,1,2.57,1110,Air Canada,United Airlines
18467-2601071200--32695-1-10968-2601071826,business,1,1.85,1110,Air Canada,Air Canada
18467-2601071200--32695-1-10968-2601071826,business,1,2.57,1110,Air Canada,United Airlines
18467-2601071940--31722-0-10968-2601072222,first,0,3.7,596,United Airlines,Air Canada
18467-2601071400--31722-0-10968-2601071642,first,0,3.7,842,United Airlines,Air Canada
18467-2601070615--32573-1-10968-2601071045,first,1,2.25,578,American Airlines,Envoy Air
18467-2601070615--32573-1-10968-2601071045,first,1,2.67,578,American Airlines,American Airlines
18467-2601071820--32573-1-10968-2601072317,first,1,2.0,578,American Airlines,Envoy Air
18467-2601071820--32573-1-10968-2601072317,first,1,2.7,578,American Airlines,American Airlines
18467-2601071035--32573-1-10968-2601071554,first,1,2.0,578,American Airlines,Envoy Air
18467-2601071035--32573-1-10968-2601071554,first,1,2.7,578,American Airlines,American Airlines
18467-2601081400--31722-0-10968-2601081642,economy,0,3.7,427,United Airlines,Air Canada
18467-2601081940--31722-0-10968-2601082222,economy,0,3.7,427,United Airlines,Air Canada
