itinerary_id,cabin_class,stop_count,duration_in_hours,one_way_price_candollar,marketing_airline,operating_airline
18467-2505220900--32695-1-10968-2505221522,business,1,2.62,868,Air Canada,United Airlines
18467-2505220700--32695-1-10968-2505221324,business,1,1.98,620,Air Canada,United Airlines
18467-2505220700--32695-1-10968-2505221324,business,1,2.65,620,Air Canada,United Airlines
18467-2505221640--31722-0-10968-2505221914,first,0,3.57,596,United Airlines,Air Canada
18467-2505220820--31722-0-10968-2505221054,first,0,3.57,1558,United Airlines,Air Canada
18467-2505221510--32573-1-10968-2505221928,first,1,1.92,953,American Airlines,Envoy Air
18467-2505221510--32573-1-10968-2505221928,first,1,2.72,953,American Airlines,American Airlines
18467-2505221100--31722-1-10968-2505221522,first,1,2.02,747,United Airlines,Republic Airline United Express
18467-2505221100--31722-1-10968-2505221522,first,1,2.62,747,United Airlines,United Airlines
18467-2505220700--31722-1-10968-2505221124,first,1,1.98,618,United Airlines,United Airlines
18467-2505220700--31722-1-10968-2505221124,first,1,2.65,618,United Airlines,United Airlines
18467-2505221315--32573-1-10968-2505221739,first,1,1.92,824,American Airlines,Envoy Air
18467-2505221315--32573-1-10968-2505221739,first,1,2.65,824,American Airlines,American Airlines
18467-2505220900--31722-1-10968-2505221324,first,1,1.98,739,United Airlines,United Airlines
18467-2505220900--31722-1-10968-2505221324,first,1,2.65,739,United Airlines,United Airlines
18467-2505221320--32385-1-10910-2505221752,first,1,2.37,997,Delta Air Lines,Delta Air Lines
"18390-2505230910--31954,-31825-3-10968-2505232154",economy,3,0.98,439,Porter Airlines,Porter Airlines Inc
"18390-2505230700--31954,-31825-3-10968-2505232154",economy,3,0.98,439,Porter Airlines,Porter Airlines Inc
18467-2505231320--32385-1-10910-2505231752,premium_economy,1,2.37,645,Delta Air Lines,Delta Air Lines
18467-2505230745--32385-1-10968-2505231224,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505230745--32385-1-10968-2505231224,premium_economy,1,2.4,581,Delta Air Lines,Delta Air Lines
18467-2505230600--32385-1-10910-2505231119,premium_economy,1,2.5,608,Delta Air Lines,Delta Air Lines
18467-2505231320--32385-1-10968-2505231841,premium_economy,1,2.37,581,Delta Air Lines,Delta Air Lines
18467-2505231320--32385-1-10968-2505231841,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505231130--32385-1-10968-2505231656,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505231130--32385-1-10968-2505231656,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505231812--32385-1-10910-2505232340,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505231812--32385-1-10968-2505240011,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505231812--32385-1-10968-2505240011,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505230645--32573-0-10968-2505230925,business,0,3.67,527,American Airlines,American Airlines
18467-2505231329--32573-0-10968-2505231609,business,0,3.67,668,American Airlines,American Airlines
18467-2505231720--32573-0-10968-2505232000,business,0,3.67,668,American Airlines,American Airlines
18467-2505230630--32573-1-10968-2505231045,first,1,1.92,757,American Airlines,Envoy Air
18467-2505230630--32573-1-10968-2505231045,first,1,2.67,757,American Airlines,American Airlines
18467-2505231510--32573-1-10968-2505231928,first,1,1.92,824,American Airlines,Envoy Air
18467-2505231510--32573-1-10968-2505231928,first,1,2.72,824,American Airlines,American Airlines
18467-2505231315--32573-1-10968-2505231739,first,1,1.92,824,American Airlines,Envoy Air
18467-2505231315--32573-1-10968-2505231739,first,1,2.65,824,American Airlines,American Airlines
18467-2505231320--32385-1-10910-2505231752,first,1,2.37,834,Delta Air Lines,Delta Air Lines
18467-2505230745--32385-1-10968-2505231224,first,1,2.42,770,Delta Air Lines,Delta Air Lines
18467-2505230745--32385-1-10968-2505231224,first,1,2.4,770,Delta Air Lines,Delta Air Lines
18467-2505231132--32573-1-10968-2505231636,first,1,1.92,824,American Airlines,Envoy Air
18467-2505231132--32573-1-10968-2505231636,first,1,2.63,824,American Airlines,American Airlines
18467-2505231510--32573-1-10968-2505232133,first,1,1.92,605,American Airlines,Envoy Air
18467-2505231510--32573-1-10968-2505232133,first,1,2.8,605,American Airlines,American Airlines
18467-2505241320--31679-1-10910-2505241752,economy,1,2.37,489,Westjet,Delta Air Lines
18467-2505240745--31679-1-10968-2505241224,economy,1,2.42,460,Westjet,Delta Air Lines
18467-2505240745--31679-1-10968-2505241224,economy,1,2.4,460,Westjet,Delta Air Lines
18467-2505241130--31679-1-10968-2505241656,economy,1,2.42,489,Westjet,Delta Air Lines
18467-2505241130--31679-1-10968-2505241656,economy,1,2.43,489,Westjet,Delta Air Lines
18467-2505241812--31679-1-10910-2505242340,economy,1,2.33,460,Westjet,Delta Air Lines
18467-2505240745--31679-1-10910-2505241501,economy,1,2.42,489,Westjet,Delta Air Lines
18467-2505241320--32385-1-10910-2505241752,premium_economy,1,2.37,581,Delta Air Lines,Delta Air Lines
18467-2505240745--32385-1-10968-2505241224,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505240745--32385-1-10968-2505241224,premium_economy,1,2.4,581,Delta Air Lines,Delta Air Lines
18467-2505240600--32385-1-10910-2505241109,premium_economy,1,2.5,608,Delta Air Lines,Delta Air Lines
18467-2505241130--32385-1-10968-2505241656,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505241130--32385-1-10968-2505241656,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505240820--32695-0-10968-2505241054,business,0,3.57,598,Air Canada,Air Canada
18467-2505241640--32695-0-10968-2505241914,business,0,3.57,598,Air Canada,Air Canada
18467-2505241329--32573-0-10968-2505241609,business,0,3.67,527,American Airlines,American Airlines
18467-2505241720--32573-0-10968-2505242000,business,0,3.67,527,American Airlines,American Airlines
18467-2505240645--32573-0-10968-2505240925,business,0,3.67,527,American Airlines,American Airlines
18467-2505240815--32695-1-10968-2505241324,business,1,1.92,620,Air Canada,Air Canada
18467-2505240815--32695-1-10968-2505241324,business,1,2.65,620,Air Canada,United Airlines
18467-2505241000--32695-1-10968-2505241522,business,1,1.9,620,Air Canada,Jazz Aviation
18467-2505241000--32695-1-10968-2505241522,business,1,2.62,620,Air Canada,United Airlines
18467-2505240900--32695-1-10968-2505241522,business,1,1.98,620,Air Canada,United Airlines
18467-2505240900--32695-1-10968-2505241522,business,1,2.62,620,Air Canada,United Airlines
18467-2505240700--32695-1-10968-2505241324,business,1,1.98,620,Air Canada,United Airlines
18467-2505240700--32695-1-10968-2505241324,business,1,2.65,620,Air Canada,United Airlines
18467-2505241015--32695-1-10968-2505241652,business,1,3.73,620,Air Canada,United Airlines
18467-2505241015--32695-1-10968-2505241652,business,1,2.07,620,Air Canada,United Airlines
18467-2505241640--31722-0-10968-2505241914,first,0,3.57,596,United Airlines,Air Canada
18467-2505240820--31722-0-10968-2505241054,first,0,3.57,596,United Airlines,Air Canada
18467-2505240630--32573-1-10968-2505241045,first,1,1.92,549,American Airlines,Envoy Air
18467-2505240630--32573-1-10968-2505241045,first,1,2.67,549,American Airlines,American Airlines
18467-2505241100--31722-1-10968-2505241522,first,1,2.02,618,United Airlines,SkyWest Airlines
18467-2505241100--31722-1-10968-2505241522,first,1,2.62,618,United Airlines,United Airlines
18467-2505240900--31722-1-10968-2505241324,first,1,1.98,618,United Airlines,United Airlines
18467-2505240900--31722-1-10968-2505241324,first,1,2.65,618,United Airlines,United Airlines
18467-2505240700--31722-1-10968-2505241124,first,1,1.98,618,United Airlines,United Airlines
18467-2505240700--31722-1-10968-2505241124,first,1,2.65,618,United Airlines,United Airlines
18467-2505241132--32573-1-10968-2505241636,first,1,1.92,549,American Airlines,Envoy Air
18467-2505241132--32573-1-10968-2505241636,first,1,2.63,549,American Airlines,American Airlines
18467-2505241510--32573-1-10968-2505242323,first,1,1.92,549,American Airlines,Envoy Air
18467-2505241510--32573-1-10968-2505242323,first,1,2.8,549,American Airlines,American Airlines
"18390-2505250910--31954,-31825-3-10968-2505252154",economy,3,0.98,392,Porter Airlines,Porter Airlines Inc
"18390-2505250700--31954,-31825-3-10968-2505252154",economy,3,0.98,392,Porter Airlines,Porter Airlines Inc
18467-2505251320--32385-1-10910-2505251752,premium_economy,1,2.37,581,Delta Air Lines,Delta Air Lines
18467-2505250600--32385-1-10910-2505251109,premium_economy,1,2.5,581,Delta Air Lines,Delta Air Lines
18467-2505251130--32385-1-10968-2505251656,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505251130--32385-1-10968-2505251656,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505251812--32385-1-10910-2505252340,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505251812--32385-1-10968-2505260011,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505251812--32385-1-10968-2505260011,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505251329--32573-0-10968-2505251609,business,0,3.67,527,American Airlines,American Airlines
18467-2505250645--32573-0-10968-2505250925,business,0,3.67,527,American Airlines,American Airlines
18467-2505251720--32573-0-10968-2505252000,business,0,3.67,668,American Airlines,American Airlines
18467-2505250820--31722-0-10968-2505251054,first,0,3.57,596,United Airlines,Air Canada
18467-2505251640--31722-0-10968-2505251914,first,0,3.57,708,United Airlines,Air Canada
18467-2505251100--31722-1-10968-2505251522,first,1,2.02,618,United Airlines,SkyWest Airlines
18467-2505251100--31722-1-10968-2505251522,first,1,2.62,618,United Airlines,United Airlines
18467-2505250900--31722-1-10968-2505251324,first,1,1.98,618,United Airlines,United Airlines
18467-2505250900--31722-1-10968-2505251324,first,1,2.65,618,United Airlines,United Airlines
18467-2505250700--31722-1-10968-2505251124,first,1,1.98,618,United Airlines,United Airlines
18467-2505250700--31722-1-10968-2505251124,first,1,2.65,618,United Airlines,United Airlines
18467-2505250815--31722-1-10968-2505251324,first,1,1.92,618,United Airlines,Air Canada
18467-2505250815--31722-1-10968-2505251324,first,1,2.65,618,United Airlines,United Airlines
18467-2505251000--31722-1-10968-2505251522,first,1,1.9,618,United Airlines,Jazz Aviation
18467-2505251000--31722-1-10968-2505251522,first,1,2.62,618,United Airlines,United Airlines
"18390-2505260910--31954,-31825-3-10968-2505262154",economy,3,0.98,458,Porter Airlines,Porter Airlines Inc
"18390-2505260700--31954,-31825-3-10968-2505262154",economy,3,0.98,458,Porter Airlines,Porter Airlines Inc
18467-2505261320--32385-1-10910-2505261752,premium_economy,1,2.37,608,Delta Air Lines,Delta Air Lines
18467-2505260600--32385-1-10910-2505261119,premium_economy,1,2.5,581,Delta Air Lines,Delta Air Lines
18467-2505261320--32385-1-10968-2505261841,premium_economy,1,2.37,608,Delta Air Lines,Delta Air Lines
18467-2505261320--32385-1-10968-2505261841,premium_economy,1,2.43,608,Delta Air Lines,Delta Air Lines
18467-2505261130--32385-1-10968-2505261656,premium_economy,1,2.42,608,Delta Air Lines,Delta Air Lines
18467-2505261130--32385-1-10968-2505261656,premium_economy,1,2.43,608,Delta Air Lines,Delta Air Lines
18467-2505261812--32385-1-10910-2505262340,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505261329--32573-0-10968-2505261609,business,0,3.67,527,American Airlines,American Airlines
18467-2505261720--32573-0-10968-2505262000,business,0,3.67,527,American Airlines,American Airlines
18467-2505260645--32573-0-10968-2505260925,business,0,3.67,527,American Airlines,American Airlines
18467-2505261640--31722-0-10968-2505261914,first,0,3.57,596,United Airlines,Air Canada
18467-2505260820--31722-0-10968-2505261054,first,0,3.57,596,United Airlines,Air Canada
18467-2505261100--31722-1-10968-2505261522,first,1,2.02,824,United Airlines,Republic Airline United Express
18467-2505261100--31722-1-10968-2505261522,first,1,2.62,824,United Airlines,United Airlines
18467-2505260700--31722-1-10968-2505261124,first,1,1.98,618,United Airlines,United Airlines
18467-2505260700--31722-1-10968-2505261124,first,1,2.65,618,United Airlines,United Airlines
18467-2505261315--32573-1-10968-2505261739,first,1,1.92,824,American Airlines,Envoy Air
18467-2505261315--32573-1-10968-2505261739,first,1,2.65,824,American Airlines,American Airlines
18467-2505261320--32385-1-10910-2505261752,first,1,2.37,797,Delta Air Lines,Delta Air Lines
18467-2505261130--32385-1-10968-2505261656,first,1,2.42,797,Delta Air Lines,Delta Air Lines
18467-2505261130--32385-1-10968-2505261656,first,1,2.43,797,Delta Air Lines,Delta Air Lines
18467-2505261130--32385-1-10910-2505261752,first,1,2.42,834,Delta Air Lines,Delta Air Lines
"18390-2505270910--31954,-31825-3-10968-2505272154",economy,3,0.98,333,Porter Airlines,Porter Airlines Inc
"18390-2505270700--31954,-31825-3-10968-2505272154",economy,3,0.98,333,Porter Airlines,Porter Airlines Inc
18467-2505271320--32385-1-10910-2505271752,premium_economy,1,2.37,661,Delta Air Lines,Delta Air Lines
18467-2505270745--32385-1-10968-2505271224,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505270745--32385-1-10968-2505271224,premium_economy,1,2.4,581,Delta Air Lines,Delta Air Lines
18467-2505270600--32385-1-10910-2505271119,premium_economy,1,2.5,581,Delta Air Lines,Delta Air Lines
18467-2505271130--32385-1-10968-2505271656,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505271130--32385-1-10968-2505271656,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505271812--32385-1-10910-2505272340,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505271812--32385-1-10968-2505280011,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505271812--32385-1-10968-2505280011,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505271329--32573-0-10968-2505271609,business,0,3.67,527,American Airlines,American Airlines
18467-2505270645--32573-0-10968-2505270925,business,0,3.67,527,American Airlines,American Airlines
18467-2505271720--32573-0-10968-2505272000,business,0,3.67,668,American Airlines,American Airlines
18467-2505271640--31722-0-10968-2505271914,first,0,3.57,596,United Airlines,Air Canada
18467-2505270820--31722-0-10968-2505271054,first,0,3.57,842,United Airlines,Air Canada
18467-2505270630--32573-1-10968-2505271045,first,1,1.92,690,American Airlines,Envoy Air
18467-2505270630--32573-1-10968-2505271045,first,1,2.67,690,American Airlines,American Airlines
18467-2505271315--32573-1-10968-2505271739,first,1,1.92,690,American Airlines,Envoy Air
18467-2505271315--32573-1-10968-2505271739,first,1,2.65,690,American Airlines,American Airlines
18467-2505271820--32573-1-10968-2505272323,first,1,1.92,549,American Airlines,Envoy Air
18467-2505271820--32573-1-10968-2505272323,first,1,2.8,549,American Airlines,American Airlines
18467-2505270600--32385-1-10910-2505271119,first,1,2.5,770,Delta Air Lines,Delta Air Lines
18467-2505281329--32573-0-10968-2505281609,economy,0,3.67,398,American Airlines,American Airlines
18467-2505281720--32573-0-10968-2505282000,economy,0,3.67,398,American Airlines,American Airlines
18467-2505280645--32573-0-10968-2505280925,economy,0,3.67,398,American Airlines,American Airlines
18467-2505281130--32385-1-10910-2505281752,economy,1,2.42,413,Delta Air Lines,Delta Air Lines
18467-2505280945--32385-2-10968-2505281656,economy,2,2.43,413,Delta Air Lines,Delta Air Lines
18467-2505281320--32385-1-10910-2505281752,premium_economy,1,2.37,581,Delta Air Lines,Delta Air Lines
18467-2505280745--32385-1-10968-2505281224,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505280745--32385-1-10968-2505281224,premium_economy,1,2.4,581,Delta Air Lines,Delta Air Lines
18467-2505280600--32385-1-10910-2505281119,premium_economy,1,2.5,581,Delta Air Lines,Delta Air Lines
18467-2505281130--32385-1-10968-2505281656,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505281130--32385-1-10968-2505281656,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505281812--32385-1-10910-2505282340,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505281812--32385-1-10968-2505290011,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505281812--32385-1-10968-2505290011,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505281640--32695-0-10968-2505281914,business,0,3.57,846,Air Canada,Air Canada
18467-2505280820--32695-0-10968-2505281054,business,0,3.57,846,Air Canada,Air Canada
18467-2505281329--32573-0-10968-2505281609,business,0,3.67,527,American Airlines,American Airlines
18467-2505281720--32573-0-10968-2505282000,business,0,3.67,527,American Airlines,American Airlines
18467-2505280645--32573-0-10968-2505280925,business,0,3.67,527,American Airlines,American Airlines
18467-2505281715--32695-1-10968-2505282245,business,1,2.0,620,Air Canada,United Airlines
18467-2505281715--32695-1-10968-2505282245,business,1,2.65,620,Air Canada,United Airlines
18467-2505281820--32695-1-10968-2505282359,business,1,3.75,620,Air Canada,Air Canada
18467-2505281820--32695-1-10968-2505282359,business,1,2.07,620,Air Canada,United Airlines
18467-2505280900--32695-1-10968-2505281522,business,1,1.98,620,Air Canada,United Airlines
18467-2505280900--32695-1-10968-2505281522,business,1,2.62,620,Air Canada,United Airlines
18467-2505280700--32695-1-10968-2505281324,business,1,1.98,620,Air Canada,United Airlines
18467-2505280700--32695-1-10968-2505281324,business,1,2.65,620,Air Canada,United Airlines
18467-2505281015--32695-1-10968-2505281652,business,1,3.73,620,Air Canada,United Airlines
18467-2505281015--32695-1-10968-2505281652,business,1,2.07,620,Air Canada,United Airlines
18467-2505281640--31722-0-10968-2505281914,first,0,3.57,842,United Airlines,Air Canada
18467-2505280820--31722-0-10968-2505281054,first,0,3.57,842,United Airlines,Air Canada
18467-2505280630--32573-1-10968-2505281045,first,1,1.92,549,American Airlines,Envoy Air
18467-2505280630--32573-1-10968-2505281045,first,1,2.67,549,American Airlines,American Airlines
18467-2505281510--32573-1-10968-2505281928,first,1,1.92,549,American Airlines,Envoy Air
18467-2505281510--32573-1-10968-2505281928,first,1,2.72,549,American Airlines,American Airlines
18467-2505281100--31722-1-10968-2505281522,first,1,2.02,618,United Airlines,Republic Airline United Express
18467-2505281100--31722-1-10968-2505281522,first,1,2.62,618,United Airlines,United Airlines
18467-2505281315--32573-1-10968-2505281739,first,1,1.92,549,American Airlines,Envoy Air
18467-2505281315--32573-1-10968-2505281739,first,1,2.65,549,American Airlines,American Airlines
18467-2505281132--32573-1-10968-2505281636,first,1,1.92,549,American Airlines,Envoy Air
18467-2505281132--32573-1-10968-2505281636,first,1,2.63,549,American Airlines,American Airlines
18467-2505290820--31722-0-10968-2505291054,economy,0,3.57,398,United Airlines,Air Canada
18467-2505291640--31722-0-10968-2505291914,economy,0,3.57,398,United Airlines,Air Canada
18467-2505291329--32573-0-10968-2505291609,economy,0,3.67,398,American Airlines,American Airlines
18467-2505291720--32573-0-10968-2505292000,economy,0,3.67,398,American Airlines,American Airlines
18467-2505290645--32573-0-10968-2505290925,economy,0,3.67,398,American Airlines,American Airlines
18467-2505291100--31722-1-10968-2505291522,economy,1,2.02,420,United Airlines,Republic Airline United Express
18467-2505291100--31722-1-10968-2505291522,economy,1,2.62,420,United Airlines,United Airlines
18467-2505291130--32385-1-10968-2505291656,economy,1,2.42,413,Delta Air Lines,Delta Air Lines
18467-2505291130--32385-1-10968-2505291656,economy,1,2.43,413,Delta Air Lines,Delta Air Lines
18467-2505291320--32385-1-10910-2505291752,premium_economy,1,2.37,581,Delta Air Lines,Delta Air Lines
18467-2505290745--32385-1-10968-2505291224,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505290745--32385-1-10968-2505291224,premium_economy,1,2.4,581,Delta Air Lines,Delta Air Lines
18467-2505290600--32385-1-10910-2505291119,premium_economy,1,2.5,581,Delta Air Lines,Delta Air Lines
18467-2505291320--32385-1-10968-2505291841,premium_economy,1,2.37,581,Delta Air Lines,Delta Air Lines
18467-2505291320--32385-1-10968-2505291841,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505291130--32385-1-10968-2505291656,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505291130--32385-1-10968-2505291656,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505290820--32695-0-10968-2505291054,business,0,3.57,598,Air Canada,Air Canada
18467-2505291640--32695-0-10968-2505291914,business,0,3.57,846,Air Canada,Air Canada
18467-2505291329--32573-0-10968-2505291609,business,0,3.67,527,American Airlines,American Airlines
18467-2505291720--32573-0-10968-2505292000,business,0,3.67,527,American Airlines,American Airlines
18467-2505290645--32573-0-10968-2505290925,business,0,3.67,527,American Airlines,American Airlines
18467-2505291410--32695-1-10968-2505291858,business,1,1.92,868,Air Canada,Air Canada
18467-2505291410--32695-1-10968-2505291858,business,1,2.63,868,Air Canada,United Airlines
18467-2505290815--32695-1-10968-2505291324,business,1,1.92,868,Air Canada,Air Canada
18467-2505290815--32695-1-10968-2505291324,business,1,2.65,868,Air Canada,United Airlines
18467-2505291000--32695-1-10968-2505291522,business,1,1.9,868,Air Canada,Jazz Aviation
18467-2505291000--32695-1-10968-2505291522,business,1,2.62,868,Air Canada,United Airlines
18467-2505291300--32695-1-10968-2505291858,business,1,2.02,620,Air Canada,Republic Airline United Express
18467-2505291300--32695-1-10968-2505291858,business,1,2.63,620,Air Canada,United Airlines
18467-2505290700--32695-1-10968-2505291324,business,1,1.98,620,Air Canada,United Airlines
18467-2505290700--32695-1-10968-2505291324,business,1,2.65,620,Air Canada,United Airlines
18467-2505290820--31722-0-10968-2505291054,first,0,3.57,596,United Airlines,Air Canada
18467-2505291640--31722-0-10968-2505291914,first,0,3.57,842,United Airlines,Air Canada
18467-2505290630--32573-1-10968-2505291045,first,1,1.92,690,American Airlines,Envoy Air
18467-2505290630--32573-1-10968-2505291045,first,1,2.67,690,American Airlines,American Airlines
18467-2505291100--31722-1-10968-2505291522,first,1,2.02,618,United Airlines,Republic Airline United Express
18467-2505291100--31722-1-10968-2505291522,first,1,2.62,618,United Airlines,United Airlines
18467-2505290700--31722-1-10968-2505291124,first,1,1.98,618,United Airlines,United Airlines
18467-2505290700--31722-1-10968-2505291124,first,1,2.65,618,United Airlines,United Airlines
"18390-2505301250--31954,-31825-2-10968-2505302352",economy,2,2.28,311,Spirit Airlines,Spirit Airlines
"18390-2505300910--31954,-31825-3-10968-2505302154",economy,3,0.98,333,Porter Airlines,Porter Airlines Inc
"18390-2505300945--31954,-31825-2-10968-2505302352",economy,2,2.28,333,Spirit Airlines,Spirit Airlines
"18390-2505300910--31954,-31825-3-10968-2505302352",economy,3,0.98,296,Porter Airlines,Porter Airlines Inc
"18390-2505300910--31954,-31825-3-10968-2505302352",economy,3,2.28,296,Spirit Airlines,Spirit Airlines
"18390-2505300700--31954,-31825-3-10968-2505302352",economy,3,0.98,296,Porter Airlines,Porter Airlines Inc
"18390-2505300700--31954,-31825-3-10968-2505302352",economy,3,2.28,296,Spirit Airlines,Spirit Airlines
18467-2505301320--32385-1-10910-2505301752,premium_economy,1,2.37,581,Delta Air Lines,Delta Air Lines
18467-2505300745--32385-1-10968-2505301224,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505300745--32385-1-10968-2505301224,premium_economy,1,2.4,581,Delta Air Lines,Delta Air Lines
18467-2505300600--32385-1-10910-2505301119,premium_economy,1,2.5,581,Delta Air Lines,Delta Air Lines
18467-2505301320--32385-1-10968-2505301841,premium_economy,1,2.37,581,Delta Air Lines,Delta Air Lines
18467-2505301320--32385-1-10968-2505301841,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505301130--32385-1-10968-2505301656,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505301130--32385-1-10968-2505301656,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505301812--32385-1-10910-2505302340,premium_economy,1,2.33,581,Delta Air Lines,Delta Air Lines
18467-2505301720--32573-0-10968-2505302000,business,0,3.67,527,American Airlines,American Airlines
18467-2505300645--32573-0-10968-2505300925,business,0,3.67,527,American Airlines,American Airlines
18467-2505301329--32573-0-10968-2505301609,business,0,3.67,802,American Airlines,American Airlines
18467-2505301640--31722-0-10968-2505301914,first,0,3.57,596,United Airlines,Air Canada
18467-2505300820--31722-0-10968-2505301054,first,0,3.57,596,United Airlines,Air Canada
18467-2505300630--32573-1-10968-2505301045,first,1,1.92,549,American Airlines,Envoy Air
18467-2505300630--32573-1-10968-2505301045,first,1,2.67,549,American Airlines,American Airlines
18467-2505301100--31722-1-10968-2505301522,first,1,2.02,618,United Airlines,Republic Airline United Express
18467-2505301100--31722-1-10968-2505301522,first,1,2.62,618,United Airlines,United Airlines
18467-2505301315--32573-1-10968-2505301739,first,1,1.92,824,American Airlines,Envoy Air
18467-2505301315--32573-1-10968-2505301739,first,1,2.65,824,American Airlines,American Airlines
18467-2505300900--31722-1-10968-2505301324,first,1,1.98,824,United Airlines,United Airlines
18467-2505300900--31722-1-10968-2505301324,first,1,2.65,824,United Airlines,United Airlines
18467-2505301320--32385-1-10910-2505301752,first,1,2.37,770,Delta Air Lines,Delta Air Lines
18467-2505301000--31722-1-10968-2505301522,first,1,1.9,729,United Airlines,Jazz Aviation
18467-2505301000--31722-1-10968-2505301522,first,1,2.62,729,United Airlines,United Airlines
18467-2505301130--32385-1-10968-2505301656,first,1,2.42,770,Delta Air Lines,Delta Air Lines
18467-2505301130--32385-1-10968-2505301656,first,1,2.43,770,Delta Air Lines,Delta Air Lines
18467-2505311329--32573-0-10968-2505311609,economy,0,3.67,398,American Airlines,American Airlines
18467-2505311720--32573-0-10968-2505312000,economy,0,3.67,398,American Airlines,American Airlines
18467-2505310645--32573-0-10968-2505310925,economy,0,3.67,398,American Airlines,American Airlines
18467-2505311132--32573-1-10968-2505311636,economy,1,1.92,420,American Airlines,Envoy Air
18467-2505311132--32573-1-10968-2505311636,economy,1,2.63,420,American Airlines,American Airlines
18467-2505311320--32385-1-10910-2505311752,premium_economy,1,2.37,581,Delta Air Lines,Delta Air Lines
18467-2505310745--32385-1-10968-2505311224,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505310745--32385-1-10968-2505311224,premium_economy,1,2.4,581,Delta Air Lines,Delta Air Lines
18467-2505310600--32385-1-10910-2505311109,premium_economy,1,2.5,581,Delta Air Lines,Delta Air Lines
18467-2505311130--32385-1-10968-2505311656,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505311130--32385-1-10968-2505311656,premium_economy,1,2.43,581,Delta Air Lines,Delta Air Lines
18467-2505310745--32385-1-10910-2505311501,premium_economy,1,2.42,581,Delta Air Lines,Delta Air Lines
18467-2505311329--32573-0-10968-2505311609,business,0,3.67,527,American Airlines,American Airlines
18467-2505311720--32573-0-10968-2505312000,business,0,3.67,527,American Airlines,American Airlines
18467-2505310645--32573-0-10968-2505310925,business,0,3.67,527,American Airlines,American Airlines
18467-2505311640--31722-0-10968-2505311914,first,0,3.57,596,United Airlines,Air Canada
18467-2505310820--31722-0-10968-2505311054,first,0,3.57,596,United Airlines,Air Canada
18467-2505311510--32573-1-10968-2505311928,first,1,1.92,549,American Airlines,Envoy Air
18467-2505311510--32573-1-10968-2505311928,first,1,2.72,549,American Airlines,American Airlines
18467-2505310815--31722-1-10968-2505311324,first,1,1.92,618,United Airlines,Air Canada
18467-2505310815--31722-1-10968-2505311324,first,1,2.65,618,United Airlines,United Airlines
18467-2505310600--32385-1-10910-2505311109,first,1,2.5,770,Delta Air Lines,Delta Air Lines
18467-2505311315--32573-1-10968-2505311928,first,1,1.92,549,American Airlines,Envoy Air
18467-2505311315--32573-1-10968-2505311928,first,1,2.72,549,American Airlines,American Airlines
18467-2505311132--32573-1-10968-2505311928,first,1,1.92,549,American Airlines,Envoy Air
