stop_count,duration_in_hours,one_way_price_candollar,cabin_class_id,operating_airline_id,marketing_airline_id,itinerary_id
1,2.27,608,cc2,al4,al4,it996
1,2.28,608,cc2,al4,al4,it990
1,2.3,608,cc2,al4,al4,it990
0,3.25,560,cc3,al2,al2,it986
0,3.33,560,cc3,al2,al2,it987
0,3.33,560,cc3,al2,al2,it988
0,3.37,598,cc3,al3,al3,it997
0,3.37,598,cc3,al3,al3,it998
0,3.37,846,cc3,al3,al3,it999
1,1.92,867,cc3,al15,al3,it1000
1,2.43,867,cc3,al15,al3,it1000
1,1.92,620,cc3,al15,al3,it1001
1,2.53,620,cc3,al15,al3,it1001
1,1.9,1109,cc3,al3,al3,it1002
1,2.43,1109,cc3,al15,al3,it1002
1,1.88,969,cc3,al8,al3,it1003
1,2.57,969,cc3,al15,al3,it1003
0,3.37,599,cc4,al3,al15,it1004
0,3.37,599,cc4,al3,al15,it1005
0,3.37,846,cc4,al3,al15,it1006
1,1.92,804,cc4,al15,al15,it1007
1,2.43,804,cc4,al15,al15,it1007
1,1.98,620,cc4,al12,al15,it1008
1,2.57,620,cc4,al15,al15,it1008
1,1.92,620,cc4,al15,al15,it1009
1,2.53,620,cc4,al15,al15,it1009
1,1.92,582,cc4,al5,al2,it1010
1,2.42,582,cc4,al2,al2,it1010
0,3.25,431,cc1,al2,al2,it1011
0,3.33,431,cc1,al2,al2,it1012
0,3.33,431,cc1,al2,al2,it1013
1,1.92,453,cc1,al5,al2,it1014
1,2.55,453,cc1,al2,al2,it1014
1,1.92,453,cc1,al5,al2,it1015
1,2.42,453,cc1,al2,al2,it1015
1,2.33,608,cc2,al4,al4,it1016
1,2.25,608,cc2,al4,al4,it1016
1,2.28,608,cc2,al4,al4,it1017
1,2.25,608,cc2,al4,al4,it1018
1,2.25,608,cc2,al4,al4,it1018
1,2.35,608,cc2,al4,al4,it1019
1,2.28,608,cc2,al4,al4,it1020
1,2.27,608,cc2,al4,al4,it1020
1,2.35,608,cc2,al4,al4,it1021
1,2.27,608,cc2,al4,al4,it1021
1,2.28,608,cc2,al4,al4,it1022
1,2.3,608,cc2,al4,al4,it1022
1,2.23,608,cc2,al4,al4,it1023
1,2.28,608,cc2,al4,al4,it1023
0,3.25,560,cc3,al2,al2,it1011
0,3.33,560,cc3,al2,al2,it1012
0,3.33,560,cc3,al2,al2,it1013
0,3.37,598,cc3,al3,al3,it1024
0,3.37,598,cc3,al3,al3,it1025
0,3.37,846,cc3,al3,al3,it1026
1,1.92,867,cc3,al15,al3,it1027
1,2.53,867,cc3,al15,al3,it1027
1,1.9,1109,cc3,al3,al3,it1028
1,2.43,1109,cc3,al15,al3,it1028
1,1.88,1109,cc3,al8,al3,it1029
1,2.57,1109,cc3,al15,al3,it1029
1,2.05,867,cc3,al12,al3,it1030
1,2.57,867,cc3,al15,al3,it1030
0,3.37,599,cc4,al3,al15,it1031
0,3.37,599,cc4,al3,al15,it1032
0,3.37,846,cc4,al3,al15,it1033
1,2.33,797,cc4,al4,al4,it1016
1,2.25,797,cc4,al4,al4,it1016
1,1.92,582,cc4,al5,al2,it1014
1,2.55,582,cc4,al2,al2,it1014
0,3.25,431,cc1,al2,al2,it1034
0,3.33,431,cc1,al2,al2,it1035
0,3.33,431,cc1,al2,al2,it1036
1,2.28,440,cc1,al4,al4,it1037
1,2.3,440,cc1,al4,al4,it1037
1,2.23,440,cc1,al4,al4,it1038
1,2.28,440,cc1,al4,al4,it1038
2,2.28,440,cc1,al4,al4,it1039
1,2.33,608,cc2,al4,al4,it1040
1,2.25,608,cc2,al4,al4,it1040
1,2.28,608,cc2,al4,al4,it1041
1,2.25,608,cc2,al4,al4,it1042
1,2.25,608,cc2,al4,al4,it1042
1,2.35,608,cc2,al4,al4,it1043
1,2.28,608,cc2,al4,al4,it1044
1,2.27,608,cc2,al4,al4,it1044
1,2.28,608,cc2,al4,al4,it1037
1,2.3,608,cc2,al4,al4,it1037
1,2.23,608,cc2,al4,al4,it1038
1,2.28,608,cc2,al4,al4,it1038
0,3.25,560,cc3,al2,al2,it1034
0,3.33,560,cc3,al2,al2,it1036
0,3.33,672,cc3,al2,al2,it1035
0,3.37,598,cc3,al3,al3,it1045
0,3.37,598,cc3,al3,al3,it1046
0,3.37,598,cc3,al3,al3,it1047
1,1.92,867,cc3,al15,al3,it1048
1,2.43,867,cc3,al15,al3,it1048
1,1.9,1109,cc3,al3,al3,it1049
1,2.57,1109,cc3,al15,al3,it1049
1,1.92,620,cc3,al15,al3,it1050
1,2.53,620,cc3,al15,al3,it1050
1,1.9,1109,cc3,al3,al3,it1051
1,2.43,1109,cc3,al15,al3,it1051
0,3.37,599,cc4,al3,al15,it1052
0,3.37,599,cc4,al3,al15,it1053
0,3.37,599,cc4,al3,al15,it1054
1,1.92,582,cc4,al5,al2,it1055
1,2.45,582,cc4,al2,al2,it1055
1,1.92,582,cc4,al5,al2,it1056
1,2.48,582,cc4,al2,al2,it1056
1,1.92,582,cc4,al5,al2,it1057
1,2.55,582,cc4,al2,al2,it1057
1,1.9,582,cc4,al17,al2,it1058
1,2.45,582,cc4,al2,al2,it1058
0,3.25,431,cc1,al2,al2,it1059
0,3.33,431,cc1,al2,al2,it1060
0,3.33,431,cc1,al2,al2,it1061
1,2.33,608,cc2,al4,al4,it1062
1,2.25,608,cc2,al4,al4,it1062
1,2.28,608,cc2,al4,al4,it1063
1,2.25,608,cc2,al4,al4,it1064
1,2.25,608,cc2,al4,al4,it1064
1,2.35,608,cc2,al4,al4,it1065
1,2.28,608,cc2,al4,al4,it1066
1,2.27,608,cc2,al4,al4,it1066
1,2.28,608,cc2,al4,al4,it1067
1,2.3,608,cc2,al4,al4,it1067
1,2.23,608,cc2,al4,al4,it1068
1,2.28,608,cc2,al4,al4,it1068
0,3.25,560,cc3,al2,al2,it1059
0,3.33,560,cc3,al2,al2,it1061
0,3.33,808,cc3,al2,al2,it1060
0,3.37,598,cc3,al3,al3,it1069
0,3.37,598,cc3,al3,al3,it1070
0,3.37,598,cc3,al3,al3,it1071
1,1.92,867,cc3,al15,al3,it1072
1,2.43,867,cc3,al15,al3,it1072
1,1.92,620,cc3,al15,al3,it1073
1,2.53,620,cc3,al15,al3,it1073
1,1.88,620,cc3,al8,al3,it1074
1,2.57,620,cc3,al15,al3,it1074
1,1.92,620,cc3,al15,al3,it1075
1,2.57,620,cc3,al15,al3,it1075
0,3.37,599,cc4,al3,al15,it1076
0,3.37,599,cc4,al3,al15,it1077
0,3.37,599,cc4,al3,al15,it1078
1,1.98,620,cc4,al12,al15,it1079
1,2.57,620,cc4,al15,al15,it1079
1,1.92,620,cc4,al15,al15,it1080
1,2.53,620,cc4,al15,al15,it1080
1,1.88,620,cc4,al8,al15,it1081
1,2.57,620,cc4,al15,al15,it1081
1,1.92,620,cc4,al15,al15,it1082
1,2.57,620,cc4,al15,al15,it1082
0,3.75,472,cc1,al2,al2,it1083
0,3.83,472,cc1,al5,al2,it1084
0,4.0,472,cc1,al2,al2,it1085
1,2.25,779,cc1,al4,al16,it1086
1,2.25,771,cc1,al4,al4,it1087
1,2.25,741,cc1,al5,al2,it1088
1,2.68,741,cc1,al2,al2,it1088
1,2.35,506,cc1,al4,al16,it1089
1,2.27,506,cc1,al4,al16,it1089
1,2.25,489,cc1,al4,al16,it1090
1,2.27,489,cc1,al4,al16,it1090
1,2.25,902,cc2,al4,al4,it1087
1,2.25,1196,cc2,al4,al4,it1091
1,2.25,1196,cc2,al4,al4,it1091
1,2.33,976,cc2,al4,al4,it1092
1,2.25,902,cc2,al4,al4,it1093
1,2.3,902,cc2,al4,al4,it1093
1,2.23,1196,cc2,al4,al4,it1094
1,2.28,1196,cc2,al4,al4,it1094
0,3.7,846,cc3,al3,al3,it1095
0,3.7,1088,cc3,al3,al3,it1096
0,3.75,601,cc3,al2,al2,it1083
0,3.83,601,cc3,al5,al2,it1084
0,4.0,601,cc3,al2,al2,it1085
1,1.92,1588,cc3,al15,al3,it1097
1,2.43,1588,cc3,al15,al3,it1097
1,1.85,1588,cc3,al3,al3,it1098
1,2.57,1588,cc3,al15,al3,it1098
1,1.92,1588,cc3,al15,al3,it1099
1,2.53,1588,cc3,al15,al3,it1099
1,1.98,1588,cc3,al12,al3,it1100
1,2.57,1588,cc3,al15,al3,it1100
1,1.98,1588,cc3,al12,al3,it1101
1,2.57,1588,cc3,al15,al3,it1101
0,3.7,842,cc4,al3,al15,it1102
0,3.7,1049,cc4,al3,al15,it1103
1,1.92,1580,cc4,al15,al15,it1104
1,2.43,1580,cc4,al15,al15,it1104
1,2.25,1232,cc4,al5,al2,it1088
1,2.68,1232,cc4,al2,al2,it1088
1,2.0,801,cc4,al5,al2,it1105
1,2.92,801,cc4,al2,al2,it1105
1,2.33,1165,cc4,al4,al4,it1092
1,2.0,801,cc4,al5,al2,it1106
1,2.82,801,cc4,al2,al2,it1106
1,2.25,868,cc4,al5,al2,it1107
1,2.7,868,cc4,al2,al2,it1107
0,3.75,427,cc1,al2,al2,it1108
0,3.83,427,cc1,al5,al2,it1109
0,4.0,427,cc1,al2,al2,it1110
1,2.25,440,cc1,al4,al4,it1111
1,2.23,440,cc1,al4,al4,it1112
1,2.3,440,cc1,al4,al4,it1112
1,2.25,608,cc2,al4,al4,it1111
1,2.25,608,cc2,al4,al4,it1113
1,2.25,608,cc2,al4,al4,it1113
1,2.33,608,cc2,al4,al4,it1114
1,2.25,608,cc2,al4,al4,it1115
1,2.3,608,cc2,al4,al4,it1115
1,2.23,645,cc2,al4,al4,it1116
1,2.28,645,cc2,al4,al4,it1116
0,3.7,846,cc3,al3,al3,it1117
0,3.7,846,cc3,al3,al3,it1118
0,3.75,556,cc3,al2,al2,it1108
0,3.83,668,cc3,al5,al2,it1109
0,4.0,556,cc3,al2,al2,it1110
1,1.92,1588,cc3,al15,al3,it1119
1,2.43,1588,cc3,al15,al3,it1119
1,1.85,1588,cc3,al3,al3,it1120
1,2.57,1588,cc3,al15,al3,it1120
1,1.92,1588,cc3,al15,al3,it1121
1,2.53,1588,cc3,al15,al3,it1121
1,1.98,1110,cc3,al12,al3,it1122
1,2.57,1110,cc3,al15,al3,it1122
1,1.92,1110,cc3,al15,al3,it1123
1,2.57,1110,cc3,al15,al3,it1123
0,3.7,842,cc4,al3,al15,it1124
0,3.7,842,cc4,al3,al15,it1125
1,2.25,578,cc4,al5,al2,it1126
1,2.68,578,cc4,al2,al2,it1126
1,2.0,578,cc4,al5,al2,it1127
1,2.92,578,cc4,al2,al2,it1127
1,2.0,578,cc4,al5,al2,it1128
1,2.82,578,cc4,al2,al2,it1128
1,2.0,578,cc4,al5,al2,it1129
1,2.8,578,cc4,al2,al2,it1129
0,3.67,427,cc1,al2,al2,it1130
0,3.83,427,cc1,al5,al2,it1131
0,3.92,427,cc1,al2,al2,it1132
2,2.28,440,cc1,al4,al4,it1133
2,2.22,440,cc1,al4,al4,it1134
1,2.25,608,cc2,al4,al4,it1135
1,2.25,608,cc2,al4,al4,it1136
1,2.25,608,cc2,al4,al4,it1136
1,2.33,608,cc2,al4,al4,it1137
1,2.25,608,cc2,al4,al4,it1138
1,2.3,608,cc2,al4,al4,it1138
1,2.23,608,cc2,al4,al4,it1139
1,2.28,608,cc2,al4,al4,it1139
0,3.67,556,cc3,al2,al2,it1130
0,3.7,598,cc3,al3,al3,it1140
0,3.7,598,cc3,al3,al3,it1141
0,3.83,556,cc3,al5,al2,it1131
0,3.92,556,cc3,al2,al2,it1132
1,1.92,1588,cc3,al15,al3,it1142
1,2.43,1588,cc3,al15,al3,it1142
1,1.85,1588,cc3,al3,al3,it1143
1,2.57,1588,cc3,al15,al3,it1143
1,1.95,1110,cc3,al3,al3,it1144
1,2.43,1110,cc3,al15,al3,it1144
1,1.97,1110,cc3,al8,al3,it1145
1,2.57,1110,cc3,al15,al3,it1145
1,1.25,968,cc3,al8,al3,it1146
1,4.57,968,cc3,al8,al3,it1146
0,3.7,596,cc4,al3,al15,it1147
0,3.7,596,cc4,al3,al15,it1148
1,2.0,578,cc4,al5,al2,it1149
1,2.65,578,cc4,al2,al2,it1149
1,2.25,578,cc4,al5,al2,it1150
1,2.63,578,cc4,al2,al2,it1150
1,2.0,578,cc4,al5,al2,it1151
1,2.63,578,cc4,al2,al2,it1151
1,2.33,797,cc4,al4,al4,it1137
0,3.67,427,cc1,al2,al2,it1152
0,3.83,427,cc1,al5,al2,it1153
0,3.92,427,cc1,al2,al2,it1154
1,2.0,449,cc1,al5,al2,it1155
1,2.65,449,cc1,al2,al2,it1155
1,2.33,440,cc1,al4,al4,it1156
1,2.33,440,cc1,al4,al4,it1157
1,2.25,440,cc1,al4,al4,it1157
1,2.23,440,cc1,al4,al4,it1158
1,2.3,440,cc1,al4,al4,it1158
1,2.25,608,cc2,al4,al4,it1159
1,2.25,608,cc2,al4,al4,it1160
1,2.25,608,cc2,al4,al4,it1160
1,2.33,608,cc2,al4,al4,it1156
1,2.25,608,cc2,al4,al4,it1161
1,2.3,608,cc2,al4,al4,it1161
0,3.67,556,cc3,al2,al2,it1152
0,3.7,598,cc3,al3,al3,it1162
0,3.7,598,cc3,al3,al3,it1163
0,3.83,668,cc3,al5,al2,it1153
0,3.92,556,cc3,al2,al2,it1154
1,1.92,1588,cc3,al15,al3,it1164
1,2.43,1588,cc3,al15,al3,it1164
1,1.85,1110,cc3,al3,al3,it1165
1,2.57,1110,cc3,al15,al3,it1165
1,1.98,1110,cc3,al12,al3,it1166
1,2.57,1110,cc3,al15,al3,it1166
1,1.97,1110,cc3,al8,al3,it1167
1,2.57,1110,cc3,al15,al3,it1167
1,1.25,968,cc3,al8,al3,it1168
1,4.57,968,cc3,al8,al3,it1168
0,3.7,596,cc4,al3,al15,it1169
0,3.7,596,cc4,al3,al15,it1170
1,2.0,690,cc4,al5,al2,it1155
1,2.65,690,cc4,al2,al2,it1155
1,2.0,578,cc4,al5,al2,it1171
1,2.67,578,cc4,al2,al2,it1171
1,2.25,578,cc4,al5,al2,it1172
1,2.68,578,cc4,al2,al2,it1172
1,2.0,578,cc4,al5,al2,it1173
1,2.57,578,cc4,al2,al2,it1173
0,3.67,427,cc1,al2,al2,it1174
0,3.83,427,cc1,al5,al2,it1175
0,3.92,427,cc1,al2,al2,it1176
1,2.0,449,cc1,al5,al2,it1177
1,2.65,449,cc1,al2,al2,it1177
1,2.33,440,cc1,al4,al4,it1178
1,2.33,440,cc1,al4,al4,it1179
1,2.25,440,cc1,al4,al4,it1179
1,2.25,608,cc2,al4,al4,it1180
1,2.25,739,cc2,al4,al4,it1181
1,2.25,739,cc2,al4,al4,it1181
1,2.33,608,cc2,al4,al4,it1178
1,2.25,608,cc2,al4,al4,it1182
1,2.3,608,cc2,al4,al4,it1182
1,2.35,608,cc2,al4,al4,it1183
0,3.67,556,cc3,al2,al2,it1174
0,3.7,598,cc3,al3,al3,it1184
0,3.7,598,cc3,al3,al3,it1185
0,3.83,668,cc3,al5,al2,it1175
0,3.92,556,cc3,al2,al2,it1176
1,1.92,1588,cc3,al15,al3,it1186
1,2.43,1588,cc3,al15,al3,it1186
1,1.85,1588,cc3,al3,al3,it1187
1,2.57,1588,cc3,al15,al3,it1187
1,1.98,1110,cc3,al12,al3,it1188
1,2.57,1110,cc3,al15,al3,it1188
1,1.97,1110,cc3,al8,al3,it1189
1,2.57,1110,cc3,al15,al3,it1189
1,1.25,968,cc3,al8,al3,it1190
1,4.57,968,cc3,al8,al3,it1190
0,3.7,596,cc4,al3,al15,it1191
0,3.7,596,cc4,al3,al15,it1192
1,2.25,578,cc4,al5,al2,it1193
1,2.63,578,cc4,al2,al2,it1193
1,2.0,578,cc4,al5,al2,it1194
1,2.57,578,cc4,al2,al2,it1194
1,2.0,578,cc4,al5,al2,it1195
1,2.57,578,cc4,al2,al2,it1195
0,3.67,427,cc1,al2,al2,it1196
0,3.83,427,cc1,al5,al2,it1197
0,3.92,427,cc1,al2,al2,it1198
1,2.33,440,cc1,al4,al4,it1199
1,2.25,440,cc1,al4,al4,it1199
2,2.28,440,cc1,al4,al4,it1200
1,2.25,440,cc1,al4,al4,it1201
1,2.25,608,cc2,al4,al4,it1202
1,2.25,608,cc2,al4,al4,it1203
1,2.25,608,cc2,al4,al4,it1203
1,2.33,608,cc2,al4,al4,it1204
1,2.25,608,cc2,al4,al4,it1205
1,2.3,608,cc2,al4,al4,it1205
1,2.23,608,cc2,al4,al4,it1206
1,2.28,608,cc2,al4,al4,it1206
0,3.67,556,cc3,al2,al2,it1196
0,3.83,668,cc3,al5,al2,it1197
0,3.92,556,cc3,al2,al2,it1198
0,3.7,596,cc4,al3,al15,it1207
0,3.7,596,cc4,al3,al15,it1208
1,2.0,578,cc4,al5,al2,it1209
1,2.65,578,cc4,al2,al2,it1209
1,2.25,578,cc4,al5,al2,it1210
1,2.63,578,cc4,al2,al2,it1210
1,2.33,797,cc4,al4,al4,it1204
0,3.67,427,cc1,al2,al2,it1211
0,3.7,484,cc1,al3,al15,it1212
0,3.7,484,cc1,al3,al15,it1213
0,3.83,427,cc1,al5,al2,it1214
0,3.92,427,cc1,al2,al2,it1215
1,2.0,449,cc1,al5,al2,it1216
1,2.65,449,cc1,al2,al2,it1216
1,2.25,745,cc2,al4,al4,it1217
1,2.25,860,cc2,al4,al4,it1218
1,2.25,860,cc2,al4,al4,it1218
1,2.33,745,cc2,al4,al4,it1219
1,2.25,645,cc2,al4,al4,it1220
1,2.3,645,cc2,al4,al4,it1220
1,2.35,608,cc2,al4,al4,it1221
1,2.27,608,cc2,al4,al4,it1221
0,3.67,556,cc3,al2,al2,it1211
0,3.7,846,cc3,al3,al3,it1222
0,3.7,1088,cc3,al3,al3,it1223
0,3.83,556,cc3,al5,al2,it1214
0,3.92,556,cc3,al2,al2,it1215
1,1.92,1588,cc3,al15,al3,it1224
1,2.43,1588,cc3,al15,al3,it1224
1,1.85,1588,cc3,al3,al3,it1225
1,2.57,1588,cc3,al15,al3,it1225
1,1.92,1588,cc3,al15,al3,it1226
1,2.53,1588,cc3,al15,al3,it1226
1,1.98,1588,cc3,al12,al3,it1227
1,2.57,1588,cc3,al15,al3,it1227
1,1.98,1588,cc3,al12,al3,it1228
1,2.57,1588,cc3,al15,al3,it1228
0,3.7,842,cc4,al3,al15,it1212
0,3.7,1049,cc4,al3,al15,it1213
1,2.0,690,cc4,al5,al2,it1216
1,2.65,690,cc4,al2,al2,it1216
1,2.25,690,cc4,al5,al2,it1229
1,2.63,690,cc4,al2,al2,it1229
1,2.0,578,cc4,al5,al2,it1230
1,2.67,578,cc4,al2,al2,it1230
1,2.0,578,cc4,al5,al2,it1231
1,2.57,578,cc4,al2,al2,it1231
0,3.67,427,cc1,al2,al2,it1232
0,3.83,427,cc1,al5,al2,it1233
0,3.92,427,cc1,al2,al2,it1234
1,2.0,449,cc1,al5,al2,it1235
1,2.65,449,cc1,al2,al2,it1235
1,2.23,440,cc1,al4,al4,it1236
1,2.3,440,cc1,al4,al4,it1236
1,2.25,608,cc2,al4,al4,it1237
1,2.25,608,cc2,al4,al4,it1238
1,2.25,608,cc2,al4,al4,it1238
1,2.33,608,cc2,al4,al4,it1239
1,2.25,608,cc2,al4,al4,it1240
1,2.3,608,cc2,al4,al4,it1240
1,2.23,645,cc2,al4,al4,it1241
1,2.28,645,cc2,al4,al4,it1241
0,3.67,556,cc3,al2,al2,it1232
0,3.7,598,cc3,al3,al3,it1242
0,3.7,846,cc3,al3,al3,it1243
0,3.83,668,cc3,al5,al2,it1233
0,3.92,556,cc3,al2,al2,it1234
1,1.92,1588,cc3,al15,al3,it1244
1,2.43,1588,cc3,al15,al3,it1244
1,1.85,1588,cc3,al3,al3,it1245
1,2.57,1588,cc3,al15,al3,it1245
1,1.98,1110,cc3,al12,al3,it1246
1,2.57,1110,cc3,al15,al3,it1246
1,1.97,1110,cc3,al8,al3,it1247
1,2.57,1110,cc3,al15,al3,it1247
1,1.25,968,cc3,al8,al3,it1248
1,4.57,968,cc3,al8,al3,it1248
0,3.7,596,cc4,al3,al15,it1249
0,3.7,842,cc4,al3,al15,it1250
1,2.0,578,cc4,al5,al2,it1235
1,2.65,578,cc4,al2,al2,it1235
1,2.25,578,cc4,al5,al2,it1251
1,2.63,578,cc4,al2,al2,it1251
1,2.0,578,cc4,al5,al2,it1252
1,2.63,578,cc4,al2,al2,it1252
0,3.67,674,cc1,al2,al2,it1253
0,3.7,427,cc1,al3,al15,it1254
0,3.7,427,cc1,al3,al15,it1255
0,3.83,427,cc1,al5,al2,it1256
0,3.92,427,cc1,al2,al2,it1257
1,1.92,449,cc1,al15,al15,it1258
1,2.43,449,cc1,al15,al15,it1258
1,2.0,449,cc1,al5,al2,it1259
1,2.65,449,cc1,al2,al2,it1259
1,2.25,440,cc1,al4,al4,it1260
1,2.25,608,cc2,al4,al4,it1260
1,2.25,608,cc2,al4,al4,it1261
1,2.25,608,cc2,al4,al4,it1261
1,2.33,608,cc2,al4,al4,it1262
1,2.25,608,cc2,al4,al4,it1263
1,2.3,608,cc2,al4,al4,it1263
1,2.23,608,cc2,al4,al4,it1264
1,2.28,608,cc2,al4,al4,it1264
0,3.67,802,cc3,al2,al2,it1253
0,3.7,598,cc3,al3,al3,it1265
0,3.7,598,cc3,al3,al3,it1266
0,3.83,556,cc3,al5,al2,it1256
0,3.92,556,cc3,al2,al2,it1257
1,1.92,1110,cc3,al15,al3,it1267
1,2.43,1110,cc3,al15,al3,it1267
1,1.85,1110,cc3,al3,al3,it1268
1,2.57,1110,cc3,al15,al3,it1268
1,1.95,1110,cc3,al3,al3,it1269
1,2.43,1110,cc3,al15,al3,it1269
1,1.97,1110,cc3,al8,al3,it1270
1,2.57,1110,cc3,al15,al3,it1270
1,1.25,968,cc3,al8,al3,it1271
1,4.57,968,cc3,al8,al3,it1271
0,3.7,596,cc4,al3,al15,it1254
0,3.7,596,cc4,al3,al15,it1255
1,2.0,578,cc4,al5,al2,it1259
1,2.65,578,cc4,al2,al2,it1259
1,2.25,578,cc4,al5,al2,it1272
1,2.63,578,cc4,al2,al2,it1272
1,2.0,578,cc4,al5,al2,it1273
1,2.63,578,cc4,al2,al2,it1273
0,3.67,427,cc1,al2,al2,it1274
0,3.7,427,cc1,al3,al15,it1275
0,3.7,427,cc1,al3,al15,it1276
0,3.83,427,cc1,al5,al2,it1277
0,3.92,427,cc1,al2,al2,it1278
1,1.92,449,cc1,al15,al15,it1279
1,2.43,449,cc1,al15,al15,it1279
1,2.0,449,cc1,al5,al2,it1280
1,2.65,449,cc1,al2,al2,it1280
1,2.25,449,cc1,al5,al2,it1281
1,2.63,449,cc1,al2,al2,it1281
1,2.25,440,cc1,al4,al4,it1282
1,2.25,440,cc1,al4,al4,it1282
1,2.33,440,cc1,al4,al4,it1283
1,2.25,745,cc2,al4,al4,it1284
1,2.25,608,cc2,al4,al4,it1282
1,2.25,608,cc2,al4,al4,it1282
1,2.33,608,cc2,al4,al4,it1283
1,2.35,608,cc2,al4,al4,it1285
0,3.67,556,cc3,al2,al2,it1274
0,3.7,598,cc3,al3,al3,it1286
0,3.7,598,cc3,al3,al3,it1287
0,3.83,668,cc3,al5,al2,it1277
0,3.92,556,cc3,al2,al2,it1278
1,1.92,1588,cc3,al15,al3,it1288
1,2.43,1588,cc3,al15,al3,it1288
1,1.85,1110,cc3,al3,al3,it1289
1,2.57,1110,cc3,al15,al3,it1289
1,1.97,1110,cc3,al8,al3,it1290
1,2.57,1110,cc3,al15,al3,it1290
1,1.85,1110,cc3,al3,al3,it1291
1,2.57,1110,cc3,al15,al3,it1291
1,1.25,968,cc3,al8,al3,it1292
1,4.57,968,cc3,al8,al3,it1292
0,3.7,596,cc4,al3,al15,it1275
0,3.7,596,cc4,al3,al15,it1276
1,2.0,690,cc4,al5,al2,it1280
1,2.65,690,cc4,al2,al2,it1280
1,2.25,578,cc4,al5,al2,it1281
1,2.63,578,cc4,al2,al2,it1281
1,2.0,578,cc4,al5,al2,it1293
1,2.83,578,cc4,al2,al2,it1293
0,3.67,427,cc1,al2,al2,it1294
0,3.83,427,cc1,al5,al2,it1295
0,3.92,427,cc1,al2,al2,it1296
1,2.0,449,cc1,al5,al2,it1297
1,2.65,449,cc1,al2,al2,it1297
1,2.33,440,cc1,al4,al4,it1298
1,2.33,440,cc1,al4,al4,it1299
1,2.25,440,cc1,al4,al4,it1299
1,2.35,440,cc1,al4,al4,it1300
1,2.27,440,cc1,al4,al4,it1300
1,2.25,608,cc2,al4,al4,it1301
1,2.25,739,cc2,al4,al4,it1302
1,2.25,739,cc2,al4,al4,it1302
1,2.33,608,cc2,al4,al4,it1298
1,2.25,608,cc2,al4,al4,it1303
1,2.3,608,cc2,al4,al4,it1303
1,2.35,608,cc2,al4,al4,it1300
1,2.27,608,cc2,al4,al4,it1300
0,3.67,556,cc3,al2,al2,it1294
0,3.7,598,cc3,al3,al3,it1304
0,3.7,598,cc3,al3,al3,it1305
0,3.83,556,cc3,al5,al2,it1295
0,3.92,556,cc3,al2,al2,it1296
1,1.85,1110,cc3,al3,al3,it1306
1,2.57,1110,cc3,al15,al3,it1306
1,1.92,1110,cc3,al15,al3,it1307
1,2.53,1110,cc3,al15,al3,it1307
1,1.98,868,cc3,al12,al3,it1308
1,2.57,868,cc3,al15,al3,it1308
1,1.95,1110,cc3,al3,al3,it1309
1,2.43,1110,cc3,al15,al3,it1309
1,1.97,868,cc3,al8,al3,it1310
1,2.57,868,cc3,al15,al3,it1310
0,3.7,596,cc4,al3,al15,it1311
0,3.7,596,cc4,al3,al15,it1312
1,2.0,824,cc4,al5,al2,it1297
1,2.65,824,cc4,al2,al2,it1297
1,2.25,690,cc4,al5,al2,it1313
1,2.63,690,cc4,al2,al2,it1313
1,2.33,797,cc4,al4,al4,it1298
1,2.0,578,cc4,al5,al2,it1314
1,2.67,578,cc4,al2,al2,it1314
1,2.0,578,cc4,al5,al2,it1315
1,2.57,578,cc4,al2,al2,it1315
0,3.67,674,cc1,al2,al2,it1316
0,3.83,427,cc1,al5,al2,it1317
0,3.92,427,cc1,al2,al2,it1318
1,2.0,449,cc1,al5,al2,it1319
1,2.65,449,cc1,al2,al2,it1319
1,2.25,449,cc1,al5,al2,it1320
1,2.68,449,cc1,al2,al2,it1320
1,2.25,608,cc2,al4,al4,it1321
1,2.25,608,cc2,al4,al4,it1322
1,2.25,608,cc2,al4,al4,it1322
1,2.33,645,cc2,al4,al4,it1323
1,2.25,608,cc2,al4,al4,it1324
1,2.3,608,cc2,al4,al4,it1324
1,2.23,608,cc2,al4,al4,it1325
1,2.28,608,cc2,al4,al4,it1325
0,3.67,802,cc3,al2,al2,it1316
0,3.83,668,cc3,al5,al2,it1317
0,3.92,556,cc3,al2,al2,it1318
0,3.7,596,cc4,al3,al15,it1326
0,3.7,596,cc4,al3,al15,it1327
1,2.0,578,cc4,al5,al2,it1319
1,2.65,578,cc4,al2,al2,it1319
1,2.25,690,cc4,al5,al2,it1328
1,2.63,690,cc4,al2,al2,it1328
1,2.33,834,cc4,al4,al4,it1323
1,2.25,578,cc4,al5,al2,it1320
1,2.68,578,cc4,al2,al2,it1320
0,3.67,427,cc1,al2,al2,it1329
0,3.83,427,cc1,al5,al2,it1330
0,3.92,427,cc1,al2,al2,it1331
1,2.0,449,cc1,al5,al2,it1332
1,2.65,449,cc1,al2,al2,it1332
1,2.25,449,cc1,al5,al2,it1333
1,2.63,449,cc1,al2,al2,it1333
1,2.0,449,cc1,al5,al2,it1334
1,2.57,449,cc1,al2,al2,it1334
1,2.25,608,cc2,al4,al4,it1335
1,2.25,608,cc2,al4,al4,it1336
1,2.25,608,cc2,al4,al4,it1336
1,2.33,608,cc2,al4,al4,it1337
1,2.25,608,cc2,al4,al4,it1338
1,2.3,608,cc2,al4,al4,it1338
