stop_count,duration_in_hours,one_way_price_candollar,cabin_class_id,operating_airline_id,marketing_airline_id,itinerary_id
1,2.33,770,cc4,al4,al4,it3016
1,2.25,797,cc4,al4,al4,it3029
3,0.98,599,cc1,al10,al11,it3030
3,0.98,599,cc1,al10,al11,it3031
1,2.23,902,cc2,al4,al4,it3032
1,2.33,745,cc2,al4,al4,it3033
1,2.25,745,cc2,al4,al4,it3033
1,2.28,860,cc2,al4,al4,it3034
1,2.25,860,cc2,al4,al4,it3035
1,2.25,860,cc2,al4,al4,it3035
1,2.35,608,cc2,al4,al4,it3036
1,2.28,745,cc2,al4,al4,it3037
1,2.27,745,cc2,al4,al4,it3037
1,2.35,608,cc2,al4,al4,it3038
1,2.27,608,cc2,al4,al4,it3038
0,3.42,556,cc3,al2,al2,it3039
0,3.42,556,cc3,al2,al2,it3040
0,3.42,802,cc3,al2,al2,it3041
0,3.57,846,cc3,al3,al3,it3042
0,3.57,846,cc3,al3,al3,it3043
1,1.92,1588,cc3,al3,al3,it3044
1,2.63,1588,cc3,al15,al3,it3044
1,1.9,1588,cc3,al8,al3,it3045
1,2.65,1588,cc3,al15,al3,it3045
1,1.9,1588,cc3,al8,al3,it3046
1,2.62,1588,cc3,al15,al3,it3046
1,2.02,1588,cc3,al12,al3,it3047
1,2.63,1588,cc3,al15,al3,it3047
1,1.98,1588,cc3,al15,al3,it3048
1,2.62,1588,cc3,al15,al3,it3048
0,3.57,842,cc4,al3,al15,it3049
0,3.57,842,cc4,al3,al15,it3050
1,1.92,1183,cc4,al5,al2,it3051
1,2.5,1183,cc4,al2,al2,it3051
1,2.23,1091,cc4,al4,al4,it3032
1,1.92,824,cc4,al5,al2,it3052
1,2.63,824,cc4,al2,al2,it3052
0,3.42,427,cc1,al2,al2,it3053
0,3.42,427,cc1,al2,al2,it3054
0,3.42,427,cc1,al2,al2,it3055
1,2.23,440,cc1,al4,al4,it3056
1,2.28,440,cc1,al4,al4,it3056
1,2.25,440,cc1,al4,al4,it3057
1,2.23,608,cc2,al4,al4,it3058
1,2.33,608,cc2,al4,al4,it3059
1,2.25,608,cc2,al4,al4,it3059
1,2.28,608,cc2,al4,al4,it3060
1,2.25,608,cc2,al4,al4,it3061
1,2.25,608,cc2,al4,al4,it3061
1,2.28,608,cc2,al4,al4,it3062
1,2.3,608,cc2,al4,al4,it3062
1,2.23,608,cc2,al4,al4,it3056
1,2.28,608,cc2,al4,al4,it3056
0,3.42,556,cc3,al2,al2,it3055
0,3.42,802,cc3,al2,al2,it3054
0,3.42,1161,cc3,al2,al2,it3053
0,3.57,677,cc3,al3,al3,it3063
0,3.57,846,cc3,al3,al3,it3064
1,1.9,1110,cc3,al8,al3,it3065
1,2.65,1110,cc3,al15,al3,it3065
1,1.9,1110,cc3,al8,al3,it3066
1,2.62,1110,cc3,al15,al3,it3066
1,1.9,969,cc3,al8,al3,it3067
1,2.65,969,cc3,al15,al3,it3067
1,1.98,868,cc3,al15,al3,it3068
1,2.62,868,cc3,al15,al3,it3068
1,1.98,620,cc3,al15,al3,it3069
1,2.65,620,cc3,al15,al3,it3069
0,3.57,685,cc4,al3,al15,it3070
0,3.57,842,cc4,al3,al15,it3071
1,2.02,618,cc4,al12,al15,it3072
1,2.62,618,cc4,al15,al15,it3072
1,1.98,618,cc4,al15,al15,it3073
1,2.65,618,cc4,al15,al15,it3073
1,1.92,607,cc4,al5,al2,it3074
1,2.6,607,cc4,al2,al2,it3074
1,1.92,607,cc4,al5,al2,it3075
1,2.77,607,cc4,al2,al2,it3075
0,3.42,427,cc1,al2,al2,it3076
0,3.42,427,cc1,al2,al2,it3077
0,3.42,427,cc1,al2,al2,it3078
1,2.23,808,cc2,al4,al4,it3079
1,2.33,608,cc2,al4,al4,it3080
1,2.25,608,cc2,al4,al4,it3080
1,2.28,808,cc2,al4,al4,it3081
1,2.33,608,cc2,al4,al4,it3082
0,3.37,598,cc3,al3,al3,it3083
0,3.37,846,cc3,al3,al3,it3084
0,3.42,556,cc3,al2,al2,it3078
0,3.42,668,cc3,al2,al2,it3077
0,3.42,802,cc3,al2,al2,it3076
1,1.88,868,cc3,al8,al3,it3085
1,2.65,868,cc3,al15,al3,it3085
1,3.67,868,cc3,al3,al3,it3086
1,2.07,868,cc3,al15,al3,it3086
1,1.98,620,cc3,al15,al3,it3087
1,2.62,620,cc3,al15,al3,it3087
1,1.98,620,cc3,al15,al3,it3088
1,2.65,620,cc3,al15,al3,it3088
1,3.73,620,cc3,al15,al3,it3089
1,2.07,620,cc3,al15,al3,it3089
0,3.37,596,cc4,al3,al15,it3090
0,3.37,842,cc4,al3,al15,it3091
1,1.92,824,cc4,al5,al2,it3092
1,2.5,824,cc4,al2,al2,it3092
1,1.92,690,cc4,al5,al2,it3093
1,2.4,690,cc4,al2,al2,it3093
1,1.98,618,cc4,al15,al15,it3094
1,2.65,618,cc4,al15,al15,it3094
1,1.98,618,cc4,al15,al15,it3095
1,2.65,618,cc4,al15,al15,it3095
1,1.92,690,cc4,al5,al2,it3096
1,2.63,690,cc4,al2,al2,it3096
1,1.92,690,cc4,al5,al2,it3097
1,2.4,690,cc4,al2,al2,it3097
0,3.42,427,cc1,al2,al2,it3098
0,3.42,427,cc1,al2,al2,it3099
0,3.42,427,cc1,al2,al2,it3100
1,2.28,440,cc1,al4,al4,it3101
1,2.27,440,cc1,al4,al4,it3101
1,2.23,860,cc2,al4,al4,it3102
1,2.33,808,cc2,al4,al4,it3103
1,2.25,808,cc2,al4,al4,it3103
1,2.28,808,cc2,al4,al4,it3104
1,2.25,808,cc2,al4,al4,it3105
1,2.25,808,cc2,al4,al4,it3105
1,2.35,808,cc2,al4,al4,it3106
1,2.28,739,cc2,al4,al4,it3107
1,2.27,739,cc2,al4,al4,it3107
0,3.37,790,cc3,al3,al3,it3108
0,3.37,846,cc3,al3,al3,it3109
0,3.42,668,cc3,al2,al2,it3098
0,3.42,668,cc3,al2,al2,it3100
0,3.42,802,cc3,al2,al2,it3099
1,1.88,1110,cc3,al8,al3,it3110
1,2.65,1110,cc3,al15,al3,it3110
1,1.88,1110,cc3,al8,al3,it3111
1,2.62,1110,cc3,al15,al3,it3111
1,2.02,699,cc3,al12,al3,it3112
1,2.63,699,cc3,al15,al3,it3112
1,1.98,620,cc3,al15,al3,it3113
1,2.62,620,cc3,al15,al3,it3113
1,1.98,620,cc3,al15,al3,it3114
1,2.65,620,cc3,al15,al3,it3114
0,3.37,842,cc4,al3,al15,it3115
0,3.37,842,cc4,al3,al15,it3116
1,2.02,618,cc4,al12,al15,it3117
1,2.62,618,cc4,al15,al15,it3117
1,1.98,618,cc4,al15,al15,it3118
1,2.65,618,cc4,al15,al15,it3118
1,1.98,618,cc4,al15,al15,it3119
1,2.65,618,cc4,al15,al15,it3119
1,1.92,757,cc4,al5,al2,it3120
1,2.4,757,cc4,al2,al2,it3120
1,2.02,666,cc4,al12,al15,it3121
1,2.63,666,cc4,al15,al15,it3121
0,3.42,427,cc1,al2,al2,it3122
0,3.42,456,cc1,al2,al2,it3123
0,3.42,427,cc1,al2,al2,it3124
1,2.23,440,cc1,al4,al4,it3125
1,2.23,489,cc1,al4,al16,it3126
1,2.33,440,cc1,al4,al4,it3127
1,2.25,440,cc1,al4,al4,it3127
1,2.33,440,cc1,al4,al4,it3128
1,2.25,440,cc1,al4,al4,it3129
2,2.27,440,cc1,al4,al4,it3130
1,2.23,608,cc2,al4,al4,it3125
1,2.33,608,cc2,al4,al4,it3127
1,2.25,608,cc2,al4,al4,it3127
1,2.28,808,cc2,al4,al4,it3131
1,2.25,739,cc2,al4,al4,it3132
1,2.25,739,cc2,al4,al4,it3132
1,2.35,808,cc2,al4,al4,it3133
1,2.33,608,cc2,al4,al4,it3128
1,2.25,608,cc2,al4,al4,it3129
2,2.27,608,cc2,al4,al4,it3130
0,3.37,598,cc3,al3,al3,it3134
0,3.37,1088,cc3,al3,al3,it3135
0,3.42,668,cc3,al2,al2,it3122
0,3.42,668,cc3,al2,al2,it3124
0,3.42,1161,cc3,al2,al2,it3123
1,1.88,1110,cc3,al8,al3,it3136
1,2.65,1110,cc3,al15,al3,it3136
1,1.88,1110,cc3,al8,al3,it3137
1,2.62,1110,cc3,al15,al3,it3137
1,1.98,1110,cc3,al15,al3,it3138
1,2.62,1110,cc3,al15,al3,it3138
1,1.98,868,cc3,al15,al3,it3139
1,2.65,868,cc3,al15,al3,it3139
1,3.73,1110,cc3,al15,al3,it3140
1,2.07,1110,cc3,al15,al3,it3140
0,3.37,596,cc4,al3,al15,it3141
0,3.37,1049,cc4,al3,al15,it3142
1,1.92,824,cc4,al5,al2,it3143
1,2.4,824,cc4,al2,al2,it3143
1,2.33,797,cc4,al4,al4,it3127
1,2.25,797,cc4,al4,al4,it3127
1,2.02,666,cc4,al12,al15,it3144
1,2.62,666,cc4,al15,al15,it3144
1,1.98,803,cc4,al15,al15,it3145
1,2.65,803,cc4,al15,al15,it3145
1,1.92,690,cc4,al5,al2,it3146
1,2.52,690,cc4,al2,al2,it3146
1,2.33,797,cc4,al4,al4,it3128
3,0.98,659,cc1,al10,al11,it3147
3,0.98,659,cc1,al10,al11,it3148
1,2.33,608,cc2,al4,al4,it3149
1,2.25,608,cc2,al4,al4,it3149
1,2.25,808,cc2,al4,al4,it3150
1,2.25,808,cc2,al4,al4,it3150
1,2.33,608,cc2,al4,al4,it3151
2,2.22,608,cc2,al4,al4,it3152
2,2.3,645,cc2,al4,al4,it3153
0,3.37,846,cc3,al3,al3,it3154
0,3.37,846,cc3,al3,al3,it3155
0,3.42,556,cc3,al2,al2,it3156
0,3.42,556,cc3,al2,al2,it3157
0,3.42,668,cc3,al2,al2,it3158
1,1.88,868,cc3,al8,al3,it3159
1,2.65,868,cc3,al15,al3,it3159
1,2.0,868,cc3,al15,al3,it3160
1,2.65,868,cc3,al15,al3,it3160
1,1.95,969,cc3,al8,al3,it3161
1,2.65,969,cc3,al15,al3,it3161
1,1.98,620,cc3,al15,al3,it3162
1,2.65,620,cc3,al15,al3,it3162
1,3.73,733,cc3,al15,al3,it3163
1,2.05,733,cc3,al15,al3,it3163
0,3.37,842,cc4,al3,al15,it3164
0,3.37,842,cc4,al3,al15,it3165
1,1.92,578,cc4,al5,al2,it3166
1,2.4,578,cc4,al2,al2,it3166
1,1.98,618,cc4,al15,al15,it3167
1,2.65,618,cc4,al15,al15,it3167
1,1.98,618,cc4,al15,al15,it3168
1,2.65,618,cc4,al15,al15,it3168
1,1.92,578,cc4,al5,al2,it3169
1,2.52,578,cc4,al2,al2,it3169
1,1.92,578,cc4,al5,al2,it3170
1,2.63,578,cc4,al2,al2,it3170
1,1.92,578,cc4,al5,al2,it3171
1,2.77,578,cc4,al2,al2,it3171
0,3.42,484,cc1,al2,al2,it3172
0,3.42,484,cc1,al2,al2,it3173
0,3.42,484,cc1,al2,al2,it3174
1,1.92,618,cc1,al5,al2,it3175
1,2.5,618,cc1,al2,al2,it3175
1,2.33,489,cc1,al4,al16,it3176
1,2.25,489,cc1,al4,al16,it3176
1,2.33,506,cc1,al4,al16,it3177
1,2.25,489,cc1,al4,al16,it3178
1,2.28,506,cc1,al4,al16,it3179
1,2.27,506,cc1,al4,al16,it3179
1,2.33,489,cc1,al4,al16,it3180
1,2.23,1196,cc2,al4,al4,it3181
1,2.33,808,cc2,al4,al4,it3182
1,2.25,808,cc2,al4,al4,it3182
1,2.28,1196,cc2,al4,al4,it3183
1,2.25,860,cc2,al4,al4,it3184
1,2.25,860,cc2,al4,al4,it3184
1,2.35,808,cc2,al4,al4,it3185
1,2.35,808,cc2,al4,al4,it3186
1,2.27,808,cc2,al4,al4,it3186
0,3.37,846,cc3,al3,al3,it3187
0,3.37,1088,cc3,al3,al3,it3188
0,3.42,612,cc3,al2,al2,it3174
0,3.42,724,cc3,al2,al2,it3173
0,3.42,858,cc3,al2,al2,it3172
1,1.9,1588,cc3,al3,al3,it3189
1,2.63,1588,cc3,al15,al3,it3189
1,1.88,1110,cc3,al8,al3,it3190
1,2.65,1110,cc3,al15,al3,it3190
1,1.88,1110,cc3,al8,al3,it3191
1,2.62,1110,cc3,al15,al3,it3191
1,1.98,868,cc3,al15,al3,it3192
1,2.62,868,cc3,al15,al3,it3192
1,1.98,1110,cc3,al15,al3,it3193
1,2.65,1110,cc3,al15,al3,it3193
0,3.37,842,cc4,al3,al15,it3194
0,3.37,1049,cc4,al3,al15,it3195
1,1.98,803,cc4,al15,al15,it3196
1,2.65,803,cc4,al15,al15,it3196
1,1.92,880,cc4,al5,al2,it3197
1,2.63,880,cc4,al2,al2,it3197
1,1.92,745,cc4,al5,al2,it3198
1,2.6,745,cc4,al2,al2,it3198
0,3.37,484,cc1,al3,al3,it3199
0,3.37,484,cc1,al3,al3,it3200
1,2.23,712,cc1,al4,al16,it3201
1,2.35,506,cc1,al4,al16,it3202
1,1.3,475,cc1,al8,al3,it3203
1,4.08,475,cc1,al3,al3,it3203
1,2.25,506,cc1,al4,al16,it3204
1,2.28,477,cc1,al4,al4,it3205
1,2.27,477,cc1,al4,al4,it3205
1,2.33,489,cc1,al4,al16,it3206
1,2.35,489,cc1,al4,al16,it3207
1,2.28,489,cc1,al4,al16,it3208
1,2.23,1196,cc2,al4,al4,it3209
1,2.33,902,cc2,al4,al4,it3210
1,2.25,902,cc2,al4,al4,it3210
1,2.28,860,cc2,al4,al4,it3211
1,2.35,808,cc2,al4,al4,it3212
1,2.28,860,cc2,al4,al4,it3213
1,2.27,860,cc2,al4,al4,it3213
1,2.35,808,cc2,al4,al4,it3214
1,2.27,808,cc2,al4,al4,it3214
1,2.28,808,cc2,al4,al4,it3215
1,2.3,808,cc2,al4,al4,it3215
1,2.28,645,cc2,al4,al4,it3205
1,2.27,645,cc2,al4,al4,it3205
0,3.42,668,cc3,al2,al2,it3216
0,3.42,668,cc3,al2,al2,it3217
0,3.42,1161,cc3,al2,al2,it3218
0,3.37,842,cc4,al3,al15,it3219
0,3.37,842,cc4,al3,al15,it3220
1,1.92,1192,cc4,al5,al2,it3221
1,2.5,1192,cc4,al2,al2,it3221
1,1.92,824,cc4,al5,al2,it3222
1,2.4,824,cc4,al2,al2,it3222
1,1.92,824,cc4,al5,al2,it3223
1,2.63,824,cc4,al2,al2,it3223
1,1.92,690,cc4,al5,al2,it3224
1,2.6,690,cc4,al2,al2,it3224
0,3.37,427,cc1,al3,al15,it3225
0,3.42,427,cc1,al2,al2,it3226
0,3.42,427,cc1,al2,al2,it3227
0,3.42,427,cc1,al2,al2,it3228
1,1.92,449,cc1,al5,al2,it3229
1,2.5,449,cc1,al2,al2,it3229
1,2.23,808,cc2,al4,al4,it3230
1,2.33,808,cc2,al4,al4,it3231
1,2.25,808,cc2,al4,al4,it3231
1,2.28,808,cc2,al4,al4,it3232
1,2.25,808,cc2,al4,al4,it3233
1,2.25,808,cc2,al4,al4,it3233
0,3.37,711,cc3,al3,al3,it3234
0,3.37,846,cc3,al3,al3,it3235
0,3.42,556,cc3,al2,al2,it3228
0,3.42,802,cc3,al2,al2,it3226
0,3.42,802,cc3,al2,al2,it3227
1,1.9,1588,cc3,al3,al3,it3236
1,2.63,1588,cc3,al15,al3,it3236
1,1.88,1588,cc3,al8,al3,it3237
1,2.65,1588,cc3,al15,al3,it3237
1,1.88,1110,cc3,al8,al3,it3238
1,2.62,1110,cc3,al15,al3,it3238
1,1.98,1110,cc3,al15,al3,it3239
1,2.65,1110,cc3,al15,al3,it3239
1,1.88,1110,cc3,al8,al3,it3240
1,2.62,1110,cc3,al15,al3,it3240
0,3.37,708,cc4,al3,al15,it3241
0,3.37,842,cc4,al3,al15,it3225
1,2.02,618,cc4,al12,al15,it3242
1,2.62,618,cc4,al15,al15,it3242
1,1.92,690,cc4,al5,al2,it3243
1,2.63,690,cc4,al2,al2,it3243
1,1.92,578,cc4,al5,al2,it3244
1,2.4,578,cc4,al2,al2,it3244
3,0.98,656,cc1,al10,al11,it3245
3,1.25,656,cc1,al10,al11,it3246
3,2.28,656,cc1,al14,al14,it3246
1,2.23,808,cc2,al4,al4,it3247
1,2.28,808,cc2,al4,al4,it3248
2,2.27,608,cc2,al4,al4,it3249
0,3.42,668,cc3,al2,al2,it3250
0,3.42,802,cc3,al2,al2,it3251
0,3.42,1161,cc3,al2,al2,it3252
0,3.37,596,cc4,al3,al15,it3253
0,3.37,596,cc4,al3,al15,it3254
1,2.23,997,cc4,al4,al4,it3247
1,1.98,819,cc4,al15,al15,it3255
1,2.65,819,cc4,al15,al15,it3255
1,1.98,803,cc4,al15,al15,it3256
1,2.65,803,cc4,al15,al15,it3256
1,1.98,618,cc4,al15,al15,it3257
1,2.65,618,cc4,al15,al15,it3257
3,0.98,830,cc1,al10,al11,it3258
1,2.23,976,cc2,al4,al4,it3259
1,2.33,808,cc2,al4,al4,it3260
1,2.25,808,cc2,al4,al4,it3260
1,2.28,808,cc2,al4,al4,it3261
1,2.25,808,cc2,al4,al4,it3262
1,2.25,808,cc2,al4,al4,it3262
1,2.35,808,cc2,al4,al4,it3263
1,2.28,808,cc2,al4,al4,it3264
1,2.27,808,cc2,al4,al4,it3264
0,3.42,690,cc3,al2,al2,it3265
0,3.42,824,cc3,al2,al2,it3266
0,3.42,1183,cc3,al2,al2,it3267
0,3.37,596,cc4,al3,al15,it3268
0,3.37,596,cc4,al3,al15,it3269
1,1.92,1205,cc4,al5,al2,it3270
1,2.5,1205,cc4,al2,al2,it3270
1,2.23,1165,cc4,al4,al4,it3259
1,1.92,975,cc4,al5,al2,it3271
1,2.4,975,cc4,al2,al2,it3271
1,1.98,803,cc4,al15,al15,it3272
1,2.65,803,cc4,al15,al15,it3272
1,2.02,704,cc4,al12,al15,it3273
1,2.62,704,cc4,al15,al15,it3273
1,1.98,618,cc4,al15,al15,it3274
1,2.65,618,cc4,al15,al15,it3274
1,2.28,997,cc4,al4,al4,it3261
0,3.42,639,cc1,al2,al2,it3275
0,3.42,574,cc1,al2,al2,it3276
0,3.42,639,cc1,al2,al2,it3277
1,2.23,567,cc1,al4,al16,it3278
1,2.33,506,cc1,al4,al16,it3279
1,2.25,506,cc1,al4,al16,it3279
1,2.28,506,cc1,al4,al16,it3280
1,2.28,489,cc1,al4,al16,it3281
1,2.3,489,cc1,al4,al16,it3281
1,2.23,808,cc2,al4,al4,it3282
1,2.33,808,cc2,al4,al4,it3283
1,2.25,808,cc2,al4,al4,it3283
1,2.28,808,cc2,al4,al4,it3284
1,2.25,808,cc2,al4,al4,it3285
1,2.25,808,cc2,al4,al4,it3285
1,2.35,808,cc2,al4,al4,it3286
0,3.37,598,cc3,al3,al3,it3287
0,3.37,1088,cc3,al3,al3,it3288
0,3.42,1194,cc3,al2,al2,it3276
0,3.42,1194,cc3,al2,al2,it3277
0,3.42,4043,cc3,al2,al2,it3275
1,2.0,868,cc3,al15,al3,it3289
1,2.65,868,cc3,al15,al3,it3289
1,1.88,1110,cc3,al8,al3,it3290
1,2.62,1110,cc3,al15,al3,it3290
1,2.02,620,cc3,al12,al3,it3291
1,2.63,620,cc3,al15,al3,it3291
1,1.98,620,cc3,al15,al3,it3292
1,2.65,620,cc3,al15,al3,it3292
1,2.08,868,cc3,al12,al3,it3293
1,2.65,868,cc3,al15,al3,it3293
0,3.37,596,cc4,al3,al15,it3294
0,3.37,1049,cc4,al3,al15,it3295
1,2.02,618,cc4,al12,al15,it3296
1,2.62,618,cc4,al15,al15,it3296
1,1.98,618,cc4,al15,al15,it3297
1,2.65,618,cc4,al15,al15,it3297
1,2.0,803,cc4,al15,al15,it3298
1,2.65,803,cc4,al15,al15,it3298
1,2.02,618,cc4,al12,al15,it3299
1,2.63,618,cc4,al15,al15,it3299
3,0.98,759,cc1,al10,al11,it3300
3,1.25,759,cc1,al10,al11,it3301
3,2.28,759,cc1,al14,al14,it3301
3,0.98,759,cc1,al10,al11,it3302
1,2.33,808,cc2,al4,al4,it3303
1,2.25,808,cc2,al4,al4,it3303
1,2.25,808,cc2,al4,al4,it3304
1,2.25,808,cc2,al4,al4,it3304
1,2.28,808,cc2,al4,al4,it3305
1,2.3,808,cc2,al4,al4,it3305
1,2.23,808,cc2,al4,al4,it3306
1,2.28,808,cc2,al4,al4,it3306
0,3.42,690,cc3,al2,al2,it3307
0,3.42,690,cc3,al2,al2,it3308
0,3.42,824,cc3,al2,al2,it3309
0,3.37,596,cc4,al3,al15,it3310
0,3.37,842,cc4,al3,al15,it3311
1,1.92,846,cc4,al5,al2,it3312
1,2.5,846,cc4,al2,al2,it3312
1,2.02,730,cc4,al12,al15,it3313
1,2.62,730,cc4,al15,al15,it3313
1,1.98,618,cc4,al15,al15,it3314
1,2.65,618,cc4,al15,al15,it3314
1,2.0,618,cc4,al15,al15,it3315
1,2.65,618,cc4,al15,al15,it3315
1,1.88,729,cc4,al8,al15,it3316
1,2.62,729,cc4,al15,al15,it3316
1,2.02,618,cc4,al12,al15,it3317
1,2.63,618,cc4,al15,al15,it3317
1,1.98,730,cc4,al15,al15,it3318
1,2.62,730,cc4,al15,al15,it3318
0,3.42,456,cc1,al2,al2,it3319
0,3.42,540,cc1,al2,al2,it3320
0,3.42,606,cc1,al2,al2,it3321
1,2.23,506,cc1,al4,al16,it3322
1,2.25,489,cc1,al4,al16,it3323
1,2.28,440,cc1,al4,al4,it3324
1,2.27,440,cc1,al4,al4,it3324
2,2.27,440,cc1,al4,al4,it3325
1,2.23,808,cc2,al4,al4,it3326
1,2.33,808,cc2,al4,al4,it3327
1,2.25,808,cc2,al4,al4,it3327
1,2.28,808,cc2,al4,al4,it3328
1,2.25,808,cc2,al4,al4,it3329
1,2.25,808,cc2,al4,al4,it3329
1,2.28,608,cc2,al4,al4,it3324
1,2.27,608,cc2,al4,al4,it3324
0,3.37,1088,cc3,al3,al3,it3330
0,3.37,1088,cc3,al3,al3,it3331
0,3.42,585,cc3,al2,al2,it3319
0,3.42,1161,cc3,al2,al2,it3321
0,3.42,1161,cc3,al2,al2,it3320
1,1.88,1110,cc3,al8,al3,it3332
1,2.65,1110,cc3,al15,al3,it3332
1,2.02,1110,cc3,al12,al3,it3333
1,2.63,1110,cc3,al15,al3,it3333
1,1.98,620,cc3,al15,al3,it3334
1,2.65,620,cc3,al15,al3,it3334
1,1.98,868,cc3,al15,al3,it3335
1,2.62,868,cc3,al15,al3,it3335
1,2.08,868,cc3,al12,al3,it3336
1,2.65,868,cc3,al15,al3,it3336
0,3.37,1049,cc4,al3,al15,it3337
0,3.37,1049,cc4,al3,al15,it3338
1,2.23,997,cc4,al4,al4,it3326
1,1.98,803,cc4,al15,al15,it3339
1,2.65,803,cc4,al15,al15,it3339
1,2.02,969,cc4,al12,al15,it3340
1,2.62,969,cc4,al15,al15,it3340
1,1.98,618,cc4,al15,al15,it3341
1,2.65,618,cc4,al15,al15,it3341
0,3.42,484,cc1,al2,al2,it3342
0,3.42,427,cc1,al2,al2,it3343
0,3.42,674,cc1,al2,al2,it3344
1,2.28,440,cc1,al4,al4,it3345
1,2.28,440,cc1,al4,al4,it3346
1,2.27,440,cc1,al4,al4,it3346
1,2.33,808,cc2,al4,al4,it3347
1,2.25,808,cc2,al4,al4,it3347
1,2.25,808,cc2,al4,al4,it3348
1,2.25,808,cc2,al4,al4,it3348
1,2.28,745,cc2,al4,al4,it3349
1,2.27,745,cc2,al4,al4,it3349
1,2.28,608,cc2,al4,al4,it3345
1,2.28,608,cc2,al4,al4,it3346
1,2.27,608,cc2,al4,al4,it3346
0,3.37,846,cc3,al3,al3,it3350
0,3.37,1718,cc3,al3,al3,it3351
0,3.42,556,cc3,al2,al2,it3343
0,3.42,802,cc3,al2,al2,it3342
0,3.42,1161,cc3,al2,al2,it3344
1,1.88,1588,cc3,al8,al3,it3352
1,2.65,1588,cc3,al15,al3,it3352
1,1.88,1110,cc3,al8,al3,it3353
1,2.62,1110,cc3,al15,al3,it3353
1,1.98,868,cc3,al15,al3,it3354
1,2.65,868,cc3,al15,al3,it3354
1,1.98,868,cc3,al15,al3,it3355
1,2.62,868,cc3,al15,al3,it3355
1,2.08,868,cc3,al12,al3,it3356
1,2.65,868,cc3,al15,al3,it3356
0,3.37,842,cc4,al3,al15,it3357
0,3.37,1710,cc4,al3,al15,it3358
1,1.92,824,cc4,al5,al2,it3359
1,2.4,824,cc4,al2,al2,it3359
1,1.98,819,cc4,al15,al15,it3360
1,2.65,819,cc4,al15,al15,it3360
1,1.92,824,cc4,al5,al2,it3361
1,2.63,824,cc4,al2,al2,it3361
1,1.92,578,cc4,al5,al2,it3362
1,2.6,578,cc4,al2,al2,it3362
1,1.98,730,cc4,al15,al15,it3363
1,2.65,730,cc4,al15,al15,it3363
0,3.67,690,cc1,al3,al3,it3364
0,3.7,405,cc1,al3,al3,it3365
0,3.92,518,cc1,al5,al1,it3366
1,2.15,413,cc1,al12,al3,it3367
1,2.88,413,cc1,al15,al3,it3367
1,2.72,734,cc2,al4,al4,it3368
1,2.72,734,cc2,al4,al4,it3369
1,2.55,734,cc2,al4,al4,it3369
1,2.42,755,cc2,al4,al4,it3370
1,2.57,560,cc2,al4,al4,it3371
1,2.43,560,cc2,al4,al4,it3371
2,2.48,560,cc2,al4,al4,it3372
2,2.45,560,cc2,al4,al4,it3373
0,3.67,1845,cc3,al3,al3,it3364
0,3.7,597,cc3,al3,al3,it3365
0,3.83,527,cc3,al2,al2,it3374
0,3.92,788,cc3,al5,al2,it3375
0,4.0,1161,cc3,al2,al2,it3376
1,2.15,776,cc3,al12,al3,it3377
1,2.78,776,cc3,al15,al3,it3377
1,2.15,1055,cc3,al13,al3,it3378
1,2.85,1055,cc3,al15,al3,it3378
1,1.38,728,cc3,al3,al3,it3379
1,4.57,728,cc3,al8,al3,it3379
1,2.08,1055,cc3,al15,al3,it3380
1,2.88,1055,cc3,al15,al3,it3380
1,3.88,815,cc3,al3,al3,it3381
1,2.05,815,cc3,al15,al3,it3381
0,3.67,1933,cc4,al3,al15,it3382
0,3.7,604,cc4,al3,al15,it3383
1,2.25,549,cc4,al5,al2,it3384
1,2.55,549,cc4,al2,al2,it3384
1,2.0,549,cc4,al5,al2,it3385
1,2.53,549,cc4,al2,al2,it3385
1,2.0,549,cc4,al5,al2,it3386
1,2.63,549,cc4,al2,al2,it3386
1,2.0,549,cc4,al5,al2,it3387
1,2.83,549,cc4,al2,al2,it3387
1,2.0,549,cc4,al5,al2,it3388
1,2.53,549,cc4,al2,al2,it3388
0,3.67,405,cc1,al3,al3,it3389
0,3.7,405,cc1,al3,al3,it3390
0,3.92,405,cc1,al5,al1,it3391
1,2.15,413,cc1,al13,al3,it3392
1,2.85,413,cc1,al15,al3,it3392
1,2.72,581,cc2,al4,al4,it3393
1,2.42,593,cc2,al4,al4,it3394
1,2.42,593,cc2,al4,al4,it3394
1,2.72,560,cc2,al4,al4,it3395
1,2.55,560,cc2,al4,al4,it3395
1,2.57,581,cc2,al4,al4,it3396
1,2.43,581,cc2,al4,al4,it3396
0,3.67,831,cc3,al3,al3,it3389
0,3.7,606,cc3,al3,al3,it3390
0,3.83,649,cc3,al2,al2,it3397
0,3.92,788,cc3,al5,al2,it3398
0,4.0,649,cc3,al2,al2,it3399
1,2.15,853,cc3,al12,al3,it3400
1,2.78,853,cc3,al15,al3,it3400
1,2.15,628,cc3,al12,al3,it3401
1,2.88,628,cc3,al15,al3,it3401
1,1.38,614,cc3,al3,al3,it3402
1,4.57,614,cc3,al8,al3,it3402
1,2.08,628,cc3,al15,al3,it3403
1,2.88,628,cc3,al15,al3,it3403
1,2.15,628,cc3,al12,al3,it3404
1,2.73,628,cc3,al15,al3,it3404
0,3.67,827,cc4,al3,al15,it3405
0,3.7,604,cc4,al3,al15,it3406
1,2.25,549,cc4,al5,al2,it3407
1,2.63,549,cc4,al2,al2,it3407
