itinerary_id,cabin_class,one_way_price_candollar,flight_number,origin_airport,destination_airport,departure_date_time,arrival_date_time,stop_count,marketing_airline,operating_airline,is_self_transfer,score,duration_in_hours
18467-2512281820--32573-1-10968-2512282338,first,611,3297,ORD,DFW,2025-12-28 20:32:00,2025-12-28 23:38:00,1,American Airlines,American Airlines,True,0.639406,3.1
18467-2512281310--32573-1-10968-2512281940,first,667,3606,YYZ,ORD,2025-12-28 13:10:00,2025-12-28 14:10:00,1,American Airlines,Envoy Air,True,0.559407,2.0
18467-2512281310--32573-1-10968-2512281940,first,667,1642,ORD,DFW,2025-12-28 16:55:00,2025-12-28 19:40:00,1,American Airlines,American Airlines,True,0.559407,2.75
18467-2512281125--32573-1-10968-2512281940,first,611,3604,YYZ,ORD,2025-12-28 11:25:00,2025-12-28 12:25:00,1,American Airlines,Envoy Air,True,0.596075,2.0
18467-2512281125--32573-1-10968-2512281940,first,611,1642,ORD,DFW,2025-12-28 16:55:00,2025-12-28 19:40:00,1,American Airlines,American Airlines,True,0.596075,2.75
18467-2512291825--32573-0-10968-2512292105,economy,427,1111,YYZ,DFW,2025-12-29 18:25:00,2025-12-29 21:05:00,0,American Airlines,American Airlines,True,0.653362,3.67
18467-2512290809--32573-0-10968-2512291054,economy,427,1169,YYZ,DFW,2025-12-29 08:09:00,2025-12-29 10:54:00,0,American Airlines,American Airlines,True,0.815564,3.75
18467-2512291405--32573-0-10968-2512291705,economy,427,3993,YYZ,DFW,2025-12-29 14:05:00,2025-12-29 17:05:00,0,American Airlines,Envoy Air,True,0.999,4.0
18467-2512290615--32573-1-10968-2512291109,economy,449,3524,YYZ,ORD,2025-12-29 06:15:00,2025-12-29 07:30:00,1,American Airlines,Envoy Air,True,0.379884,2.25
18467-2512290615--32573-1-10968-2512291109,economy,449,2247,ORD,DFW,2025-12-29 08:20:00,2025-12-29 11:09:00,1,American Airlines,American Airlines,True,0.379884,2.82
18467-2512291125--32573-1-10968-2512291804,economy,449,3604,YYZ,ORD,2025-12-29 11:25:00,2025-12-29 12:25:00,1,American Airlines,Envoy Air,True,0.375987,2.0
18467-2512291125--32573-1-10968-2512291804,economy,449,1390,ORD,DFW,2025-12-29 15:23:00,2025-12-29 18:04:00,1,American Airlines,American Airlines,True,0.375987,2.68
18467-2512290615--32385-1-10910-2512291455,premium_economy,808,2662,YYZ,ATL,2025-12-29 06:15:00,2025-12-29 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.398546,2.58
18467-2512291400--32385-2-10968-2512300022,premium_economy,608,818,ATL,DFW,2025-12-29 22:59:00,2025-12-30 00:22:00,2,Delta Air Lines,Delta Air Lines,True,0.479594,2.38
18467-2512291825--32573-0-10968-2512292105,business,668,1111,YYZ,DFW,2025-12-29 18:25:00,2025-12-29 21:05:00,0,American Airlines,American Airlines,True,0.419167,3.67
18467-2512291400--32695-0-10968-2512291642,business,711,1031,YYZ,DFW,2025-12-29 14:00:00,2025-12-29 16:42:00,0,Air Canada,Air Canada,True,0.734889,3.7
18467-2512291940--32695-0-10968-2512292222,business,846,1033,YYZ,DFW,2025-12-29 19:40:00,2025-12-29 22:22:00,0,Air Canada,Air Canada,True,0.402958,3.7
18467-2512290809--32573-0-10968-2512291054,business,556,1169,YYZ,DFW,2025-12-29 08:09:00,2025-12-29 10:54:00,0,American Airlines,American Airlines,True,0.999,3.75
18467-2512291405--32573-0-10968-2512291705,business,668,3993,YYZ,DFW,2025-12-29 14:05:00,2025-12-29 17:05:00,0,American Airlines,Envoy Air,True,0.568446,4.0
18467-2512290900--32695-1-10968-2512291311,business,1588,5143,YYZ,ORD,2025-12-29 09:00:00,2025-12-29 09:55:00,1,Air Canada,United Airlines,True,0.278974,1.92
18467-2512290900--32695-1-10968-2512291311,business,1588,3658,ORD,DFW,2025-12-29 10:45:00,2025-12-29 13:11:00,1,Air Canada,United Airlines,True,0.278974,2.43
18467-2512291100--32695-1-10968-2512291554,business,1588,4408,YYZ,ORD,2025-12-29 11:00:00,2025-12-29 11:59:00,1,Air Canada,Republic Airline United Express,True,0.229491,1.98
18467-2512291100--32695-1-10968-2512291554,business,1588,4854,ORD,DFW,2025-12-29 13:20:00,2025-12-29 15:54:00,1,Air Canada,United Airlines,True,0.229491,2.57
18467-2512291730--32695-1-10968-2512292224,business,1588,4990,YYZ,ORD,2025-12-29 17:30:00,2025-12-29 18:29:00,1,Air Canada,Republic Airline United Express,True,0.221869,1.98
18467-2512291730--32695-1-10968-2512292224,business,1588,5521,ORD,DFW,2025-12-29 19:50:00,2025-12-29 22:24:00,1,Air Canada,United Airlines,True,0.221869,2.57
18467-2512290800--32695-1-10968-2512291311,business,1588,501,YYZ,ORD,2025-12-29 08:00:00,2025-12-29 08:57:00,1,Air Canada,Air Canada,True,0.216452,1.95
18467-2512290800--32695-1-10968-2512291311,business,1588,3658,ORD,DFW,2025-12-29 10:45:00,2025-12-29 13:11:00,1,Air Canada,United Airlines,True,0.216452,2.43
18467-2512291400--32695-1-10968-2512292224,business,1110,507,YYZ,ORD,2025-12-29 14:00:00,2025-12-29 14:51:00,1,Air Canada,Air Canada,True,0.221368,1.85
18467-2512291400--32695-1-10968-2512292224,business,1110,5521,ORD,DFW,2025-12-29 19:50:00,2025-12-29 22:24:00,1,Air Canada,United Airlines,True,0.221368,2.57
18467-2512291400--31722-0-10968-2512291642,first,685,8078,YYZ,DFW,2025-12-29 14:00:00,2025-12-29 16:42:00,0,United Airlines,Air Canada,True,0.999,3.7
18467-2512291940--31722-0-10968-2512292222,first,842,8130,YYZ,DFW,2025-12-29 19:40:00,2025-12-29 22:22:00,0,United Airlines,Air Canada,True,0.673735,3.7
18467-2512291125--32573-1-10968-2512291555,first,690,3604,YYZ,ORD,2025-12-29 11:25:00,2025-12-29 12:25:00,1,American Airlines,Envoy Air,True,0.427634,2.0
18467-2512291125--32573-1-10968-2512291555,first,690,1961,ORD,DFW,2025-12-29 13:15:00,2025-12-29 15:55:00,1,American Airlines,American Airlines,True,0.427634,2.67
18467-2512290615--32573-1-10968-2512291109,first,690,3524,YYZ,ORD,2025-12-29 06:15:00,2025-12-29 07:30:00,1,American Airlines,Envoy Air,True,0.427893,2.25
18467-2512290615--32573-1-10968-2512291109,first,690,2247,ORD,DFW,2025-12-29 08:20:00,2025-12-29 11:09:00,1,American Airlines,American Airlines,True,0.427893,2.82
18467-2512291820--32573-1-10968-2512292338,first,578,3610,YYZ,ORD,2025-12-29 18:20:00,2025-12-29 19:20:00,1,American Airlines,Envoy Air,True,0.44188,2.0
18467-2512291820--32573-1-10968-2512292338,first,578,3297,ORD,DFW,2025-12-29 20:32:00,2025-12-29 23:38:00,1,American Airlines,American Airlines,True,0.44188,3.1
18467-2512291310--32573-1-10968-2512291940,first,578,3606,YYZ,ORD,2025-12-29 13:10:00,2025-12-29 14:10:00,1,American Airlines,Envoy Air,True,0.608263,2.0
18467-2512291310--32573-1-10968-2512291940,first,578,1642,ORD,DFW,2025-12-29 16:55:00,2025-12-29 19:40:00,1,American Airlines,American Airlines,True,0.608263,2.75
18467-2512300615--32385-1-10910-2512301116,premium_economy,976,2662,YYZ,ATL,2025-12-30 06:15:00,2025-12-30 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.448935,2.58
18467-2512300615--32385-1-10910-2512301455,premium_economy,739,2662,YYZ,ATL,2025-12-30 06:15:00,2025-12-30 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.428035,2.58
18467-2512300615--32385-1-10968-2512301510,premium_economy,739,2662,YYZ,ATL,2025-12-30 06:15:00,2025-12-30 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.421962,2.58
18467-2512300615--32385-1-10968-2512301510,premium_economy,739,921,ATL,DFW,2025-12-30 13:45:00,2025-12-30 15:10:00,1,Delta Air Lines,Delta Air Lines,True,0.421962,2.42
18467-2512301825--32573-0-10968-2512302105,business,556,1111,YYZ,DFW,2025-12-30 18:25:00,2025-12-30 21:05:00,0,American Airlines,American Airlines,True,0.999,3.67
18467-2512300809--32573-0-10968-2512301054,business,556,1169,YYZ,DFW,2025-12-30 08:09:00,2025-12-30 10:54:00,0,American Airlines,American Airlines,True,0.969311,3.75
18467-2512301405--32573-0-10968-2512301705,business,668,3993,YYZ,DFW,2025-12-30 14:05:00,2025-12-30 17:05:00,0,American Airlines,Envoy Air,True,0.763154,4.0
18467-2512301400--31722-0-10968-2512301642,first,596,8078,YYZ,DFW,2025-12-30 14:00:00,2025-12-30 16:42:00,0,United Airlines,Air Canada,True,0.999,3.7
18467-2512301940--31722-0-10968-2512302222,first,596,8130,YYZ,DFW,2025-12-30 19:40:00,2025-12-30 22:22:00,0,United Airlines,Air Canada,True,0.779426,3.7
18467-2512301125--32573-1-10968-2512301555,first,578,3604,YYZ,ORD,2025-12-30 11:25:00,2025-12-30 12:25:00,1,American Airlines,Envoy Air,True,0.569725,2.0
18467-2512301125--32573-1-10968-2512301555,first,578,1961,ORD,DFW,2025-12-30 13:15:00,2025-12-30 15:55:00,1,American Airlines,American Airlines,True,0.569725,2.67
18467-2512300615--32573-1-10968-2512301109,first,578,3524,YYZ,ORD,2025-12-30 06:15:00,2025-12-30 07:30:00,1,American Airlines,Envoy Air,True,0.407747,2.25
18467-2512300615--32573-1-10968-2512301109,first,578,2247,ORD,DFW,2025-12-30 08:20:00,2025-12-30 11:09:00,1,American Airlines,American Airlines,True,0.407747,2.82
18467-2512311825--32573-0-10968-2512312105,economy,427,1111,YYZ,DFW,2025-12-31 18:25:00,2025-12-31 21:05:00,0,American Airlines,American Airlines,True,0.796256,3.67
18467-2512310809--32573-0-10968-2512311054,economy,427,1169,YYZ,DFW,2025-12-31 08:09:00,2025-12-31 10:54:00,0,American Airlines,American Airlines,True,0.645219,3.75
18467-2512311405--32573-0-10968-2512311705,economy,427,3993,YYZ,DFW,2025-12-31 14:05:00,2025-12-31 17:05:00,0,American Airlines,Envoy Air,True,0.999,4.0
18467-2512310615--32385-1-10968-2512311256,economy,440,2662,YYZ,ATL,2025-12-31 06:15:00,2025-12-31 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.391573,2.58
18467-2512310615--32385-1-10968-2512311256,economy,440,414,ATL,DFW,2025-12-31 11:30:00,2025-12-31 12:56:00,1,Delta Air Lines,Delta Air Lines,True,0.391573,2.43
18467-2512310615--32385-1-10910-2512311116,premium_economy,745,2662,YYZ,ATL,2025-12-31 06:15:00,2025-12-31 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.453067,2.58
18467-2512310615--32385-1-10968-2512311256,premium_economy,608,2662,YYZ,ATL,2025-12-31 06:15:00,2025-12-31 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.456858,2.58
18467-2512310615--32385-1-10968-2512311256,premium_economy,608,414,ATL,DFW,2025-12-31 11:30:00,2025-12-31 12:56:00,1,Delta Air Lines,Delta Air Lines,True,0.456858,2.43
18467-2512310615--32385-1-10910-2512311455,premium_economy,608,2662,YYZ,ATL,2025-12-31 06:15:00,2025-12-31 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.449167,2.58
18467-2512311825--32573-0-10968-2512312105,business,556,1111,YYZ,DFW,2025-12-31 18:25:00,2025-12-31 21:05:00,0,American Airlines,American Airlines,True,0.937309,3.67
18467-2512310809--32573-0-10968-2512311054,business,556,1169,YYZ,DFW,2025-12-31 08:09:00,2025-12-31 10:54:00,0,American Airlines,American Airlines,True,0.916585,3.75
18467-2512311405--32573-0-10968-2512311705,business,556,3993,YYZ,DFW,2025-12-31 14:05:00,2025-12-31 17:05:00,0,American Airlines,Envoy Air,True,0.999,4.0
18467-2512311400--31722-0-10968-2512311642,first,596,8078,YYZ,DFW,2025-12-31 14:00:00,2025-12-31 16:42:00,0,United Airlines,Air Canada,True,0.999,3.7
18467-2512311940--31722-0-10968-2512312222,first,596,8130,YYZ,DFW,2025-12-31 19:40:00,2025-12-31 22:22:00,0,United Airlines,Air Canada,True,0.791667,3.7
18467-2512311125--32573-1-10968-2512311555,first,578,3604,YYZ,ORD,2025-12-31 11:25:00,2025-12-31 12:25:00,1,American Airlines,Envoy Air,True,0.577518,2.0
18467-2512311125--32573-1-10968-2512311555,first,578,1961,ORD,DFW,2025-12-31 13:15:00,2025-12-31 15:55:00,1,American Airlines,American Airlines,True,0.577518,2.67
18467-2512310615--32573-1-10968-2512311109,first,578,3524,YYZ,ORD,2025-12-31 06:15:00,2025-12-31 07:30:00,1,American Airlines,Envoy Air,True,0.404845,2.25
18467-2512310615--32573-1-10968-2512311109,first,578,2247,ORD,DFW,2025-12-31 08:20:00,2025-12-31 11:09:00,1,American Airlines,American Airlines,True,0.404845,2.82
18467-2602011400--32695-0-10968-2602011642,business,846,1031,YYZ,DFW,2026-02-01 14:00:00,2026-02-01 16:42:00,0,Air Canada,Air Canada,True,0.999,3.7
18467-2602011940--32695-0-10968-2602012222,business,846,1033,YYZ,DFW,2026-02-01 19:40:00,2026-02-01 22:22:00,0,Air Canada,Air Canada,True,0.803055,3.7
18390-2602011525--32695-1-10968-2602012224,business,1081,7968,YTZ,YUL,2026-02-01 15:25:00,2026-02-01 16:40:00,1,Air Canada,Jazz Aviation,True,0.411202,1.25
18390-2602011525--32695-1-10968-2602012224,business,1081,8813,YUL,DFW,2026-02-01 18:50:00,2026-02-01 22:24:00,1,Air Canada,Jazz Aviation,True,0.411202,4.57
18467-2602011500--32695-1-10968-2602012224,business,1573,416,YYZ,YUL,2026-02-01 15:00:00,2026-02-01 16:18:00,1,Air Canada,Air Canada,True,0.225508,1.3
18467-2602011500--32695-1-10968-2602012224,business,1573,8813,YUL,DFW,2026-02-01 18:50:00,2026-02-01 22:24:00,1,Air Canada,Jazz Aviation,True,0.225508,4.57
18467-2602011400--32695-1-10968-2602012224,business,1573,414,YYZ,YUL,2026-02-01 14:00:00,2026-02-01 15:18:00,1,Air Canada,Air Canada,True,0.211244,1.3
18467-2602011400--32695-1-10968-2602012224,business,1573,8813,YUL,DFW,2026-02-01 18:50:00,2026-02-01 22:24:00,1,Air Canada,Jazz Aviation,True,0.211244,4.57
18467-2602021400--32695-0-10968-2602021642,business,846,1031,YYZ,DFW,2026-02-02 14:00:00,2026-02-02 16:42:00,0,Air Canada,Air Canada,True,0.999,3.7
18467-2602021940--32695-0-10968-2602022222,business,846,1033,YYZ,DFW,2026-02-02 19:40:00,2026-02-02 22:22:00,0,Air Canada,Air Canada,True,0.805764,3.7
18390-2602021525--32695-1-10968-2602022224,business,1216,7968,YTZ,YUL,2026-02-02 15:25:00,2026-02-02 16:40:00,1,Air Canada,Jazz Aviation,True,0.386041,1.25
18390-2602021525--32695-1-10968-2602022224,business,1216,8813,YUL,DFW,2026-02-02 18:50:00,2026-02-02 22:24:00,1,Air Canada,Jazz Aviation,True,0.386041,4.57
18467-2602021500--32695-1-10968-2602022224,business,1573,416,YYZ,YUL,2026-02-02 15:00:00,2026-02-02 16:18:00,1,Air Canada,Air Canada,True,0.225129,1.3
18467-2602021500--32695-1-10968-2602022224,business,1573,8813,YUL,DFW,2026-02-02 18:50:00,2026-02-02 22:24:00,1,Air Canada,Jazz Aviation,True,0.225129,4.57
18467-2602021400--32695-1-10968-2602022224,business,1573,414,YYZ,YUL,2026-02-02 14:00:00,2026-02-02 15:18:00,1,Air Canada,Air Canada,True,0.211244,1.3
18467-2602021400--32695-1-10968-2602022224,business,1573,8813,YUL,DFW,2026-02-02 18:50:00,2026-02-02 22:24:00,1,Air Canada,Jazz Aviation,True,0.211244,4.57
18467-2602031940--32695-0-10968-2602032222,business,598,1033,YYZ,DFW,2026-02-03 19:40:00,2026-02-03 22:22:00,0,Air Canada,Air Canada,True,0.999,3.7
18467-2602031400--32695-0-10968-2602031642,business,846,1031,YYZ,DFW,2026-02-03 14:00:00,2026-02-03 16:42:00,0,Air Canada,Air Canada,True,0.742412,3.7
18390-2602031525--32695-1-10968-2602032224,business,968,7968,YTZ,YUL,2026-02-03 15:25:00,2026-02-03 16:40:00,1,Air Canada,Jazz Aviation,True,0.366511,1.25
18390-2602031525--32695-1-10968-2602032224,business,968,8813,YUL,DFW,2026-02-03 18:50:00,2026-02-03 22:24:00,1,Air Canada,Jazz Aviation,True,0.366511,4.57
18467-2602031500--32695-1-10968-2602032224,business,1573,416,YYZ,YUL,2026-02-03 15:00:00,2026-02-03 16:18:00,1,Air Canada,Air Canada,True,0.163386,1.3
18467-2602031500--32695-1-10968-2602032224,business,1573,8813,YUL,DFW,2026-02-03 18:50:00,2026-02-03 22:24:00,1,Air Canada,Jazz Aviation,True,0.163386,4.57
18467-2602031400--32695-1-10968-2602032224,business,1573,414,YYZ,YUL,2026-02-03 14:00:00,2026-02-03 15:18:00,1,Air Canada,Air Canada,True,0.149626,1.3
18467-2602031400--32695-1-10968-2602032224,business,1573,8813,YUL,DFW,2026-02-03 18:50:00,2026-02-03 22:24:00,1,Air Canada,Jazz Aviation,True,0.149626,4.57
18467-2602041400--32695-0-10968-2602041642,business,598,1031,YYZ,DFW,2026-02-04 14:00:00,2026-02-04 16:42:00,0,Air Canada,Air Canada,True,0.999,3.7
18467-2602041940--32695-0-10968-2602042222,business,598,1033,YYZ,DFW,2026-02-04 19:40:00,2026-02-04 22:22:00,0,Air Canada,Air Canada,True,0.808619,3.7
18390-2602041525--32695-1-10968-2602042224,business,968,7968,YTZ,YUL,2026-02-04 15:25:00,2026-02-04 16:40:00,1,Air Canada,Jazz Aviation,True,0.357553,1.25
18390-2602041525--32695-1-10968-2602042224,business,968,8813,YUL,DFW,2026-02-04 18:50:00,2026-02-04 22:24:00,1,Air Canada,Jazz Aviation,True,0.357553,4.57
18467-2602041500--32695-1-10968-2602042224,business,1573,416,YYZ,YUL,2026-02-04 15:00:00,2026-02-04 16:18:00,1,Air Canada,Air Canada,True,0.162522,1.3
18467-2602041500--32695-1-10968-2602042224,business,1573,8813,YUL,DFW,2026-02-04 18:50:00,2026-02-04 22:24:00,1,Air Canada,Jazz Aviation,True,0.162522,4.57
18467-2602041400--32695-1-10968-2602042224,business,1573,414,YYZ,YUL,2026-02-04 14:00:00,2026-02-04 15:18:00,1,Air Canada,Air Canada,True,0.149401,1.3
18467-2602041400--32695-1-10968-2602042224,business,1573,8813,YUL,DFW,2026-02-04 18:50:00,2026-02-04 22:24:00,1,Air Canada,Jazz Aviation,True,0.149401,4.57
18467-2602051400--32695-0-10968-2602051642,business,598,1031,YYZ,DFW,2026-02-05 14:00:00,2026-02-05 16:42:00,0,Air Canada,Air Canada,True,0.999,3.7
18467-2602051940--32695-0-10968-2602052222,business,598,1033,YYZ,DFW,2026-02-05 19:40:00,2026-02-05 22:22:00,0,Air Canada,Air Canada,True,0.821586,3.7
18390-2602051525--32695-1-10968-2602052224,business,968,7968,YTZ,YUL,2026-02-05 15:25:00,2026-02-05 16:40:00,1,Air Canada,Jazz Aviation,True,0.344785,1.25
18390-2602051525--32695-1-10968-2602052224,business,968,8813,YUL,DFW,2026-02-05 18:50:00,2026-02-05 22:24:00,1,Air Canada,Jazz Aviation,True,0.344785,4.57
18467-2602051500--32695-1-10968-2602052224,business,1573,416,YYZ,YUL,2026-02-05 15:00:00,2026-02-05 16:18:00,1,Air Canada,Air Canada,True,0.161542,1.3
18467-2602051500--32695-1-10968-2602052224,business,1573,8813,YUL,DFW,2026-02-05 18:50:00,2026-02-05 22:24:00,1,Air Canada,Jazz Aviation,True,0.161542,4.57
18467-2602051400--32695-1-10968-2602052224,business,1573,414,YYZ,YUL,2026-02-05 14:00:00,2026-02-05 15:18:00,1,Air Canada,Air Canada,True,0.149401,1.3
18467-2602051400--32695-1-10968-2602052224,business,1573,8813,YUL,DFW,2026-02-05 18:50:00,2026-02-05 22:24:00,1,Air Canada,Jazz Aviation,True,0.149401,4.57
"18390-2602071700--31954,-31927,-32090-4-10968-2602091435",economy,3544,2483,YTZ,YUL,2026-02-07 17:00:00,2026-02-07 18:15:00,4,Porter Airlines,Porter Airlines Inc,True,0.448402,1.25
"18390-2602071700--31954,-31927,-32317-4-10968-2602091510",economy,2877,2483,YTZ,YUL,2026-02-07 17:00:00,2026-02-07 18:15:00,4,Porter Airlines,Porter Airlines Inc,True,0.474732,1.25
"18390-2602091400--31954,-31799,-32090-3-10968-2602101435",economy,4364,2473,YTZ,YUL,2026-02-09 14:00:00,2026-02-09 15:15:00,3,Porter Airlines,Porter Airlines Inc,True,0.999,1.25
"18390-2602091000--31954,-31799,-32090-3-10968-2602101435",economy,4335,2463,YTZ,YUL,2026-02-09 10:00:00,2026-02-09 11:15:00,3,Porter Airlines,Porter Airlines Inc,True,0.667945,1.25
"18390-2602090855--31954,-31799,-32090-3-10968-2602101435",economy,4335,2461,YTZ,YUL,2026-02-09 08:55:00,2026-02-09 10:10:00,3,Porter Airlines,Porter Airlines Inc,True,0.545143,1.25
"18390-2602090705--31954,-31799,-32090-3-10968-2602101435",economy,4335,2459,YTZ,YUL,2026-02-09 07:05:00,2026-02-09 08:20:00,3,Porter Airlines,Porter Airlines Inc,True,0.478314,1.25
"18390-2602091810--31954,-31781,-32317-4-10968-2602111510",economy,3045,2485,YTZ,YUL,2026-02-09 18:10:00,2026-02-09 19:25:00,4,Porter Airlines,Porter Airlines Inc,True,0.40094,1.25
"18390-2602091645--31954,-31927,-32317-4-10968-2602111510",economy,2347,2483,YTZ,YUL,2026-02-09 16:45:00,2026-02-09 18:00:00,4,Porter Airlines,Porter Airlines Inc,True,0.900131,1.25
"18390-2602091645--31954,-32090,-32317-4-10968-2602111510",economy,2697,2483,YTZ,YUL,2026-02-09 16:45:00,2026-02-09 18:00:00,4,Porter Airlines,Porter Airlines Inc,True,0.501116,1.25
"18390-2602091645--31954,-31781,-32317-4-10968-2602111510",economy,3045,2483,YTZ,YUL,2026-02-09 16:45:00,2026-02-09 18:00:00,4,Porter Airlines,Porter Airlines Inc,True,0.378013,1.25
18467-2601011825--32573-0-10968-2601012105,economy,427,1111,YYZ,DFW,2026-01-01 18:25:00,2026-01-01 21:05:00,0,American Airlines,American Airlines,True,0.999,3.67
18467-2601010809--32573-0-10968-2601011054,economy,427,1169,YYZ,DFW,2026-01-01 08:09:00,2026-01-01 10:54:00,0,American Airlines,American Airlines,True,0.830859,3.75
18467-2601011405--32573-0-10968-2601011705,economy,674,3993,YYZ,DFW,2026-01-01 14:05:00,2026-01-01 17:05:00,0,American Airlines,Envoy Air,True,0.516352,4.0
18467-2601010615--32385-1-10910-2601011116,premium_economy,745,2662,YYZ,ATL,2026-01-01 06:15:00,2026-01-01 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.422994,2.58
18467-2601010615--32385-1-10910-2601011455,premium_economy,608,2662,YYZ,ATL,2026-01-01 06:15:00,2026-01-01 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.431645,2.58
18467-2601010615--32385-1-10968-2601011510,premium_economy,608,2662,YYZ,ATL,2026-01-01 06:15:00,2026-01-01 08:50:00,1,Delta Air Lines,Delta Air Lines,True,0.439545,2.58
18467-2601010615--32385-1-10968-2601011510,premium_economy,608,921,ATL,DFW,2026-01-01 13:45:00,2026-01-01 15:10:00,1,Delta Air Lines,Delta Air Lines,True,0.439545,2.42
18467-2601011825--32573-0-10968-2601012105,business,556,1111,YYZ,DFW,2026-01-01 18:25:00,2026-01-01 21:05:00,0,American Airlines,American Airlines,True,0.999,3.67
18467-2601011400--32695-0-10968-2601011642,business,598,1031,YYZ,DFW,2026-01-01 14:00:00,2026-01-01 16:42:00,0,Air Canada,Air Canada,True,0.671559,3.7
18467-2601011940--32695-0-10968-2601012222,business,598,1033,YYZ,DFW,2026-01-01 19:40:00,2026-01-01 22:22:00,0,Air Canada,Air Canada,True,0.46741,3.7
18467-2601010809--32573-0-10968-2601011054,business,556,1169,YYZ,DFW,2026-01-01 08:09:00,2026-01-01 10:54:00,0,American Airlines,American Airlines,True,0.836598,3.75
18467-2601011405--32573-0-10968-2601011705,business,802,3993,YYZ,DFW,2026-01-01 14:05:00,2026-01-01 17:05:00,0,American Airlines,Envoy Air,True,0.39067,4.0
18467-2601010900--32695-1-10968-2601011311,business,1588,5143,YYZ,ORD,2026-01-01 09:00:00,2026-01-01 09:55:00,1,Air Canada,United Airlines,True,0.243521,1.92
18467-2601010900--32695-1-10968-2601011311,business,1588,3658,ORD,DFW,2026-01-01 10:45:00,2026-01-01 13:11:00,1,Air Canada,United Airlines,True,0.243521,2.43
18467-2601011730--32695-1-10968-2601012224,business,1588,4990,YYZ,ORD,2026-01-01 17:30:00,2026-01-01 18:29:00,1,Air Canada,Republic Airline United Express,True,0.200103,1.98
18467-2601011730--32695-1-10968-2601012224,business,1588,5521,ORD,DFW,2026-01-01 19:50:00,2026-01-01 22:24:00,1,Air Canada,United Airlines,True,0.200103,2.57
18467-2601011100--32695-1-10968-2601011554,business,1588,4408,YYZ,ORD,2026-01-01 11:00:00,2026-01-01 11:59:00,1,Air Canada,Republic Airline United Express,True,0.198088,1.98
18467-2601011100--32695-1-10968-2601011554,business,1588,4854,ORD,DFW,2026-01-01 13:20:00,2026-01-01 15:54:00,1,Air Canada,United Airlines,True,0.198088,2.57
18467-2601011000--32695-1-10968-2601011554,business,1110,8903,YYZ,ORD,2026-01-01 10:00:00,2026-01-01 10:58:00,1,Air Canada,Jazz Aviation,True,0.234159,1.97
18467-2601011000--32695-1-10968-2601011554,business,1110,4854,ORD,DFW,2026-01-01 13:20:00,2026-01-01 15:54:00,1,Air Canada,United Airlines,True,0.234159,2.57
18467-2601010900--32695-1-10968-2601011554,business,1110,5143,YYZ,ORD,2026-01-01 09:00:00,2026-01-01 09:55:00,1,Air Canada,United Airlines,True,0.220567,1.92
18467-2601010900--32695-1-10968-2601011554,business,1110,4854,ORD,DFW,2026-01-01 13:20:00,2026-01-01 15:54:00,1,Air Canada,United Airlines,True,0.220567,2.57
18467-2601011400--31722-0-10968-2601011642,first,596,8078,YYZ,DFW,2026-01-01 14:00:00,2026-01-01 16:42:00,0,United Airlines,Air Canada,True,0.999,3.7
18467-2601011940--31722-0-10968-2601012222,first,596,8130,YYZ,DFW,2026-01-01 19:40:00,2026-01-01 22:22:00,0,United Airlines,Air Canada,True,0.793741,3.7
18467-2601011125--32573-1-10968-2601011555,first,578,3604,YYZ,ORD,2026-01-01 11:25:00,2026-01-01 12:25:00,1,American Airlines,Envoy Air,True,0.560934,2.0
18467-2601011125--32573-1-10968-2601011555,first,578,1961,ORD,DFW,2026-01-01 13:15:00,2026-01-01 15:55:00,1,American Airlines,American Airlines,True,0.560934,2.67
18467-2601010615--32573-1-10968-2601011109,first,578,3524,YYZ,ORD,2026-01-01 06:15:00,2026-01-01 07:30:00,1,American Airlines,Envoy Air,True,0.388753,2.25
18467-2601010615--32573-1-10968-2601011109,first,578,2247,ORD,DFW,2026-01-01 08:20:00,2026-01-01 11:09:00,1,American Airlines,American Airlines,True,0.388753,2.82
18467-2601021825--32573-0-10968-2601022105,economy,674,1111,YYZ,DFW,2026-01-02 18:25:00,2026-01-02 21:05:00,0,American Airlines,American Airlines,True,0.425225,3.67
18467-2601021400--31722-0-10968-2601021642,economy,427,8078,YYZ,DFW,2026-01-02 14:00:00,2026-01-02 16:42:00,0,United Airlines,Air Canada,True,0.999,3.7
18467-2601021940--31722-0-10968-2601022222,economy,427,8130,YYZ,DFW,2026-01-02 19:40:00,2026-01-02 22:22:00,0,United Airlines,Air Canada,True,0.47462,3.7
18467-2601020809--32573-0-10968-2601021054,economy,427,1169,YYZ,DFW,2026-01-02 08:09:00,2026-01-02 10:54:00,0,American Airlines,American Airlines,True,0.628629,3.75
18467-2601021405--32573-0-10968-2601021705,economy,427,3993,YYZ,DFW,2026-01-02 14:05:00,2026-01-02 17:05:00,0,American Airlines,Envoy Air,True,0.809809,4.0
