Name,IATA Code,ICAO Code,Country,City,City Code,Latitude,Longitude,Timezone,Departures
Keewaywin Airport,KEW,CPV8,CA,Keewaywin,KEW,52.99158,-92.83738,America/Winnipeg,
Kegaska Airport,ZKG,,CA,Côte-Nord-du-Golfe-du-Saint-Laurent,ZKG,50.1958,-61.26577,America/Blanc-Sablon,
Kelowna International Airport,YLW,CYLW,CA,Kelowna,YLW,49.95611,-119.37778,America/Vancouver,5744
Kelsey Airport,KES,CZEE,CA,Kelsey,,56.0375,-96.5097,America/Winnipeg,
Kemano Heliport,XKO,,CA,,,53.55877,-127.94643,America/Vancouver,
Kenora Airport,YQK,CYQK,CA,Kenora,YQK,49.78833,-94.36306,America/Winnipeg,78
Key Lake Airport,YKJ,CYKJ,CA,Key Lake,YKJ,57.25407,-105.62183,America/Regina,
Killarney Airport,,CPT2,CA,,,45.97719,-81.49598,America/Toronto,
Kimmirut Airport,YLC,CYLC,CA,Kimmirut,YLC,62.84845,-69.87841,America/Iqaluit,81
Kincardine Airport,YKD,CYKM,CA,Kincardine,,44.20116,-81.60653,America/Toronto,
Kindersley Regional Airport,YKY,CYKY,CA,Kindersley,YKY,51.5183,-109.17535,America/Regina,
Kingfisher Lake Airport,KIF,CNM5,CA,Kingfisher Lake,KIF,53.0125,-89.8553,America/Winnipeg,
Kingston/Norman Rogers Airport,YGK,CYGK,CA,Kingston,YGK,44.22528,-76.59694,America/Toronto,
Kirby Lake Aerodrome,KFM,,CA,Kirby Lake,CFM,55.35578,-110.63467,America/Edmonton,
Kirkland Lake Airport,YKX,CYKX,CA,Kirkland Lake,,48.2103,-79.9814,America/Toronto,
Kitchener/Waterloo Airport,YKF,CYKF,CA,Breslau,YKF,43.45747,-80.38593,America/Toronto,454
Kitkatla Seaplane Base,YKK,,CA,Kitkatla,,53.79561,-130.4381,America/Vancouver,
Kiwigana Lodge Heliport,DKL,,CA,,,59.24157,-122.92216,America/Fort_Nelson,
Klemtu Seaplane Base,YKT,,CA,Klemtu,YKT,52.594,-128.52103,America/Vancouver,
Knee Lake Airport,YKE,,CA,Knee Lake,,54.91728,-94.79553,America/Winnipeg,
Kugaaruk Airport,YBB,CYBB,CA,Kugaaruk,YUF,68.53444,-89.80806,America/Cambridge_Bay,187
Kugluktuk Airport,YCO,CYCO,CA,Kugluktuk,YCO,67.81667,-115.14389,America/Cambridge_Bay,161
Kuujjuaq Airport,YVP,CYVP,CA,Kuujjuaq,YVP,58.09228,-68.42487,America/Toronto,984
Kuujjuarapik Airport,YGW,CYGW,CA,Kuujjuarapik,YGW,55.28338,-77.76441,America/Toronto,350
La Grande-3 Airport,YAR,CYAD,CA,La Grande-3,YAR,53.572,-76.19,America/Toronto,
La Grande-4 Airport,YAH,CYAH,CA,La Grande-4,YAH,53.75409,-73.67929,America/Toronto,
La Grande Riviere Airport,YGL,CYGL,CA,La Grande Rivière,YGL,53.62528,-77.70417,America/Toronto,212
La Macaza / Mont-Tremblant International Inc Airport,YTM,CYFJ,CA,La Macaza,YTM,46.4094,-74.78,America/Toronto,
La Romaine Airport,ZGS,,CA,Le Golfe-du-Saint-Laurent,ZGS,50.25905,-60.66905,America/Blanc-Sablon,
La Ronge (Barber Field) Airport,YVC,CYVC,CA,La Ronge,YVC,55.15139,-105.26194,America/Regina,
La Sarre Airport,SSQ,CSR8,CA,La Sarre,SSQ,48.9159,-79.18104,America/Toronto,
La Tabatiere Airport,ZLT,,CA,La Tabatière,ZLT,50.8308,-58.9756,America/Blanc-Sablon,
La Tuque Airport,YLQ,CYLQ,CA,La Tuque,,47.40666,-72.78889,America/Toronto,
Lac Brochet Airport,XLB,CZWH,CA,Lac Brochet,XLB,58.61799,-101.46565,America/Winnipeg,
Lac Du Bonnet Airport,,CYAX,CA,Lac Du Bonnet,,50.2944,-96.01,America/Winnipeg,
Lac La Biche Airport,YLB,CYLB,CA,Lac La Biche,YLB,54.76931,-112.02999,America/Edmonton,
Lady Franklin Point Airport,YUJ,CYUJ,CA,,,68.47523,-113.22441,America/Cambridge_Bay,
Lake Simcoe Regional Airport,YLK,CYLS,CA,Barrie,YLK,44.4853,-79.5556,America/Toronto,
Langley Regional Airport,YLY,CYNJ,CA,Langley,YLY,49.1002,-122.62588,America/Vancouver,
Lansdowne House Airport,YLH,CYLH,CA,Lansdowne House,YLH,52.1956,-87.9342,America/Toronto,
Laurie River Airport,LRQ,,CA,Laurie River,,56.24986,-101.30343,America/Winnipeg,
Leaf Rapids Airport,YLR,CYLR,CA,Leaf Rapids,,56.5133,-99.9853,America/Winnipeg,
Lebel-sur-Quevillon Airport,YLS,,CA,Lebel-sur-Quévillon,,49.02965,-77.01622,America/Toronto,
Lethbridge Airport,YQL,CYQL,CA,Lethbridge,YQL,49.62996,-112.79101,America/Edmonton,531
Lillooet Airport,,CYLI,CA,Lillooet,,50.67354,-121.89194,America/Vancouver,
Little Grand Rapids Airport,ZGR,CZGR,CA,Little Grand Rapids,ZGR,52.0456,-95.4658,America/Winnipeg,
Liverpool South Shore Regional Airport,,CYAU,CA,Greenfield,,44.2303,-64.8561,America/Halifax,
Lloydminster Airport,YLL,CYLL,CA,Lloydminster,YLL,53.30917,-110.0725,America/Edmonton,152
London International Airport,YXU,CYXU,CA,London,YXU,43.02987,-81.14892,America/Toronto,955
Longstaff Bluff Airport,,CYUV,CA,,,68.93333,-75.28333,America/Iqaluit,
Lourdes-de-Blanc-Sablon Airport,YBX,CYBX,CA,Blanc-Sablon,YBX,51.44361,-57.18528,America/Blanc-Sablon,
Lt. Col W.G. (Billy) Barker VC Airport,YDN,CYDN,CA,Dauphin,YDN,51.10083,-100.0525,America/Winnipeg,
Lutselk'e Airport,YSG,CYLK,CA,Lutselk'e,YSG,62.41812,-110.67919,America/Yellowknife,
Lyall Harbour Seaplane Base,YAJ,,CA,Saturna Island,YAJ,48.79581,-123.18172,America/Vancouver,
Lynn Lake Airport,YYL,CYYL,CA,Lynn Lake,YYL,56.86389,-101.07611,America/Winnipeg,
Mackenzie Airport,,CYZY,CA,Mackenzie,,55.30444,-123.13222,America/Vancouver,
Macmillan Pass Airport,XMP,,CA,Macmillan Pass,,63.176,-130.202,America/Whitehorse,
Makkovik Airport,YMN,CYFT,CA,Makkovik,YMN,55.07756,-59.18708,America/Goose_Bay,
Manitouwadge Airport,YMG,CYMG,CA,Manitouwadge,,49.0839,-85.8606,America/Toronto,
Manitowaning/Manitoulin East Municipal Airport,YEM,CYEM,CA,Sheguiandah,,45.84321,-81.8569,America/Toronto,
Maniwaki Airport,YMW,CYMW,CA,Messines,,46.27282,-75.99029,America/Toronto,
Mansons Landing Waterdrome,YMU,,CA,Campbell River,YBL,50.07078,-124.98506,America/Vancouver,
Maple Bay Seaplane Base,YAQ,,CA,Maple Bay,YAQ,48.80274,-123.6004,America/Vancouver,
Marathon Airport,YSP,CYSP,CA,Marathon,,48.7553,-86.3444,America/Toronto,
Mary River,YMV,,CA,Mary River,YMV,71.32614,-79.37383,America/Iqaluit,
Mary's Harbour Airport,YMH,CYMH,CA,Mary's Harbour,YMH,52.3031,-55.84443,America/St_Johns,
Masset Airport,ZMT,CZMT,CA,Masset,ZMT,54.02783,-132.12624,America/Vancouver,84
Matagami Airport,YNM,CYNM,CA,Matagami,YNM,49.76167,-77.80278,America/Toronto,
Matane Airport,YME,CYME,CA,Matane,,48.8569,-67.4533,America/Toronto,
Mayne Island Waterdrome,YAV,,CA,Duncan,DUQ,48.85221,-123.30222,America/Vancouver,
Mayo Airport,YMA,CYMA,CA,Mayo,YMA,63.61667,-135.86667,America/Whitehorse,
Meadow Lake Airport,YLJ,CYLJ,CA,Meadow Lake,YLJ,54.12274,-108.51441,America/Regina,
Medicine Hat Airport,YXH,CYXH,CA,Medicine Hat,YXH,50.01889,-110.72083,America/Edmonton,509
Melfort (Miller Field) Aerodrome,,CJZ3,CA,Melfort,,52.866667,-104.7,America/Regina,
Merritt Airport,YMB,,CA,Merritt,,50.1236,-120.74365,America/Vancouver,
Michel-Pouliot Gaspe Airport,YGP,CYGP,CA,Gaspé,YGP,48.77528,-64.47861,America/Toronto,228
Midland/Huronia Airport,,CYEE,CA,Midland,,44.68565,-79.93026,America/Toronto,
Mingan Airport,YLP,,CA,Longue-Pointe-de-Mingan,,50.28689,-64.15226,America/Toronto,
Miramichi Airport,YCH,CYCH,CA,Miramichi,YCH,47.00778,-65.44917,America/Moncton,
Molson Lake,,CKJ8,CA,Molson Lake,,54.330556,-97.111111,America/Winnipeg,
Mont-Joli Airport,YYY,CYYY,CA,Mont-Joli,YYY,48.60485,-68.21209,America/Toronto,238
Montague Harbour Seaplane Base,YMF,,CA,Galiano Island,YMF,48.90039,-123.41835,America/Vancouver,
Montreal-Mirabel International Airport,YMX,CYMX,CA,Montréal,YMQ,45.68194,-74.00528,America/Toronto,754
Montreal-Pierre Elliott Trudeau International Airport,YUL,CYUL,CA,Montreal,YMQ,45.46106,-73.75019,America/Toronto,35190
Montreal/Saint-Hubert Airport,YHU,CYHU,CA,Montréal,YMQ,45.51621,-73.42069,America/Toronto,360
Moose Lake Airport,YAD,,CA,,,53.70429,-100.34277,America/Winnipeg,
Moosonee Airport,YMO,CYMO,CA,Moosonee,YMO,51.29111,-80.60778,America/Toronto,38
Mould Bay Airport,YMD,CYMD,CA,,,76.23908,-119.31873,America/Yellowknife,
Mount Belcher Heliport,,CMBH,CA,Mount Belcher,,48.83280182,-123.5049973,America/Vancouver,
Muncho Lake/Mile 462 Water Aerodrome,,,CA,,,59.00906,-125.77363,America/Fort_Nelson,
Muskoka Airport,YQA,CYQA,CA,Gravenhurst,YQA,44.97732,-79.30713,America/Toronto,
Muskrat Dam Airport,MSA,CZMD,CA,Muskrat Dam,MSA,53.4414,-91.7628,America/Winnipeg,
Nain Airport,YDP,CYDP,CA,Nain,YDP,56.54981,-61.68308,America/Goose_Bay,
Nakina Airport,YQN,CYQN,CA,Nakina,YQN,50.1828,-86.6964,America/Toronto,
Namu Seaplane Base,ZNU,,CA,,,51.85801,-127.87208,America/Vancouver,
Nanaimo Airport,YCD,CYCD,CA,Nanaimo,YCD,49.05233,-123.87017,America/Vancouver,1588
Nanaimo Harbour Water Airport,ZNA,,CA,Nanaimo,YCD,49.16936,-123.93552,America/Vancouver,
Nanisivik Airport,YSR,CYSR,CA,Nanisivik,YSR,73.75,-84.5,America/Toronto,
Natashquan Airport,YNA,CYNA,CA,Natashquan,YNA,50.19,-61.78917,America/Toronto,
Natuashish Airport,YNP,,CA,Natuashish,YNP,55.91396,-61.18552,America/Goose_Bay,
Naujaat Airport,YUT,CYUT,CA,Repulse Bay,YUT,66.52366,-86.22808,America/Rankin_Inlet,
Nejanilini Lake Airport,,CYNN,CA,Nejanilini Lake,,59.48707,-97.78107,America/Winnipeg,
Nelson Airport,,CZNL,CA,Nelson,,49.49263,-117.30343,America/Vancouver,
Nemiscau Airport,YNS,CYHH,CA,Nemiscau,YNS,51.69105,-76.13621,America/Toronto,
Nipawin Airport,,CYBU,CA,Nipawin,,53.33333,-104,America/Regina,
Nootka Lightstation Helipad,,CWCV,CA,San Rafael Island,,49.59225,-126.616383,America/Vancouver,
Norman Wells Airport,YVQ,CYVQ,CA,Norman Wells,YVQ,65.28107,-126.79793,America/Yellowknife,349
North Battleford Airport,YQW,CYQW,CA,North Battleford,YQW,52.76917,-108.24361,America/Regina,
"NORTH BAY (ARTIC RADIO RCOS), ON",,CZNB,CA,,,46.366667,79.416667,Asia/Almaty,
North Bay/Jack Garland Airport,YYB,CYYB,CA,North Bay,YYB,46.3631,-79.42403,America/Toronto,325
North Spirit Lake Airport,YNO,,CA,North Spirit Lake,YNO,52.49,-92.9711,America/Winnipeg,
Northern Rockies Regional Airport,YYE,CYYE,CA,Fort Nelson,YYE,58.83693,-122.59965,America/Fort_Nelson,
Northwest Regional Airport Terrace-Kitimat,YXT,CYXT,CA,Terrace,YXT,54.46851,-128.57622,America/Vancouver,1045
Norway House Airport,YNE,CYNE,CA,Norway House,YNE,53.95823,-97.84359,America/Winnipeg,
Obre Lake/North of Sixty Airport,YDW,,CA,Obre Lake,,60.31513,-103.13252,America/Yellowknife,
Ocean Falls Seaplane Base,ZOF,,CA,Ocean Falls,ZOF,52.35184,-127.69806,America/Vancouver,
Ogoki Post Airport,YOG,CYKP,CA,Ogoki Post,YOG,51.6586,-85.9017,America/Toronto,
Old Crow Airport,YOC,CYOC,CA,Old Crow,YOC,67.57056,-139.83917,America/Whitehorse,111
One Hundred Mile House Airport,,CAV3,CA,,,51.6425,-121.30537,America/Vancouver,
Opapimiskan Lake Airport,,CKM8,CA,Opapimiskan,,52.666667,-90.469444,America/Winnipeg,
Opapimiskan Lake Airport,YBS,,CA,Opapimiskan Lake,,52.60834,-90.37568,America/Winnipeg,
Opinaca,YOI,,CA,Éléonore Mine,,52.2219,-76.6125,America/Toronto,
Oshawa Airport,YOO,CYOO,CA,Oshawa,YOO,43.9228,-78.895,America/Toronto,
Ottawa Central Bus Station,XGE,,CA,Ottawa,YOW,45.4086,-75.7367,America/Toronto,
Ottawa / Dwyer Hill Heliport,,CYDH,CA,Ottawa,,45.13059998,-75.94830322,America/Toronto,
Ottawa Macdonald-Cartier International Airport,YOW,CYOW,CA,Ottawa,YOW,45.3225,-75.66917,America/Toronto,10293
Ottawa / Rockcliffe Airport,YRO,CYRO,CA,Ottawa,YOW,45.4603,-75.6461,America/Toronto,
Ottawa / Rockcliffe Seaplane Base,TR7,,CA,Ottawa,,45.46383295,-75.64254284,America/Toronto,
Owen Sound / Billy Bishop Regional Airport,YOS,CYOS,CA,Owen Sound,YOS,44.5903,-80.8375,America/Toronto,
Oxford House Airport,YOH,CYOH,CA,Oxford House,YOH,54.9333,-95.2789,America/Winnipeg,
Pangnirtung Airport,YXP,CYXP,CA,Pangnirtung,YXP,66.145,-65.71361,America/Iqaluit,267
Parent Airport,,CYPP,CA,Parent,,47.93131,-74.60912,America/Toronto,
Parry Sound Area Municipal Airport,YPD,CNK4,CA,Parry Sound,YPD,45.25386,-79.82786,America/Toronto,
Parry Sound/Frying Pan Island-Sans Souci Water Aerodrome,YSI,,CA,,,45.16694,-80.1326,America/Toronto,
Paulatuk (Nora Aliqatchialuk Ruben) Airport,YPC,CYPC,CA,Paulatuk,YPC,69.36169,-124.07487,America/Yellowknife,
Peace River Airport,YPE,CYPE,CA,Peace River,YPE,56.22727,-117.44878,America/Edmonton,
Peawanuck Airport,YPO,CYPO,CA,Peawanuck,YPO,54.9881,-85.4433,America/Toronto,9
Pelee Island Airport,YPT,CYPT,CA,Pelee Island,,41.77992,-82.67122,America/Toronto,
Pemberton Airport,,CYPS,CA,Pemberton,,50.30217,-122.73934,America/Vancouver,
Pembroke Airport,YTA,CYTA,CA,Pembroke,,45.8644,-77.2517,America/Toronto,
Pender Harbour Waterdrome,YPT,,CA,,,49.62306,-124.02513,America/Vancouver,
Penticton Regional Airport,YYF,CYYF,CA,Penticton,YYF,49.46306,-119.60222,America/Vancouver,504
Petawawa Airport,YWA,CYWA,CA,Petawawa,,45.95222,-77.31917,America/Toronto,
Peterborough Airport,YPQ,CYPQ,CA,Peterborough,YPQ,44.23164,-78.36123,America/Toronto,
Pickle Lake Airport,YPL,CYPL,CA,Pickle Lake,YPL,51.44639,-90.21417,America/Toronto,
Pikangikum Airport,YPM,CYPM,CA,Pikangikum,YPM,51.8197,-93.9733,America/Winnipeg,161
Pikwitonei Airport,PIW,CZMN,CA,Pikwitonei,PIW,55.5889,-97.1642,America/Winnipeg,
Pincher Creek Airport,WPC,CZPC,CA,Pincher Creek,,49.52056,-113.99722,America/Edmonton,
Pinehouse Lake Airport,ZPO,CZPO,CA,Pinehouse Lake,,55.52739,-106.5824,America/Regina,
Pitt Meadows Regional Airport,,CYPK,CA,Pitt Meadows,YLY,49.21563,-122.70947,America/Vancouver,
Points North Landing Airport,YNL,CYNL,CA,Points North Landing,YNL,58.2767,-104.082,America/Regina,
Pond Inlet Airport,YIO,CYIO,CA,Pond Inlet,YIO,72.68674,-77.97319,America/Iqaluit,161
Poplar Hill Airport,YHP,CYHP,CA,Poplar Hill,YHP,52.1133,-94.2556,America/Winnipeg,
Poplar River Airport,XPP,CZNG,CA,Poplar River,,52.99676,-97.27818,America/Winnipeg,
Port Hardy Airport,YZT,CYZT,CA,Port Hardy,YZT,50.68056,-127.36667,America/Vancouver,101
Port Hope Simpson Airport,YHA,CYHA,CA,Port Hope Simpson,YHA,52.5281,-56.2861,America/St_Johns,
Port McNeill Airport,YMP,,CA,Port McNeill,YMP,50.57195,-127.02676,America/Vancouver,
Port-Menier Airport,YPN,CYPN,CA,Port-Menier,YPN,49.83639,-64.28861,America/Toronto,
Port Simpson Seaplane Base,YPI,,CA,,,54.56241,-130.43123,America/Vancouver,
Portage la Prairie Southport Airport,YPG,CYPG,CA,Portage la Prairie,,49.90306,-98.27389,America/Winnipeg,
Poste Montagnais Airport,,CSF3,CA,Poste Montagnais,,51.893759,-65.723213,America/Toronto,
Postville Airport,YSO,CCD4,CA,Postville,YSO,54.91031,-59.78569,America/Goose_Bay,
Powell Lake,WPL,,CA,Powell River,,50.1833,-124.4,America/Vancouver,
Powell River Airport,YPW,CYPW,CA,Powell River,YPW,49.83444,-124.50162,America/Vancouver,439
Primrose Airport,PFM,,CA,Primrose,,55.39026,-111.1193,America/Edmonton,
Prince Albert (Glass Field) Airport,YPA,CYPA,CA,Prince Albert,YPA,53.21577,-105.67846,America/Regina,
Prince George Airport,YXS,CYXS,CA,Prince George,YXS,53.88737,-122.676,America/Vancouver,1769
Prince Rupert Airport,YPR,CYPR,CA,Prince Rupert,YPR,54.28611,-130.44472,America/Vancouver,
Prince Rupert/Seal Cove Seaplane Base,ZSW,CZSW,CA,Prince Rupert,,54.33095,-130.28179,America/Vancouver,
Princeton Aerodrome,,CYDC,CA,Town of Princeton,,49.46806,-120.51139,America/Vancouver,
Pukatawagan Airport,XPK,CZFG,CA,Pukatawagan,,55.7492,-101.266,America/Winnipeg,
Puntzi Mountain Airport,,CYPU,CA,Puntzi Mountain,,52.11667,-124.13333,America/Vancouver,
Puvirnituq Airport,YPX,CYPX,CA,Puvirnituq,YPX,60.05056,-77.28694,America/Toronto,
Qikiqtarjuaq Airport,YVM,CYVM,CA,Qikiqtarjuaq,YVM,67.54587,-64.03304,America/Iqaluit,133
Qualicum Beach,,CAT4,CA,Qualicum Beach,,49.372222,-124.488889,America/Vancouver,
Qualicum Beach Airport,XQU,,CA,Qualicum Beach,XQU,49.33944,-124.39643,America/Vancouver,
Quaqtaq Airport,YQC,CYHA,CA,Quaqtaq,YQC,61.04721,-69.61843,America/Toronto,270
Quatsino Light Station Helipad,,CWIF,CA,Kains Island,,50.441691,-128.031474,America/Vancouver,
Queen Charlotte Seaplane Base,ZQS,,CA,,,53.01189,-131.95533,America/Vancouver,
Quesnel Airport,YQZ,CYQZ,CA,Quesnel,YQZ,53.02611,-122.51028,America/Vancouver,
Rainbow Lake Airport,YOP,CYOP,CA,Rainbow Lake,YOP,58.4914,-119.408,America/Edmonton,
Rankin Inlet Airport,YRT,CYRT,CA,Rankin Inlet,YRT,62.81027,-92.11332,America/Rankin_Inlet,430
Red Deer Regional Airport,YQF,CYQF,CA,Springbrook,YQF,52.1801,-113.89269,America/Edmonton,
Red Lake Airport,YRL,CYRL,CA,Red Lake,YRL,51.06694,-93.79306,America/Winnipeg,465
Red Sucker Lake Airport,YRS,CYRS,CA,Red Sucker Lake,YRS,54.1672,-93.5572,America/Winnipeg,
Reef Hueston Helicopter Landing,XVQ,,CA,Streatham,,53.823101,-126.172228,America/Vancouver,
Refuge Cove Sea Plane Base,YRC,,CA,Desolation Sound,YBL,50.12323,-124.84045,America/Vancouver,
Regina,YQR,CYQR,CA,Regina,YQR,50.43194,-104.66583,America/Regina,2923
Resolute Bay Airport,YRB,CYRB,CA,Resolute Bay,YRB,74.71694,-94.96944,America/Resolute,161
Revelstoke Airport,YRV,CYRV,CA,Revelstoke,,50.96116,-118.18229,America/Vancouver,
Rigolet Airport,YRG,CCZ2,CA,Rigolet,YRG,54.17937,-58.45748,America/Goose_Bay,
Rimouski Airport,YXK,CYXK,CA,Rimouski,YXK,48.4781,-68.4969,America/Toronto,
Rivers Inlet Waterdrome,YRN,,CA,,,51.68467,-127.26609,America/Vancouver,
Riviere-du-Loup Airport,YRI,CYRI,CA,Rivière-du-Loup,,47.7644,-69.5847,America/Toronto,
Roberval Airport,YRJ,CYRJ,CA,Roberval,YRJ,48.52118,-72.26781,America/Toronto,
Rocky Mountain House Airport,YRM,CYRM,CA,Rocky Mountain House,,52.42972,-114.90417,America/Edmonton,
Roland-Desourdy Airport,ZBM,CZBM,CA,Bromont,,45.2908,-72.7414,America/Toronto,
Ross River Airport,XRR,CYDM,CA,Ross River,,61.97172,-132.42959,America/Whitehorse,
Round Lake (Weagamow Lake) Airport,ZRJ,CZRJ,CA,Round Lake,ZRJ,52.9436,-91.3128,America/Winnipeg,
Rouyn-Noranda Airport,YUY,CYUY,CA,Rouyn-Noranda,YUY,48.20611,-78.83556,America/Toronto,149
Sable Island Airport,YSA,,CA,Sable Island,,43.92955,-59.97763,America/Halifax,
Sachigo Lake Airport,ZPB,CZPB,CA,Sachigo Lake,ZPB,53.8911,-92.1964,America/Winnipeg,
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY,CYSY,CA,Sachs Harbour,YSY,71.99389,-125.2425,America/Yellowknife,
Saglek Airport,YSV,,CA,Saglek,,58.474312,-62.653999,America/Goose_Bay,
Saint Anthony Airport,YAY,CYAY,CA,St. Anthony,,51.3915,-56.08606,America/St_Johns,68
Saint-Augustin Airport,YIF,CYIF,CA,St-Augustin,YIF,51.2117,-58.6583,America/Blanc-Sablon,
Saint-Georges Airport,,CYSG,CA,Saint-Georges,,46.096401,-70.714699,America/Toronto,
Saint-Jean Airport,YJN,CYJN,CA,St Jean,YJN,45.2944,-73.2811,America/Toronto,
Saint John Airport,YSJ,CYSJ,CA,Saint John,YSJ,45.32825,-65.89119,America/Moncton,503
Saint-Leonard Airport,YSL,CYSL,CA,Saint-Léonard,YSL,47.1575,-67.83472,America/Moncton,
Sainte-Anne-des-Monts Aerodrome,,CYSZ,CA,Sainte-Anne-des-Monts,,49.12,-66.52883,America/Toronto,
Salluit Airport,YZG,CYZG,CA,Salluit,YZG,62.1792,-75.66726,America/Toronto,270
Salmon Arm Airport,YSN,CZAM,CA,Salmon Arm,,50.6828,-119.229,America/Vancouver,
Sandspit Airport,YZP,CYZP,CA,Sandspit,YZP,53.25398,-131.81373,America/Vancouver,149
Sandy Lake Airport,ZSJ,CZSJ,CA,Sandy Lake,ZSJ,53.0642,-93.3444,America/Winnipeg,161
Sanikiluaq Airport,YSK,CYSK,CA,Sanikiluaq,YSK,56.53703,-79.24872,America/Iqaluit,76
Sarnia Chris Hadfield Airport,YZR,CYZR,CA,Sarnia,YZR,42.99944,-82.30889,America/Toronto,
Saskatoon John G. Diefenbaker International Airport,YXE,CYXE,CA,Saskatoon,YXE,52.17083,-106.69972,America/Regina,3203
Saugeen Municipal Airport,,CYHS,CA,Hanover,,44.15806,-81.06333,America/Toronto,
Sault Ste. Marie Airport,YAM,CYAM,CA,Sault Ste Marie,YAM,46.485,-84.50944,America/Toronto,789
Schefferville Airport,YKL,CYKL,CA,Schefferville,YKL,54.80528,-66.80528,America/Toronto,154
Sechelt-Gibsons Airport,YHS,CAP3,CA,Sechelt,YHS,49.46144,-123.7186,America/Vancouver,
Sept-Iles Airport,YZV,CYZV,CA,Sept-Îles,YZV,50.22333,-66.26556,America/Toronto,746
Shamattawa Airport,ZTM,CZTM,CA,Shamattawa,ZTM,55.8656,-92.0814,America/Winnipeg,
Shearwater Airport,YAW,CYAW,CA,Halifax,YHZ,44.63972,-63.49944,America/Halifax,
Sherbrooke Airport,YSC,CYSC,CA,Sherbrooke,YSC,45.43861,-71.69139,America/Toronto,
Silva Bay Seaplane Base,SYF,,CA,Gabriola Island,YVR,49.15241,-123.70112,America/Vancouver,
Sioux Lookout Airport,YXL,CYXL,CA,Sioux Lookout,YXL,50.11389,-91.90528,America/Winnipeg,805
Slate Island,YSS,,CA,,,48.5667,-86.75,America/Toronto,
Slave Lake Airport,YZH,CYZH,CA,Slave Lake,YZH,55.29306,-114.77722,America/Edmonton,
Smithers Airport,YYD,CYYD,CA,Smithers,YYD,54.82472,-127.18278,America/Vancouver,298
Smiths Falls-Montague Airport,YSH,CYSH,CA,Smiths Falls,YSH,44.9458,-75.9406,America/Toronto,
Snap Lake Airport,YNX,,CA,Snap Lake Mine,,63.5936,-110.905,America/Yellowknife,
South Cariboo Regional Airport,ZMH,CZML,CA,108 Mile,,51.73373,-121.33181,America/Vancouver,
South Indian Lake Airport,XSI,CZSN,CA,South Indian Lake,XSI,56.7928,-98.9072,America/Winnipeg,
Sparwood/Elk Valley Airport,,CYSW,CA,Sparwood,,49.83408,-114.87884,America/Edmonton,
Squamish Airport,YSE,CWSK,CA,,,49.78279,-123.16185,America/Vancouver,
St Bruno De Guigues,,CTA4,CA,St Bruno De Guigues,,47.591667,-79.430556,America/Toronto,
St. Catharines/Niagara District Airport,YCM,CYSN,CA,Niagara-on-the-Lake,YCM,43.19167,-79.17167,America/Toronto,
St. John's International Airport,YYT,CYYT,CA,St John's,YYT,47.616,-52.74313,America/St_Johns,2382
St. Lewis (Fox Harbour) Airport,YFX,CCK4,CA,St. Lewis,YFX,52.3728,-55.6739,America/St_Johns,
St. Paul Airport,ZSP,,CA,St. Paul,,53.993695,-111.377993,America/Edmonton,
St. Theresa Point Airport,YST,CYST,CA,St. Theresa Point,YST,53.8456,-94.8519,America/Winnipeg,
St. Thomas Municipal Airport,YQS,CYQS,CA,St Thomas,YQS,42.77513,-81.10416,America/Toronto,
Stephenville International Airport,YJT,CYJT,CA,Stephenville,YJT,48.54417,-58.55,America/St_Johns,
Stewart Airport,ZST,CZST,CA,Stewart,,55.93644,-129.98148,America/Vancouver,
Stoney Point (Le Cunff) Airport,,CRML,CA,Stoney Point,,42.29560089,-82.53500366,America/Nipigon,
Stony Rapids Airport,YSF,CYSF,CA,Stony Rapids,YSF,59.2514,-105.83679,America/Regina,
Stratford Municipal Airport,,CYSA,CA,Stratford,,43.41504,-80.93437,America/Toronto,
Streatham Reef Hueston Airfield,,CRHA,CA,Streatham,,53.822569,-126.172957,America/Vancouver,
Stuart Island Airport,YRR,,CA,Big Bay,YRR,50.40995,-125.13522,America/Vancouver,
Sullivan Bay Water Aerodrome,YTG,,CA,,,50.88457,-126.83175,America/Vancouver,
Summer Beaver Airport,SUR,CJV7,CA,Summer Beaver,SUR,52.7086,-88.5419,America/Toronto,
Summerside Airport,YSU,CYSU,CA,Slemon Park,,46.44056,-63.83361,America/Halifax,
Swan River Airport,ZJN,CZJN,CA,Swan River,,52.1206,-101.236,America/Winnipeg,
Swift Current Airport,YYN,CYYN,CA,Swift Current,YYN,50.29194,-107.69056,America/Regina,
Sydney/J.A. Douglas McCurdy Airport,YQY,CYQY,CA,Sydney,YQY,46.16139,-60.04778,America/Glace_Bay,298
Taber Airport,,CED5,CA,Taber,,49.827249,-112.180346,America/Edmonton,
Tadoule Lake Airport,XTL,CYBQ,CA,Tadoule Lake,XTL,58.7061,-98.5122,America/Winnipeg,
Tahsis Seaplane Base,ZTS,,CA,Tahsis,,49.9207,-126.65309,America/Vancouver,
Taloyoak Airport,YYH,CYYH,CA,Taloyoak,YYH,69.54667,-93.57667,America/Cambridge_Bay,187
Taltheilei Narrows Airport,GSL,,CA,Taltheilei Narrows,,62.59713,-111.5411,America/Yellowknife,
Tasiujaq Airport,YTQ,CYTQ,CA,Tasiujaq,YTQ,58.66672,-69.95617,America/Toronto,348
