Name,IATA Code,ICAO Code,Country,City,City Code,Latitude,Longitude,Timezone,Departures
Tasu Seaplane Base,YTU,,CA,,,52.7651,-132.04227,America/Vancouver,
Telegraph Creek Airport,YTX,,CA,,,57.91343,-131.12672,America/Vancouver,
Telegraph Harbour Seaplane Base,YBQ,,CA,Thetis Island,DUQ,48.97301,-123.66563,America/Vancouver,
Teslin Airport,YZW,CYZW,CA,Teslin,,60.17278,-132.74278,America/Whitehorse,
Tete-a-la-Baleine Airport,ZTB,,CA,Tête-à-la-Baleine,ZTB,50.6744,-59.3836,America/Blanc-Sablon,
Texada Gillies Bay Airport,YGB,CYGB,CA,Texada,YGB,49.6942,-124.518,America/Vancouver,
The Pas Airport,YQD,CYQD,CA,The Pas,YQD,53.97139,-101.09111,America/Winnipeg,
Thicket Portage Airport,YTD,CZLQ,CA,Thicket Portage,YTD,55.3189,-97.7078,America/Winnipeg,
Thompson Municipal Airport,YTH,CYTH,CA,Thompson,YTH,55.80111,-97.86417,America/Winnipeg,
Thunder Bay International Airport,YQT,CYQT,CA,Thunder Bay,YQT,48.37194,-89.32389,America/Toronto,1811
Tillsonburg Airport,,CYTB,CA,Brantford,XFV,42.92469,-80.74831,America/Toronto,
Timmins/Victor M. Power Airport,YTS,CYTS,CA,Timmins,YTS,48.5692,-81.37479,America/Toronto,584
Tisdale Airport,YTT,,CA,Tisdale,,52.83684,-104.06641,America/Regina,
Tofino Harbour Water Aerodrome,YTP,,CA,,,49.15536,-125.91019,America/Vancouver,
Tofino/Long Beach Airport,YAZ,CYAZ,CA,Tofino,YAZ,49.07977,-125.77775,America/Vancouver,67
Toronto/Buttonville Municipal Airport,YKZ,CYKZ,CA,Toronto,YTO,43.86222,-79.37,America/Toronto,
Toronto Pearson International Airport,YYZ,CYYZ,CA,Toronto,YTO,43.68066,-79.61286,America/Toronto,72355
Trail Airport,YZZ,CAD4,CA,Trail,,49.05685,-117.60793,America/Vancouver,
Tranquille Valley Airfield,,CYKT,CA,Tranquille,,50.859547,-120.671132,America/Vancouver,
"Trenton Municipal A, N. S.",,CYTN,CA,Trenton,,45.61125,-62.62224,America/Halifax,
Trois-Rivieres Airport,YRQ,CYRQ,CA,Trois-Rivières,YRQ,46.3528,-72.6794,America/Toronto,
Tsylos Park Lodge Aerodrome,CJH,,CA,,,51.6275,-124.14413,America/Vancouver,
Tuktoyaktuk James Gruben Airport,YUB,CYUB,CA,Tuktoyaktuk,YUB,69.43333,-133.02639,America/Yellowknife,
Tulita Airport,ZFN,CZFN,CA,Tulita,ZFN,64.9095,-125.57124,America/Yellowknife,270
Tumbler Ridge Airport,TUX,,CA,Tumbler Ridge,,55.02731,-120.93175,America/Dawson_Creek,
Tungsten (Cantung) Airport,TNS,,CA,Tungsten,,61.96309,-128.21783,America/Yellowknife,
Ulukhaktok/Holman Island Airport,YHI,CYHI,CA,Ulukhaktok,YHI,70.76278,-117.80611,America/Yellowknife,27
Umiujaq Airport,YUD,CYMU,CA,Umiujaq,YUD,56.53909,-76.51939,America/Toronto,308
Uranium City Airport,YBE,CYBE,CA,Uranium City,YBE,59.5614,-108.481,America/Regina,
Val-d'Or Airport,YVO,CYVO,CA,Val-d'Or,YVO,48.05018,-77.78279,America/Toronto,144
Vancouver International Airport,YVR,CYVR,CA,Vancouver,YVR,49.19489,-123.17923,America/Vancouver,46207
Vancouver Harbour Seaplane Base,CXH,CYHC,CA,Vancouver,YVR,49.29034,-123.11511,America/Vancouver,
Vermillon Airport,YVG,CYVG,CA,Vermilion,YVG,53.3569,-110.8251,America/Edmonton,
Vernon Regional Airport,YVE,CYVK,CA,Vernon,YVE,50.2472,-119.33041,America/Vancouver,
Victoria International Airport,YYJ,CYYJ,CA,Victoria,YYJ,48.64721,-123.42716,America/Vancouver,4816
Victoria Inner Harbour Seaplane Base,YWH,CYWH,CA,Victoria,YYJ,48.42407,-123.37198,America/Vancouver,
Virden/R.J. (Bob) Andrew Field Regional Aerodrome,,CYVD,CA,Virden,,49.8783,-100.918,America/Winnipeg,
Wabasca Airport,,CEE5,CA,Wabasca,,55.961837,-113.819611,America/Edmonton,
Wabush Airport,YWK,CYWK,CA,Wabush,YWK,52.92194,-66.86444,America/Goose_Bay,384
Wainwright Airport,,CYWV,CA,Wainwright,,52.79583,-110.8575,America/Edmonton,
Waskaganish Airport,YKQ,CYKQ,CA,Waskaganish,YKQ,51.4753,-78.75489,America/Toronto,14
Watson Lake Airport,YQH,CYQH,CA,Watson Lake,,60.11639,-128.8225,America/Whitehorse,
Wawa Airport,YXZ,CYXZ,CA,Wawa,,47.96667,-84.78667,America/Toronto,
Webequie Airport,YWP,CYWP,CA,Webequie,YWP,52.96074,-87.37495,America/Toronto,
Wekweeti Airport,YFJ,CYWE,CA,Wekweètì,YFJ,64.19166,-114.07911,America/Yellowknife,
Wemindji Airport,YNC,CYNC,CA,Wemindji,YNC,53.01083,-78.83028,America/Toronto,14
West Kootenay Regional Airport,YCG,CYCG,CA,Castlegar,YCG,49.29639,-117.6325,America/Vancouver,149
Whale Cove Airport,YXN,CYXN,CA,Whale Cove,YXN,62.24029,-92.59767,America/Rankin_Inlet,
Whati Airport,YLE,CEM3,CA,Whatì,YLE,63.13159,-117.24764,America/Yellowknife,
Whistler Green Lake Water Aerodrome,YWS,,CA,Whistler,,50.1449,-122.95023,America/Vancouver,
White River Seaplane Base,YWR,,CA,White River,,48.60306,-85.27528,America/Toronto,
Whitecourt Airport,YZU,CYZU,CA,Whitecourt,YZU,54.14389,-115.78667,America/Edmonton,
Wiarton Airport,YVV,CYVV,CA,Wiarton,YOS,44.74583,-81.10722,America/Toronto,
Williams Harbour Airport,YWM,CCA6,CA,Williams Harbour,YWM,52.5669,-55.7847,America/St_Johns,
Williams Lake Airport,YWL,CYWL,CA,Williams Lake,YWL,52.18306,-122.05417,America/Vancouver,236
Windsor Airport,YQG,CYQG,CA,Windsor,YQG,42.27032,-82.96201,America/Toronto,507
Winnipeg J. A. Richardson International Airport,YWG,CYWG,CA,Winnipeg,YWG,49.90572,-97.23351,America/Winnipeg,8208
Winnipeg St Andrews Airport,,CYAV,CA,Winnipeg/Saint Andrews,YWG,50.0564,-97.0325,America/Winnipeg,
Wollaston Lake Airport,ZWL,CZWL,CA,Wollaston Lake,ZWL,58.1069,-103.172,America/Regina,
Wrigley Airport,YWY,CYWY,CA,Wrigley,,63.20944,-123.43667,America/Yellowknife,
Wunnummin Lake Airport,WNN,CKL3,CA,Wunnumin Lake,WNN,52.8939,-89.2892,America/Winnipeg,
Wynyard / W.B. Needham Field,,CYYO,CA,Wynyard,,51.80988837,-104.1697884,America/Regina,
Yarmouth Airport,YQI,CYQI,CA,Yarmouth,YQI,43.82859,-66.08877,America/Halifax,
Yellowknife Airport,YZF,CYZF,CA,Yellowknife,YZF,62.46278,-114.44028,America/Yellowknife,3822
York Landing Airport,ZAC,CZAC,CA,York Landing,ZAC,56.0894,-96.0892,America/Winnipeg,
Yorkton Municipal Airport,YQV,CYQV,CA,Yorkton,YQV,51.26472,-102.46167,America/Regina,
Zama Lake Airport,,CFT9,CA,Zama Lake,,59.065047,-118.885195,America/Edmonton,
