itinerary_id,stop_count,duration_in_hours,one_way_price_candollar,cabin_class_id,operating_airline_id,marketing_airline_id
18467-2509030900--32695-1-10968-2509031311,1,2.43,620,cc3,al15,al3
18467-2509030700--32695-1-10968-2509031150,1,1.92,620,cc3,al15,al3
18467-2509030700--32695-1-10968-2509031150,1,2.53,620,cc3,al15,al3
18467-2509031730--32695-1-10968-2509032224,1,1.98,1587,cc3,al12,al3
18467-2509031730--32695-1-10968-2509032224,1,2.57,1587,cc3,al15,al3
18467-2509030815--32695-1-10968-2509031311,1,1.88,1109,cc3,al8,al3
18467-2509030815--32695-1-10968-2509031311,1,2.43,1109,cc3,al15,al3
18467-2509031000--32695-1-10968-2509031519,1,1.88,1109,cc3,al8,al3
18467-2509031000--32695-1-10968-2509031519,1,2.57,1109,cc3,al15,al3
18467-2509031635--31722-0-10968-2509031857,0,3.37,599,cc4,al3,al15
18467-2509030820--31722-0-10968-2509031042,0,3.37,599,cc4,al3,al15
18467-2509030900--31722-1-10968-2509031311,1,1.92,620,cc4,al15,al15
18467-2509030900--31722-1-10968-2509031311,1,2.43,620,cc4,al15,al15
18467-2509030630--32573-1-10968-2509031121,1,1.92,582,cc4,al5,al2
18467-2509030630--32573-1-10968-2509031121,1,2.43,582,cc4,al2,al2
18467-2509041440--32573-0-10968-2509041705,0,3.42,431,cc1,al2,al2
18467-2509040829--32573-0-10968-2509041054,0,3.42,431,cc1,al2,al2
18467-2509041840--32573-0-10968-2509042105,0,3.42,431,cc1,al2,al2
18467-2509041130--32385-1-10968-2509041647,1,2.23,440,cc1,al4,al4
18467-2509041130--32385-1-10968-2509041647,1,2.28,440,cc1,al4,al4
18467-2509040945--32385-2-10968-2509041647,2,2.28,440,cc1,al4,al4
18467-2509040600--32385-1-10968-2509041015,1,2.33,608,cc2,al4,al4
18467-2509040600--32385-1-10968-2509041015,1,2.25,608,cc2,al4,al4
18467-2509041320--32385-1-10910-2509041749,1,2.28,608,cc2,al4,al4
18467-2509040745--32385-1-10968-2509041215,1,2.25,608,cc2,al4,al4
18467-2509040745--32385-1-10968-2509041215,1,2.25,608,cc2,al4,al4
18467-2509041855--32385-1-10910-2509042338,1,2.35,608,cc2,al4,al4
18467-2509041710--32385-1-10968-2509042211,1,2.28,608,cc2,al4,al4
18467-2509041710--32385-1-10968-2509042211,1,2.27,608,cc2,al4,al4
18467-2509041855--32385-1-10968-2509050001,1,2.35,608,cc2,al4,al4
18467-2509041855--32385-1-10968-2509050001,1,2.27,608,cc2,al4,al4
18467-2509041320--32385-1-10968-2509041833,1,2.28,608,cc2,al4,al4
18467-2509041320--32385-1-10968-2509041833,1,2.3,608,cc2,al4,al4
18467-2509041130--32385-1-10968-2509041647,1,2.23,608,cc2,al4,al4
18467-2509041130--32385-1-10968-2509041647,1,2.28,608,cc2,al4,al4
18467-2509040820--32695-0-10968-2509041042,0,3.37,598,cc3,al3,al3
18467-2509041635--32695-0-10968-2509041857,0,3.37,846,cc3,al3,al3
18467-2509041440--32573-0-10968-2509041705,0,3.42,560,cc3,al2,al2
18467-2509040829--32573-0-10968-2509041054,0,3.42,560,cc3,al2,al2
18467-2509041840--32573-0-10968-2509042105,0,3.42,560,cc3,al2,al2
18467-2509040900--32695-1-10968-2509041311,1,1.92,867,cc3,al15,al3
18467-2509040900--32695-1-10968-2509041311,1,2.43,867,cc3,al15,al3
18467-2509040700--32695-1-10968-2509041150,1,1.92,867,cc3,al15,al3
18467-2509040700--32695-1-10968-2509041150,1,2.53,867,cc3,al15,al3
18467-2509040815--32695-1-10968-2509041311,1,1.88,1109,cc3,al8,al3
18467-2509040815--32695-1-10968-2509041311,1,2.43,1109,cc3,al15,al3
18467-2509041000--32695-1-10968-2509041519,1,1.88,867,cc3,al8,al3
18467-2509041000--32695-1-10968-2509041519,1,2.57,867,cc3,al15,al3
18467-2509040815--32695-1-10968-2509041519,1,1.88,867,cc3,al8,al3
18467-2509040815--32695-1-10968-2509041519,1,2.57,867,cc3,al15,al3
18467-2509040820--31722-0-10968-2509041042,0,3.37,599,cc4,al3,al15
18467-2509041635--31722-0-10968-2509041857,0,3.37,846,cc4,al3,al15
18467-2509040900--31722-1-10968-2509041311,1,1.92,804,cc4,al15,al15
18467-2509040900--31722-1-10968-2509041311,1,2.43,804,cc4,al15,al15
18467-2509041100--31722-1-10968-2509041519,1,1.98,732,cc4,al12,al15
18467-2509041100--31722-1-10968-2509041519,1,2.57,732,cc4,al15,al15
18467-2509041130--32573-1-10968-2509041555,1,1.92,694,cc4,al5,al2
18467-2509041130--32573-1-10968-2509041555,1,2.58,694,cc4,al2,al2
18467-2509041320--32385-1-10910-2509041749,1,2.28,797,cc4,al4,al4
18467-2509050600--31679-1-10968-2509051015,1,2.33,491,cc1,al4,al16
18467-2509050600--31679-1-10968-2509051015,1,2.25,491,cc1,al4,al16
18467-2509050745--31679-1-10968-2509051215,1,2.25,491,cc1,al4,al16
18467-2509050745--31679-1-10968-2509051215,1,2.25,491,cc1,al4,al16
18467-2509051710--31679-1-10968-2509052211,1,2.28,491,cc1,al4,al16
18467-2509051710--31679-1-10968-2509052211,1,2.27,491,cc1,al4,al16
18467-2509051855--31679-1-10968-2509060001,1,2.35,491,cc1,al4,al16
18467-2509051855--31679-1-10968-2509060001,1,2.27,491,cc1,al4,al16
18467-2509051130--31679-1-10968-2509051647,1,2.23,491,cc1,al4,al16
18467-2509051130--31679-1-10968-2509051647,1,2.28,491,cc1,al4,al16
18467-2509051320--31679-1-10968-2509052211,1,2.28,491,cc1,al4,al16
18467-2509051320--31679-1-10968-2509052211,1,2.27,491,cc1,al4,al16
18467-2509050600--32385-1-10968-2509051015,1,2.33,608,cc2,al4,al4
18467-2509050600--32385-1-10968-2509051015,1,2.25,608,cc2,al4,al4
18467-2509051320--32385-1-10910-2509051749,1,2.28,608,cc2,al4,al4
18467-2509050745--32385-1-10968-2509051215,1,2.25,608,cc2,al4,al4
18467-2509050745--32385-1-10968-2509051215,1,2.25,608,cc2,al4,al4
18467-2509051855--32385-1-10910-2509052338,1,2.35,608,cc2,al4,al4
18467-2509051710--32385-1-10968-2509052211,1,2.28,608,cc2,al4,al4
18467-2509051710--32385-1-10968-2509052211,1,2.27,608,cc2,al4,al4
18467-2509051855--32385-1-10968-2509060001,1,2.35,608,cc2,al4,al4
18467-2509051855--32385-1-10968-2509060001,1,2.27,608,cc2,al4,al4
18467-2509051320--32385-1-10968-2509051833,1,2.28,608,cc2,al4,al4
18467-2509051320--32385-1-10968-2509051833,1,2.3,608,cc2,al4,al4
18467-2509051130--32385-1-10968-2509051647,1,2.23,608,cc2,al4,al4
18467-2509051130--32385-1-10968-2509051647,1,2.28,608,cc2,al4,al4
18467-2509050829--32573-0-10968-2509051054,0,3.42,560,cc3,al2,al2
18467-2509051840--32573-0-10968-2509052105,0,3.42,560,cc3,al2,al2
18467-2509051440--32573-0-10968-2509051705,0,3.42,672,cc3,al2,al2
18467-2509051635--31722-0-10968-2509051857,0,3.37,599,cc4,al3,al15
18467-2509050820--31722-0-10968-2509051042,0,3.37,599,cc4,al3,al15
18467-2509051100--31722-1-10968-2509051519,1,1.98,804,cc4,al12,al15
18467-2509051100--31722-1-10968-2509051519,1,2.57,804,cc4,al15,al15
18467-2509051320--32385-1-10910-2509051749,1,2.28,797,cc4,al4,al4
18467-2509061635--31722-0-10968-2509061857,0,3.37,431,cc1,al3,al15
18467-2509060820--31722-0-10968-2509061042,0,3.37,431,cc1,al3,al15
18467-2509061440--32573-0-10968-2509061705,0,3.42,431,cc1,al2,al2
18467-2509060829--32573-0-10968-2509061054,0,3.42,431,cc1,al2,al2
18467-2509061840--32573-0-10968-2509062105,0,3.42,431,cc1,al2,al2
18467-2509061130--32385-1-10968-2509061647,1,2.23,440,cc1,al4,al4
18467-2509061130--32385-1-10968-2509061647,1,2.28,440,cc1,al4,al4
18467-2509060600--32385-1-10968-2509061015,1,2.33,608,cc2,al4,al4
18467-2509060600--32385-1-10968-2509061015,1,2.25,608,cc2,al4,al4
18467-2509061320--32385-1-10910-2509061749,1,2.28,608,cc2,al4,al4
18467-2509060745--32385-1-10968-2509061215,1,2.25,608,cc2,al4,al4
18467-2509060745--32385-1-10968-2509061215,1,2.25,608,cc2,al4,al4
18467-2509061855--32385-1-10910-2509062338,1,2.35,608,cc2,al4,al4
18467-2509061710--32385-1-10968-2509062211,1,2.28,608,cc2,al4,al4
18467-2509061710--32385-1-10968-2509062211,1,2.27,608,cc2,al4,al4
18467-2509061320--32385-1-10968-2509061833,1,2.28,608,cc2,al4,al4
18467-2509061320--32385-1-10968-2509061833,1,2.3,608,cc2,al4,al4
18467-2509061130--32385-1-10968-2509061647,1,2.23,608,cc2,al4,al4
18467-2509061130--32385-1-10968-2509061647,1,2.28,608,cc2,al4,al4
18467-2509060820--32695-0-10968-2509061042,0,3.37,598,cc3,al3,al3
18467-2509061635--32695-0-10968-2509061857,0,3.37,598,cc3,al3,al3
18467-2509060829--32573-0-10968-2509061054,0,3.42,560,cc3,al2,al2
18467-2509061840--32573-0-10968-2509062105,0,3.42,560,cc3,al2,al2
18467-2509061440--32573-0-10968-2509061705,0,3.42,672,cc3,al2,al2
18467-2509060900--32695-1-10968-2509061311,1,1.92,1109,cc3,al15,al3
18467-2509060900--32695-1-10968-2509061311,1,2.43,1109,cc3,al15,al3
18467-2509061400--32695-1-10968-2509061826,1,1.9,867,cc3,al3,al3
18467-2509061400--32695-1-10968-2509061826,1,2.57,867,cc3,al15,al3
18467-2509061000--32695-1-10968-2509061519,1,1.88,867,cc3,al8,al3
18467-2509061000--32695-1-10968-2509061519,1,2.57,867,cc3,al15,al3
18467-2509060900--32695-1-10968-2509061519,1,1.92,867,cc3,al15,al3
18467-2509060900--32695-1-10968-2509061519,1,2.57,867,cc3,al15,al3
18467-2509060815--32695-1-10968-2509061519,1,1.88,867,cc3,al8,al3
18467-2509060815--32695-1-10968-2509061519,1,2.57,867,cc3,al15,al3
18467-2509060820--31722-0-10968-2509061042,0,3.37,599,cc4,al3,al15
18467-2509061635--31722-0-10968-2509061857,0,3.37,599,cc4,al3,al15
18467-2509061130--32573-1-10968-2509061555,1,1.92,582,cc4,al5,al2
18467-2509061130--32573-1-10968-2509061555,1,2.58,582,cc4,al2,al2
18467-2509060630--32573-1-10968-2509061121,1,1.92,582,cc4,al5,al2
18467-2509060630--32573-1-10968-2509061121,1,2.43,582,cc4,al2,al2
18467-2509061310--32573-1-10968-2509061841,1,1.92,582,cc4,al5,al2
18467-2509061310--32573-1-10968-2509061841,1,2.48,582,cc4,al2,al2
18467-2509061509--32573-1-10968-2509062148,1,1.92,582,cc4,al5,al2
18467-2509061509--32573-1-10968-2509062148,1,2.88,582,cc4,al2,al2
18467-2509071440--32573-0-10968-2509071705,0,3.42,453,cc1,al2,al2
18467-2509070829--32573-0-10968-2509071054,0,3.42,453,cc1,al2,al2
18467-2509071840--32573-0-10968-2509072105,0,3.42,453,cc1,al2,al2
18467-2509070600--31679-1-10910-2509071115,1,2.33,491,cc1,al4,al16
18467-2509070600--32385-1-10968-2509071015,1,2.33,608,cc2,al4,al4
18467-2509070600--32385-1-10968-2509071015,1,2.25,608,cc2,al4,al4
18467-2509071320--32385-1-10910-2509071749,1,2.28,807,cc2,al4,al4
18467-2509070745--32385-1-10968-2509071215,1,2.25,608,cc2,al4,al4
18467-2509070745--32385-1-10968-2509071215,1,2.25,608,cc2,al4,al4
18467-2509071855--32385-1-10910-2509072338,1,2.35,807,cc2,al4,al4
18467-2509071320--32385-1-10968-2509071833,1,2.28,807,cc2,al4,al4
18467-2509071320--32385-1-10968-2509071833,1,2.3,807,cc2,al4,al4
18467-2509070600--32385-1-10910-2509071115,1,2.33,608,cc2,al4,al4
18467-2509070820--32695-0-10968-2509071042,0,3.37,846,cc3,al3,al3
18467-2509071635--32695-0-10968-2509071857,0,3.37,1088,cc3,al3,al3
18467-2509070829--32573-0-10968-2509071054,0,3.42,695,cc3,al2,al2
18467-2509071840--32573-0-10968-2509072105,0,3.42,695,cc3,al2,al2
18467-2509071440--32573-0-10968-2509071705,0,3.42,830,cc3,al2,al2
18467-2509070900--32695-1-10968-2509071311,1,1.92,1587,cc3,al15,al3
18467-2509070900--32695-1-10968-2509071311,1,2.43,1587,cc3,al15,al3
18467-2509071400--32695-1-10968-2509071826,1,1.9,1587,cc3,al3,al3
18467-2509071400--32695-1-10968-2509071826,1,2.57,1587,cc3,al15,al3
18467-2509070700--32695-1-10968-2509071150,1,1.92,1109,cc3,al15,al3
18467-2509070700--32695-1-10968-2509071150,1,2.53,1109,cc3,al15,al3
18467-2509071000--32695-1-10968-2509071519,1,1.88,1109,cc3,al8,al3
18467-2509071000--32695-1-10968-2509071519,1,2.57,1109,cc3,al15,al3
18467-2509070815--32695-1-10968-2509071519,1,1.88,1109,cc3,al8,al3
18467-2509070815--32695-1-10968-2509071519,1,2.57,1109,cc3,al15,al3
18467-2509070600--32385-1-10968-2509071015,1,2.33,797,cc4,al4,al4
18467-2509070600--32385-1-10968-2509071015,1,2.25,797,cc4,al4,al4
18467-2509071130--32573-1-10968-2509071555,1,1.92,1213,cc4,al5,al2
18467-2509071130--32573-1-10968-2509071555,1,2.58,1213,cc4,al2,al2
18467-2509071320--32385-1-10910-2509071749,1,2.28,1091,cc4,al4,al4
18467-2509070745--32385-1-10968-2509071215,1,2.25,797,cc4,al4,al4
18467-2509070745--32385-1-10968-2509071215,1,2.25,797,cc4,al4,al4
18467-2509071310--32573-1-10968-2509071744,1,1.92,852,cc4,al5,al2
18467-2509071310--32573-1-10968-2509071744,1,2.48,852,cc4,al2,al2
18467-2509080829--32573-0-10968-2509081054,0,3.42,431,cc1,al2,al2
18467-2509081440--32573-0-10968-2509081705,0,3.42,458,cc1,al2,al2
18467-2509081840--32573-0-10968-2509082105,0,3.42,431,cc1,al2,al2
18467-2509081130--32573-1-10968-2509081555,1,1.92,632,cc1,al5,al2
18467-2509081130--32573-1-10968-2509081555,1,2.58,632,cc1,al2,al2
18467-2509080600--32385-1-10968-2509081015,1,2.33,744,cc2,al4,al4
18467-2509080600--32385-1-10968-2509081015,1,2.25,744,cc2,al4,al4
18467-2509081320--32385-1-10910-2509081749,1,2.28,807,cc2,al4,al4
18467-2509080745--32385-1-10968-2509081215,1,2.25,807,cc2,al4,al4
18467-2509080745--32385-1-10968-2509081215,1,2.25,807,cc2,al4,al4
18467-2509081855--32385-1-10910-2509082338,1,2.35,608,cc2,al4,al4
18467-2509081855--32385-1-10968-2509090001,1,2.35,608,cc2,al4,al4
18467-2509081855--32385-1-10968-2509090001,1,2.27,608,cc2,al4,al4
18467-2509081320--32385-1-10968-2509081833,1,2.28,807,cc2,al4,al4
18467-2509081320--32385-1-10968-2509081833,1,2.3,807,cc2,al4,al4
18467-2509081840--32573-0-10968-2509082105,0,3.42,560,cc3,al2,al2
18467-2509081440--32573-0-10968-2509081705,0,3.42,672,cc3,al2,al2
18467-2509080829--32573-0-10968-2509081054,0,3.42,672,cc3,al2,al2
18467-2509080600--32385-1-10968-2509081015,1,2.33,933,cc4,al4,al4
18467-2509080600--32385-1-10968-2509081015,1,2.25,933,cc4,al4,al4
18467-2509081130--32573-1-10968-2509081555,1,1.92,1183,cc4,al5,al2
18467-2509081130--32573-1-10968-2509081555,1,2.58,1183,cc4,al2,al2
18467-2509081320--32385-1-10910-2509081749,1,2.28,996,cc4,al4,al4
18467-2509080745--32385-1-10968-2509081215,1,2.25,996,cc4,al4,al4
18467-2509080745--32385-1-10968-2509081215,1,2.25,996,cc4,al4,al4
18467-2509081310--32573-1-10968-2509081744,1,1.92,830,cc4,al5,al2
18467-2509081310--32573-1-10968-2509081744,1,2.48,830,cc4,al2,al2
18467-2509080630--32573-1-10968-2509081121,1,1.92,830,cc4,al5,al2
18467-2509080630--32573-1-10968-2509081121,1,2.43,830,cc4,al2,al2
18467-2509091440--32573-0-10968-2509091705,0,3.42,431,cc1,al2,al2
18467-2509090829--32573-0-10968-2509091054,0,3.42,431,cc1,al2,al2
18467-2509091840--32573-0-10968-2509092105,0,3.42,431,cc1,al2,al2
18467-2509091320--32385-1-10968-2509091833,1,2.28,440,cc1,al4,al4
18467-2509091320--32385-1-10968-2509091833,1,2.3,440,cc1,al4,al4
18467-2509091130--32385-1-10968-2509091647,1,2.23,440,cc1,al4,al4
18467-2509091130--32385-1-10968-2509091647,1,2.28,440,cc1,al4,al4
18467-2509090600--32385-1-10968-2509091015,1,2.33,608,cc2,al4,al4
18467-2509090600--32385-1-10968-2509091015,1,2.25,608,cc2,al4,al4
18467-2509091320--32385-1-10910-2509091749,1,2.28,608,cc2,al4,al4
18467-2509090745--32385-1-10968-2509091215,1,2.25,608,cc2,al4,al4
18467-2509090745--32385-1-10968-2509091215,1,2.25,608,cc2,al4,al4
18467-2509091855--32385-1-10910-2509092338,1,2.35,608,cc2,al4,al4
18467-2509091710--32385-1-10968-2509092211,1,2.28,608,cc2,al4,al4
18467-2509091710--32385-1-10968-2509092211,1,2.27,608,cc2,al4,al4
18467-2509091320--32385-1-10968-2509091833,1,2.28,608,cc2,al4,al4
18467-2509091320--32385-1-10968-2509091833,1,2.3,608,cc2,al4,al4
18467-2509091130--32385-1-10968-2509091647,1,2.23,608,cc2,al4,al4
18467-2509091130--32385-1-10968-2509091647,1,2.28,608,cc2,al4,al4
18467-2509091635--32695-0-10968-2509091857,0,3.37,598,cc3,al3,al3
18467-2509090820--32695-0-10968-2509091042,0,3.37,846,cc3,al3,al3
18467-2509091440--32573-0-10968-2509091705,0,3.42,560,cc3,al2,al2
18467-2509090829--32573-0-10968-2509091054,0,3.42,560,cc3,al2,al2
18467-2509091840--32573-0-10968-2509092105,0,3.42,672,cc3,al2,al2
18467-2509090900--32695-1-10968-2509091311,1,1.92,1587,cc3,al15,al3
18467-2509090900--32695-1-10968-2509091311,1,2.43,1587,cc3,al15,al3
18467-2509091400--32695-1-10968-2509091826,1,1.9,1109,cc3,al3,al3
18467-2509091400--32695-1-10968-2509091826,1,2.57,1109,cc3,al15,al3
18467-2509091000--32695-1-10968-2509091519,1,1.88,1109,cc3,al8,al3
18467-2509091000--32695-1-10968-2509091519,1,2.57,1109,cc3,al15,al3
18467-2509091200--32695-1-10968-2509091826,1,1.9,1109,cc3,al3,al3
18467-2509091200--32695-1-10968-2509091826,1,2.57,1109,cc3,al15,al3
18467-2509090815--32695-1-10968-2509091519,1,1.88,1109,cc3,al8,al3
18467-2509090815--32695-1-10968-2509091519,1,2.57,1109,cc3,al15,al3
18467-2509091635--31722-0-10968-2509091857,0,3.37,599,cc4,al3,al15
18467-2509090820--31722-0-10968-2509091042,0,3.37,846,cc4,al3,al15
18467-2509091841--32573-1-10968-2509092306,1,1.9,582,cc4,al5,al2
18467-2509091841--32573-1-10968-2509092306,1,2.6,582,cc4,al2,al2
18467-2509091310--32573-1-10968-2509091744,1,1.92,582,cc4,al5,al2
18467-2509091310--32573-1-10968-2509091744,1,2.48,582,cc4,al2,al2
18467-2509090630--32573-1-10968-2509091121,1,1.92,582,cc4,al5,al2
18467-2509090630--32573-1-10968-2509091121,1,2.43,582,cc4,al2,al2
18467-2509091130--32573-1-10968-2509091744,1,1.92,582,cc4,al5,al2
18467-2509091130--32573-1-10968-2509091744,1,2.48,582,cc4,al2,al2
18467-2509101440--32573-0-10968-2509101705,0,3.42,431,cc1,al2,al2
18467-2509100829--32573-0-10968-2509101054,0,3.42,431,cc1,al2,al2
18467-2509101840--32573-0-10968-2509102105,0,3.42,431,cc1,al2,al2
18467-2509101130--32573-1-10968-2509101555,1,1.92,453,cc1,al5,al2
18467-2509101130--32573-1-10968-2509101555,1,2.58,453,cc1,al2,al2
18467-2509100600--32385-1-10968-2509101015,1,2.33,608,cc2,al4,al4
18467-2509100600--32385-1-10968-2509101015,1,2.25,608,cc2,al4,al4
18467-2509101320--32385-1-10910-2509101749,1,2.28,608,cc2,al4,al4
18467-2509100745--32385-1-10968-2509101215,1,2.25,608,cc2,al4,al4
18467-2509100745--32385-1-10968-2509101215,1,2.25,608,cc2,al4,al4
18467-2509101855--32385-1-10910-2509102338,1,2.35,608,cc2,al4,al4
18467-2509101710--32385-1-10968-2509102211,1,2.28,608,cc2,al4,al4
18467-2509101710--32385-1-10968-2509102211,1,2.27,608,cc2,al4,al4
18467-2509101320--32385-1-10968-2509101833,1,2.28,608,cc2,al4,al4
18467-2509101320--32385-1-10968-2509101833,1,2.3,608,cc2,al4,al4
18467-2509101130--32385-1-10968-2509101647,1,2.23,608,cc2,al4,al4
18467-2509101130--32385-1-10968-2509101647,1,2.28,608,cc2,al4,al4
18467-2509100820--32695-0-10968-2509101042,0,3.37,598,cc3,al3,al3
18467-2509101635--32695-0-10968-2509101857,0,3.37,846,cc3,al3,al3
18467-2509101440--32573-0-10968-2509101705,0,3.42,560,cc3,al2,al2
18467-2509100829--32573-0-10968-2509101054,0,3.42,560,cc3,al2,al2
18467-2509101840--32573-0-10968-2509102105,0,3.42,672,cc3,al2,al2
18467-2509100900--32695-1-10968-2509101311,1,1.92,867,cc3,al15,al3
18467-2509100900--32695-1-10968-2509101311,1,2.43,867,cc3,al15,al3
18467-2509100700--32695-1-10968-2509101150,1,1.92,1109,cc3,al15,al3
18467-2509100700--32695-1-10968-2509101150,1,2.53,1109,cc3,al15,al3
18467-2509100815--32695-1-10968-2509101311,1,1.88,1109,cc3,al8,al3
18467-2509100815--32695-1-10968-2509101311,1,2.43,1109,cc3,al15,al3
18467-2509101000--32695-1-10968-2509101519,1,1.88,1109,cc3,al8,al3
18467-2509101000--32695-1-10968-2509101519,1,2.57,1109,cc3,al15,al3
18467-2509100700--32695-1-10968-2509101311,1,1.92,867,cc3,al15,al3
18467-2509100700--32695-1-10968-2509101311,1,2.43,867,cc3,al15,al3
18467-2509100820--31722-0-10968-2509101042,0,3.37,599,cc4,al3,al15
18467-2509101635--31722-0-10968-2509101857,0,3.37,846,cc4,al3,al15
18467-2509100900--31722-1-10968-2509101311,1,1.92,804,cc4,al15,al15
18467-2509100900--31722-1-10968-2509101311,1,2.43,804,cc4,al15,al15
18467-2509110820--31722-0-10968-2509111042,0,3.37,431,cc1,al3,al15
18467-2509111635--31722-0-10968-2509111857,0,3.37,431,cc1,al3,al15
18467-2509111440--32573-0-10968-2509111705,0,3.42,431,cc1,al2,al2
18467-2509110829--32573-0-10968-2509111054,0,3.42,431,cc1,al2,al2
18467-2509111840--32573-0-10968-2509112105,0,3.42,431,cc1,al2,al2
18467-2509110900--31722-1-10968-2509111311,1,1.92,453,cc1,al15,al15
18467-2509110900--31722-1-10968-2509111311,1,2.43,453,cc1,al15,al15
18467-2509110745--32385-1-10968-2509111215,1,2.25,440,cc1,al4,al4
18467-2509110745--32385-1-10968-2509111215,1,2.25,440,cc1,al4,al4
18467-2509111320--32385-1-10968-2509111833,1,2.28,440,cc1,al4,al4
18467-2509111320--32385-1-10968-2509111833,1,2.3,440,cc1,al4,al4
18467-2509110600--32385-1-10968-2509111015,1,2.33,608,cc2,al4,al4
18467-2509110600--32385-1-10968-2509111015,1,2.25,608,cc2,al4,al4
18467-2509111320--32385-1-10910-2509111749,1,2.28,608,cc2,al4,al4
18467-2509110745--32385-1-10968-2509111215,1,2.25,608,cc2,al4,al4
18467-2509110745--32385-1-10968-2509111215,1,2.25,608,cc2,al4,al4
18467-2509111710--32385-1-10968-2509112211,1,2.28,608,cc2,al4,al4
18467-2509111710--32385-1-10968-2509112211,1,2.27,608,cc2,al4,al4
18467-2509111320--32385-1-10968-2509111833,1,2.28,608,cc2,al4,al4
18467-2509111320--32385-1-10968-2509111833,1,2.3,608,cc2,al4,al4
18467-2509110820--32695-0-10968-2509111042,0,3.37,598,cc3,al3,al3
18467-2509111635--32695-0-10968-2509111857,0,3.37,846,cc3,al3,al3
18467-2509111440--32573-0-10968-2509111705,0,3.42,560,cc3,al2,al2
18467-2509110829--32573-0-10968-2509111054,0,3.42,560,cc3,al2,al2
18467-2509111840--32573-0-10968-2509112105,0,3.42,560,cc3,al2,al2
18467-2509110900--32695-1-10968-2509111311,1,1.92,1587,cc3,al15,al3
18467-2509110900--32695-1-10968-2509111311,1,2.43,1587,cc3,al15,al3
18467-2509111400--32695-1-10968-2509111826,1,1.9,1109,cc3,al3,al3
18467-2509111400--32695-1-10968-2509111826,1,2.57,1109,cc3,al15,al3
18467-2509111000--32695-1-10968-2509111519,1,1.88,1109,cc3,al8,al3
18467-2509111000--32695-1-10968-2509111519,1,2.57,1109,cc3,al15,al3
18467-2509111200--32695-1-10968-2509111826,1,1.9,1109,cc3,al3,al3
18467-2509111200--32695-1-10968-2509111826,1,2.57,1109,cc3,al15,al3
18467-2509110815--32695-1-10968-2509111519,1,1.88,1109,cc3,al8,al3
18467-2509110815--32695-1-10968-2509111519,1,2.57,1109,cc3,al15,al3
18467-2509110820--31722-0-10968-2509111042,0,3.37,599,cc4,al3,al15
18467-2509111635--31722-0-10968-2509111857,0,3.37,846,cc4,al3,al15
18467-2509110600--32385-1-10968-2509111015,1,2.33,797,cc4,al4,al4
18467-2509110600--32385-1-10968-2509111015,1,2.25,797,cc4,al4,al4
18467-2509111130--32573-1-10968-2509111555,1,1.92,830,cc4,al5,al2
18467-2509111130--32573-1-10968-2509111555,1,2.58,830,cc4,al2,al2
18467-2509110745--32385-1-10968-2509111215,1,2.25,797,cc4,al4,al4
18467-2509110745--32385-1-10968-2509111215,1,2.25,797,cc4,al4,al4
18467-2509121440--32573-0-10968-2509121705,0,3.42,431,cc1,al2,al2
18467-2509120829--32573-0-10968-2509121054,0,3.42,431,cc1,al2,al2
18467-2509121840--32573-0-10968-2509122105,0,3.42,431,cc1,al2,al2
18467-2509120600--32385-1-10968-2509121015,1,2.33,440,cc1,al4,al4
18467-2509120600--32385-1-10968-2509121015,1,2.25,440,cc1,al4,al4
18467-2509121320--32385-1-10968-2509121833,1,2.28,440,cc1,al4,al4
18467-2509121320--32385-1-10968-2509121833,1,2.3,440,cc1,al4,al4
18467-2509120745--32385-1-10968-2509121421,1,2.25,440,cc1,al4,al4
18467-2509120745--32385-1-10968-2509121421,1,2.22,440,cc1,al4,al4
18467-2509120600--32385-1-10968-2509121015,1,2.33,608,cc2,al4,al4
18467-2509120600--32385-1-10968-2509121015,1,2.25,608,cc2,al4,al4
18467-2509121320--32385-1-10910-2509121749,1,2.28,608,cc2,al4,al4
18467-2509121855--32385-1-10910-2509122338,1,2.35,608,cc2,al4,al4
18467-2509121710--32385-1-10968-2509122211,1,2.28,608,cc2,al4,al4
18467-2509121710--32385-1-10968-2509122211,1,2.27,608,cc2,al4,al4
18467-2509121855--32385-1-10968-2509130001,1,2.35,608,cc2,al4,al4
18467-2509121855--32385-1-10968-2509130001,1,2.27,608,cc2,al4,al4
18467-2509121320--32385-1-10968-2509121833,1,2.28,608,cc2,al4,al4
18467-2509121320--32385-1-10968-2509121833,1,2.3,608,cc2,al4,al4
18467-2509121130--32385-1-10968-2509121647,1,2.23,645,cc2,al4,al4
18467-2509121130--32385-1-10968-2509121647,1,2.28,645,cc2,al4,al4
18467-2509120820--32695-0-10968-2509121042,0,3.37,598,cc3,al3,al3
18467-2509121635--32695-0-10968-2509121857,0,3.37,1088,cc3,al3,al3
18467-2509120829--32573-0-10968-2509121054,0,3.42,560,cc3,al2,al2
18467-2509121840--32573-0-10968-2509122105,0,3.42,560,cc3,al2,al2
18467-2509121440--32573-0-10968-2509121705,0,3.42,672,cc3,al2,al2
18467-2509120900--32695-1-10968-2509121311,1,1.92,1587,cc3,al15,al3
18467-2509120900--32695-1-10968-2509121311,1,2.43,1587,cc3,al15,al3
18467-2509121400--32695-1-10968-2509121826,1,1.9,1109,cc3,al3,al3
18467-2509121400--32695-1-10968-2509121826,1,2.57,1109,cc3,al15,al3
