itinerary_id,stop_count,duration_in_hours,one_way_price_candollar,cabin_class_id,operating_airline_id,marketing_airline_id
18467-2601041100--32695-1-10968-2601041554,1,1.98,1588,cc3,al12,al3
18467-2601041100--32695-1-10968-2601041554,1,2.57,1588,cc3,al15,al3
18467-2601041730--32695-1-10968-2601042224,1,1.98,1588,cc3,al12,al3
18467-2601041730--32695-1-10968-2601042224,1,2.57,1588,cc3,al15,al3
18467-2601040800--32695-1-10968-2601041311,1,1.95,1588,cc3,al3,al3
18467-2601040800--32695-1-10968-2601041311,1,2.43,1588,cc3,al15,al3
18467-2601041000--32695-1-10968-2601041554,1,1.97,1110,cc3,al8,al3
18467-2601041000--32695-1-10968-2601041554,1,2.57,1110,cc3,al15,al3
18467-2601041400--31722-0-10968-2601041642,0,3.7,842,cc4,al3,al15
18467-2601041940--31722-0-10968-2601042222,0,3.7,842,cc4,al3,al15
18467-2601041125--32573-1-10968-2601041555,1,2.0,623,cc4,al5,al2
18467-2601041125--32573-1-10968-2601041555,1,2.67,623,cc4,al2,al2
18467-2601040615--32573-1-10968-2601041109,1,2.25,623,cc4,al5,al2
18467-2601040615--32573-1-10968-2601041109,1,2.82,623,cc4,al2,al2
18467-2601041820--32573-1-10968-2601042338,1,2.0,623,cc4,al5,al2
18467-2601041820--32573-1-10968-2601042338,1,3.1,623,cc4,al2,al2
18467-2601041310--32573-1-10968-2601041940,1,2.0,623,cc4,al5,al2
18467-2601041310--32573-1-10968-2601041940,1,2.75,623,cc4,al2,al2
18467-2601051825--32573-0-10968-2601052105,0,3.67,427,cc1,al2,al2
18467-2601050809--32573-0-10968-2601051054,0,3.75,427,cc1,al2,al2
18467-2601051405--32573-0-10968-2601051705,0,4.0,427,cc1,al5,al2
18467-2601051205--32385-1-10910-2601051738,1,2.47,902,cc2,al4,al4
18467-2601051825--32573-0-10968-2601052105,0,3.67,556,cc3,al2,al2
18467-2601051400--32695-0-10968-2601051642,0,3.7,846,cc3,al3,al3
18467-2601051940--32695-0-10968-2601052222,0,3.7,1088,cc3,al3,al3
18467-2601050809--32573-0-10968-2601051054,0,3.75,556,cc3,al2,al2
18467-2601051405--32573-0-10968-2601051705,0,4.0,556,cc3,al5,al2
18467-2601050900--32695-1-10968-2601051311,1,1.92,1588,cc3,al15,al3
18467-2601050900--32695-1-10968-2601051311,1,2.43,1588,cc3,al15,al3
18467-2601051100--32695-1-10968-2601051554,1,1.98,1588,cc3,al12,al3
18467-2601051100--32695-1-10968-2601051554,1,2.57,1588,cc3,al15,al3
18467-2601051730--32695-1-10968-2601052224,1,1.98,1588,cc3,al12,al3
18467-2601051730--32695-1-10968-2601052224,1,2.57,1588,cc3,al15,al3
18467-2601050800--32695-1-10968-2601051311,1,1.95,1588,cc3,al3,al3
18467-2601050800--32695-1-10968-2601051311,1,2.43,1588,cc3,al15,al3
18467-2601051400--32695-1-10968-2601052224,1,1.85,1110,cc3,al3,al3
18467-2601051400--32695-1-10968-2601052224,1,2.57,1110,cc3,al15,al3
18467-2601051400--31722-0-10968-2601051642,0,3.7,842,cc4,al3,al15
18467-2601051940--31722-0-10968-2601052222,0,3.7,1049,cc4,al3,al15
18467-2601051125--32573-1-10968-2601051555,1,2.0,690,cc4,al5,al2
18467-2601051125--32573-1-10968-2601051555,1,2.67,690,cc4,al2,al2
18467-2601050615--32573-1-10968-2601051109,1,2.25,578,cc4,al5,al2
18467-2601050615--32573-1-10968-2601051109,1,2.82,578,cc4,al2,al2
18467-2601051820--32573-1-10968-2601052338,1,2.0,578,cc4,al5,al2
18467-2601051820--32573-1-10968-2601052338,1,3.1,578,cc4,al2,al2
18467-2601051310--32573-1-10968-2601051940,1,2.0,578,cc4,al5,al2
18467-2601051310--32573-1-10968-2601051940,1,2.75,578,cc4,al2,al2
18467-2601061400--31722-0-10968-2601061642,0,3.7,427,cc1,al3,al15
18467-2601061940--31722-0-10968-2601062222,0,3.7,427,cc1,al3,al15
18467-2601061415--32573-0-10968-2601061705,0,3.83,427,cc1,al5,al2
18467-2601061815--32573-0-10968-2601062105,0,3.83,427,cc1,al2,al2
18467-2601060749--32573-0-10968-2601061054,0,4.08,427,cc1,al2,al2
18467-2601060615--32385-1-10910-2601061126,1,2.73,440,cc1,al4,al4
18467-2601060615--32385-1-10968-2601061235,1,2.73,440,cc1,al4,al4
18467-2601060615--32385-1-10968-2601061235,1,2.58,440,cc1,al4,al4
18467-2601061800--32385-1-10910-2601062236,1,2.58,608,cc2,al4,al4
18467-2601061220--32385-1-10968-2601061702,1,2.53,608,cc2,al4,al4
18467-2601061220--32385-1-10968-2601061702,1,2.53,608,cc2,al4,al4
18467-2601060745--32385-1-10968-2601061235,1,2.65,608,cc2,al4,al4
18467-2601060745--32385-1-10968-2601061235,1,2.58,608,cc2,al4,al4
18467-2601060615--32385-1-10910-2601061126,1,2.73,608,cc2,al4,al4
18467-2601061220--32385-1-10910-2601061755,1,2.53,608,cc2,al4,al4
18467-2601061400--32695-0-10968-2601061642,0,3.7,598,cc3,al3,al3
18467-2601061940--32695-0-10968-2601062222,0,3.7,598,cc3,al3,al3
18467-2601061415--32573-0-10968-2601061705,0,3.83,556,cc3,al5,al2
18467-2601061815--32573-0-10968-2601062105,0,3.83,556,cc3,al2,al2
18467-2601060749--32573-0-10968-2601061054,0,4.08,556,cc3,al2,al2
18467-2601061400--32695-1-10968-2601061826,1,1.85,1110,cc3,al3,al3
18467-2601061400--32695-1-10968-2601061826,1,2.57,1110,cc3,al15,al3
18467-2601061100--32695-1-10968-2601061554,1,1.98,1110,cc3,al12,al3
18467-2601061100--32695-1-10968-2601061554,1,2.57,1110,cc3,al15,al3
18467-2601061000--32695-1-10968-2601061554,1,1.97,1110,cc3,al8,al3
18467-2601061000--32695-1-10968-2601061554,1,2.57,1110,cc3,al15,al3
18467-2601061200--32695-1-10968-2601061826,1,1.85,1110,cc3,al3,al3
18467-2601061200--32695-1-10968-2601061826,1,2.57,1110,cc3,al15,al3
18390-2601061525--32695-1-10968-2601062224,1,1.25,968,cc3,al8,al3
18390-2601061525--32695-1-10968-2601062224,1,4.57,968,cc3,al8,al3
18467-2601061400--31722-0-10968-2601061642,0,3.7,596,cc4,al3,al15
18467-2601061940--31722-0-10968-2601062222,0,3.7,596,cc4,al3,al15
18467-2601060615--32573-1-10968-2601061045,1,2.25,578,cc4,al5,al2
18467-2601060615--32573-1-10968-2601061045,1,2.67,578,cc4,al2,al2
18467-2601061305--32573-1-10968-2601061803,1,2.0,578,cc4,al5,al2
18467-2601061305--32573-1-10968-2601061803,1,2.68,578,cc4,al2,al2
18467-2601061035--32573-1-10968-2601061554,1,2.0,578,cc4,al5,al2
18467-2601061035--32573-1-10968-2601061554,1,2.7,578,cc4,al2,al2
18467-2601071415--32573-0-10968-2601071705,0,3.83,427,cc1,al5,al2
18467-2601071815--32573-0-10968-2601072105,0,3.83,427,cc1,al2,al2
18467-2601070749--32573-0-10968-2601071054,0,4.08,427,cc1,al2,al2
18467-2601070615--32385-1-10968-2601071235,1,2.73,440,cc1,al4,al4
18467-2601070615--32385-1-10968-2601071235,1,2.58,440,cc1,al4,al4
18467-2601070945--32385-2-10968-2601071702,2,2.53,440,cc1,al4,al4
18467-2601070745--32385-1-10910-2601071505,1,2.65,440,cc1,al4,al4
18467-2601071110--32385-2-10968-2601071847,2,2.53,440,cc1,al4,al4
18467-2601071800--32385-1-10910-2601072236,1,2.58,608,cc2,al4,al4
18467-2601071220--32385-1-10968-2601071702,1,2.53,608,cc2,al4,al4
18467-2601071220--32385-1-10968-2601071702,1,2.53,608,cc2,al4,al4
18467-2601070745--32385-1-10968-2601071235,1,2.65,608,cc2,al4,al4
18467-2601070745--32385-1-10968-2601071235,1,2.58,608,cc2,al4,al4
18467-2601070615--32385-1-10910-2601071126,1,2.73,608,cc2,al4,al4
18467-2601071220--32385-1-10910-2601071755,1,2.53,608,cc2,al4,al4
18467-2601071400--32695-0-10968-2601071642,0,3.7,846,cc3,al3,al3
18467-2601071940--32695-0-10968-2601072222,0,3.7,598,cc3,al3,al3
18467-2601071415--32573-0-10968-2601071705,0,3.83,556,cc3,al5,al2
18467-2601071815--32573-0-10968-2601072105,0,3.83,556,cc3,al2,al2
18467-2601070749--32573-0-10968-2601071054,0,4.08,556,cc3,al2,al2
18467-2601071400--32695-1-10968-2601071826,1,1.85,1110,cc3,al3,al3
18467-2601071400--32695-1-10968-2601071826,1,2.57,1110,cc3,al15,al3
18467-2601070700--32695-1-10968-2601071132,1,1.92,1588,cc3,al15,al3
18467-2601070700--32695-1-10968-2601071132,1,2.53,1588,cc3,al15,al3
18467-2601071100--32695-1-10968-2601071554,1,1.98,1588,cc3,al12,al3
18467-2601071100--32695-1-10968-2601071554,1,2.57,1588,cc3,al15,al3
18467-2601071000--32695-1-10968-2601071554,1,1.97,1110,cc3,al8,al3
18467-2601071000--32695-1-10968-2601071554,1,2.57,1110,cc3,al15,al3
18467-2601071200--32695-1-10968-2601071826,1,1.85,1110,cc3,al3,al3
18467-2601071200--32695-1-10968-2601071826,1,2.57,1110,cc3,al15,al3
18467-2601071940--31722-0-10968-2601072222,0,3.7,596,cc4,al3,al15
18467-2601071400--31722-0-10968-2601071642,0,3.7,842,cc4,al3,al15
18467-2601070615--32573-1-10968-2601071045,1,2.25,578,cc4,al5,al2
18467-2601070615--32573-1-10968-2601071045,1,2.67,578,cc4,al2,al2
18467-2601071820--32573-1-10968-2601072317,1,2.0,578,cc4,al5,al2
18467-2601071820--32573-1-10968-2601072317,1,2.7,578,cc4,al2,al2
18467-2601071035--32573-1-10968-2601071554,1,2.0,578,cc4,al5,al2
18467-2601071035--32573-1-10968-2601071554,1,2.7,578,cc4,al2,al2
18467-2601081400--31722-0-10968-2601081642,0,3.7,427,cc1,al3,al15
18467-2601081940--31722-0-10968-2601082222,0,3.7,427,cc1,al3,al15
18467-2601081415--32573-0-10968-2601081705,0,3.83,427,cc1,al5,al2
18467-2601081815--32573-0-10968-2601082105,0,3.83,427,cc1,al2,al2
18467-2601080749--32573-0-10968-2601081054,0,4.08,427,cc1,al2,al2
18467-2601080615--32573-1-10968-2601081045,1,2.25,449,cc1,al5,al2
18467-2601080615--32573-1-10968-2601081045,1,2.67,449,cc1,al2,al2
18467-2601080615--32385-1-10910-2601081126,1,2.73,440,cc1,al4,al4
18467-2601081800--32385-1-10910-2601082236,1,2.58,608,cc2,al4,al4
18467-2601081220--32385-1-10968-2601081702,1,2.53,608,cc2,al4,al4
18467-2601081220--32385-1-10968-2601081702,1,2.53,608,cc2,al4,al4
18467-2601080745--32385-1-10968-2601081235,1,2.65,608,cc2,al4,al4
18467-2601080745--32385-1-10968-2601081235,1,2.58,608,cc2,al4,al4
18467-2601080615--32385-1-10910-2601081126,1,2.73,608,cc2,al4,al4
18467-2601081220--32385-1-10910-2601081755,1,2.53,608,cc2,al4,al4
18467-2601081400--32695-0-10968-2601081642,0,3.7,598,cc3,al3,al3
18467-2601081940--32695-0-10968-2601082222,0,3.7,598,cc3,al3,al3
18467-2601081415--32573-0-10968-2601081705,0,3.83,556,cc3,al5,al2
18467-2601081815--32573-0-10968-2601082105,0,3.83,556,cc3,al2,al2
18467-2601080749--32573-0-10968-2601081054,0,4.08,556,cc3,al2,al2
18467-2601081400--32695-1-10968-2601081826,1,1.85,1110,cc3,al3,al3
18467-2601081400--32695-1-10968-2601081826,1,2.57,1110,cc3,al15,al3
18467-2601080700--32695-1-10968-2601081132,1,1.92,1110,cc3,al15,al3
18467-2601080700--32695-1-10968-2601081132,1,2.53,1110,cc3,al15,al3
18467-2601081100--32695-1-10968-2601081554,1,1.98,1110,cc3,al12,al3
18467-2601081100--32695-1-10968-2601081554,1,2.57,1110,cc3,al15,al3
18467-2601080900--32695-1-10968-2601081554,1,1.92,868,cc3,al15,al3
18467-2601080900--32695-1-10968-2601081554,1,2.57,868,cc3,al15,al3
18467-2601081400--32695-1-10968-2601082224,1,1.85,868,cc3,al3,al3
18467-2601081400--32695-1-10968-2601082224,1,2.57,868,cc3,al15,al3
18467-2601081400--31722-0-10968-2601081642,0,3.7,596,cc4,al3,al15
18467-2601081940--31722-0-10968-2601082222,0,3.7,596,cc4,al3,al15
18467-2601080615--32573-1-10968-2601081045,1,2.25,578,cc4,al5,al2
18467-2601080615--32573-1-10968-2601081045,1,2.67,578,cc4,al2,al2
18467-2601081035--32573-1-10968-2601081554,1,2.0,578,cc4,al5,al2
18467-2601081035--32573-1-10968-2601081554,1,2.7,578,cc4,al2,al2
18467-2601081305--32573-1-10968-2601081927,1,2.0,578,cc4,al5,al2
18467-2601081305--32573-1-10968-2601081927,1,2.7,578,cc4,al2,al2
18467-2601091400--31722-0-10968-2601091642,0,3.7,427,cc1,al3,al15
18467-2601091940--31722-0-10968-2601092222,0,3.7,427,cc1,al3,al15
18467-2601091415--32573-0-10968-2601091705,0,3.83,427,cc1,al5,al2
18467-2601091815--32573-0-10968-2601092105,0,3.83,427,cc1,al2,al2
18467-2601090749--32573-0-10968-2601091054,0,4.08,427,cc1,al2,al2
18467-2601090615--32573-1-10968-2601091045,1,2.25,449,cc1,al5,al2
18467-2601090615--32573-1-10968-2601091045,1,2.67,449,cc1,al2,al2
18467-2601090745--32385-1-10968-2601091235,1,2.65,440,cc1,al4,al4
18467-2601090745--32385-1-10968-2601091235,1,2.58,440,cc1,al4,al4
18467-2601090615--32385-1-10910-2601091126,1,2.73,440,cc1,al4,al4
18467-2601091800--32385-1-10910-2601092236,1,2.58,608,cc2,al4,al4
18467-2601091220--32385-1-10968-2601091702,1,2.53,608,cc2,al4,al4
18467-2601091220--32385-1-10968-2601091702,1,2.53,608,cc2,al4,al4
18467-2601090745--32385-1-10968-2601091235,1,2.65,608,cc2,al4,al4
18467-2601090745--32385-1-10968-2601091235,1,2.58,608,cc2,al4,al4
18467-2601090615--32385-1-10910-2601091126,1,2.73,608,cc2,al4,al4
18467-2601091220--32385-1-10910-2601091755,1,2.53,608,cc2,al4,al4
18467-2601091400--32695-0-10968-2601091642,0,3.7,598,cc3,al3,al3
18467-2601091940--32695-0-10968-2601092222,0,3.7,598,cc3,al3,al3
18467-2601091415--32573-0-10968-2601091705,0,3.83,556,cc3,al5,al2
18467-2601091815--32573-0-10968-2601092105,0,3.83,556,cc3,al2,al2
18467-2601090749--32573-0-10968-2601091054,0,4.08,556,cc3,al2,al2
18467-2601091400--32695-1-10968-2601091826,1,1.85,1110,cc3,al3,al3
18467-2601091400--32695-1-10968-2601091826,1,2.57,1110,cc3,al15,al3
18467-2601090700--32695-1-10968-2601091132,1,1.92,1110,cc3,al15,al3
18467-2601090700--32695-1-10968-2601091132,1,2.53,1110,cc3,al15,al3
18467-2601091100--32695-1-10968-2601091554,1,1.98,1110,cc3,al12,al3
18467-2601091100--32695-1-10968-2601091554,1,2.57,1110,cc3,al15,al3
18467-2601091000--32695-1-10968-2601091554,1,1.97,1110,cc3,al8,al3
18467-2601091000--32695-1-10968-2601091554,1,2.57,1110,cc3,al15,al3
18467-2601091400--32695-1-10968-2601092224,1,1.85,868,cc3,al3,al3
18467-2601091400--32695-1-10968-2601092224,1,2.57,868,cc3,al15,al3
18467-2601091400--31722-0-10968-2601091642,0,3.7,596,cc4,al3,al15
18467-2601091940--31722-0-10968-2601092222,0,3.7,596,cc4,al3,al15
18467-2601090615--32573-1-10968-2601091045,1,2.25,578,cc4,al5,al2
18467-2601090615--32573-1-10968-2601091045,1,2.67,578,cc4,al2,al2
18467-2601091035--32573-1-10968-2601091554,1,2.0,578,cc4,al5,al2
18467-2601091035--32573-1-10968-2601091554,1,2.7,578,cc4,al2,al2
18467-2601091305--32573-1-10968-2601091927,1,2.0,578,cc4,al5,al2
18467-2601091305--32573-1-10968-2601091927,1,2.7,578,cc4,al2,al2
18467-2601101415--32573-0-10968-2601101705,0,3.83,427,cc1,al5,al2
18467-2601101815--32573-0-10968-2601102105,0,3.83,427,cc1,al2,al2
18467-2601100749--32573-0-10968-2601101054,0,4.08,427,cc1,al2,al2
18467-2601100615--32385-1-10968-2601101235,1,2.73,440,cc1,al4,al4
18467-2601100615--32385-1-10968-2601101235,1,2.58,440,cc1,al4,al4
18467-2601100945--32385-2-10968-2601101702,2,2.53,440,cc1,al4,al4
18467-2601100745--32385-1-10910-2601101505,1,2.65,440,cc1,al4,al4
18467-2601101800--32385-1-10910-2601102236,1,2.58,608,cc2,al4,al4
18467-2601101220--32385-1-10968-2601101702,1,2.53,608,cc2,al4,al4
18467-2601101220--32385-1-10968-2601101702,1,2.53,608,cc2,al4,al4
18467-2601100745--32385-1-10968-2601101235,1,2.65,608,cc2,al4,al4
18467-2601100745--32385-1-10968-2601101235,1,2.58,608,cc2,al4,al4
18467-2601100615--32385-1-10910-2601101126,1,2.73,608,cc2,al4,al4
18467-2601101220--32385-1-10910-2601101755,1,2.53,608,cc2,al4,al4
18467-2601101815--32573-0-10968-2601102105,0,3.83,556,cc3,al2,al2
18467-2601101415--32573-0-10968-2601101705,0,3.83,668,cc3,al5,al2
18467-2601100749--32573-0-10968-2601101054,0,4.08,556,cc3,al2,al2
18467-2601101400--31722-0-10968-2601101642,0,3.7,596,cc4,al3,al15
18467-2601101940--31722-0-10968-2601102222,0,3.7,596,cc4,al3,al15
18467-2601100615--32573-1-10968-2601101045,1,2.25,578,cc4,al5,al2
18467-2601100615--32573-1-10968-2601101045,1,2.67,578,cc4,al2,al2
18467-2601101305--32573-1-10968-2601101803,1,2.0,578,cc4,al5,al2
18467-2601101305--32573-1-10968-2601101803,1,2.68,578,cc4,al2,al2
18467-2601101035--32573-1-10968-2601101554,1,2.0,578,cc4,al5,al2
18467-2601101035--32573-1-10968-2601101554,1,2.7,578,cc4,al2,al2
18467-2601111815--32573-0-10968-2601112105,0,3.83,449,cc1,al2,al2
18467-2601111415--32573-0-10968-2601111705,0,3.83,697,cc1,al5,al2
18467-2601110749--32573-0-10968-2601111054,0,4.08,449,cc1,al2,al2
18467-2601110745--32385-1-10968-2601111235,1,2.65,440,cc1,al4,al4
18467-2601110745--32385-1-10968-2601111235,1,2.58,440,cc1,al4,al4
18467-2601111220--32385-1-10968-2601111847,1,2.53,440,cc1,al4,al4
18467-2601111220--32385-1-10968-2601111847,1,2.53,440,cc1,al4,al4
18467-2601111800--32385-1-10910-2601112236,1,2.58,645,cc2,al4,al4
18467-2601111220--32385-1-10968-2601111702,1,2.53,739,cc2,al4,al4
18467-2601111220--32385-1-10968-2601111702,1,2.53,739,cc2,al4,al4
18467-2601110745--32385-1-10968-2601111235,1,2.65,608,cc2,al4,al4
18467-2601110745--32385-1-10968-2601111235,1,2.58,608,cc2,al4,al4
18467-2601110615--32385-1-10910-2601111126,1,2.73,608,cc2,al4,al4
18467-2601111220--32385-1-10968-2601111847,1,2.53,608,cc2,al4,al4
18467-2601111220--32385-1-10968-2601111847,1,2.53,608,cc2,al4,al4
18467-2601111400--32695-0-10968-2601111642,0,3.7,846,cc3,al3,al3
18467-2601111940--32695-0-10968-2601112222,0,3.7,846,cc3,al3,al3
18467-2601111815--32573-0-10968-2601112105,0,3.83,579,cc3,al2,al2
18467-2601111415--32573-0-10968-2601111705,0,3.83,824,cc3,al5,al2
18467-2601110749--32573-0-10968-2601111054,0,4.08,579,cc3,al2,al2
18467-2601111400--32695-1-10968-2601111826,1,1.85,1588,cc3,al3,al3
18467-2601111400--32695-1-10968-2601111826,1,2.57,1588,cc3,al15,al3
18467-2601110700--32695-1-10968-2601111132,1,1.92,1588,cc3,al15,al3
18467-2601110700--32695-1-10968-2601111132,1,2.53,1588,cc3,al15,al3
18467-2601111100--32695-1-10968-2601111554,1,1.98,1588,cc3,al12,al3
18467-2601111100--32695-1-10968-2601111554,1,2.57,1588,cc3,al15,al3
18467-2601111000--32695-1-10968-2601111554,1,1.97,1110,cc3,al8,al3
18467-2601111000--32695-1-10968-2601111554,1,2.57,1110,cc3,al15,al3
18467-2601110900--32695-1-10968-2601111554,1,1.92,1110,cc3,al15,al3
18467-2601110900--32695-1-10968-2601111554,1,2.57,1110,cc3,al15,al3
18467-2601111400--31722-0-10968-2601111642,0,3.7,842,cc4,al3,al15
18467-2601111940--31722-0-10968-2601112222,0,3.7,842,cc4,al3,al15
18467-2601110615--32573-1-10968-2601111045,1,2.25,600,cc4,al5,al2
18467-2601110615--32573-1-10968-2601111045,1,2.67,600,cc4,al2,al2
18467-2601111820--32573-1-10968-2601112317,1,2.0,600,cc4,al5,al2
18467-2601111820--32573-1-10968-2601112317,1,2.7,600,cc4,al2,al2
18467-2601111035--32573-1-10968-2601111554,1,2.0,600,cc4,al5,al2
18467-2601111035--32573-1-10968-2601111554,1,2.7,600,cc4,al2,al2
18467-2601121415--32573-0-10968-2601121705,0,3.83,427,cc1,al5,al2
18467-2601121815--32573-0-10968-2601122105,0,3.83,427,cc1,al2,al2
18467-2601120749--32573-0-10968-2601121054,0,4.08,427,cc1,al2,al2
18467-2601121800--32385-1-10910-2601122236,1,2.58,745,cc2,al4,al4
18467-2601121220--32385-1-10968-2601121702,1,2.53,860,cc2,al4,al4
18467-2601121220--32385-1-10968-2601121702,1,2.53,860,cc2,al4,al4
18467-2601120745--32385-1-10968-2601121235,1,2.65,739,cc2,al4,al4
18467-2601120745--32385-1-10968-2601121235,1,2.58,739,cc2,al4,al4
18467-2601121400--32695-0-10968-2601121642,0,3.7,846,cc3,al3,al3
18467-2601121940--32695-0-10968-2601122222,0,3.7,846,cc3,al3,al3
18467-2601121415--32573-0-10968-2601121705,0,3.83,556,cc3,al5,al2
18467-2601121815--32573-0-10968-2601122105,0,3.83,556,cc3,al2,al2
18467-2601120749--32573-0-10968-2601121054,0,4.08,556,cc3,al2,al2
18467-2601121400--32695-1-10968-2601121826,1,1.85,1588,cc3,al3,al3
18467-2601121400--32695-1-10968-2601121826,1,2.57,1588,cc3,al15,al3
18467-2601120700--32695-1-10968-2601121132,1,1.92,1588,cc3,al15,al3
18467-2601120700--32695-1-10968-2601121132,1,2.53,1588,cc3,al15,al3
18467-2601121100--32695-1-10968-2601121554,1,1.98,1588,cc3,al12,al3
18467-2601121100--32695-1-10968-2601121554,1,2.57,1588,cc3,al15,al3
18467-2601121730--32695-1-10968-2601122224,1,1.98,1588,cc3,al12,al3
18467-2601121730--32695-1-10968-2601122224,1,2.57,1588,cc3,al15,al3
18390-2601121525--32695-1-10968-2601122224,1,1.25,1216,cc3,al8,al3
18390-2601121525--32695-1-10968-2601122224,1,4.57,1216,cc3,al8,al3
18467-2601121400--31722-0-10968-2601121642,0,3.7,842,cc4,al3,al15
18467-2601121940--31722-0-10968-2601122222,0,3.7,842,cc4,al3,al15
18467-2601120615--32573-1-10968-2601121045,1,2.25,578,cc4,al5,al2
18467-2601120615--32573-1-10968-2601121045,1,2.67,578,cc4,al2,al2
18467-2601121820--32573-1-10968-2601122317,1,2.0,578,cc4,al5,al2
18467-2601121820--32573-1-10968-2601122317,1,2.7,578,cc4,al2,al2
18467-2601121305--32573-1-10968-2601121927,1,2.0,578,cc4,al5,al2
18467-2601121305--32573-1-10968-2601121927,1,2.7,578,cc4,al2,al2
18467-2601131220--31679-1-10968-2601131702,1,2.53,486,cc1,al4,al16
18467-2601131220--31679-1-10968-2601131702,1,2.53,486,cc1,al4,al16
18467-2601130745--31679-1-10968-2601131235,1,2.65,486,cc1,al4,al16
18467-2601130745--31679-1-10968-2601131235,1,2.58,486,cc1,al4,al16
18467-2601131800--31679-1-10968-2601140017,1,2.58,486,cc1,al4,al16
18467-2601131800--31679-1-10968-2601140017,1,2.53,486,cc1,al4,al16
18467-2601130615--31679-1-10968-2601131235,1,2.73,486,cc1,al4,al16
18467-2601130615--31679-1-10968-2601131235,1,2.58,486,cc1,al4,al16
18467-2601131940--32695-0-10968-2601132222,0,3.7,598,cc3,al3,al3
18467-2601131400--32695-0-10968-2601131642,0,3.7,846,cc3,al3,al3
18467-2601131400--32695-1-10968-2601131826,1,1.85,1110,cc3,al3,al3
18467-2601131400--32695-1-10968-2601131826,1,2.57,1110,cc3,al15,al3
18467-2601130700--32695-1-10968-2601131132,1,1.92,1588,cc3,al15,al3
18467-2601130700--32695-1-10968-2601131132,1,2.53,1588,cc3,al15,al3
18467-2601131100--32695-1-10968-2601131554,1,1.98,868,cc3,al12,al3
18467-2601131100--32695-1-10968-2601131554,1,2.57,868,cc3,al15,al3
18467-2601131730--32695-1-10968-2601132224,1,1.98,1588,cc3,al12,al3
18467-2601131730--32695-1-10968-2601132224,1,2.57,1588,cc3,al15,al3
18467-2601131000--32695-1-10968-2601131554,1,1.97,1110,cc3,al8,al3
18467-2601131000--32695-1-10968-2601131554,1,2.57,1110,cc3,al15,al3
18390-2601131525--32695-1-10968-2601132224,1,1.25,968,cc3,al8,al3
18390-2601131525--32695-1-10968-2601132224,1,4.57,968,cc3,al8,al3
18467-2601131500--32695-1-10968-2601132224,1,1.92,868,cc3,al15,al3
18467-2601131500--32695-1-10968-2601132224,1,2.57,868,cc3,al15,al3
18467-2601131400--32695-1-10968-2601132224,1,1.85,868,cc3,al3,al3
18467-2601131400--32695-1-10968-2601132224,1,2.57,868,cc3,al15,al3
18467-2601131940--31722-0-10968-2601132222,0,3.7,596,cc4,al3,al15
18467-2601131400--31722-0-10968-2601131642,0,3.7,842,cc4,al3,al15
18467-2601131400--31722-1-10968-2601131826,1,1.85,1071,cc4,al3,al15
18467-2601131400--31722-1-10968-2601131826,1,2.57,1071,cc4,al15,al15
18467-2601130700--31722-1-10968-2601131132,1,1.92,1468,cc4,al15,al15
18467-2601130700--31722-1-10968-2601131132,1,2.53,1468,cc4,al15,al15
18467-2601131100--31722-1-10968-2601131554,1,1.98,803,cc4,al12,al15
18467-2601131100--31722-1-10968-2601131554,1,2.57,803,cc4,al15,al15
18467-2601131730--31722-1-10968-2601132224,1,1.98,1200,cc4,al12,al15
18467-2601131730--31722-1-10968-2601132224,1,2.57,1200,cc4,al15,al15
18467-2601131000--31722-1-10968-2601131554,1,1.97,1071,cc4,al8,al15
18467-2601131000--31722-1-10968-2601131554,1,2.57,1071,cc4,al15,al15
18467-2601131500--31722-1-10968-2601132224,1,1.92,803,cc4,al15,al15
18467-2601131500--31722-1-10968-2601132224,1,2.57,803,cc4,al15,al15
18467-2601141400--32695-0-10968-2601141642,0,3.7,846,cc3,al3,al3
18467-2601141940--32695-0-10968-2601142222,0,3.7,846,cc3,al3,al3
18467-2601141400--32695-1-10968-2601141826,1,1.85,1110,cc3,al3,al3
18467-2601141400--32695-1-10968-2601141826,1,2.57,1110,cc3,al15,al3
18467-2601140700--32695-1-10968-2601141132,1,1.92,1588,cc3,al15,al3
18467-2601140700--32695-1-10968-2601141132,1,2.53,1588,cc3,al15,al3
18467-2601141730--32695-1-10968-2601142224,1,1.98,1588,cc3,al12,al3
18467-2601141730--32695-1-10968-2601142224,1,2.57,1588,cc3,al15,al3
18467-2601141100--32695-1-10968-2601141554,1,1.98,1588,cc3,al12,al3
18467-2601141100--32695-1-10968-2601141554,1,2.57,1588,cc3,al15,al3
18467-2601141000--32695-1-10968-2601141554,1,1.97,1110,cc3,al8,al3
18467-2601141000--32695-1-10968-2601141554,1,2.57,1110,cc3,al15,al3
18467-2601141200--32695-1-10968-2601141826,1,1.85,1110,cc3,al3,al3
18467-2601141200--32695-1-10968-2601141826,1,2.57,1110,cc3,al15,al3
18467-2601140900--32695-1-10968-2601141554,1,1.92,1588,cc3,al15,al3
18467-2601140900--32695-1-10968-2601141554,1,2.57,1588,cc3,al15,al3
18390-2601141525--32695-1-10968-2601142224,1,1.25,968,cc3,al8,al3
18390-2601141525--32695-1-10968-2601142224,1,4.57,968,cc3,al8,al3
18467-2601141400--31722-0-10968-2601141642,0,3.7,842,cc4,al3,al15
