itinerary_id,itineraries
it1107,18467-2512010615--32573-1-10968-2512011257
it1108,18467-2512021820--32573-0-10968-2512022105
it1109,18467-2512021415--32573-0-10968-2512021705
it1110,18467-2512020754--32573-0-10968-2512021054
it1111,18467-2512021330--32385-1-10910-2512021749
it1112,18467-2512021130--32385-1-10968-2512021833
it1113,18467-2512020745--32385-1-10968-2512021215
it1114,18467-2512020615--32385-1-10910-2512021115
it1115,18467-2512021330--32385-1-10968-2512021833
it1116,18467-2512021130--32385-1-10968-2512021647
it1117,18467-2512021400--32695-0-10968-2512021642
it1118,18467-2512021940--32695-0-10968-2512022222
it1119,18467-2512020900--32695-1-10968-2512021311
it1120,18467-2512021400--32695-1-10968-2512021826
it1121,18467-2512020700--32695-1-10968-2512021132
it1122,18467-2512021100--32695-1-10968-2512021554
it1123,18467-2512021500--32695-1-10968-2512022224
it1124,18467-2512021400--31722-0-10968-2512021642
it1125,18467-2512021940--31722-0-10968-2512022222
it1126,18467-2512020615--32573-1-10968-2512021046
it1127,18467-2512021645--32573-1-10968-2512022140
it1128,18467-2512021820--32573-1-10968-2512022324
it1129,18467-2512021137--32573-1-10968-2512021713
it1130,18467-2512031635--32573-0-10968-2512031915
it1131,18467-2512031415--32573-0-10968-2512031705
it1132,18467-2512030759--32573-0-10968-2512031054
it1133,18467-2512030945--32385-2-10968-2512031647
it1134,18467-2512030645--32385-2-10968-2512031421
it1135,18467-2512031330--32385-1-10910-2512031749
it1136,18467-2512030745--32385-1-10968-2512031215
it1137,18467-2512030615--32385-1-10910-2512031115
it1138,18467-2512031330--32385-1-10968-2512031833
it1139,18467-2512031130--32385-1-10968-2512031647
it1140,18467-2512031400--32695-0-10968-2512031642
it1141,18467-2512031940--32695-0-10968-2512032222
it1142,18467-2512030900--32695-1-10968-2512031311
it1143,18467-2512031400--32695-1-10968-2512031826
it1144,18467-2512030800--32695-1-10968-2512031311
it1145,18467-2512031000--32695-1-10968-2512031554
it1146,18390-2512031525--32695-1-10968-2512032224
it1147,18467-2512031400--31722-0-10968-2512031642
it1148,18467-2512031940--31722-0-10968-2512032222
it1149,18467-2512031137--32573-1-10968-2512031554
it1150,18467-2512030615--32573-1-10968-2512031043
it1151,18467-2512031305--32573-1-10968-2512031753
it1152,18467-2512041635--32573-0-10968-2512041915
it1153,18467-2512041415--32573-0-10968-2512041705
it1154,18467-2512040759--32573-0-10968-2512041054
it1155,18467-2512041137--32573-1-10968-2512041554
it1156,18467-2512040615--32385-1-10910-2512041115
it1157,18467-2512040615--32385-1-10968-2512041215
it1158,18467-2512041130--32385-1-10968-2512041833
it1159,18467-2512041330--32385-1-10910-2512041749
it1160,18467-2512040745--32385-1-10968-2512041215
it1161,18467-2512041330--32385-1-10968-2512041833
it1162,18467-2512041400--32695-0-10968-2512041642
it1163,18467-2512041940--32695-0-10968-2512042222
it1164,18467-2512040900--32695-1-10968-2512041311
it1165,18467-2512041400--32695-1-10968-2512041826
it1166,18467-2512041100--32695-1-10968-2512041554
it1167,18467-2512041000--32695-1-10968-2512041554
it1168,18390-2512041525--32695-1-10968-2512042224
it1169,18467-2512041400--31722-0-10968-2512041642
it1170,18467-2512041940--31722-0-10968-2512042222
it1171,18467-2512041820--32573-1-10968-2512042344
it1172,18467-2512040615--32573-1-10968-2512041146
it1173,18467-2512041305--32573-1-10968-2512041919
it1174,18467-2512051635--32573-0-10968-2512051915
it1175,18467-2512051415--32573-0-10968-2512051705
it1176,18467-2512050759--32573-0-10968-2512051054
it1177,18467-2512051137--32573-1-10968-2512051554
it1178,18467-2512050615--32385-1-10910-2512051115
it1179,18467-2512050615--32385-1-10968-2512051215
it1180,18467-2512051330--32385-1-10910-2512051749
it1181,18467-2512050745--32385-1-10968-2512051215
it1182,18467-2512051330--32385-1-10968-2512051833
it1183,18467-2512051800--32385-1-10910-2512052338
it1184,18467-2512051400--32695-0-10968-2512051642
it1185,18467-2512051940--32695-0-10968-2512052222
it1186,18467-2512050900--32695-1-10968-2512051311
it1187,18467-2512051400--32695-1-10968-2512051826
it1188,18467-2512051100--32695-1-10968-2512051554
it1189,18467-2512051000--32695-1-10968-2512051554
it1190,18390-2512051525--32695-1-10968-2512052224
it1191,18467-2512051400--31722-0-10968-2512051642
it1192,18467-2512051940--31722-0-10968-2512052222
it1193,18467-2512050615--32573-1-10968-2512051043
it1194,18467-2512051305--32573-1-10968-2512051919
it1195,18467-2512051137--32573-1-10968-2512051919
it1196,18467-2512061635--32573-0-10968-2512061915
it1197,18467-2512061415--32573-0-10968-2512061705
it1198,18467-2512060759--32573-0-10968-2512061054
it1199,18467-2512060615--32385-1-10968-2512061215
it1200,18467-2512060945--32385-2-10968-2512061647
it1201,18467-2512060745--32385-1-10910-2512061459
it1202,18467-2512061330--32385-1-10910-2512061749
it1203,18467-2512060745--32385-1-10968-2512061215
it1204,18467-2512060615--32385-1-10910-2512061115
it1205,18467-2512061330--32385-1-10968-2512061833
it1206,18467-2512061130--32385-1-10968-2512061647
it1207,18467-2512061400--31722-0-10968-2512061642
it1208,18467-2512061940--31722-0-10968-2512062222
it1209,18467-2512061137--32573-1-10968-2512061554
it1210,18467-2512060615--32573-1-10968-2512061043
it1211,18467-2512081635--32573-0-10968-2512081915
it1212,18467-2512081400--31722-0-10968-2512081642
it1213,18467-2512081940--31722-0-10968-2512082222
it1214,18467-2512081415--32573-0-10968-2512081705
it1215,18467-2512080759--32573-0-10968-2512081054
it1216,18467-2512081137--32573-1-10968-2512081554
it1217,18467-2512081330--32385-1-10910-2512081749
it1218,18467-2512080745--32385-1-10968-2512081215
it1219,18467-2512080615--32385-1-10910-2512081115
it1220,18467-2512081330--32385-1-10968-2512081833
it1221,18467-2512081800--32385-1-10968-2512090001
it1222,18467-2512081400--32695-0-10968-2512081642
it1223,18467-2512081940--32695-0-10968-2512082222
it1224,18467-2512080900--32695-1-10968-2512081311
it1225,18467-2512081400--32695-1-10968-2512081826
it1226,18467-2512080700--32695-1-10968-2512081132
it1227,18467-2512081100--32695-1-10968-2512081554
it1228,18467-2512081730--32695-1-10968-2512082224
it1229,18467-2512080615--32573-1-10968-2512081043
it1230,18467-2512081820--32573-1-10968-2512082344
it1231,18467-2512081305--32573-1-10968-2512081919
it1232,18467-2512091635--32573-0-10968-2512091915
it1233,18467-2512091415--32573-0-10968-2512091705
it1234,18467-2512090759--32573-0-10968-2512091054
it1235,18467-2512091137--32573-1-10968-2512091554
it1236,18467-2512091130--32385-1-10968-2512091833
it1237,18467-2512091330--32385-1-10910-2512091749
it1238,18467-2512090745--32385-1-10968-2512091215
it1239,18467-2512090615--32385-1-10910-2512091115
it1240,18467-2512091330--32385-1-10968-2512091833
it1241,18467-2512091130--32385-1-10968-2512091647
it1242,18467-2512091400--32695-0-10968-2512091642
it1243,18467-2512091940--32695-0-10968-2512092222
it1244,18467-2512090900--32695-1-10968-2512091311
it1245,18467-2512091400--32695-1-10968-2512091826
it1246,18467-2512091100--32695-1-10968-2512091554
it1247,18467-2512091000--32695-1-10968-2512091554
it1248,18390-2512091525--32695-1-10968-2512092224
it1249,18467-2512091400--31722-0-10968-2512091642
it1250,18467-2512091940--31722-0-10968-2512092222
it1251,18467-2512090615--32573-1-10968-2512091043
it1252,18467-2512091305--32573-1-10968-2512091753
it1253,18467-2512101635--32573-0-10968-2512101915
it1254,18467-2512101400--31722-0-10968-2512101642
it1255,18467-2512101940--31722-0-10968-2512102222
it1256,18467-2512101415--32573-0-10968-2512101705
it1257,18467-2512100759--32573-0-10968-2512101054
it1258,18467-2512100900--31722-1-10968-2512101311
it1259,18467-2512101137--32573-1-10968-2512101554
it1260,18467-2512101330--32385-1-10910-2512101749
it1261,18467-2512100745--32385-1-10968-2512101215
it1262,18467-2512100615--32385-1-10910-2512101115
it1263,18467-2512101330--32385-1-10968-2512101833
it1264,18467-2512101130--32385-1-10968-2512101647
it1265,18467-2512101400--32695-0-10968-2512101642
it1266,18467-2512101940--32695-0-10968-2512102222
it1267,18467-2512100900--32695-1-10968-2512101311
it1268,18467-2512101400--32695-1-10968-2512101826
it1269,18467-2512100800--32695-1-10968-2512101311
it1270,18467-2512101000--32695-1-10968-2512101554
it1271,18390-2512101525--32695-1-10968-2512102224
it1272,18467-2512100615--32573-1-10968-2512101043
it1273,18467-2512101305--32573-1-10968-2512101753
it1274,18467-2512111635--32573-0-10968-2512111915
it1275,18467-2512111400--31722-0-10968-2512111642
it1276,18467-2512111940--31722-0-10968-2512112222
it1277,18467-2512111415--32573-0-10968-2512111705
it1278,18467-2512110759--32573-0-10968-2512111054
it1279,18467-2512110900--31722-1-10968-2512111311
it1280,18467-2512111137--32573-1-10968-2512111554
it1281,18467-2512110615--32573-1-10968-2512111043
it1282,18467-2512110745--32385-1-10968-2512111215
it1283,18467-2512110615--32385-1-10910-2512111115
it1284,18467-2512111330--32385-1-10910-2512111749
it1285,18467-2512111800--32385-1-10910-2512112338
it1286,18467-2512111400--32695-0-10968-2512111642
it1287,18467-2512111940--32695-0-10968-2512112222
it1288,18467-2512110900--32695-1-10968-2512111311
it1289,18467-2512111400--32695-1-10968-2512111826
it1290,18467-2512111000--32695-1-10968-2512111554
it1291,18467-2512111200--32695-1-10968-2512111826
it1292,18390-2512111525--32695-1-10968-2512112224
it1293,18467-2512111305--32573-1-10968-2512112125
it1294,18467-2512121635--32573-0-10968-2512121915
it1295,18467-2512121415--32573-0-10968-2512121705
it1296,18467-2512120759--32573-0-10968-2512121054
it1297,18467-2512121137--32573-1-10968-2512121554
it1298,18467-2512120615--32385-1-10910-2512121115
it1299,18467-2512120615--32385-1-10968-2512121215
it1300,18467-2512121800--32385-1-10968-2512130001
it1301,18467-2512121330--32385-1-10910-2512121749
it1302,18467-2512120745--32385-1-10968-2512121215
it1303,18467-2512121330--32385-1-10968-2512121833
it1304,18467-2512121400--32695-0-10968-2512121642
it1305,18467-2512121940--32695-0-10968-2512122222
it1306,18467-2512121400--32695-1-10968-2512121826
it1307,18467-2512120700--32695-1-10968-2512121132
it1308,18467-2512121100--32695-1-10968-2512121554
it1309,18467-2512120800--32695-1-10968-2512121311
it1310,18467-2512121000--32695-1-10968-2512121554
it1311,18467-2512121400--31722-0-10968-2512121642
it1312,18467-2512121940--31722-0-10968-2512122222
it1313,18467-2512120615--32573-1-10968-2512121043
it1314,18467-2512121820--32573-1-10968-2512122344
it1315,18467-2512121137--32573-1-10968-2512121919
it1316,18467-2512131635--32573-0-10968-2512131915
it1317,18467-2512131415--32573-0-10968-2512131705
it1318,18467-2512130759--32573-0-10968-2512131054
it1319,18467-2512131137--32573-1-10968-2512131554
it1320,18467-2512130615--32573-1-10968-2512131146
it1321,18467-2512131330--32385-1-10910-2512131749
it1322,18467-2512130745--32385-1-10968-2512131215
it1323,18467-2512130615--32385-1-10910-2512131115
it1324,18467-2512131330--32385-1-10968-2512131833
it1325,18467-2512131130--32385-1-10968-2512131647
it1326,18467-2512131400--31722-0-10968-2512131642
it1327,18467-2512131940--31722-0-10968-2512132222
it1328,18467-2512130615--32573-1-10968-2512131043
it1329,18467-2512141635--32573-0-10968-2512141915
it1330,18467-2512141415--32573-0-10968-2512141705
it1331,18467-2512140759--32573-0-10968-2512141054
it1332,18467-2512141137--32573-1-10968-2512141554
it1333,18467-2512140615--32573-1-10968-2512141043
it1334,18467-2512141305--32573-1-10968-2512141919
it1335,18467-2512141330--32385-1-10910-2512141749
it1336,18467-2512140745--32385-1-10968-2512141215
it1337,18467-2512140615--32385-1-10910-2512141115
it1338,18467-2512141330--32385-1-10968-2512141833
it1339,18467-2512141130--32385-1-10968-2512141647
it1340,18467-2512141800--32385-1-10910-2512142338
it1341,18467-2512141800--32385-1-10968-2512150001
it1342,18467-2512141400--31722-0-10968-2512141642
it1343,18467-2512141940--31722-0-10968-2512142222
it1344,18467-2512141820--32573-1-10968-2512142344
it1345,18467-2512141137--32573-1-10968-2512141919
it1346,18467-2512151635--32573-0-10968-2512151915
it1347,18467-2512151415--32573-0-10968-2512151705
it1348,18467-2512150759--32573-0-10968-2512151054
it1349,18467-2512151137--32573-1-10968-2512151554
it1350,18467-2512150615--32385-1-10910-2512151115
it1351,18467-2512150615--32385-1-10968-2512151215
it1352,18467-2512151330--32385-1-10910-2512151749
it1353,18467-2512150745--32385-1-10968-2512151215
it1354,18467-2512151330--32385-1-10968-2512151833
it1355,18467-2512151400--32695-0-10968-2512151642
it1356,18467-2512151940--32695-0-10968-2512152222
it1357,18467-2512150900--32695-1-10968-2512151311
it1358,18467-2512151400--32695-1-10968-2512151826
it1359,18467-2512150700--32695-1-10968-2512151132
it1360,18467-2512151100--32695-1-10968-2512151554
it1361,18467-2512151730--32695-1-10968-2512152224
it1362,18467-2512151400--31722-0-10968-2512151642
it1363,18467-2512151940--31722-0-10968-2512152222
it1364,18467-2512151820--32573-1-10968-2512152344
it1365,18467-2512150615--32573-1-10968-2512151255
it1366,18467-2512151137--32573-1-10968-2512151919
it1367,18467-2512161635--32573-0-10968-2512161915
it1368,18467-2512161415--32573-0-10968-2512161705
it1369,18467-2512160759--32573-0-10968-2512161054
it1370,18467-2512161137--32573-1-10968-2512161554
it1371,18467-2512160615--32385-1-10968-2512161215
it1372,18467-2512161130--32385-1-10968-2512161833
it1373,18467-2512161330--32385-1-10910-2512161749
it1374,18467-2512160745--32385-1-10968-2512161215
it1375,18467-2512160615--32385-1-10910-2512161115
it1376,18467-2512161330--32385-1-10968-2512161833
it1377,18467-2512161800--32385-1-10910-2512162338
it1378,18467-2512161400--32695-0-10968-2512161642
it1379,18467-2512161940--32695-0-10968-2512162222
it1380,18467-2512160900--32695-1-10968-2512161311
it1381,18467-2512161400--32695-1-10968-2512161826
it1382,18467-2512161100--32695-1-10968-2512161554
it1383,18467-2512161000--32695-1-10968-2512161554
it1384,18390-2512161525--32695-1-10968-2512162224
it1385,18467-2512161400--31722-0-10968-2512161642
it1386,18467-2512161940--31722-0-10968-2512162222
it1387,18467-2512160615--32573-1-10968-2512161043
it1388,18467-2512161305--32573-1-10968-2512161753
it1389,18467-2512171635--32573-0-10968-2512171915
it1390,18467-2512171400--31722-0-10968-2512171642
it1391,18467-2512171940--31722-0-10968-2512172222
it1392,18467-2512171415--32573-0-10968-2512171705
it1393,18467-2512170759--32573-0-10968-2512171054
it1394,18467-2512170900--31722-1-10968-2512171311
it1395,18467-2512171137--32573-1-10968-2512171554
it1396,18467-2512170615--32573-1-10968-2512171043
it1397,18467-2512170615--32385-1-10910-2512171115
it1398,18467-2512170615--32385-1-10968-2512171215
it1399,18467-2512171330--32385-1-10910-2512171749
it1400,18467-2512170745--32385-1-10968-2512171215
it1401,18467-2512171330--32385-1-10968-2512171833
it1402,18467-2512171130--32385-1-10968-2512171647
it1403,18467-2512171559--32385-2-10968-2512172211
it1404,18467-2512171305--32573-1-10968-2512171753
it1405,18467-2512171820--32573-1-10968-2512172344
it1406,18467-2512181825--32573-0-10968-2512182105
it1407,18467-2512180809--32573-0-10968-2512181054
it1408,18467-2512181405--32573-0-10968-2512181705
it1409,18467-2512181330--31679-1-10910-2512181749
it1410,18467-2512180615--32385-1-10910-2512181115
it1411,18467-2512181559--32385-2-10968-2512190001
it1412,18467-2512181330--32385-1-10910-2512181749
it1413,18467-2512180745--32385-1-10968-2512181215
it1414,18467-2512181330--32385-1-10968-2512181833
it1415,18467-2512181800--32385-1-10968-2512190001
it1416,18467-2512181400--32695-0-10968-2512181642
it1417,18467-2512181940--32695-0-10968-2512182222
it1418,18467-2512180900--32695-1-10968-2512181311
it1419,18467-2512181100--32695-1-10968-2512181554
it1420,18467-2512181000--32695-1-10968-2512181554
it1421,18390-2512181525--32695-1-10968-2512182224
it1422,18467-2512181400--32695-1-10968-2512182224
it1423,18467-2512181400--31722-0-10968-2512181642
it1424,18467-2512181940--31722-0-10968-2512182222
it1425,18467-2512180900--31722-1-10968-2512181311
it1426,18467-2512191825--32573-0-10968-2512192105
it1427,18467-2512190809--32573-0-10968-2512191054
it1428,18467-2512191405--32573-0-10968-2512191705
it1429,18467-2512191330--31679-1-10910-2512191749
it1430,18467-2512191330--32385-1-10968-2512191833
it1431,18467-2512191330--31679-1-10968-2512191833
it1432,18467-2512191330--32385-1-10910-2512192034
it1433,18467-2512191559--32385-2-10968-2512200001
it1434,18467-2512191330--32385-1-10910-2512191749
it1435,18467-2512190745--32385-1-10968-2512191215
it1436,18467-2512190615--32385-1-10910-2512191115
it1437,18467-2512190615--32385-1-10968-2512191215
it1438,18467-2512191400--32695-0-10968-2512191642
it1439,18467-2512191940--32695-0-10968-2512192222
it1440,18467-2512190900--32695-1-10968-2512191311
it1441,18467-2512191100--32695-1-10968-2512191554
it1442,18467-2512191730--32695-1-10968-2512192224
it1443,18467-2512191000--32695-1-10968-2512191554
it1444,18390-2512191525--32695-1-10968-2512192224
it1445,18467-2512191400--32695-1-10968-2512192224
it1446,18467-2512191400--31722-0-10968-2512191642
it1447,18467-2512191940--31722-0-10968-2512192222
it1448,18467-2512190615--32573-1-10968-2512191109
it1449,18467-2512190615--32385-1-10968-2512191421
it1450,18467-2512201825--32573-0-10968-2512202105
it1451,18467-2512200809--32573-0-10968-2512201054
it1452,18467-2512201405--32573-0-10968-2512201705
it1453,18467-2512200615--32573-1-10968-2512201109
it1454,18467-2512200615--31679-1-10910-2512201116
it1455,18467-2512201820--32573-1-10968-2512202338
it1456,18467-2512200615--31679-1-10910-2512201455
it1457,18467-2512200615--31679-1-10910-2512201738
it1458,18467-2512201005--32385-2-10968-2512201909
it1459,18467-2512201400--31722-0-10968-2512201642
it1460,18467-2512201940--31722-0-10968-2512202222
it1461,18467-2512201125--32573-1-10968-2512201555
it1462,18467-2512201310--32573-1-10968-2512201804
it1463,18467-2512211825--32573-0-10968-2512212105
it1464,18467-2512210809--32573-0-10968-2512211054
it1465,18467-2512211405--32573-0-10968-2512211705
it1466,18467-2512210615--32385-1-10968-2512211256
it1467,18467-2512210615--32385-1-10910-2512211116
it1468,18467-2512211400--31722-0-10968-2512211642
it1469,18467-2512211940--31722-0-10968-2512212222
it1470,18467-2512211125--32573-1-10968-2512211555
it1471,18467-2512210615--32573-1-10968-2512211109
it1472,18467-2512211820--32573-1-10968-2512212338
it1473,18467-2512221825--32573-0-10968-2512222105
it1474,18467-2512220809--32573-0-10968-2512221054
it1475,18467-2512221405--32573-0-10968-2512221705
it1476,18467-2512220615--32573-1-10968-2512221109
it1477,18467-2512220615--32385-1-10910-2512221116
it1478,18467-2512221400--32695-0-10968-2512221642
it1479,18467-2512221940--32695-0-10968-2512222222
it1480,18467-2512220900--32695-1-10968-2512221311
it1481,18467-2512221100--32695-1-10968-2512221554
it1482,18467-2512221000--32695-1-10968-2512221554
it1483,18467-2512220900--32695-1-10968-2512221554
it1484,18467-2512221400--32695-1-10968-2512222224
it1485,18467-2512221400--31722-0-10968-2512221642
it1486,18467-2512221940--31722-0-10968-2512222222
it1487,18467-2512221125--32573-1-10968-2512221555
it1488,18467-2512221820--32573-1-10968-2512222338
it1489,18467-2512231825--32573-0-10968-2512232105
it1490,18467-2512230809--32573-0-10968-2512231054
it1491,18467-2512231405--32573-0-10968-2512231705
it1492,18467-2512231125--32573-1-10968-2512231555
it1493,18467-2512230615--32573-1-10968-2512231109
it1494,18467-2512231310--32573-1-10968-2512231804
it1495,18467-2512230615--31679-1-10910-2512231116
it1496,18467-2512231820--32573-1-10968-2512232338
it1497,18467-2512230615--31679-1-10968-2512231256
it1498,18467-2512231005--32385-2-10968-2512231909
it1499,18467-2512231400--32695-0-10968-2512231642
it1500,18467-2512231940--32695-0-10968-2512232222
it1501,18467-2512230900--32695-1-10968-2512231311
it1502,18467-2512231100--32695-1-10968-2512231554
it1503,18467-2512231730--32695-1-10968-2512232224
it1504,18390-2512231525--32695-1-10968-2512232224
it1505,18467-2512231400--32695-1-10968-2512232224
it1506,18467-2512231400--31722-0-10968-2512231642
it1507,18467-2512231940--31722-0-10968-2512232222
it1508,18467-2512231310--32573-1-10968-2512231940
it1509,18467-2512240615--31679-1-10910-2512241116
it1510,18467-2512240615--31679-1-10968-2512241256
it1511,18467-2512240615--31679-1-10910-2512241455
it1512,18467-2512240615--32385-1-10910-2512241116
it1513,18467-2512240615--32385-1-10968-2512241256
it1514,18467-2512240615--32385-1-10968-2512241510
it1515,18467-2512241825--32573-0-10968-2512242105
it1516,18467-2512241940--32695-0-10968-2512242222
it1517,18467-2512241400--32695-0-10968-2512241642
it1518,18467-2512240809--32573-0-10968-2512241054
it1519,18467-2512241405--32573-0-10968-2512241705
it1520,18467-2512240900--32695-1-10968-2512241311
it1521,18467-2512241100--32695-1-10968-2512241554
it1522,18467-2512240800--32695-1-10968-2512241311
it1523,18467-2512240700--32695-1-10968-2512241311
it1524,18467-2512241500--32695-1-10968-2512242224
it1525,18467-2512241940--31722-0-10968-2512242222
it1526,18467-2512241400--31722-0-10968-2512241642
it1527,18467-2512240900--31722-1-10968-2512241311
it1528,18467-2512241125--32573-1-10968-2512241555
it1529,18467-2512241820--32573-1-10968-2512242338
it1530,18467-2512251825--32573-0-10968-2512252105
it1531,18467-2512250809--32573-0-10968-2512251054
it1532,18467-2512251405--32573-0-10968-2512251705
it1533,18467-2512250615--32573-1-10968-2512251109
it1534,18467-2512250615--31679-1-10910-2512251116
it1535,18467-2512250615--31679-1-10968-2512251256
it1536,18467-2512250615--32385-1-10910-2512251116
it1537,18467-2512250700--32385-2-10968-2512251510
it1538,18467-2512251005--32385-2-10968-2512251909
it1539,18467-2512251400--32695-0-10968-2512251642
it1540,18467-2512251940--32695-0-10968-2512252222
it1541,18467-2512250900--32695-1-10968-2512251311
it1542,18467-2512251100--32695-1-10968-2512251554
it1543,18467-2512251000--32695-1-10968-2512251554
it1544,18467-2512250700--32695-1-10968-2512251311
it1545,18467-2512250900--32695-1-10968-2512251554
it1546,18467-2512251400--31722-0-10968-2512251642
it1547,18467-2512251940--31722-0-10968-2512252222
it1548,18467-2512250900--31722-1-10968-2512251311
it1549,18467-2512251820--32573-1-10968-2512252338
it1550,18467-2512261825--32573-0-10968-2512262105
it1551,18467-2512261400--31722-0-10968-2512261642
it1552,18467-2512261940--31722-0-10968-2512262222
it1553,18467-2512260809--32573-0-10968-2512261054
it1554,18467-2512261405--32573-0-10968-2512261705
it1555,18467-2512260615--32573-1-10968-2512261109
it1556,18467-2512260615--32385-1-10910-2512261116
it1557,18467-2512261816--32385-1-10968-2512270022
it1558,18467-2512260615--32385-1-10910-2512261455
it1559,18467-2512261400--32695-0-10968-2512261642
it1560,18467-2512261940--32695-0-10968-2512262222
it1561,18467-2512260900--32695-1-10968-2512261311
it1562,18467-2512261730--32695-1-10968-2512262224
it1563,18390-2512261525--32695-1-10968-2512262224
it1564,18467-2512261500--32695-1-10968-2512262224
it1565,18467-2512261400--32695-1-10968-2512262224
it1566,18467-2512261125--32573-1-10968-2512261555
it1567,18467-2512261310--32573-1-10968-2512261940
it1568,18467-2512271825--32573-0-10968-2512272105
it1569,18467-2512270809--32573-0-10968-2512271054
it1570,18467-2512271405--32573-0-10968-2512271705
it1571,18467-2512270615--32385-1-10910-2512271455
it1572,18467-2512270615--31679-1-10910-2512271455
it1573,18467-2512271005--32385-2-10968-2512271909
it1574,18467-2512270615--32385-1-10910-2512271116
it1575,18467-2512270615--32385-1-10968-2512271510
it1576,18467-2512271940--32695-0-10968-2512272222
it1577,18467-2512271400--32695-0-10968-2512271642
it1578,18467-2512270900--32695-1-10968-2512271311
it1579,18467-2512271100--32695-1-10968-2512271554
it1580,18467-2512271730--32695-1-10968-2512272224
it1581,18467-2512270800--32695-1-10968-2512271311
it1582,18467-2512271000--32695-1-10968-2512271554
it1583,18467-2512271940--31722-0-10968-2512272222
it1584,18467-2512271400--31722-0-10968-2512271642
it1585,18467-2512271125--32573-1-10968-2512271555
it1586,18467-2512270615--32573-1-10968-2512271109
it1587,18467-2512271820--32573-1-10968-2512272338
it1588,18467-2512271310--32573-1-10968-2512271940
it1589,18467-2512281825--32573-0-10968-2512282105
it1590,18467-2512280809--32573-0-10968-2512281054
it1591,18467-2512281405--32573-0-10968-2512281705
it1592,18467-2512281125--32573-1-10968-2512281555
it1593,18467-2512280615--32573-1-10968-2512281109
it1594,18467-2512280615--31679-1-10910-2512281116
it1595,18467-2512281205--31679-1-10910-2512281738
it1596,18467-2512281310--32573-1-10968-2512281940
it1597,18467-2512280615--31679-1-10910-2512281455
it1598,18467-2512280615--32385-1-10910-2512281116
it1599,18467-2512281205--32385-1-10910-2512281738
it1600,18467-2512280615--32385-1-10968-2512281256
it1601,18467-2512280615--32385-1-10910-2512281455
it1602,18467-2512281940--31722-0-10968-2512282222
it1603,18467-2512281400--31722-0-10968-2512281642
it1604,18467-2512281820--32573-1-10968-2512282338
it1605,18467-2512281125--32573-1-10968-2512281940
it1606,18467-2512291825--32573-0-10968-2512292105
it1607,18467-2512290809--32573-0-10968-2512291054
it1608,18467-2512291405--32573-0-10968-2512291705
it1609,18467-2512290615--32573-1-10968-2512291109
it1610,18467-2512291125--32573-1-10968-2512291804
it1611,18467-2512290615--32385-1-10910-2512291455
it1612,18467-2512291400--32385-2-10968-2512300022
it1613,18467-2512291400--32695-0-10968-2512291642
it1614,18467-2512291940--32695-0-10968-2512292222
it1615,18467-2512290900--32695-1-10968-2512291311
it1616,18467-2512291100--32695-1-10968-2512291554
it1617,18467-2512291730--32695-1-10968-2512292224
it1618,18467-2512290800--32695-1-10968-2512291311
it1619,18467-2512291400--32695-1-10968-2512292224
it1620,18467-2512291400--31722-0-10968-2512291642
it1621,18467-2512291940--31722-0-10968-2512292222
it1622,18467-2512291125--32573-1-10968-2512291555
it1623,18467-2512291820--32573-1-10968-2512292338
it1624,18467-2512291310--32573-1-10968-2512291940
it1625,18467-2512300615--32385-1-10910-2512301116
it1626,18467-2512300615--32385-1-10910-2512301455
it1627,18467-2512300615--32385-1-10968-2512301510
it1628,18467-2512301825--32573-0-10968-2512302105
it1629,18467-2512300809--32573-0-10968-2512301054
it1630,18467-2512301405--32573-0-10968-2512301705
it1631,18467-2512301400--31722-0-10968-2512301642
it1632,18467-2512301940--31722-0-10968-2512302222
it1633,18467-2512301125--32573-1-10968-2512301555
it1634,18467-2512300615--32573-1-10968-2512301109
it1635,18467-2512311825--32573-0-10968-2512312105
it1636,18467-2512310809--32573-0-10968-2512311054
it1637,18467-2512311405--32573-0-10968-2512311705
it1638,18467-2512310615--32385-1-10968-2512311256
it1639,18467-2512310615--32385-1-10910-2512311116
it1640,18467-2512310615--32385-1-10910-2512311455
it1641,18467-2512311400--31722-0-10968-2512311642
it1642,18467-2512311940--31722-0-10968-2512312222
it1643,18467-2512311125--32573-1-10968-2512311555
it1644,18467-2512310615--32573-1-10968-2512311109
it1645,18467-2602011400--32695-0-10968-2602011642
it1646,18467-2602011940--32695-0-10968-2602012222
it1647,18390-2602011525--32695-1-10968-2602012224
it1648,18467-2602011500--32695-1-10968-2602012224
it1649,18467-2602011400--32695-1-10968-2602012224
it1650,18467-2602021400--32695-0-10968-2602021642
it1651,18467-2602021940--32695-0-10968-2602022222
it1652,18390-2602021525--32695-1-10968-2602022224
it1653,18467-2602021500--32695-1-10968-2602022224
it1654,18467-2602021400--32695-1-10968-2602022224
it1655,18467-2602031940--32695-0-10968-2602032222
it1656,18467-2602031400--32695-0-10968-2602031642
it1657,18390-2602031525--32695-1-10968-2602032224
it1658,18467-2602031500--32695-1-10968-2602032224
it1659,18467-2602031400--32695-1-10968-2602032224
it1660,18467-2602041400--32695-0-10968-2602041642
it1661,18467-2602041940--32695-0-10968-2602042222
it1662,18390-2602041525--32695-1-10968-2602042224
it1663,18467-2602041500--32695-1-10968-2602042224
it1664,18467-2602041400--32695-1-10968-2602042224
it1665,18467-2602051400--32695-0-10968-2602051642
