itinerary_id,itineraries
it3208,18467-2506231710--31679-1-10910-2506241115
it3209,18467-2506231130--32385-1-10910-2506231534
it3210,18467-2506230600--32385-1-10968-2506231015
it3211,18467-2506231320--32385-1-10910-2506231749
it3212,18467-2506231855--32385-1-10910-2506232338
it3213,18467-2506231710--32385-1-10968-2506232211
it3214,18467-2506231855--32385-1-10968-2506240001
it3215,18467-2506231320--32385-1-10968-2506231833
it3216,18467-2506231330--32573-0-10968-2506231555
it3217,18467-2506230659--32573-0-10968-2506230924
it3218,18467-2506231735--32573-0-10968-2506232000
it3219,18467-2506231640--31722-0-10968-2506231902
it3220,18467-2506230830--31722-0-10968-2506231052
it3221,18467-2506231145--32573-1-10968-2506231545
it3222,18467-2506231325--32573-1-10968-2506231734
it3223,18467-2506230635--32573-1-10968-2506231112
it3224,18467-2506231845--32573-1-10968-2506240041
it3225,18467-2506240830--31722-0-10968-2506241052
it3226,18467-2506241330--32573-0-10968-2506241555
it3227,18467-2506241735--32573-0-10968-2506242000
it3228,18467-2506240659--32573-0-10968-2506240924
it3229,18467-2506241145--32573-1-10968-2506241545
it3230,18467-2506241130--32385-1-10910-2506241534
it3231,18467-2506240600--32385-1-10968-2506241015
it3232,18467-2506241320--32385-1-10910-2506241749
it3233,18467-2506240745--32385-1-10968-2506241215
it3234,18467-2506241640--32695-0-10968-2506241902
it3235,18467-2506240830--32695-0-10968-2506241052
it3236,18467-2506241410--32695-1-10968-2506241858
it3237,18467-2506240815--32695-1-10968-2506241324
it3238,18467-2506241000--32695-1-10968-2506241522
it3239,18467-2506240700--32695-1-10968-2506241324
it3240,18467-2506240815--32695-1-10968-2506241522
it3241,18467-2506241640--31722-0-10968-2506241902
it3242,18467-2506241100--31722-1-10968-2506241522
it3243,18467-2506240635--32573-1-10968-2506241112
it3244,18467-2506241145--32573-1-10968-2506241734
it3245,"18390-2506250910--31954,-31825-3-10968-2506252219"
it3246,"18390-2506250850--31954,-31825-3-10968-2506252352"
it3247,18467-2506251130--32385-1-10910-2506251534
it3248,18467-2506251320--32385-1-10910-2506251749
it3249,18467-2506251559--32385-2-10968-2506252211
it3250,18467-2506250659--32573-0-10968-2506250924
it3251,18467-2506251330--32573-0-10968-2506251555
it3252,18467-2506251735--32573-0-10968-2506252000
it3253,18467-2506251640--31722-0-10968-2506251902
it3254,18467-2506250830--31722-0-10968-2506251052
it3255,18467-2506250700--31722-1-10968-2506251124
it3256,18467-2506250900--31722-1-10968-2506251324
it3257,18467-2506250700--31722-1-10968-2506251324
it3258,"18390-2506260910--31954,-31825-3-10968-2506262219"
it3259,18467-2506261130--32385-1-10910-2506261534
it3260,18467-2506260600--32385-1-10968-2506261015
it3261,18467-2506261320--32385-1-10910-2506261749
it3262,18467-2506260745--32385-1-10968-2506261215
it3263,18467-2506261855--32385-1-10910-2506262338
it3264,18467-2506261710--32385-1-10968-2506262211
it3265,18467-2506260659--32573-0-10968-2506260924
it3266,18467-2506261330--32573-0-10968-2506261555
it3267,18467-2506261735--32573-0-10968-2506262000
it3268,18467-2506261640--31722-0-10968-2506261902
it3269,18467-2506260830--31722-0-10968-2506261052
it3270,18467-2506261145--32573-1-10968-2506261545
it3271,18467-2506261325--32573-1-10968-2506261734
it3272,18467-2506260900--31722-1-10968-2506261320
it3273,18467-2506261100--31722-1-10968-2506261522
it3274,18467-2506260700--31722-1-10968-2506261124
it3275,18467-2506271330--32573-0-10968-2506271555
it3276,18467-2506270659--32573-0-10968-2506270924
it3277,18467-2506271735--32573-0-10968-2506272000
it3278,18467-2506271130--31679-1-10910-2506271534
it3279,18467-2506270600--31679-1-10968-2506271015
it3280,18467-2506271320--31679-1-10910-2506271749
it3281,18467-2506271320--31679-1-10968-2506271833
it3282,18467-2506271130--32385-1-10910-2506271534
it3283,18467-2506270600--32385-1-10968-2506271015
it3284,18467-2506271320--32385-1-10910-2506271749
it3285,18467-2506270745--32385-1-10968-2506271215
it3286,18467-2506271855--32385-1-10910-2506272338
it3287,18467-2506270830--32695-0-10968-2506271052
it3288,18467-2506271640--32695-0-10968-2506271902
it3289,18467-2506271715--32695-1-10968-2506272229
it3290,18467-2506271000--32695-1-10968-2506271522
it3291,18467-2506271300--32695-1-10968-2506271858
it3292,18467-2506270700--32695-1-10968-2506271320
it3293,18467-2506271445--32695-1-10968-2506272229
it3294,18467-2506270830--31722-0-10968-2506271052
it3295,18467-2506271640--31722-0-10968-2506271902
it3296,18467-2506271100--31722-1-10968-2506271522
it3297,18467-2506270700--31722-1-10968-2506271124
it3298,18467-2506271715--31722-1-10968-2506272229
it3299,18467-2506271300--31722-1-10968-2506271858
it3300,"18390-2506280910--31954,-31825-3-10968-2506282219"
it3301,"18390-2506280850--31954,-31825-3-10968-2506282352"
it3302,"18390-2506280700--31954,-31825-3-10968-2506282219"
it3303,18467-2506280600--32385-1-10968-2506281015
it3304,18467-2506280745--32385-1-10968-2506281215
it3305,18467-2506281320--32385-1-10968-2506281833
it3306,18467-2506281130--32385-1-10968-2506281647
it3307,18467-2506281735--32573-0-10968-2506282000
it3308,18467-2506280659--32573-0-10968-2506280924
it3309,18467-2506281330--32573-0-10968-2506281555
it3310,18467-2506280830--31722-0-10968-2506281052
it3311,18467-2506281640--31722-0-10968-2506281902
it3312,18467-2506281145--32573-1-10968-2506281545
it3313,18467-2506281100--31722-1-10968-2506281522
it3314,18467-2506280700--31722-1-10968-2506281124
it3315,18467-2506281715--31722-1-10968-2506282229
it3316,18467-2506281000--31722-1-10968-2506281522
it3317,18467-2506281300--31722-1-10968-2506281858
it3318,18467-2506280900--31722-1-10968-2506281522
it3319,18467-2506290659--32573-0-10968-2506290924
it3320,18467-2506291735--32573-0-10968-2506292000
it3321,18467-2506291330--32573-0-10968-2506291555
it3322,18467-2506291130--31679-1-10910-2506291534
it3323,18467-2506290745--31679-1-10910-2506291357
it3324,18467-2506291710--32385-1-10968-2506300001
it3325,18467-2506291559--32385-2-10968-2506300001
it3326,18467-2506291130--32385-1-10910-2506291534
it3327,18467-2506290600--32385-1-10968-2506291015
it3328,18467-2506291320--32385-1-10910-2506291749
it3329,18467-2506290745--32385-1-10968-2506291215
it3330,18467-2506291640--32695-0-10968-2506291902
it3331,18467-2506290830--32695-0-10968-2506291052
it3332,18467-2506290815--32695-1-10968-2506291320
it3333,18467-2506291300--32695-1-10968-2506291858
it3334,18467-2506290700--32695-1-10968-2506291320
it3335,18467-2506290900--32695-1-10968-2506291522
it3336,18467-2506291445--32695-1-10968-2506292229
it3337,18467-2506291640--31722-0-10968-2506291902
it3338,18467-2506290830--31722-0-10968-2506291052
it3339,18467-2506290900--31722-1-10968-2506291320
it3340,18467-2506291100--31722-1-10968-2506291522
it3341,18467-2506290700--31722-1-10968-2506291124
it3342,18467-2506301330--32573-0-10968-2506301555
it3343,18467-2506300659--32573-0-10968-2506300924
it3344,18467-2506301735--32573-0-10968-2506302000
it3345,18467-2506301710--32385-1-10910-2506302338
it3346,18467-2506301710--32385-1-10968-2507010001
it3347,18467-2506300600--32385-1-10968-2506301015
it3348,18467-2506300745--32385-1-10968-2506301215
it3349,18467-2506301710--32385-1-10968-2506302211
it3350,18467-2506300830--32695-0-10968-2506301052
it3351,18467-2506301640--32695-0-10968-2506301902
it3352,18467-2506300815--32695-1-10968-2506301320
it3353,18467-2506301000--32695-1-10968-2506301522
it3354,18467-2506300700--32695-1-10968-2506301320
it3355,18467-2506300900--32695-1-10968-2506301522
it3356,18467-2506301445--32695-1-10968-2506302229
it3357,18467-2506300830--31722-0-10968-2506301052
it3358,18467-2506301640--31722-0-10968-2506301902
it3359,18467-2506301325--32573-1-10968-2506301734
it3360,18467-2506300700--31722-1-10968-2506301124
it3361,18467-2506300635--32573-1-10968-2506301112
it3362,18467-2506301845--32573-1-10968-2507010041
it3363,18467-2506300700--31722-1-10968-2506301320
it3364,18467-2503031400--32695-0-10968-2503031640
it3365,18467-2503031940--32695-0-10968-2503032222
it3366,18467-2503031400--32593-0-10968-2503031655
it3367,18467-2503031730--32695-1-10968-2503032248
it3368,18467-2503030615--32385-1-10910-2503031124
it3369,18467-2503030615--32385-1-10968-2503031128
it3370,18467-2503031220--32385-1-10910-2503031755
it3371,18467-2503031815--32385-1-10968-2503032357
it3372,18467-2503031430--32385-2-10968-2503032145
it3373,18467-2503030755--32385-2-10968-2503031654
it3374,18467-2503031710--32573-0-10968-2503032000
it3375,18467-2503031400--32573-0-10968-2503031655
it3376,18467-2503030614--32573-0-10968-2503030914
it3377,18467-2503031100--32695-1-10968-2503031600
it3378,18467-2503030652--32695-1-10968-2503031206
it3379,18467-2503031600--32695-1-10968-2503032304
it3380,18467-2503031530--32695-1-10968-2503032248
it3381,18467-2503031445--32695-1-10968-2503032328
it3382,18467-2503031400--31722-0-10968-2503031640
it3383,18467-2503031940--31722-0-10968-2503032222
it3384,18467-2503030615--32573-1-10968-2503031038
it3385,18467-2503031314--32573-1-10968-2503031751
it3386,18467-2503031820--32573-1-10968-2503032313
it3387,18467-2503031644--32573-1-10968-2503032138
it3388,18467-2503031131--32573-1-10968-2503031751
it3389,18467-2503041400--32695-0-10968-2503041640
it3390,18467-2503041940--32695-0-10968-2503042222
it3391,18467-2503041400--32593-0-10968-2503041655
it3392,18467-2503040652--32695-1-10968-2503041206
it3393,18467-2503040615--32385-1-10910-2503041124
it3394,18467-2503041220--32385-1-10968-2503041730
it3395,18467-2503040615--32385-1-10968-2503041128
it3396,18467-2503041815--32385-1-10968-2503042357
it3397,18467-2503041710--32573-0-10968-2503042000
it3398,18467-2503041400--32573-0-10968-2503041655
it3399,18467-2503040614--32573-0-10968-2503040914
it3400,18467-2503041100--32695-1-10968-2503041600
it3401,18467-2503041730--32695-1-10968-2503042248
it3402,18467-2503041700--32695-1-10968-2503042304
it3403,18467-2503041530--32695-1-10968-2503042248
it3404,18467-2503041100--32695-1-10968-2503041832
it3405,18467-2503041400--31722-0-10968-2503041640
it3406,18467-2503041940--31722-0-10968-2503042222
it3407,18467-2503040615--32573-1-10968-2503041043
it3408,18467-2503041131--32573-1-10968-2503041607
it3409,18467-2503041314--32573-1-10968-2503041756
it3410,18467-2503041820--32573-1-10968-2503042315
it3411,18467-2503051400--32695-0-10968-2503051640
it3412,18467-2503051940--32695-0-10968-2503052222
it3413,18467-2503051400--32593-0-10968-2503051655
it3414,18467-2503050615--31679-1-10910-2503051124
it3415,18467-2503050652--32695-1-10968-2503051206
it3416,"18467-2503050710--31954,-31825-3-10968-2503052019"
it3417,"18467-2503050710--31954,-32289-2-10968-2503052054"
it3418,"18467-2503051400--31954,-32289-2-10968-2503060545"
it3419,18467-2503050615--32385-1-10910-2503051124
it3420,18467-2503051220--32385-1-10968-2503051730
it3421,18467-2503050615--32385-1-10968-2503051128
it3422,18467-2503051815--32385-1-10968-2503052357
it3423,18467-2503051400--32573-0-10968-2503051655
it3424,18467-2503050614--32573-0-10968-2503050914
it3425,18467-2503051400--32695-1-10968-2503051832
it3426,18467-2503051100--32695-1-10968-2503051600
it3427,18467-2503051730--32695-1-10968-2503052248
it3428,18467-2503050900--32695-1-10968-2503051600
it3429,18467-2503051530--32695-1-10968-2503052248
it3430,18467-2503050800--32695-1-10968-2503051600
it3431,18467-2503051400--31722-0-10968-2503051640
it3432,18467-2503051940--31722-0-10968-2503052222
it3433,18467-2503050615--32573-1-10968-2503051043
it3434,18467-2503051131--32573-1-10968-2503051607
it3435,18467-2503051314--32573-1-10968-2503051756
it3436,18467-2503051820--32573-1-10968-2503052315
it3437,18467-2503061400--32695-0-10968-2503061640
it3438,18467-2503061400--31722-0-10968-2503061640
it3439,18467-2503061940--32695-0-10968-2503062222
it3440,18467-2503061940--31722-0-10968-2503062222
it3441,18467-2503061400--32593-0-10968-2503061655
it3442,18467-2503060900--31722-1-10968-2503061339
it3443,18467-2503061730--32695-1-10968-2503062240
it3444,18467-2503061730--31722-1-10968-2503062240
it3445,18467-2503060652--32695-1-10968-2503061208
it3446,18467-2503061220--32385-1-10968-2503061654
it3447,18467-2503060615--32385-1-10910-2503061124
it3448,18467-2503060615--32385-1-10968-2503061128
it3449,18467-2503060615--32385-2-10968-2503061512
it3450,18467-2503061714--32573-0-10968-2503062009
it3451,18467-2503060611--32573-0-10968-2503060911
it3452,18467-2503061644--32573-1-10968-2503062135
it3453,18467-2503061820--32573-1-10968-2503062313
it3454,18467-2503061644--32573-1-10968-2503062313
it3455,18467-2503080615--31679-1-10910-2503081124
it3456,18467-2503081220--31679-1-10910-2503082217
it3457,18467-2503082315--31679-2-10910-2503091516
it3458,"18390-2503080645--31954,-31825-2-10968-2503082329"
it3459,18467-2503080615--32385-1-10910-2503081124
it3460,18467-2503081220--32385-1-10968-2503081730
it3461,18467-2503080615--32385-1-10968-2503081128
it3462,18467-2503080615--32385-2-10968-2503081512
it3463,18467-2503081430--32385-2-10968-2503082357
it3464,18467-2503081714--32573-0-10968-2503082009
it3465,18467-2503081400--32573-0-10968-2503081655
it3466,18467-2503080611--32573-0-10968-2503080911
it3467,18467-2503081400--31722-0-10968-2503081640
it3468,18467-2503081940--31722-0-10968-2503082222
it3469,18467-2503081314--32573-1-10968-2503081739
it3470,18467-2503080900--31722-1-10968-2503081336
it3471,18467-2503080652--31722-1-10968-2503081136
it3472,18467-2503081130--32573-1-10968-2503081739
it3473,18467-2503091400--31722-0-10968-2503091640
it3474,18467-2503091940--31722-0-10968-2503092222
it3475,18467-2503091400--32593-0-10968-2503091650
it3476,"18467-2503091314--32593,-32269-1-10968-2503091741"
it3477,18467-2503090900--31722-1-10968-2503091336
it3478,18467-2503090652--31722-1-10968-2503091208
it3479,18467-2503090615--32385-1-10910-2503091133
it3480,18467-2503091400--32573-0-10968-2503091650
it3481,18467-2503091714--32573-0-10968-2503092009
it3482,18467-2503090611--32573-0-10968-2503090906
it3483,18467-2503091314--32573-1-10968-2503091741
it3484,18467-2503090615--32573-1-10968-2503091047
it3485,18467-2503091100--31722-1-10968-2503091558
it3486,18467-2503091820--32573-1-10968-2503092324
it3487,18467-2503091130--32573-1-10968-2503091741
it3488,18467-2503091644--32573-1-10968-2503092324
it3489,"18390-2503101155--31954,-31825-2-10968-2503102329"
it3490,18467-2503100615--32385-1-10910-2503101133
it3491,18467-2503101815--32385-1-10968-2503110016
it3492,18467-2503101320--32385-2-10968-2503102207
it3493,18467-2503101400--32573-0-10968-2503101650
it3494,18467-2503101714--32573-0-10968-2503102009
it3495,18467-2503100611--32573-0-10968-2503100906
it3496,18467-2503101940--31722-0-10968-2503102222
it3497,18467-2503101314--32573-1-10968-2503101741
it3498,18467-2503101820--32573-1-10968-2503102324
it3499,18467-2503101130--32573-1-10968-2503101741
it3500,18467-2503111400--32695-0-10968-2503111640
it3501,18467-2503111940--32695-0-10968-2503112222
it3502,18467-2503111400--32593-0-10968-2503111650
it3503,18467-2503111100--32695-1-10968-2503111558
it3504,18467-2503110615--32385-1-10910-2503111111
it3505,18467-2503110745--32385-1-10968-2503111249
it3506,18467-2503111220--32385-1-10910-2503111753
it3507,18467-2503111020--32385-2-10968-2503111637
it3508,18467-2503111400--32573-0-10968-2503111650
it3509,18467-2503110611--32573-0-10968-2503110906
it3510,18467-2503111714--32573-0-10968-2503112009
it3511,18467-2503110800--32695-1-10968-2503111332
it3512,18467-2503111700--32695-1-10968-2503112304
it3513,18467-2503110652--32695-1-10968-2503111332
it3514,18467-2503110900--32695-1-10968-2503111558
it3515,18467-2503111400--31722-0-10968-2503111640
it3516,18467-2503111940--31722-0-10968-2503112222
it3517,18467-2503111314--32573-1-10968-2503111741
it3518,18467-2503110615--32573-1-10968-2503111047
it3519,18467-2503111130--32573-1-10968-2503111741
it3520,"18390-2503120700--31954,-31825-2-10968-2503122111"
it3521,18467-2503120615--32385-1-10910-2503121111
it3522,18467-2503120745--32385-1-10968-2503121249
it3523,18467-2503121220--32385-1-10910-2503121753
it3524,18467-2503120745--32385-1-10968-2503121440
it3525,18467-2503121400--32695-0-10968-2503121640
it3526,18467-2503121940--32695-0-10968-2503122222
it3527,18467-2503121400--32573-0-10968-2503121650
it3528,18467-2503121714--32573-0-10968-2503122009
it3529,18467-2503120611--32573-0-10968-2503120906
it3530,18467-2503120652--32695-1-10968-2503121208
it3531,18467-2503121220--32695-1-10968-2503121820
it3532,18467-2503121445--32695-1-10968-2503122108
it3533,18467-2503120900--32695-1-10968-2503121558
it3534,18467-2503121100--32695-1-10968-2503121820
it3535,18467-2503121400--31722-0-10968-2503121640
it3536,18467-2503121940--31722-0-10968-2503122222
it3537,18467-2503121314--32573-1-10968-2503121741
it3538,18467-2503120615--32573-1-10968-2503121047
it3539,"18390-2503131155--31954,-31825-2-10968-2503132329"
it3540,18467-2503130745--32385-1-10968-2503131249
it3541,18467-2503130615--32385-1-10910-2503131133
it3542,18467-2503131220--32385-1-10910-2503131753
it3543,18467-2503131020--32385-2-10968-2503131637
it3544,18467-2503131400--32573-0-10968-2503131650
it3545,18467-2503131714--32573-0-10968-2503132009
it3546,18467-2503130611--32573-0-10968-2503130906
it3547,18467-2503131400--31722-0-10968-2503131640
it3548,18467-2503131940--31722-0-10968-2503132222
it3549,18467-2503130615--32573-1-10968-2503131047
it3550,18467-2503131820--32573-1-10968-2503132324
it3551,18467-2503131644--32573-1-10968-2503132324
it3552,18467-2503141400--32695-0-10968-2503141640
it3553,18467-2503141940--32695-0-10968-2503142222
it3554,18467-2503140652--32695-1-10968-2503141208
it3555,18467-2503140615--32385-1-10910-2503141133
it3556,18467-2503140900--32695-1-10968-2503141558
it3557,18467-2503140745--32385-1-10968-2503141249
it3558,18467-2503141815--32385-1-10968-2503150016
it3559,18467-2503141020--32385-2-10968-2503141637
it3560,18467-2503141400--32573-0-10968-2503141650
it3561,18467-2503141714--32573-0-10968-2503142009
it3562,18467-2503140611--32573-0-10968-2503140906
it3563,18467-2503141400--31722-0-10968-2503141640
it3564,18467-2503141940--31722-0-10968-2503142222
it3565,18467-2503140615--32573-1-10968-2503141047
it3566,18467-2503141644--32573-1-10968-2503142142
it3567,18467-2503141820--32573-1-10968-2503142324
it3568,"18390-2503151155--31954,-31825-2-10968-2503152329"
it3569,18467-2503151220--32385-1-10968-2503151652
it3570,18467-2503150615--32385-1-10910-2503151111
it3571,18467-2503151220--32385-1-10910-2503151753
it3572,18467-2503151813--32385-1-10968-2503160016
it3573,18467-2503150615--32385-1-10968-2503151440
it3574,18467-2503150600--32385-2-10968-2503151440
it3575,18467-2503151400--32573-0-10968-2503151650
it3576,18467-2503151714--32573-0-10968-2503152009
it3577,18467-2503150611--32573-0-10968-2503150906
it3578,18467-2503151400--31722-0-10968-2503151640
it3579,18467-2503151940--31722-0-10968-2503152222
it3580,18467-2503151314--32573-1-10968-2503151741
it3581,18467-2503150615--32573-1-10968-2503151047
it3582,18467-2503150652--31722-1-10968-2503151136
it3583,18467-2503151644--32573-1-10968-2503152134
it3584,18467-2503151130--32573-1-10968-2503151741
it3585,18467-2503160615--31679-1-10910-2503161133
it3586,18467-2503161815--31679-1-10968-2503170016
it3587,"18467-2503160945--31954,-32289-1-10968-2503162118"
it3588,18467-2503160615--32385-1-10910-2503161133
it3589,18467-2503161815--32385-1-10968-2503170016
it3590,18467-2503160615--32385-1-10968-2503161249
it3591,18467-2503161400--32573-0-10968-2503161650
it3592,18467-2503161714--32573-0-10968-2503162009
it3593,18467-2503160611--32573-0-10968-2503160906
it3594,18467-2503161400--31722-0-10968-2503161640
it3595,18467-2503161940--31722-0-10968-2503162222
it3596,18467-2503160615--32573-1-10968-2503161047
it3597,18467-2503161820--32573-1-10968-2503162324
it3598,18467-2503161644--32573-1-10968-2503162324
it3599,"18390-2503171155--31954,-31825-2-10968-2503172329"
it3600,"18390-2503170900--31954,-31825-2-10968-2503172329"
it3601,"18390-2503170745--31954,-31825-2-10968-2503172329"
it3602,"18390-2503170700--31954,-31825-3-10968-2503172329"
it3603,"18390-2503170645--31954,-31825-2-10968-2503172329"
it3604,18467-2503170745--32385-1-10968-2503171249
it3605,18467-2503170615--32385-1-10910-2503171133
it3606,18467-2503171815--32385-1-10968-2503180016
it3607,18467-2503170615--32385-1-10968-2503171249
it3608,18467-2503170745--32385-1-10910-2503171516
it3609,18467-2503171400--32573-0-10968-2503171650
it3610,18467-2503171714--32573-0-10968-2503172009
it3611,18467-2503170611--32573-0-10968-2503170906
it3612,18467-2503171400--31722-0-10968-2503171640
it3613,18467-2503171940--31722-0-10968-2503172222
it3614,18467-2503171314--32573-1-10968-2503171741
it3615,18467-2503170615--32573-1-10968-2503171047
it3616,18467-2503171644--32573-1-10968-2503172142
it3617,18467-2503171130--32573-1-10968-2503171741
it3618,18467-2503170615--32573-1-10968-2503171300
it3619,"18390-2503181155--31954,-31825-2-10968-2503182329"
it3620,"18390-2503180700--31954,-31825-2-10968-2503182111"
it3621,18467-2503180615--32385-1-10910-2503181111
it3622,18467-2503180745--32385-1-10968-2503181249
it3623,18467-2503180615--32385-1-10968-2503181249
it3624,18467-2503181400--32573-0-10968-2503181650
it3625,18467-2503181714--32573-0-10968-2503182009
it3626,18467-2503180611--32573-0-10968-2503180906
it3627,18467-2503181940--31722-0-10968-2503182222
it3628,18467-2503181314--32573-1-10968-2503181741
it3629,18467-2503180615--32573-1-10968-2503181047
it3630,18467-2503181644--32573-1-10968-2503182142
it3631,"18390-2503190700--31954,-31825-2-10968-2503191735"
it3632,"18390-2503191155--31954,-31825-2-10968-2503192254"
it3633,"18390-2503190700--31954,-31825-3-10968-2503200035"
it3634,18467-2503190615--32385-1-10910-2503191111
it3635,18467-2503190745--32385-1-10968-2503191249
it3636,18467-2503191220--32385-1-10910-2503191753
it3637,18467-2503190745--32385-1-10968-2503191440
it3638,18467-2503191400--32573-0-10968-2503191650
it3639,18467-2503191714--32573-0-10968-2503192009
it3640,18467-2503190611--32573-0-10968-2503190906
it3641,18467-2503191400--31722-0-10968-2503191640
it3642,18467-2503191940--31722-0-10968-2503192222
it3643,18467-2503191314--32573-1-10968-2503191741
it3644,18467-2503190615--32573-1-10968-2503191047
it3645,"18390-2503200700--31954,-31825-2-10968-2503201735"
it3646,"18390-2503201155--31954,-31825-2-10968-2503202254"
it3647,"18390-2503200700--31954,-31825-3-10968-2503210009"
it3648,18467-2503200745--32385-1-10968-2503201249
it3649,18467-2503200615--32385-1-10910-2503201133
it3650,18467-2503201220--32385-1-10910-2503201753
it3651,18467-2503201815--32385-1-10968-2503210016
it3652,18467-2503201400--32573-0-10968-2503201650
it3653,18467-2503201714--32573-0-10968-2503202009
it3654,18467-2503200611--32573-0-10968-2503200906
it3655,18467-2503201400--31722-0-10968-2503201640
it3656,18467-2503201940--31722-0-10968-2503202222
it3657,18467-2503201100--31722-1-10968-2503201558
it3658,18467-2503210745--31679-1-10968-2503211249
it3659,18467-2503211220--31679-1-10910-2503211753
it3660,"18467-2503210652--32090,-32289-1-10968-2503211347"
it3661,18467-2503211400--32573-0-10968-2503211650
it3662,18467-2503211714--32573-0-10968-2503212009
it3663,18467-2503210611--32573-0-10968-2503210906
it3664,18467-2503211400--31722-0-10968-2503211640
it3665,18467-2503211940--31722-0-10968-2503212222
it3666,18467-2503210900--31722-1-10968-2503211339
it3667,18467-2503211820--32573-1-10968-2503212324
it3668,18467-2503221220--31679-1-10968-2503221652
it3669,18467-2503220745--31679-1-10968-2503221249
it3670,18467-2503220615--31679-1-10968-2503221249
it3671,18467-2503221220--32385-1-10968-2503221652
it3672,18467-2503220615--32385-1-10910-2503221111
it3673,18467-2503220745--32385-1-10968-2503221249
it3674,18467-2503221220--32385-1-10910-2503221753
it3675,18467-2503220615--32385-1-10968-2503221249
it3676,18467-2503221400--32573-0-10968-2503221650
it3677,18467-2503221714--32573-0-10968-2503222009
it3678,18467-2503220611--32573-0-10968-2503220906
it3679,18467-2503221400--31722-0-10968-2503221640
it3680,18467-2503221940--31722-0-10968-2503222222
it3681,18467-2503220652--31722-1-10968-2503221136
it3682,18467-2503221644--32573-1-10968-2503222134
it3683,"18390-2503230700--31954,-31825-2-10968-2503231735"
it3684,"18390-2503230700--31954,-31825-3-10968-2503240603"
it3685,18467-2503230615--32385-1-10910-2503231133
it3686,18467-2503231815--32385-1-10968-2503240016
it3687,18467-2503230615--32385-1-10968-2503231249
it3688,18467-2503231400--32573-0-10968-2503231650
it3689,18467-2503231714--32573-0-10968-2503232009
it3690,18467-2503230611--32573-0-10968-2503230906
it3691,18467-2503231400--31722-0-10968-2503231640
it3692,18467-2503231314--32573-1-10968-2503231744
it3693,18467-2503230615--32573-1-10968-2503231047
it3694,18467-2503230900--31722-1-10968-2503231336
it3695,18467-2503230652--31722-1-10968-2503231208
it3696,18467-2503230800--31722-1-10968-2503231336
it3697,"18390-2503240700--31954,-31825-2-10968-2503241735"
it3698,"18390-2503241155--31954,-31825-2-10968-2503242254"
it3699,18467-2503240615--32385-1-10910-2503241133
it3700,18467-2503241220--32385-1-10910-2503241753
it3701,18467-2503241815--32385-1-10968-2503250016
it3702,18467-2503241400--32573-0-10968-2503241650
it3703,18467-2503241714--32573-0-10968-2503242009
it3704,18467-2503240611--32573-0-10968-2503240906
it3705,18467-2503241314--32573-1-10968-2503241741
it3706,18467-2503240615--32573-1-10968-2503241047
it3707,18467-2503241820--32573-1-10968-2503242324
it3708,18467-2503251400--32695-0-10968-2503251640
it3709,18467-2503251400--31722-0-10968-2503251640
it3710,18467-2503251940--32695-0-10968-2503252222
it3711,18467-2503251940--31722-0-10968-2503252222
it3712,18467-2503251400--32593-0-10968-2503251650
it3713,18467-2503250615--32385-1-10910-2503251111
it3714,18467-2503250745--32385-1-10968-2503251249
it3715,18467-2503251220--32385-1-10910-2503251753
it3716,18467-2503250615--32385-2-10968-2503251440
it3717,18467-2503251400--32573-0-10968-2503251650
it3718,18467-2503251714--32573-0-10968-2503252009
it3719,18467-2503250611--32573-0-10968-2503250906
it3720,18467-2503251314--32573-1-10968-2503251741
it3721,18467-2503250615--32573-1-10968-2503251047
it3722,18467-2503251130--32573-1-10968-2503251741
it3723,18467-2503261400--32695-0-10968-2503261640
it3724,18467-2503261400--31722-0-10968-2503261640
it3725,18467-2503261940--32695-0-10968-2503262222
it3726,18467-2503261940--31722-0-10968-2503262222
it3727,"18467-2503260710--31954,-32289-2-10968-2503261825"
it3728,18467-2503260615--32385-1-10910-2503261111
it3729,18467-2503260745--32385-1-10968-2503261249
it3730,18467-2503261220--32385-1-10910-2503261753
it3731,18467-2503261815--32385-1-10968-2503270016
it3732,18467-2503260745--32385-1-10968-2503261440
it3733,18467-2503261400--32573-0-10968-2503261650
it3734,18467-2503261714--32573-0-10968-2503262009
it3735,18467-2503260611--32573-0-10968-2503260906
it3736,18467-2503261100--32695-1-10968-2503261558
it3737,18467-2503260800--32695-1-10968-2503261326
it3738,18467-2503260652--32695-1-10968-2503261326
it3739,18467-2503260900--32695-1-10968-2503261558
it3740,18467-2503261530--32695-1-10968-2503262240
it3741,18467-2503261314--32573-1-10968-2503261741
it3742,18467-2503260615--32573-1-10968-2503261047
it3743,18467-2503261644--32573-1-10968-2503262142
it3744,18467-2503261130--32573-1-10968-2503261741
it3745,"18390-2503270700--31954,-31825-2-10968-2503271735"
it3746,18467-2503270745--32385-1-10968-2503271249
it3747,18467-2503270615--32385-1-10910-2503271133
it3748,18467-2503270615--32385-1-10968-2503271249
it3749,18467-2503270745--32385-1-10910-2503271516
it3750,18467-2503271400--32573-0-10968-2503271650
it3751,18467-2503271714--32573-0-10968-2503272009
it3752,18467-2503270611--32573-0-10968-2503270906
it3753,18467-2503271314--32573-1-10968-2503271744
it3754,18467-2503270615--32573-1-10968-2503271047
it3755,18467-2503271644--32573-1-10968-2503272142
it3756,18467-2503271820--32573-1-10968-2503272324
it3757,18467-2503281400--31722-0-10968-2503281640
