itinerary_id,cabin_class,price_formatted,flight_number,origin_airport,destination_airport,duration_minutes,stop_count,marketing_airline,operating_airline,is_self_transfer,score,Departure Date,Departure Time,Arrival Date,Arrival Time
18467-2506120600--32385-1-10968-2506121015,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,Air Canada,United Airlines,False,0.841609,2025-06-12,06:00:00,2025-06-12,08:20:00
18467-2506120600--32385-1-10968-2506121015,premium_economy,C$581,961,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,United Airlines,Air Canada,False,0.841609,2025-06-12,09:00:00,2025-06-12,10:15:00
18467-2506121320--32385-1-10910-2506121749,premium_economy,C$645,2710,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,United Airlines,Air Canada,False,0.724391,2025-06-12,13:20:00,2025-06-12,15:37:00
18467-2506120745--32385-1-10968-2506121215,premium_economy,C$581,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,Delta Air Lines,Delta Air Lines,False,0.599858,2025-06-12,07:45:00,2025-06-12,10:00:00
18467-2506120745--32385-1-10968-2506121215,premium_economy,C$581,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,American Airlines,Envoy Air,False,0.599858,2025-06-12,11:00:00,2025-06-12,12:15:00
18467-2506121855--32385-1-10910-2506122338,premium_economy,C$608,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,American Airlines,American Airlines,False,0.578324,2025-06-12,18:55:00,2025-06-12,21:16:00
18467-2506121710--32385-1-10968-2506122211,premium_economy,C$581,1053,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,American Airlines,American Airlines,False,0.595017,2025-06-12,17:10:00,2025-06-12,19:27:00
18467-2506121710--32385-1-10968-2506122211,premium_economy,C$581,31,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,American Airlines,American Airlines,False,0.595017,2025-06-12,20:55:00,2025-06-12,22:11:00
18467-2506121855--32385-1-10968-2506130001,premium_economy,C$608,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,American Airlines,American Airlines,False,0.550618,2025-06-12,18:55:00,2025-06-12,21:16:00
18467-2506121855--32385-1-10968-2506130001,premium_economy,C$608,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,American Airlines,American Airlines,False,0.550618,2025-06-12,22:45:00,2025-06-13,00:01:00
18467-2506121320--32385-1-10968-2506121833,premium_economy,C$608,2710,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,Westjet,Delta Air Lines,False,0.545789,2025-06-12,13:20:00,2025-06-12,15:37:00
18467-2506121320--32385-1-10968-2506121833,premium_economy,C$608,436,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,138,1,Westjet,Delta Air Lines,False,0.545789,2025-06-12,17:15:00,2025-06-12,18:33:00
18467-2506120659--32573-0-10968-2506120924,business,C$556,1169,Toronto Pearson International,Dallas Fort Worth International,205,0,Delta Air Lines,Delta Air Lines,False,0.999,2025-06-12,06:59:00,2025-06-12,09:24:00
18467-2506121330--32573-0-10968-2506121555,business,C$668,1993,Toronto Pearson International,Dallas Fort Worth International,205,0,Delta Air Lines,Delta Air Lines,False,0.890326,2025-06-12,13:30:00,2025-06-12,15:55:00
18467-2506121735--32573-0-10968-2506122000,business,"C$1,161",1111,Toronto Pearson International,Dallas Fort Worth International,205,0,Delta Air Lines,Delta Air Lines,False,0.380688,2025-06-12,17:35:00,2025-06-12,20:00:00
18467-2506121640--32695-0-10968-2506121914,business,C$846,1029,Toronto Pearson International,Dallas Fort Worth International,214,0,Delta Air Lines,Delta Air Lines,False,0.591352,2025-06-12,16:40:00,2025-06-12,19:14:00
18467-2506120820--32695-0-10968-2506121054,business,C$846,1031,Toronto Pearson International,Dallas Fort Worth International,214,0,Delta Air Lines,Delta Air Lines,False,0.448489,2025-06-12,08:20:00,2025-06-12,10:54:00
18467-2506121410--32695-1-10968-2506121858,business,"C$1,110",507,Toronto Pearson International,Chicago O'Hare International,115,1,Delta Air Lines,Delta Air Lines,False,0.281471,2025-06-12,14:10:00,2025-06-12,15:05:00
18467-2506121410--32695-1-10968-2506121858,business,"C$1,110",4235,Chicago O'Hare International,Dallas Fort Worth International,158,1,Delta Air Lines,Delta Air Lines,False,0.281471,2025-06-12,16:20:00,2025-06-12,18:58:00
18467-2506120815--32695-1-10968-2506121324,business,"C$1,110",8901,Toronto Pearson International,Chicago O'Hare International,114,1,Delta Air Lines,Delta Air Lines,False,0.294682,2025-06-12,08:15:00,2025-06-12,09:09:00
18467-2506120815--32695-1-10968-2506121324,business,"C$1,110",5186,Chicago O'Hare International,Dallas Fort Worth International,159,1,Delta Air Lines,Delta Air Lines,False,0.294682,2025-06-12,10:45:00,2025-06-12,13:24:00
18467-2506121000--32695-1-10968-2506121522,business,"C$1,110",8903,Toronto Pearson International,Chicago O'Hare International,114,1,Air Canada,Air Canada,False,0.287652,2025-06-12,10:00:00,2025-06-12,10:54:00
18467-2506121000--32695-1-10968-2506121522,business,"C$1,110",4854,Chicago O'Hare International,Dallas Fort Worth International,157,1,Air Canada,Air Canada,False,0.287652,2025-06-12,12:45:00,2025-06-12,15:22:00
18467-2506120900--32695-1-10968-2506121522,business,C$620,5143,Toronto Pearson International,Chicago O'Hare International,119,1,American Airlines,American Airlines,False,0.475552,2025-06-12,09:00:00,2025-06-12,09:59:00
18467-2506120900--32695-1-10968-2506121522,business,C$620,4854,Chicago O'Hare International,Dallas Fort Worth International,157,1,American Airlines,American Airlines,False,0.475552,2025-06-12,12:45:00,2025-06-12,15:22:00
18467-2506120700--32695-1-10968-2506121324,business,C$620,5141,Toronto Pearson International,Chicago O'Hare International,119,1,American Airlines,American Airlines,False,0.462155,2025-06-12,07:00:00,2025-06-12,07:59:00
18467-2506120700--32695-1-10968-2506121324,business,C$620,5186,Chicago O'Hare International,Dallas Fort Worth International,159,1,Air Canada,United Airlines,False,0.462155,2025-06-12,10:45:00,2025-06-12,13:24:00
18467-2506121640--31722-0-10968-2506121914,first,C$842,8156,Toronto Pearson International,Dallas Fort Worth International,214,0,Air Canada,United Airlines,False,0.999,2025-06-12,16:40:00,2025-06-12,19:14:00
18467-2506120820--31722-0-10968-2506121054,first,C$842,8169,Toronto Pearson International,Dallas Fort Worth International,214,0,Air Canada,Air Canada,False,0.783912,2025-06-12,08:20:00,2025-06-12,10:54:00
18467-2506121325--32573-1-10968-2506121734,first,C$824,3606,Toronto Pearson International,Chicago O'Hare International,115,1,Air Canada,United Airlines,False,0.47418,2025-06-12,13:25:00,2025-06-12,14:20:00
18467-2506121325--32573-1-10968-2506121734,first,C$824,2257,Chicago O'Hare International,Dallas Fort Worth International,144,1,Air Canada,United Airlines,False,0.47418,2025-06-12,15:10:00,2025-06-12,17:34:00
18467-2506121100--31722-1-10968-2506121522,first,C$739,3499,Toronto Pearson International,Chicago O'Hare International,121,1,Air Canada,United Airlines,False,0.511726,2025-06-12,11:00:00,2025-06-12,12:01:00
18467-2506121100--31722-1-10968-2506121522,first,C$739,2290,Chicago O'Hare International,Dallas Fort Worth International,157,1,Air Canada,Jazz Aviation,False,0.511726,2025-06-12,12:45:00,2025-06-12,15:22:00
18467-2506120900--31722-1-10968-2506121324,first,C$618,1538,Toronto Pearson International,Chicago O'Hare International,119,1,Air Canada,United Airlines,False,0.918983,2025-06-12,09:00:00,2025-06-12,09:59:00
18467-2506120900--31722-1-10968-2506121324,first,C$618,1491,Chicago O'Hare International,Dallas Fort Worth International,159,1,Air Canada,Republic Airline United Express,False,0.918983,2025-06-12,10:45:00,2025-06-12,13:24:00
18467-2506120700--31722-1-10968-2506121124,first,C$618,490,Toronto Pearson International,Chicago O'Hare International,119,1,Air Canada,United Airlines,False,0.627822,2025-06-12,07:00:00,2025-06-12,07:59:00
18467-2506120700--31722-1-10968-2506121124,first,C$618,1297,Chicago O'Hare International,Dallas Fort Worth International,159,1,United Airlines,Air Canada,False,0.627822,2025-06-12,08:45:00,2025-06-12,11:24:00
18467-2506120635--32573-1-10968-2506121112,first,C$690,3524,Toronto Pearson International,Chicago O'Hare International,115,1,United Airlines,Air Canada,False,0.493959,2025-06-12,06:35:00,2025-06-12,07:30:00
18467-2506120635--32573-1-10968-2506121112,first,C$690,1555,Chicago O'Hare International,Dallas Fort Worth International,158,1,Delta Air Lines,Delta Air Lines,False,0.493959,2025-06-12,08:34:00,2025-06-12,11:12:00
18467-2506121145--32573-1-10968-2506121734,first,C$690,3604,Toronto Pearson International,Chicago O'Hare International,115,1,American Airlines,American Airlines,False,0.501269,2025-06-12,11:45:00,2025-06-12,12:40:00
18467-2506121145--32573-1-10968-2506121734,first,C$690,2257,Chicago O'Hare International,Dallas Fort Worth International,144,1,American Airlines,Envoy Air,False,0.501269,2025-06-12,15:10:00,2025-06-12,17:34:00
18467-2506131330--32573-0-10968-2506131555,economy,C$427,1993,Toronto Pearson International,Dallas Fort Worth International,205,0,American Airlines,American Airlines,False,0.999,2025-06-13,13:30:00,2025-06-13,15:55:00
18467-2506131735--32573-0-10968-2506132000,economy,C$427,1111,Toronto Pearson International,Dallas Fort Worth International,205,0,Delta Air Lines,Delta Air Lines,False,0.697894,2025-06-13,17:35:00,2025-06-13,20:00:00
18467-2506130659--32573-0-10968-2506130924,economy,C$427,1169,Toronto Pearson International,Dallas Fort Worth International,205,0,Delta Air Lines,Delta Air Lines,False,0.512881,2025-06-13,06:59:00,2025-06-13,09:24:00
18467-2506130820--31722-0-10968-2506131054,economy,C$398,8169,Toronto Pearson International,Dallas Fort Worth International,214,0,Delta Air Lines,Delta Air Lines,False,0.833159,2025-06-13,08:20:00,2025-06-13,10:54:00
18467-2506131100--31722-1-10968-2506131522,economy,C$420,3499,Toronto Pearson International,Chicago O'Hare International,121,1,Delta Air Lines,Delta Air Lines,False,0.444123,2025-06-13,11:00:00,2025-06-13,12:01:00
18467-2506131100--31722-1-10968-2506131522,economy,C$420,2290,Chicago O'Hare International,Dallas Fort Worth International,157,1,Delta Air Lines,Delta Air Lines,False,0.444123,2025-06-13,12:45:00,2025-06-13,15:22:00
18467-2506130900--31722-1-10968-2506131324,economy,C$420,1538,Toronto Pearson International,Chicago O'Hare International,119,1,Delta Air Lines,Delta Air Lines,False,0.44101,2025-06-13,09:00:00,2025-06-13,09:59:00
18467-2506130900--31722-1-10968-2506131324,economy,C$420,1491,Chicago O'Hare International,Dallas Fort Worth International,159,1,Delta Air Lines,Delta Air Lines,False,0.44101,2025-06-13,10:45:00,2025-06-13,13:24:00
18467-2506130815--31722-1-10968-2506131324,economy,C$420,8533,Toronto Pearson International,Chicago O'Hare International,114,1,Delta Air Lines,Delta Air Lines,False,0.439644,2025-06-13,08:15:00,2025-06-13,09:09:00
18467-2506130815--31722-1-10968-2506131324,economy,C$420,1491,Chicago O'Hare International,Dallas Fort Worth International,159,1,Delta Air Lines,Delta Air Lines,False,0.439644,2025-06-13,10:45:00,2025-06-13,13:24:00
18467-2506130600--32385-1-10910-2506131115,economy,C$413,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,Delta Air Lines,Delta Air Lines,False,0.44167,2025-06-13,06:00:00,2025-06-13,08:20:00
18467-2506130745--32385-1-10910-2506131357,economy,C$413,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,United Airlines,Air Canada,False,0.445518,2025-06-13,07:45:00,2025-06-13,10:00:00
18467-2506131130--32385-1-10910-2506131534,premium_economy,C$608,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,134,1,American Airlines,Envoy Air,False,0.999,2025-06-13,11:30:00,2025-06-13,13:44:00
18467-2506130600--32385-1-10968-2506131015,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,American Airlines,Envoy Air,False,0.719157,2025-06-13,06:00:00,2025-06-13,08:20:00
18467-2506130600--32385-1-10968-2506131015,premium_economy,C$581,961,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,American Airlines,American Airlines,False,0.719157,2025-06-13,09:00:00,2025-06-13,10:15:00
18467-2506130745--32385-1-10968-2506131215,premium_economy,C$608,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,American Airlines,American Airlines,False,0.542079,2025-06-13,07:45:00,2025-06-13,10:00:00
18467-2506130745--32385-1-10968-2506131215,premium_economy,C$608,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,American Airlines,American Airlines,False,0.542079,2025-06-13,11:00:00,2025-06-13,12:15:00
18467-2506131855--32385-1-10910-2506132338,premium_economy,C$608,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,Delta Air Lines,Delta Air Lines,False,0.561694,2025-06-13,18:55:00,2025-06-13,21:16:00
18467-2506131855--32385-1-10968-2506140001,premium_economy,C$608,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,141,1,Delta Air Lines,Delta Air Lines,False,0.535016,2025-06-13,18:55:00,2025-06-13,21:16:00
18467-2506131855--32385-1-10968-2506140001,premium_economy,C$608,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,136,1,Delta Air Lines,Delta Air Lines,False,0.535016,2025-06-13,22:45:00,2025-06-14,00:01:00
18467-2506130600--32385-1-10910-2506131115,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,Delta Air Lines,Delta Air Lines,False,0.508095,2025-06-13,06:00:00,2025-06-13,08:20:00
18467-2506130659--32573-0-10968-2506130924,business,C$556,1169,Toronto Pearson International,Dallas Fort Worth International,205,0,Delta Air Lines,Delta Air Lines,False,0.826561,2025-06-13,06:59:00,2025-06-13,09:24:00
18467-2506131735--32573-0-10968-2506132000,business,C$668,1111,Toronto Pearson International,Dallas Fort Worth International,205,0,Air Canada,Air Canada,False,0.691151,2025-06-13,17:35:00,2025-06-13,20:00:00
18467-2506131330--32573-0-10968-2506131555,business,C$802,1993,Toronto Pearson International,Dallas Fort Worth International,205,0,Air Canada,Air Canada,False,0.513328,2025-06-13,13:30:00,2025-06-13,15:55:00
18467-2506130820--32695-0-10968-2506131054,business,C$598,1031,Toronto Pearson International,Dallas Fort Worth International,214,0,American Airlines,American Airlines,False,0.999,2025-06-13,08:20:00,2025-06-13,10:54:00
18467-2506131640--32695-0-10968-2506131914,business,"C$1,189",1029,Toronto Pearson International,Dallas Fort Worth International,214,0,American Airlines,American Airlines,False,0.434407,2025-06-13,16:40:00,2025-06-13,19:14:00
18467-2506131000--32695-1-10968-2506131522,business,C$868,8903,Toronto Pearson International,Chicago O'Hare International,114,1,American Airlines,American Airlines,False,0.363307,2025-06-13,10:00:00,2025-06-13,10:54:00
18467-2506131000--32695-1-10968-2506131522,business,C$868,4854,Chicago O'Hare International,Dallas Fort Worth International,157,1,Air Canada,United Airlines,False,0.363307,2025-06-13,12:45:00,2025-06-13,15:22:00
18467-2506131715--32695-1-10968-2506132245,business,C$868,4990,Toronto Pearson International,Chicago O'Hare International,120,1,Air Canada,United Airlines,False,0.345223,2025-06-13,17:15:00,2025-06-13,18:15:00
18467-2506131715--32695-1-10968-2506132245,business,C$868,5521,Chicago O'Hare International,Dallas Fort Worth International,159,1,Air Canada,Air Canada,False,0.345223,2025-06-13,20:06:00,2025-06-13,22:45:00
18467-2506131300--32695-1-10968-2506131858,business,C$620,5588,Toronto Pearson International,Chicago O'Hare International,121,1,Air Canada,United Airlines,False,0.442789,2025-06-13,13:00:00,2025-06-13,14:01:00
18467-2506131300--32695-1-10968-2506131858,business,C$620,4235,Chicago O'Hare International,Dallas Fort Worth International,158,1,Air Canada,Jazz Aviation,False,0.442789,2025-06-13,16:20:00,2025-06-13,18:58:00
18467-2506130900--32695-1-10968-2506131522,business,C$868,5143,Toronto Pearson International,Chicago O'Hare International,119,1,Air Canada,United Airlines,False,0.343738,2025-06-13,09:00:00,2025-06-13,09:59:00
18467-2506130900--32695-1-10968-2506131522,business,C$868,4854,Chicago O'Hare International,Dallas Fort Worth International,157,1,Air Canada,Jazz Aviation,False,0.343738,2025-06-13,12:45:00,2025-06-13,15:22:00
18467-2506130700--32695-1-10968-2506131324,business,C$620,5141,Toronto Pearson International,Chicago O'Hare International,119,1,Air Canada,United Airlines,False,0.440858,2025-06-13,07:00:00,2025-06-13,07:59:00
18467-2506130700--32695-1-10968-2506131324,business,C$620,5186,Chicago O'Hare International,Dallas Fort Worth International,159,1,Air Canada,Republic Airline United Express,False,0.440858,2025-06-13,10:45:00,2025-06-13,13:24:00
18467-2506130820--31722-0-10968-2506131054,first,C$596,8169,Toronto Pearson International,Dallas Fort Worth International,214,0,Air Canada,United Airlines,False,0.999,2025-06-13,08:20:00,2025-06-13,10:54:00
18467-2506131640--31722-0-10968-2506131914,first,"C$1,183",8156,Toronto Pearson International,Dallas Fort Worth International,214,0,United Airlines,Air Canada,False,0.505667,2025-06-13,16:40:00,2025-06-13,19:14:00
18467-2506131130--32385-1-10910-2506131534,first,C$797,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,134,1,United Airlines,Air Canada,False,0.367554,2025-06-13,11:30:00,2025-06-13,13:44:00
18467-2506131100--31722-1-10968-2506131522,first,C$618,3499,Toronto Pearson International,Chicago O'Hare International,121,1,American Airlines,American Airlines,False,0.657249,2025-06-13,11:00:00,2025-06-13,12:01:00
18467-2506131100--31722-1-10968-2506131522,first,C$618,2290,Chicago O'Hare International,Dallas Fort Worth International,157,1,American Airlines,Envoy Air,False,0.657249,2025-06-13,12:45:00,2025-06-13,15:22:00
18467-2506130700--31722-1-10968-2506131124,first,C$618,490,Toronto Pearson International,Chicago O'Hare International,119,1,American Airlines,American Airlines,False,0.42524,2025-06-13,07:00:00,2025-06-13,07:59:00
18467-2506130700--31722-1-10968-2506131124,first,C$618,1297,Chicago O'Hare International,Dallas Fort Worth International,159,1,American Airlines,Envoy Air,False,0.42524,2025-06-13,08:45:00,2025-06-13,11:24:00
18467-2506130635--32573-1-10968-2506131112,first,C$690,3524,Toronto Pearson International,Chicago O'Hare International,115,1,American Airlines,American Airlines,False,0.373695,2025-06-13,06:35:00,2025-06-13,07:30:00
18467-2506130635--32573-1-10968-2506131112,first,C$690,1555,Chicago O'Hare International,Dallas Fort Worth International,158,1,American Airlines,American Airlines,False,0.373695,2025-06-13,08:34:00,2025-06-13,11:12:00
18467-2506130600--32385-1-10910-2506131115,first,C$770,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,American Airlines,Envoy Air,False,0.362161,2025-06-13,06:00:00,2025-06-13,08:20:00
18467-2506131845--32573-1-10968-2506140041,first,C$607,3610,Toronto Pearson International,Chicago O'Hare International,115,1,Delta Air Lines,Delta Air Lines,False,0.4181,2025-06-13,18:45:00,2025-06-13,19:40:00
18467-2506131845--32573-1-10968-2506140041,first,C$607,1856,Chicago O'Hare International,Dallas Fort Worth International,156,1,Delta Air Lines,Delta Air Lines,False,0.4181,2025-06-13,22:05:00,2025-06-14,00:41:00
18467-2506131300--31722-1-10968-2506131858,first,C$618,3605,Toronto Pearson International,Chicago O'Hare International,121,1,Delta Air Lines,Delta Air Lines,False,0.40037,2025-06-13,13:00:00,2025-06-13,14:01:00
18467-2506131300--31722-1-10968-2506131858,first,C$618,793,Chicago O'Hare International,Dallas Fort Worth International,158,1,Delta Air Lines,Delta Air Lines,False,0.40037,2025-06-13,16:20:00,2025-06-13,18:58:00
"18390-2506140910--31954,-31825-3-10968-2506142219",economy,C$618,2219,Toronto Island,Ottawa International,59,3,Air Canada,Air Canada,True,0.467761,2025-06-14,09:10:00,2025-06-14,10:09:00
"18390-2506140700--31954,-31825-3-10968-2506142219",economy,C$618,2205,Toronto Island,Ottawa International,59,3,Air Canada,Air Canada,True,0.346841,2025-06-14,07:00:00,2025-06-14,07:59:00
18467-2506140600--32385-1-10968-2506141015,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,Air Canada,United Airlines,False,0.683794,2025-06-14,06:00:00,2025-06-14,08:20:00
18467-2506140600--32385-1-10968-2506141015,premium_economy,C$581,961,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,United Airlines,Air Canada,False,0.683794,2025-06-14,09:00:00,2025-06-14,10:15:00
18467-2506140745--32385-1-10968-2506141215,premium_economy,C$581,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,135,1,United Airlines,Air Canada,False,0.828607,2025-06-14,07:45:00,2025-06-14,10:00:00
18467-2506140745--32385-1-10968-2506141215,premium_economy,C$581,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,American Airlines,Envoy Air,False,0.828607,2025-06-14,11:00:00,2025-06-14,12:15:00
18467-2506141320--32385-1-10968-2506141833,premium_economy,C$808,2710,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,United Airlines,Air Canada,False,0.478076,2025-06-14,13:20:00,2025-06-14,15:37:00
18467-2506141320--32385-1-10968-2506141833,premium_economy,C$808,436,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,138,1,American Airlines,American Airlines,False,0.478076,2025-06-14,17:15:00,2025-06-14,18:33:00
18467-2506140600--32385-1-10910-2506141115,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,American Airlines,American Airlines,False,0.46679,2025-06-14,06:00:00,2025-06-14,08:20:00
18467-2506141130--32385-1-10968-2506141647,premium_economy,C$808,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,134,1,United Airlines,United Airlines,False,0.48049,2025-06-14,11:30:00,2025-06-14,13:44:00
18467-2506141130--32385-1-10968-2506141647,premium_economy,C$808,374,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,137,1,United Airlines,United Airlines,False,0.48049,2025-06-14,15:30:00,2025-06-14,16:47:00
18467-2506141330--32573-0-10968-2506141555,business,C$668,1993,Toronto Pearson International,Dallas Fort Worth International,205,0,Delta Air Lines,Delta Air Lines,False,0.999,2025-06-14,13:30:00,2025-06-14,15:55:00
18467-2506140659--32573-0-10968-2506140924,business,C$556,1169,Toronto Pearson International,Dallas Fort Worth International,205,0,Delta Air Lines,Delta Air Lines,False,0.979457,2025-06-14,06:59:00,2025-06-14,09:24:00
18467-2506141735--32573-0-10968-2506142000,business,C$668,1111,Toronto Pearson International,Dallas Fort Worth International,205,0,Delta Air Lines,Delta Air Lines,False,0.831486,2025-06-14,17:35:00,2025-06-14,20:00:00
18467-2506140820--31722-0-10968-2506141054,first,C$596,8169,Toronto Pearson International,Dallas Fort Worth International,214,0,Delta Air Lines,Delta Air Lines,False,0.999,2025-06-14,08:20:00,2025-06-14,10:54:00
18467-2506141640--31722-0-10968-2506141914,first,C$842,8156,Toronto Pearson International,Dallas Fort Worth International,214,0,Delta Air Lines,Delta Air Lines,False,0.601074,2025-06-14,16:40:00,2025-06-14,19:14:00
18467-2506141325--32573-1-10968-2506141734,first,C$578,3606,Toronto Pearson International,Chicago O'Hare International,115,1,Delta Air Lines,Delta Air Lines,False,0.746632,2025-06-14,13:25:00,2025-06-14,14:20:00
18467-2506141325--32573-1-10968-2506141734,first,C$578,2257,Chicago O'Hare International,Dallas Fort Worth International,144,1,Air Canada,Air Canada,False,0.746632,2025-06-14,15:10:00,2025-06-14,17:34:00
18467-2506141100--31722-1-10968-2506141522,first,C$618,5783,Toronto Pearson International,Chicago O'Hare International,121,1,Air Canada,Air Canada,False,0.433066,2025-06-14,11:00:00,2025-06-14,12:01:00
18467-2506141100--31722-1-10968-2506141522,first,C$618,2290,Chicago O'Hare International,Dallas Fort Worth International,157,1,American Airlines,American Airlines,False,0.433066,2025-06-14,12:45:00,2025-06-14,15:22:00
18467-2506140900--31722-1-10968-2506141324,first,C$618,1538,Toronto Pearson International,Chicago O'Hare International,119,1,American Airlines,American Airlines,False,0.430097,2025-06-14,09:00:00,2025-06-14,09:59:00
18467-2506140900--31722-1-10968-2506141324,first,C$618,1491,Chicago O'Hare International,Dallas Fort Worth International,159,1,American Airlines,American Airlines,False,0.430097,2025-06-14,10:45:00,2025-06-14,13:24:00
18467-2506140700--31722-1-10968-2506141124,first,C$618,490,Toronto Pearson International,Chicago O'Hare International,119,1,Air Canada,United Airlines,False,0.426032,2025-06-14,07:00:00,2025-06-14,07:59:00
18467-2506140700--31722-1-10968-2506141124,first,C$618,1297,Chicago O'Hare International,Dallas Fort Worth International,159,1,Air Canada,United Airlines,False,0.426032,2025-06-14,08:45:00,2025-06-14,11:24:00
18467-2506140635--32573-1-10968-2506141112,first,C$578,3524,Toronto Pearson International,Chicago O'Hare International,115,1,Air Canada,Air Canada,False,0.463891,2025-06-14,06:35:00,2025-06-14,07:30:00
18467-2506140635--32573-1-10968-2506141112,first,C$578,1555,Chicago O'Hare International,Dallas Fort Worth International,158,1,Air Canada,United Airlines,False,0.463891,2025-06-14,08:34:00,2025-06-14,11:12:00
18467-2506141145--32573-1-10968-2506141734,first,C$578,3604,Toronto Pearson International,Chicago O'Hare International,115,1,Air Canada,Jazz Aviation,False,0.457826,2025-06-14,11:45:00,2025-06-14,12:40:00
18467-2506141145--32573-1-10968-2506141734,first,C$578,2257,Chicago O'Hare International,Dallas Fort Worth International,144,1,Air Canada,United Airlines,False,0.457826,2025-06-14,15:10:00,2025-06-14,17:34:00
18467-2506151330--32573-0-10968-2506151555,economy,C$449,1993,Toronto Pearson International,Dallas Fort Worth International,205,0,United Airlines,Air Canada,False,0.698668,2025-06-15,13:30:00,2025-06-15,15:55:00
18467-2506151735--32573-0-10968-2506152000,economy,C$449,1111,Toronto Pearson International,Dallas Fort Worth International,205,0,United Airlines,Air Canada,False,0.494105,2025-06-15,17:35:00,2025-06-15,20:00:00
18467-2506150659--32573-0-10968-2506150924,economy,C$449,1169,Toronto Pearson International,Dallas Fort Worth International,205,0,United Airlines,United Airlines,False,0.452899,2025-06-15,06:59:00,2025-06-15,09:24:00
18467-2506151640--31722-0-10968-2506151914,economy,C$398,8156,Toronto Pearson International,Dallas Fort Worth International,214,0,United Airlines,United Airlines,False,0.999,2025-06-15,16:40:00,2025-06-15,19:14:00
18467-2506150820--31722-0-10968-2506151054,economy,C$398,8169,Toronto Pearson International,Dallas Fort Worth International,214,0,Delta Air Lines,Delta Air Lines,False,0.830023,2025-06-15,08:20:00,2025-06-15,10:54:00
18467-2506150600--32385-1-10968-2506151015,economy,C$413,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,Delta Air Lines,Delta Air Lines,False,0.401652,2025-06-15,06:00:00,2025-06-15,08:20:00
18467-2506150600--32385-1-10968-2506151015,economy,C$413,961,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,135,1,American Airlines,Envoy Air,False,0.401652,2025-06-15,09:00:00,2025-06-15,10:15:00
18467-2506150900--31722-1-10968-2506151324,economy,C$420,1538,Toronto Pearson International,Chicago O'Hare International,119,1,American Airlines,American Airlines,False,0.412673,2025-06-15,09:00:00,2025-06-15,09:59:00
18467-2506150900--31722-1-10968-2506151324,economy,C$420,1491,Chicago O'Hare International,Dallas Fort Worth International,159,1,American Airlines,American Airlines,False,0.412673,2025-06-15,10:45:00,2025-06-15,13:24:00
18467-2506150600--32385-1-10910-2506151115,economy,C$413,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,American Airlines,American Airlines,False,0.409385,2025-06-15,06:00:00,2025-06-15,08:20:00
18467-2506151130--32385-1-10910-2506151534,premium_economy,C$808,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,134,1,Delta Air Lines,Delta Air Lines,False,0.715543,2025-06-15,11:30:00,2025-06-15,13:44:00
18467-2506150600--32385-1-10968-2506151015,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,Delta Air Lines,Delta Air Lines,False,0.999,2025-06-15,06:00:00,2025-06-15,08:20:00
