itinerary_id,cabin_class,price_formatted,flight_number,origin_airport,destination_airport,duration_minutes,stop_count,marketing_airline,operating_airline,is_self_transfer,score,Departure Date,Departure Time,Arrival Date,Arrival Time
18467-2504010745--31679-1-10968-2504011249,economy,C$477,6340,Toronto Pearson International,Atlanta Hartsfield-Jackson,152,1,American Airlines,American Airlines,False,0.544887,2025-04-01,07:45:00,2025-04-01,10:17:00
18467-2504010745--31679-1-10968-2504011249,economy,C$477,6482,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,149,1,American Airlines,American Airlines,False,0.544887,2025-04-01,11:20:00,2025-04-01,12:49:00
"18390-2504010700--31954,-31825-2-10968-2504011735",economy,C$253,2205,Toronto Island,Ottawa International,59,2,American Airlines,Envoy Air,True,0.462699,2025-04-01,07:00:00,2025-04-01,07:59:00
18467-2504010615--32385-1-10910-2504011111,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,154,1,American Airlines,American Airlines,False,0.576769,2025-04-01,06:15:00,2025-04-01,08:49:00
18467-2504010745--32385-1-10968-2504011249,premium_economy,C$581,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,152,1,United Airlines,Air Canada,False,0.5653,2025-04-01,07:45:00,2025-04-01,10:17:00
18467-2504010745--32385-1-10968-2504011249,premium_economy,C$581,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,149,1,United Airlines,United Airlines,False,0.5653,2025-04-01,11:20:00,2025-04-01,12:49:00
18467-2504011220--32385-1-10910-2504011753,premium_economy,C$581,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,140,1,United Airlines,United Airlines,False,0.538065,2025-04-01,12:20:00,2025-04-01,14:40:00
18467-2504011324--32573-0-10968-2504011614,business,C$649,3993,Toronto Pearson International,Dallas Fort Worth International,230,0,Delta Air Lines,Delta Air Lines,False,0.894173,2025-04-01,13:24:00,2025-04-01,16:14:00
18467-2504011715--32573-0-10968-2504012010,business,C$527,1111,Toronto Pearson International,Dallas Fort Worth International,235,0,American Airlines,Envoy Air,False,0.999,2025-04-01,17:15:00,2025-04-01,20:10:00
18467-2504010645--32573-0-10968-2504010940,business,C$649,1169,Toronto Pearson International,Dallas Fort Worth International,235,0,American Airlines,American Airlines,False,0.795642,2025-04-01,06:45:00,2025-04-01,09:40:00
18467-2504011940--31722-0-10968-2504012214,first,C$827,8019,Toronto Pearson International,Dallas Fort Worth International,214,0,American Airlines,American Airlines,False,0.999,2025-04-01,19:40:00,2025-04-01,22:14:00
18467-2504011400--31722-0-10968-2504011634,first,"C$1,049",8130,Toronto Pearson International,Dallas Fort Worth International,214,0,United Airlines,Air Canada,False,0.715434,2025-04-01,14:00:00,2025-04-01,16:34:00
18467-2504011314--32573-1-10968-2504011741,first,C$670,4731,Toronto Pearson International,Chicago O'Hare International,115,1,United Airlines,Air Canada,False,0.566809,2025-04-01,13:14:00,2025-04-01,14:09:00
18467-2504011314--32573-1-10968-2504011741,first,C$670,2257,Chicago O'Hare International,Dallas Fort Worth International,159,1,American Airlines,Envoy Air,False,0.566809,2025-04-01,15:02:00,2025-04-01,17:41:00
18467-2504010615--32573-1-10968-2504011047,first,C$549,3524,Toronto Pearson International,Chicago O'Hare International,135,1,American Airlines,American Airlines,False,0.78815,2025-04-01,06:15:00,2025-04-01,07:30:00
18467-2504010615--32573-1-10968-2504011047,first,C$549,481,Chicago O'Hare International,Dallas Fort Worth International,162,1,Westjet,Delta Air Lines,False,0.78815,2025-04-01,08:05:00,2025-04-01,10:47:00
18467-2504011644--32573-1-10968-2504012133,first,C$549,3608,Toronto Pearson International,Chicago O'Hare International,120,1,Westjet,Delta Air Lines,False,0.92173,2025-04-01,16:44:00,2025-04-01,17:44:00
18467-2504011644--32573-1-10968-2504012133,first,C$549,550,Chicago O'Hare International,Dallas Fort Worth International,168,1,Westjet,Delta Air Lines,False,0.92173,2025-04-01,18:45:00,2025-04-01,21:33:00
"18390-2504020700--31954,-31825-2-10968-2504021735",economy,C$253,2205,Toronto Island,Ottawa International,59,2,Westjet,Delta Air Lines,True,0.606563,2025-04-02,07:00:00,2025-04-02,07:59:00
"18390-2504021155--31954,-31825-2-10968-2504022254",economy,C$263,611,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,159,2,Delta Air Lines,Delta Air Lines,True,0.462181,2025-04-02,21:15:00,2025-04-02,22:54:00
"18390-2504020900--31954,-31825-2-10968-2504022254",economy,C$263,611,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,159,2,Delta Air Lines,Delta Air Lines,True,0.385329,2025-04-02,21:15:00,2025-04-02,22:54:00
18467-2504020615--32385-1-10910-2504021111,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,154,1,Spirit Airlines,Spirit Airlines,False,0.539112,2025-04-02,06:15:00,2025-04-02,08:49:00
18467-2504020745--32385-1-10968-2504021249,premium_economy,C$581,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,152,1,Delta Air Lines,Delta Air Lines,False,0.524352,2025-04-02,07:45:00,2025-04-02,10:17:00
18467-2504020745--32385-1-10968-2504021249,premium_economy,C$581,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,149,1,American Airlines,American Airlines,False,0.524352,2025-04-02,11:20:00,2025-04-02,12:49:00
18467-2504020745--32385-1-10968-2504021440,premium_economy,C$560,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,152,1,United Airlines,Air Canada,False,0.482179,2025-04-02,07:45:00,2025-04-02,10:17:00
18467-2504020745--32385-1-10968-2504021440,premium_economy,C$560,921,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,143,1,United Airlines,Air Canada,False,0.482179,2025-04-02,13:17:00,2025-04-02,14:40:00
18467-2504020615--32385-2-10968-2504021440,premium_economy,C$560,921,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,143,2,United Airlines,SkyWest Delta Connection,False,0.492572,2025-04-02,13:17:00,2025-04-02,14:40:00
18467-2504021324--32573-0-10968-2504021614,business,C$527,3993,Toronto Pearson International,Dallas Fort Worth International,230,0,United Airlines,United Airlines,False,0.999,2025-04-02,13:24:00,2025-04-02,16:14:00
18467-2504021715--32573-0-10968-2504022010,business,C$527,1111,Toronto Pearson International,Dallas Fort Worth International,235,0,United Airlines,United Airlines,False,0.933064,2025-04-02,17:15:00,2025-04-02,20:10:00
18467-2504020645--32573-0-10968-2504020940,business,C$649,1169,Toronto Pearson International,Dallas Fort Worth International,235,0,United Airlines,United Airlines,False,0.795642,2025-04-02,06:45:00,2025-04-02,09:40:00
18467-2504021940--31722-0-10968-2504022214,first,C$596,8019,Toronto Pearson International,Dallas Fort Worth International,214,0,Porter Airlines, Porter Airlines Inc,False,0.999,2025-04-02,19:40:00,2025-04-02,22:14:00
18467-2504021400--31722-0-10968-2504021634,first,C$827,8130,Toronto Pearson International,Dallas Fort Worth International,214,0,Spirit Airlines,Spirit Airlines,False,0.730022,2025-04-02,14:00:00,2025-04-02,16:34:00
18467-2504020900--31722-1-10968-2504021332,first,C$618,1538,Toronto Pearson International,Chicago O'Hare International,121,1,Delta Air Lines,Delta Air Lines,False,0.441401,2025-04-02,09:00:00,2025-04-02,10:01:00
18467-2504020900--31722-1-10968-2504021332,first,C$618,307,Chicago O'Hare International,Dallas Fort Worth International,167,1,Delta Air Lines,Delta Air Lines,False,0.441401,2025-04-02,10:45:00,2025-04-02,13:32:00
18467-2504020615--32573-1-10968-2504021300,first,C$549,3524,Toronto Pearson International,Chicago O'Hare International,135,1,American Airlines,American Airlines,False,0.452287,2025-04-02,06:15:00,2025-04-02,07:30:00
18467-2504020615--32573-1-10968-2504021300,first,C$549,1109,Chicago O'Hare International,Dallas Fort Worth International,165,1,American Airlines,Envoy Air,False,0.452287,2025-04-02,10:15:00,2025-04-02,13:00:00
"18390-2504030700--31954,-31825-2-10968-2504031735",economy,C$284,2205,Toronto Island,Ottawa International,59,2,Delta Air Lines,Delta Air Lines,True,0.609193,2025-04-03,07:00:00,2025-04-03,07:59:00
18467-2504030745--32385-1-10968-2504031243,premium_economy,C$581,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,143,1,Delta Air Lines,Delta Air Lines,False,0.61953,2025-04-03,07:45:00,2025-04-03,10:08:00
18467-2504030745--32385-1-10968-2504031243,premium_economy,C$581,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,141,1,Delta Air Lines,Delta Air Lines,False,0.61953,2025-04-03,11:22:00,2025-04-03,12:43:00
18467-2504030615--32385-1-10910-2504031126,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,149,1,Delta Air Lines,Delta Air Lines,False,0.596392,2025-04-03,06:15:00,2025-04-03,08:44:00
18467-2504031815--32385-1-10968-2504032357,premium_economy,C$581,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,144,1,American Airlines,American Airlines,False,0.550844,2025-04-03,18:15:00,2025-04-03,20:39:00
18467-2504031815--32385-1-10968-2504032357,premium_economy,C$581,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,143,1,American Airlines,American Airlines,False,0.550844,2025-04-03,22:34:00,2025-04-03,23:57:00
18467-2504031324--32573-0-10968-2504031614,business,C$593,3993,Toronto Pearson International,Dallas Fort Worth International,230,0,American Airlines,American Airlines,False,0.999,2025-04-03,13:24:00,2025-04-03,16:14:00
18467-2504030645--32573-0-10968-2504030940,business,C$649,1169,Toronto Pearson International,Dallas Fort Worth International,235,0,American Airlines,Envoy Air,False,0.800869,2025-04-03,06:45:00,2025-04-03,09:40:00
18467-2504031715--32573-0-10968-2504032010,business,C$788,1111,Toronto Pearson International,Dallas Fort Worth International,235,0,American Airlines,American Airlines,False,0.736555,2025-04-03,17:15:00,2025-04-03,20:10:00
18467-2504031400--31722-0-10968-2504031634,first,C$596,8130,Toronto Pearson International,Dallas Fort Worth International,214,0,Porter Airlines, Porter Airlines Inc,False,0.999,2025-04-03,14:00:00,2025-04-03,16:34:00
18467-2504031940--31722-0-10968-2504032214,first,C$596,8019,Toronto Pearson International,Dallas Fort Worth International,214,0,Spirit Airlines,Spirit Airlines,False,0.781093,2025-04-03,19:40:00,2025-04-03,22:14:00
18467-2504030615--32573-1-10968-2504031047,first,C$549,3524,Toronto Pearson International,Chicago O'Hare International,135,1,Delta Air Lines,Delta Air Lines,False,0.562752,2025-04-03,06:15:00,2025-04-03,07:30:00
18467-2504030615--32573-1-10968-2504031047,first,C$549,481,Chicago O'Hare International,Dallas Fort Worth International,162,1,Delta Air Lines,Delta Air Lines,False,0.562752,2025-04-03,08:05:00,2025-04-03,10:47:00
18467-2504040745--31679-1-10968-2504041243,economy,C$486,6340,Toronto Pearson International,Atlanta Hartsfield-Jackson,143,1,Delta Air Lines,Delta Air Lines,False,0.41877,2025-04-04,07:45:00,2025-04-04,10:08:00
18467-2504040745--31679-1-10968-2504041243,economy,C$486,6482,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,141,1,Delta Air Lines,Delta Air Lines,False,0.41877,2025-04-04,11:22:00,2025-04-04,12:43:00
18467-2504040615--31679-1-10910-2504041126,economy,C$489,8135,Toronto Pearson International,Atlanta Hartsfield-Jackson,149,1,American Airlines,American Airlines,False,0.407997,2025-04-04,06:15:00,2025-04-04,08:44:00
18467-2504041815--31679-1-10968-2504042357,economy,C$457,6768,Toronto Pearson International,Atlanta Hartsfield-Jackson,144,1,American Airlines,Envoy Air,False,0.39218,2025-04-04,18:15:00,2025-04-04,20:39:00
18467-2504041815--31679-1-10968-2504042357,economy,C$457,6499,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,143,1,United Airlines,Air Canada,False,0.39218,2025-04-04,22:34:00,2025-04-04,23:57:00
18467-2504040745--31679-1-10910-2504041513,economy,C$460,6340,Toronto Pearson International,Atlanta Hartsfield-Jackson,143,1,American Airlines,American Airlines,False,0.395028,2025-04-04,07:45:00,2025-04-04,10:08:00
18467-2504040615--31679-1-10910-2504041513,economy,C$460,8135,Toronto Pearson International,Atlanta Hartsfield-Jackson,149,1,American Airlines,American Airlines,False,0.398432,2025-04-04,06:15:00,2025-04-04,08:44:00
18467-2504040615--32385-1-10910-2504041126,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,149,1,Westjet,Delta Air Lines,False,0.496925,2025-04-04,06:15:00,2025-04-04,08:44:00
18467-2504041815--32385-1-10968-2504042357,premium_economy,C$581,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,144,1,Air Canada,Republic Airline United Express,False,0.494753,2025-04-04,18:15:00,2025-04-04,20:39:00
18467-2504041815--32385-1-10968-2504042357,premium_economy,C$581,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,143,1,Air Canada,United Airlines,False,0.494753,2025-04-04,22:34:00,2025-04-04,23:57:00
18467-2504041720--32573-0-10968-2504042000,business,C$527,1111,Toronto Pearson International,Dallas Fort Worth International,220,0,American Airlines,American Airlines,False,0.999,2025-04-04,17:20:00,2025-04-04,20:00:00
18467-2504040645--32573-0-10968-2504040929,business,C$649,1169,Toronto Pearson International,Dallas Fort Worth International,224,0,American Airlines,American Airlines,False,0.798421,2025-04-04,06:45:00,2025-04-04,09:29:00
18467-2504041329--32573-0-10968-2504041614,business,C$593,3993,Toronto Pearson International,Dallas Fort Worth International,225,0,American Airlines,Envoy Air,False,0.931966,2025-04-04,13:29:00,2025-04-04,16:14:00
18467-2504041514--32573-1-10968-2504041916,first,"C$1,173",3608,Toronto Pearson International,Chicago O'Hare International,115,1,Air Canada,Republic Airline United Express,False,0.488692,2025-04-04,15:14:00,2025-04-04,16:09:00
18467-2504041514--32573-1-10968-2504041916,first,"C$1,173",2499,Chicago O'Hare International,Dallas Fort Worth International,151,1,Air Canada,United Airlines,False,0.488692,2025-04-04,16:45:00,2025-04-04,19:16:00
18467-2504040630--32573-1-10968-2504041056,first,C$809,3524,Toronto Pearson International,Chicago O'Hare International,115,1,Air Canada,Air Canada,False,0.537924,2025-04-04,06:30:00,2025-04-04,07:25:00
18467-2504040630--32573-1-10968-2504041056,first,C$809,481,Chicago O'Hare International,Dallas Fort Worth International,161,1,Air Canada,Jazz Aviation,False,0.537924,2025-04-04,08:15:00,2025-04-04,10:56:00
18467-2504041315--32573-1-10968-2504041756,first,C$809,3606,Toronto Pearson International,Chicago O'Hare International,115,1,United Airlines,Air Canada,False,0.506744,2025-04-04,13:15:00,2025-04-04,14:10:00
18467-2504041315--32573-1-10968-2504041756,first,C$809,2257,Chicago O'Hare International,Dallas Fort Worth International,158,1,United Airlines,Air Canada,False,0.506744,2025-04-04,15:18:00,2025-04-04,17:56:00
18467-2504051220--31679-1-10968-2504051646,economy,C$457,7789,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,American Airlines,American Airlines,False,0.999,2025-04-05,12:20:00,2025-04-05,14:37:00
18467-2504051220--31679-1-10968-2504051646,economy,C$457,6498,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,141,1,American Airlines,American Airlines,False,0.999,2025-04-05,15:25:00,2025-04-05,16:46:00
18467-2504050745--31679-1-10968-2504051243,economy,C$457,6340,Toronto Pearson International,Atlanta Hartsfield-Jackson,143,1,American Airlines,Envoy Air,False,0.65733,2025-04-05,07:45:00,2025-04-05,10:08:00
18467-2504050745--31679-1-10968-2504051243,economy,C$457,6482,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,141,1,United Airlines,Air Canada,False,0.65733,2025-04-05,11:22:00,2025-04-05,12:43:00
18467-2504051815--31679-1-10968-2504052357,economy,C$457,6768,Toronto Pearson International,Atlanta Hartsfield-Jackson,144,1,Porter Airlines, Porter Airlines Inc,False,0.600266,2025-04-05,18:15:00,2025-04-05,20:39:00
18467-2504051815--31679-1-10968-2504052357,economy,C$457,6499,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,143,1,Porter Airlines, Porter Airlines Inc,False,0.600266,2025-04-05,22:34:00,2025-04-05,23:57:00
18467-2504050615--31679-1-10968-2504051243,economy,C$457,8135,Toronto Pearson International,Atlanta Hartsfield-Jackson,151,1,American Airlines,Envoy Air,False,0.55059,2025-04-05,06:15:00,2025-04-05,08:46:00
18467-2504050615--31679-1-10968-2504051243,economy,C$457,6482,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,141,1,United Airlines,Air Canada,False,0.55059,2025-04-05,11:22:00,2025-04-05,12:43:00
18467-2504051220--32385-1-10968-2504051646,premium_economy,C$608,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,American Airlines,American Airlines,False,0.999,2025-04-05,12:20:00,2025-04-05,14:37:00
18467-2504051220--32385-1-10968-2504051646,premium_economy,C$608,374,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,141,1,American Airlines,Envoy Air,False,0.999,2025-04-05,15:25:00,2025-04-05,16:46:00
18467-2504050615--32385-1-10910-2504051105,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,151,1,American Airlines,American Airlines,False,0.561613,2025-04-05,06:15:00,2025-04-05,08:46:00
18467-2504050745--32385-1-10968-2504051243,premium_economy,C$581,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,143,1,Spirit Airlines,Spirit Airlines,False,0.556429,2025-04-05,07:45:00,2025-04-05,10:08:00
18467-2504050745--32385-1-10968-2504051243,premium_economy,C$581,414,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,141,1,Spirit Airlines,Spirit Airlines,False,0.556429,2025-04-05,11:22:00,2025-04-05,12:43:00
18467-2504051220--32385-1-10910-2504051751,premium_economy,C$608,2835,Toronto Pearson International,Atlanta Hartsfield-Jackson,137,1,American Airlines,American Airlines,False,0.51274,2025-04-05,12:20:00,2025-04-05,14:37:00
18467-2504051815--32385-1-10968-2504052357,premium_economy,C$581,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,144,1,American Airlines,Envoy Air,False,0.498563,2025-04-05,18:15:00,2025-04-05,20:39:00
18467-2504051815--32385-1-10968-2504052357,premium_economy,C$581,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,143,1,United Airlines,Air Canada,False,0.498563,2025-04-05,22:34:00,2025-04-05,23:57:00
18467-2504051720--32573-0-10968-2504052000,business,C$527,1111,Toronto Pearson International,Dallas Fort Worth International,220,0,American Airlines,American Airlines,False,0.82165,2025-04-05,17:20:00,2025-04-05,20:00:00
18467-2504050645--32573-0-10968-2504050929,business,C$788,1169,Toronto Pearson International,Dallas Fort Worth International,224,0,American Airlines,Envoy Air,False,0.550725,2025-04-05,06:45:00,2025-04-05,09:29:00
18467-2504051329--32573-0-10968-2504051614,business,C$555,3993,Toronto Pearson International,Dallas Fort Worth International,225,0,American Airlines,American Airlines,False,0.999,2025-04-05,13:29:00,2025-04-05,16:14:00
18467-2504051400--31722-0-10968-2504051634,first,C$596,8130,Toronto Pearson International,Dallas Fort Worth International,214,0,American Airlines,Envoy Air,False,0.999,2025-04-05,14:00:00,2025-04-05,16:34:00
18467-2504051940--31722-0-10968-2504052214,first,C$596,8019,Toronto Pearson International,Dallas Fort Worth International,214,0,American Airlines,American Airlines,False,0.745038,2025-04-05,19:40:00,2025-04-05,22:14:00
18467-2504050630--32573-1-10968-2504051056,first,C$809,3524,Toronto Pearson International,Chicago O'Hare International,115,1,Delta Air Lines,Delta Air Lines,False,0.381885,2025-04-05,06:30:00,2025-04-05,07:25:00
18467-2504050630--32573-1-10968-2504051056,first,C$809,481,Chicago O'Hare International,Dallas Fort Worth International,161,1,United Airlines,United Airlines,False,0.381885,2025-04-05,08:15:00,2025-04-05,10:56:00
18467-2504050615--32385-1-10910-2504051105,first,C$770,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,151,1,United Airlines,United Airlines,False,0.386668,2025-04-05,06:15:00,2025-04-05,08:46:00
18467-2504050800--31722-1-10968-2504051322,first,C$618,8533,Toronto Pearson International,Chicago O'Hare International,115,1,Delta Air Lines,Delta Air Lines,False,0.377554,2025-04-05,08:00:00,2025-04-05,08:55:00
18467-2504050800--31722-1-10968-2504051322,first,C$618,307,Chicago O'Hare International,Dallas Fort Worth International,167,1,Delta Air Lines,Delta Air Lines,False,0.377554,2025-04-05,10:35:00,2025-04-05,13:22:00
18467-2504050700--31722-1-10968-2504051322,first,C$618,3449,Toronto Pearson International,Chicago O'Hare International,123,1,United Airlines,Air Canada,False,0.376416,2025-04-05,07:00:00,2025-04-05,08:03:00
18467-2504050700--31722-1-10968-2504051322,first,C$618,307,Chicago O'Hare International,Dallas Fort Worth International,167,1,American Airlines,Envoy Air,False,0.376416,2025-04-05,10:35:00,2025-04-05,13:22:00
"18390-2504060700--31954,-31825-2-10968-2504061735",economy,C$329,2205,Toronto Island,Ottawa International,59,2,American Airlines,American Airlines,True,0.527687,2025-04-06,07:00:00,2025-04-06,07:59:00
"18390-2504061155--31954,-31825-2-10968-2504062254",economy,C$370,611,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,159,2,Spirit Airlines,Spirit Airlines,True,0.461967,2025-04-06,21:15:00,2025-04-06,22:54:00
"18390-2504060700--31954,-31825-3-10968-2504062358",economy,C$296,2205,Toronto Island,Ottawa International,59,3,United Airlines,Air Canada,True,0.440615,2025-04-06,07:00:00,2025-04-06,07:59:00
18467-2504060615--32385-1-10910-2504061126,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,149,1,American Airlines,Envoy Air,False,0.506441,2025-04-06,06:15:00,2025-04-06,08:44:00
18467-2504061720--32573-0-10968-2504062000,business,C$527,1111,Toronto Pearson International,Dallas Fort Worth International,220,0,Delta Air Lines,Delta Air Lines,False,0.999,2025-04-06,17:20:00,2025-04-06,20:00:00
18467-2504060645--32573-0-10968-2504060929,business,C$649,1169,Toronto Pearson International,Dallas Fort Worth International,224,0,Delta Air Lines,Delta Air Lines,False,0.794794,2025-04-06,06:45:00,2025-04-06,09:29:00
18467-2504061329--32573-0-10968-2504061614,business,C$649,3993,Toronto Pearson International,Dallas Fort Worth International,225,0,American Airlines,American Airlines,False,0.90264,2025-04-06,13:29:00,2025-04-06,16:14:00
18467-2504061400--31722-0-10968-2504061634,first,C$827,8130,Toronto Pearson International,Dallas Fort Worth International,214,0,American Airlines,American Airlines,False,0.999,2025-04-06,14:00:00,2025-04-06,16:34:00
18467-2504061940--31722-0-10968-2504062214,first,C$827,8019,Toronto Pearson International,Dallas Fort Worth International,214,0,American Airlines,Envoy Air,False,0.758762,2025-04-06,19:40:00,2025-04-06,22:14:00
18467-2504060630--32573-1-10968-2504061056,first,C$670,3524,Toronto Pearson International,Chicago O'Hare International,115,1,American Airlines,Envoy Air,False,0.520456,2025-04-06,06:30:00,2025-04-06,07:25:00
18467-2504060630--32573-1-10968-2504061056,first,C$670,481,Chicago O'Hare International,Dallas Fort Worth International,161,1,American Airlines,American Airlines,False,0.520456,2025-04-06,08:15:00,2025-04-06,10:56:00
18467-2504060900--31722-1-10968-2504061327,first,C$739,1538,Toronto Pearson International,Chicago O'Hare International,121,1,American Airlines,Envoy Air,False,0.508217,2025-04-06,09:00:00,2025-04-06,10:01:00
18467-2504060900--31722-1-10968-2504061327,first,C$739,307,Chicago O'Hare International,Dallas Fort Worth International,167,1,American Airlines,American Airlines,False,0.508217,2025-04-06,10:40:00,2025-04-06,13:27:00
18467-2504061100--31722-1-10968-2504061602,first,C$618,5578,Toronto Pearson International,Chicago O'Hare International,123,1,American Airlines,Envoy Air,False,0.582172,2025-04-06,11:00:00,2025-04-06,12:03:00
18467-2504061100--31722-1-10968-2504061602,first,C$618,2290,Chicago O'Hare International,Dallas Fort Worth International,167,1,American Airlines,American Airlines,False,0.582172,2025-04-06,13:15:00,2025-04-06,16:02:00
18467-2504060900--31722-1-10968-2504061602,first,C$618,1538,Toronto Pearson International,Chicago O'Hare International,121,1,Delta Air Lines,Delta Air Lines,False,0.496243,2025-04-06,09:00:00,2025-04-06,10:01:00
18467-2504060900--31722-1-10968-2504061602,first,C$618,2290,Chicago O'Hare International,Dallas Fort Worth International,167,1,Delta Air Lines,Delta Air Lines,False,0.496243,2025-04-06,13:15:00,2025-04-06,16:02:00
"18390-2504070700--31954,-31825-2-10968-2504071735",economy,C$267,2205,Toronto Island,Ottawa International,59,2,American Airlines,Envoy Air,True,0.61287,2025-04-07,07:00:00,2025-04-07,07:59:00
"18390-2504071155--31954,-31825-2-10968-2504072254",economy,C$296,611,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,159,2,American Airlines,Envoy Air,True,0.420574,2025-04-07,21:15:00,2025-04-07,22:54:00
18467-2504070615--32385-1-10910-2504071126,premium_economy,C$581,2662,Toronto Pearson International,Atlanta Hartsfield-Jackson,149,1,Delta Air Lines,Delta Air Lines,False,0.593444,2025-04-07,06:15:00,2025-04-07,08:44:00
18467-2504071815--32385-1-10968-2504072357,premium_economy,C$581,2714,Toronto Pearson International,Atlanta Hartsfield-Jackson,144,1,Delta Air Lines,Delta Air Lines,False,0.530694,2025-04-07,18:15:00,2025-04-07,20:39:00
18467-2504071815--32385-1-10968-2504072357,premium_economy,C$581,818,Atlanta Hartsfield-Jackson,Dallas Fort Worth International,143,1,Delta Air Lines,Delta Air Lines,False,0.530694,2025-04-07,22:34:00,2025-04-07,23:57:00
18467-2504070745--32385-1-10910-2504071513,premium_economy,C$581,2988,Toronto Pearson International,Atlanta Hartsfield-Jackson,143,1,United Airlines,Air Canada,False,0.528867,2025-04-07,07:45:00,2025-04-07,10:08:00
18467-2504071720--32573-0-10968-2504072000,business,C$527,1111,Toronto Pearson International,Dallas Fort Worth International,220,0,American Airlines,American Airlines,False,0.999,2025-04-07,17:20:00,2025-04-07,20:00:00
18467-2504070645--32573-0-10968-2504070929,business,C$788,1169,Toronto Pearson International,Dallas Fort Worth International,224,0,United Airlines,Air Canada,False,0.657534,2025-04-07,06:45:00,2025-04-07,09:29:00
18467-2504071329--32573-0-10968-2504071614,business,C$649,3993,Toronto Pearson International,Dallas Fort Worth International,225,0,United Airlines,Air Canada,False,0.855337,2025-04-07,13:29:00,2025-04-07,16:14:00
18467-2504071514--32573-1-10968-2504071916,first,C$809,3608,Toronto Pearson International,Chicago O'Hare International,115,1,United Airlines,United Airlines,False,0.751478,2025-04-07,15:14:00,2025-04-07,16:09:00
18467-2504071514--32573-1-10968-2504071916,first,C$809,2499,Chicago O'Hare International,Dallas Fort Worth International,151,1,United Airlines,United Airlines,False,0.751478,2025-04-07,16:45:00,2025-04-07,19:16:00
18467-2504070630--32573-1-10968-2504071056,first,C$670,3524,Toronto Pearson International,Chicago O'Hare International,115,1,Delta Air Lines,Delta Air Lines,False,0.624834,2025-04-07,06:30:00,2025-04-07,07:25:00
18467-2504070630--32573-1-10968-2504071056,first,C$670,481,Chicago O'Hare International,Dallas Fort Worth International,161,1,Delta Air Lines,Delta Air Lines,False,0.624834,2025-04-07,08:15:00,2025-04-07,10:56:00
18467-2504071315--32573-1-10968-2504071756,first,C$809,3606,Toronto Pearson International,Chicago O'Hare International,115,1,Delta Air Lines,Delta Air Lines,False,0.534573,2025-04-07,13:15:00,2025-04-07,14:10:00
18467-2504071315--32573-1-10968-2504071756,first,C$809,2257,Chicago O'Hare International,Dallas Fort Worth International,158,1,Air Canada,Air Canada,False,0.534573,2025-04-07,15:18:00,2025-04-07,17:56:00
18467-2504081400--32695-0-10968-2504081634,economy,C$400,1031,Toronto Pearson International,Dallas Fort Worth International,214,0,Air Canada,Air Canada,False,0.999,2025-04-08,14:00:00,2025-04-08,16:34:00
18467-2504081940--32695-0-10968-2504082214,economy,C$400,1033,Toronto Pearson International,Dallas Fort Worth International,214,0,Air Canada,Jazz Aviation,False,0.660621,2025-04-08,19:40:00,2025-04-08,22:14:00
