itinerary_id,cabin_class,price_formatted,flight_number,origin_airport,destination_airport,departure_time,arrival_time,stop_count,marketing_airline,operating_airline,is_self_transfer,score,duration_in_hours
18467-2505261100--31722-1-10968-2505261522,first,C$824,3499,YYZ,ORD,2025-05-26T11:00:00,2025-05-26T12:01:00,1,United Airlines,Republic Airline United Express,False,0.320906,2.02
18467-2505261100--31722-1-10968-2505261522,first,C$824,2290,ORD,DFW,2025-05-26T12:45:00,2025-05-26T15:22:00,1,United Airlines,United Airlines,False,0.320906,2.62
18467-2505260700--31722-1-10968-2505261124,first,C$618,490,YYZ,ORD,2025-05-26T07:00:00,2025-05-26T07:59:00,1,United Airlines,United Airlines,False,0.47629,1.98
18467-2505260700--31722-1-10968-2505261124,first,C$618,1297,ORD,DFW,2025-05-26T08:45:00,2025-05-26T11:24:00,1,United Airlines,United Airlines,False,0.47629,2.65
18467-2505261315--32573-1-10968-2505261739,first,C$824,3606,YYZ,ORD,2025-05-26T13:15:00,2025-05-26T14:10:00,1,American Airlines,Envoy Air,False,0.316761,1.92
18467-2505261315--32573-1-10968-2505261739,first,C$824,2257,ORD,DFW,2025-05-26T15:00:00,2025-05-26T17:39:00,1,American Airlines,American Airlines,False,0.316761,2.65
18467-2505261320--32385-1-10910-2505261752,first,C$797,2710,YYZ,ATL,2025-05-26T13:20:00,2025-05-26T15:42:00,1,Delta Air Lines,Delta Air Lines,False,0.322834,2.37
18467-2505261130--32385-1-10968-2505261656,first,C$797,2835,YYZ,ATL,2025-05-26T11:30:00,2025-05-26T13:55:00,1,Delta Air Lines,Delta Air Lines,False,0.316089,2.42
18467-2505261130--32385-1-10968-2505261656,first,C$797,374,ATL,DFW,2025-05-26T15:30:00,2025-05-26T16:56:00,1,Delta Air Lines,Delta Air Lines,False,0.316089,2.43
18467-2505261130--32385-1-10910-2505261752,first,C$834,2835,YYZ,ATL,2025-05-26T11:30:00,2025-05-26T13:55:00,1,Delta Air Lines,Delta Air Lines,False,0.306279,2.42
"18390-2505270910--31954,-31825-3-10968-2505272154",economy,C$333,2219,YTZ,YOW,2025-05-27T09:10:00,2025-05-27T10:09:00,3,Porter Airlines, Porter Airlines Inc,True,0.448841,0.98
"18390-2505270700--31954,-31825-3-10968-2505272154",economy,C$333,2205,YTZ,YOW,2025-05-27T07:00:00,2025-05-27T07:59:00,3,Porter Airlines, Porter Airlines Inc,True,0.399245,0.98
18467-2505271320--32385-1-10910-2505271752,premium_economy,C$661,2710,YYZ,ATL,2025-05-27T13:20:00,2025-05-27T15:42:00,1,Delta Air Lines,Delta Air Lines,False,0.578892,2.37
18467-2505270745--32385-1-10968-2505271224,premium_economy,C$581,2988,YYZ,ATL,2025-05-27T07:45:00,2025-05-27T10:10:00,1,Delta Air Lines,Delta Air Lines,False,0.716638,2.42
18467-2505270745--32385-1-10968-2505271224,premium_economy,C$581,414,ATL,DFW,2025-05-27T11:00:00,2025-05-27T12:24:00,1,Delta Air Lines,Delta Air Lines,False,0.716638,2.4
18467-2505270600--32385-1-10910-2505271119,premium_economy,C$581,2662,YYZ,ATL,2025-05-27T06:00:00,2025-05-27T08:30:00,1,Delta Air Lines,Delta Air Lines,False,0.507067,2.5
18467-2505271130--32385-1-10968-2505271656,premium_economy,C$581,2835,YYZ,ATL,2025-05-27T11:30:00,2025-05-27T13:55:00,1,Delta Air Lines,Delta Air Lines,False,0.842223,2.42
18467-2505271130--32385-1-10968-2505271656,premium_economy,C$581,374,ATL,DFW,2025-05-27T15:30:00,2025-05-27T16:56:00,1,Delta Air Lines,Delta Air Lines,False,0.842223,2.43
18467-2505271812--32385-1-10910-2505272340,premium_economy,C$581,2714,YYZ,ATL,2025-05-27T18:12:00,2025-05-27T20:32:00,1,Delta Air Lines,Delta Air Lines,False,0.537867,2.33
18467-2505271812--32385-1-10968-2505280011,premium_economy,C$581,2714,YYZ,ATL,2025-05-27T18:12:00,2025-05-27T20:32:00,1,Delta Air Lines,Delta Air Lines,False,0.504737,2.33
18467-2505271812--32385-1-10968-2505280011,premium_economy,C$581,818,ATL,DFW,2025-05-27T22:45:00,2025-05-28T00:11:00,1,Delta Air Lines,Delta Air Lines,False,0.504737,2.43
18467-2505271329--32573-0-10968-2505271609,business,C$527,1993,YYZ,DFW,2025-05-27T13:29:00,2025-05-27T16:09:00,0,American Airlines,American Airlines,False,0.999,3.67
18467-2505270645--32573-0-10968-2505270925,business,C$527,1169,YYZ,DFW,2025-05-27T06:45:00,2025-05-27T09:25:00,0,American Airlines,American Airlines,False,0.872372,3.67
18467-2505271720--32573-0-10968-2505272000,business,C$668,1111,YYZ,DFW,2025-05-27T17:20:00,2025-05-27T20:00:00,0,American Airlines,American Airlines,False,0.788452,3.67
18467-2505271640--31722-0-10968-2505271914,first,C$596,8156,YYZ,DFW,2025-05-27T16:40:00,2025-05-27T19:14:00,0,United Airlines,Air Canada,False,0.999,3.57
18467-2505270820--31722-0-10968-2505271054,first,C$842,8169,YYZ,DFW,2025-05-27T08:20:00,2025-05-27T10:54:00,0,United Airlines,Air Canada,False,0.600776,3.57
18467-2505270630--32573-1-10968-2505271045,first,C$690,3524,YYZ,ORD,2025-05-27T06:30:00,2025-05-27T07:25:00,1,American Airlines,Envoy Air,False,0.356393,1.92
18467-2505270630--32573-1-10968-2505271045,first,C$690,1555,ORD,DFW,2025-05-27T08:05:00,2025-05-27T10:45:00,1,American Airlines,American Airlines,False,0.356393,2.67
18467-2505271315--32573-1-10968-2505271739,first,C$690,3606,YYZ,ORD,2025-05-27T13:15:00,2025-05-27T14:10:00,1,American Airlines,Envoy Air,False,0.339521,1.92
18467-2505271315--32573-1-10968-2505271739,first,C$690,2257,ORD,DFW,2025-05-27T15:00:00,2025-05-27T17:39:00,1,American Airlines,American Airlines,False,0.339521,2.65
18467-2505271820--32573-1-10968-2505272323,first,C$549,3610,YYZ,ORD,2025-05-27T18:20:00,2025-05-27T19:15:00,1,American Airlines,Envoy Air,False,0.426106,1.92
18467-2505271820--32573-1-10968-2505272323,first,C$549,2281,ORD,DFW,2025-05-27T20:35:00,2025-05-27T23:23:00,1,American Airlines,American Airlines,False,0.426106,2.8
18467-2505270600--32385-1-10910-2505271119,first,C$770,2662,YYZ,ATL,2025-05-27T06:00:00,2025-05-27T08:30:00,1,Delta Air Lines,Delta Air Lines,False,0.343047,2.5
18467-2505281329--32573-0-10968-2505281609,economy,C$398,1993,YYZ,DFW,2025-05-28T13:29:00,2025-05-28T16:09:00,0,American Airlines,American Airlines,False,0.999,3.67
18467-2505281720--32573-0-10968-2505282000,economy,C$398,1111,YYZ,DFW,2025-05-28T17:20:00,2025-05-28T20:00:00,0,American Airlines,American Airlines,False,0.76849,3.67
18467-2505280645--32573-0-10968-2505280925,economy,C$398,1169,YYZ,DFW,2025-05-28T06:45:00,2025-05-28T09:25:00,0,American Airlines,American Airlines,False,0.597811,3.67
18467-2505281130--32385-1-10910-2505281752,economy,C$413,2835,YYZ,ATL,2025-05-28T11:30:00,2025-05-28T13:55:00,1,Delta Air Lines,Delta Air Lines,False,0.41629,2.42
18467-2505280945--32385-2-10968-2505281656,economy,C$413,374,ATL,DFW,2025-05-28T15:30:00,2025-05-28T16:56:00,2,Delta Air Lines,Delta Air Lines,False,0.414986,2.43
18467-2505281320--32385-1-10910-2505281752,premium_economy,C$581,2710,YYZ,ATL,2025-05-28T13:20:00,2025-05-28T15:42:00,1,Delta Air Lines,Delta Air Lines,False,0.887695,2.37
18467-2505280745--32385-1-10968-2505281224,premium_economy,C$581,2988,YYZ,ATL,2025-05-28T07:45:00,2025-05-28T10:10:00,1,Delta Air Lines,Delta Air Lines,False,0.657969,2.42
18467-2505280745--32385-1-10968-2505281224,premium_economy,C$581,414,ATL,DFW,2025-05-28T11:00:00,2025-05-28T12:24:00,1,Delta Air Lines,Delta Air Lines,False,0.657969,2.4
18467-2505280600--32385-1-10910-2505281119,premium_economy,C$581,2662,YYZ,ATL,2025-05-28T06:00:00,2025-05-28T08:30:00,1,Delta Air Lines,Delta Air Lines,False,0.598607,2.5
18467-2505281130--32385-1-10968-2505281656,premium_economy,C$581,2835,YYZ,ATL,2025-05-28T11:30:00,2025-05-28T13:55:00,1,Delta Air Lines,Delta Air Lines,False,0.640213,2.42
18467-2505281130--32385-1-10968-2505281656,premium_economy,C$581,374,ATL,DFW,2025-05-28T15:30:00,2025-05-28T16:56:00,1,Delta Air Lines,Delta Air Lines,False,0.640213,2.43
18467-2505281812--32385-1-10910-2505282340,premium_economy,C$581,2714,YYZ,ATL,2025-05-28T18:12:00,2025-05-28T20:32:00,1,Delta Air Lines,Delta Air Lines,False,0.603912,2.33
18467-2505281812--32385-1-10968-2505290011,premium_economy,C$581,2714,YYZ,ATL,2025-05-28T18:12:00,2025-05-28T20:32:00,1,Delta Air Lines,Delta Air Lines,False,0.578035,2.33
18467-2505281812--32385-1-10968-2505290011,premium_economy,C$581,818,ATL,DFW,2025-05-28T22:45:00,2025-05-29T00:11:00,1,Delta Air Lines,Delta Air Lines,False,0.578035,2.43
18467-2505281640--32695-0-10968-2505281914,business,C$846,1029,YYZ,DFW,2025-05-28T16:40:00,2025-05-28T19:14:00,0,Air Canada,Air Canada,False,0.433653,3.57
18467-2505280820--32695-0-10968-2505281054,business,C$846,1031,YYZ,DFW,2025-05-28T08:20:00,2025-05-28T10:54:00,0,Air Canada,Air Canada,False,0.427016,3.57
18467-2505281329--32573-0-10968-2505281609,business,C$527,1993,YYZ,DFW,2025-05-28T13:29:00,2025-05-28T16:09:00,0,American Airlines,American Airlines,False,0.999,3.67
18467-2505281720--32573-0-10968-2505282000,business,C$527,1111,YYZ,DFW,2025-05-28T17:20:00,2025-05-28T20:00:00,0,American Airlines,American Airlines,False,0.78962,3.67
18467-2505280645--32573-0-10968-2505280925,business,C$527,1169,YYZ,DFW,2025-05-28T06:45:00,2025-05-28T09:25:00,0,American Airlines,American Airlines,False,0.602995,3.67
18467-2505281715--32695-1-10968-2505282245,business,C$620,4990,YYZ,ORD,2025-05-28T17:15:00,2025-05-28T18:15:00,1,Air Canada,United Airlines,False,0.335328,2.0
18467-2505281715--32695-1-10968-2505282245,business,C$620,5521,ORD,DFW,2025-05-28T20:06:00,2025-05-28T22:45:00,1,Air Canada,United Airlines,False,0.335328,2.65
18467-2505281820--32695-1-10968-2505282359,business,C$620,1041,YYZ,DEN,2025-05-28T18:20:00,2025-05-28T20:05:00,1,Air Canada,Air Canada,False,0.339203,3.75
18467-2505281820--32695-1-10968-2505282359,business,C$620,5634,DEN,DFW,2025-05-28T20:55:00,2025-05-28T23:59:00,1,Air Canada,United Airlines,False,0.339203,2.07
18467-2505280900--32695-1-10968-2505281522,business,C$620,5143,YYZ,ORD,2025-05-28T09:00:00,2025-05-28T09:59:00,1,Air Canada,United Airlines,False,0.366607,1.98
18467-2505280900--32695-1-10968-2505281522,business,C$620,4854,ORD,DFW,2025-05-28T12:45:00,2025-05-28T15:22:00,1,Air Canada,United Airlines,False,0.366607,2.62
18467-2505280700--32695-1-10968-2505281324,business,C$620,5141,YYZ,ORD,2025-05-28T07:00:00,2025-05-28T07:59:00,1,Air Canada,United Airlines,False,0.356469,1.98
18467-2505280700--32695-1-10968-2505281324,business,C$620,5186,ORD,DFW,2025-05-28T10:45:00,2025-05-28T13:24:00,1,Air Canada,United Airlines,False,0.356469,2.65
18467-2505281015--32695-1-10968-2505281652,business,C$620,4902,YYZ,DEN,2025-05-28T10:15:00,2025-05-28T11:59:00,1,Air Canada,United Airlines,False,0.36218,3.73
18467-2505281015--32695-1-10968-2505281652,business,C$620,3371,DEN,DFW,2025-05-28T13:48:00,2025-05-28T16:52:00,1,Air Canada,United Airlines,False,0.36218,2.07
18467-2505281640--31722-0-10968-2505281914,first,C$842,8156,YYZ,DFW,2025-05-28T16:40:00,2025-05-28T19:14:00,0,United Airlines,Air Canada,False,0.852932,3.57
18467-2505280820--31722-0-10968-2505281054,first,C$842,8169,YYZ,DFW,2025-05-28T08:20:00,2025-05-28T10:54:00,0,United Airlines,Air Canada,False,0.656122,3.57
18467-2505280630--32573-1-10968-2505281045,first,C$549,3524,YYZ,ORD,2025-05-28T06:30:00,2025-05-28T07:25:00,1,American Airlines,Envoy Air,False,0.586216,1.92
18467-2505280630--32573-1-10968-2505281045,first,C$549,1555,ORD,DFW,2025-05-28T08:05:00,2025-05-28T10:45:00,1,American Airlines,American Airlines,False,0.586216,2.67
18467-2505281510--32573-1-10968-2505281928,first,C$549,3608,YYZ,ORD,2025-05-28T15:10:00,2025-05-28T16:05:00,1,American Airlines,Envoy Air,False,0.749531,1.92
18467-2505281510--32573-1-10968-2505281928,first,C$549,2124,ORD,DFW,2025-05-28T16:45:00,2025-05-28T19:28:00,1,American Airlines,American Airlines,False,0.749531,2.72
18467-2505281100--31722-1-10968-2505281522,first,C$618,3499,YYZ,ORD,2025-05-28T11:00:00,2025-05-28T12:01:00,1,United Airlines,Republic Airline United Express,False,0.496434,2.02
18467-2505281100--31722-1-10968-2505281522,first,C$618,2290,ORD,DFW,2025-05-28T12:45:00,2025-05-28T15:22:00,1,United Airlines,United Airlines,False,0.496434,2.62
18467-2505281315--32573-1-10968-2505281739,first,C$549,3606,YYZ,ORD,2025-05-28T13:15:00,2025-05-28T14:10:00,1,American Airlines,Envoy Air,False,0.999,1.92
18467-2505281315--32573-1-10968-2505281739,first,C$549,2257,ORD,DFW,2025-05-28T15:00:00,2025-05-28T17:39:00,1,American Airlines,American Airlines,False,0.999,2.65
18467-2505281132--32573-1-10968-2505281636,first,C$549,3604,YYZ,ORD,2025-05-28T11:32:00,2025-05-28T12:27:00,1,American Airlines,Envoy Air,False,0.539326,1.92
18467-2505281132--32573-1-10968-2505281636,first,C$549,1290,ORD,DFW,2025-05-28T13:58:00,2025-05-28T16:36:00,1,American Airlines,American Airlines,False,0.539326,2.63
18467-2505290820--31722-0-10968-2505291054,economy,C$398,8169,YYZ,DFW,2025-05-29T08:20:00,2025-05-29T10:54:00,0,United Airlines,Air Canada,False,0.689914,3.57
18467-2505291640--31722-0-10968-2505291914,economy,C$398,8156,YYZ,DFW,2025-05-29T16:40:00,2025-05-29T19:14:00,0,United Airlines,Air Canada,False,0.573779,3.57
18467-2505291329--32573-0-10968-2505291609,economy,C$398,1993,YYZ,DFW,2025-05-29T13:29:00,2025-05-29T16:09:00,0,American Airlines,American Airlines,False,0.999,3.67
18467-2505291720--32573-0-10968-2505292000,economy,C$398,1111,YYZ,DFW,2025-05-29T17:20:00,2025-05-29T20:00:00,0,American Airlines,American Airlines,False,0.814656,3.67
18467-2505290645--32573-0-10968-2505290925,economy,C$398,1169,YYZ,DFW,2025-05-29T06:45:00,2025-05-29T09:25:00,0,American Airlines,American Airlines,False,0.534773,3.67
18467-2505291100--31722-1-10968-2505291522,economy,C$420,3499,YYZ,ORD,2025-05-29T11:00:00,2025-05-29T12:01:00,1,United Airlines,Republic Airline United Express,False,0.43344,2.02
18467-2505291100--31722-1-10968-2505291522,economy,C$420,2290,ORD,DFW,2025-05-29T12:45:00,2025-05-29T15:22:00,1,United Airlines,United Airlines,False,0.43344,2.62
18467-2505291130--32385-1-10968-2505291656,economy,C$413,2835,YYZ,ATL,2025-05-29T11:30:00,2025-05-29T13:55:00,1,Delta Air Lines,Delta Air Lines,False,0.437077,2.42
18467-2505291130--32385-1-10968-2505291656,economy,C$413,374,ATL,DFW,2025-05-29T15:30:00,2025-05-29T16:56:00,1,Delta Air Lines,Delta Air Lines,False,0.437077,2.43
18467-2505291320--32385-1-10910-2505291752,premium_economy,C$581,2710,YYZ,ATL,2025-05-29T13:20:00,2025-05-29T15:42:00,1,Delta Air Lines,Delta Air Lines,False,0.999,2.37
18467-2505290745--32385-1-10968-2505291224,premium_economy,C$581,2988,YYZ,ATL,2025-05-29T07:45:00,2025-05-29T10:10:00,1,Delta Air Lines,Delta Air Lines,False,0.739515,2.42
18467-2505290745--32385-1-10968-2505291224,premium_economy,C$581,414,ATL,DFW,2025-05-29T11:00:00,2025-05-29T12:24:00,1,Delta Air Lines,Delta Air Lines,False,0.739515,2.4
18467-2505290600--32385-1-10910-2505291119,premium_economy,C$581,2662,YYZ,ATL,2025-05-29T06:00:00,2025-05-29T08:30:00,1,Delta Air Lines,Delta Air Lines,False,0.560967,2.5
18467-2505291320--32385-1-10968-2505291841,premium_economy,C$581,2710,YYZ,ATL,2025-05-29T13:20:00,2025-05-29T15:42:00,1,Delta Air Lines,Delta Air Lines,False,0.631526,2.37
18467-2505291320--32385-1-10968-2505291841,premium_economy,C$581,436,ATL,DFW,2025-05-29T17:15:00,2025-05-29T18:41:00,1,Delta Air Lines,Delta Air Lines,False,0.631526,2.43
18467-2505291130--32385-1-10968-2505291656,premium_economy,C$581,2835,YYZ,ATL,2025-05-29T11:30:00,2025-05-29T13:55:00,1,Delta Air Lines,Delta Air Lines,False,0.630588,2.42
18467-2505291130--32385-1-10968-2505291656,premium_economy,C$581,374,ATL,DFW,2025-05-29T15:30:00,2025-05-29T16:56:00,1,Delta Air Lines,Delta Air Lines,False,0.630588,2.43
18467-2505290820--32695-0-10968-2505291054,business,C$598,1031,YYZ,DFW,2025-05-29T08:20:00,2025-05-29T10:54:00,0,Air Canada,Air Canada,False,0.435812,3.57
18467-2505291640--32695-0-10968-2505291914,business,C$846,1029,YYZ,DFW,2025-05-29T16:40:00,2025-05-29T19:14:00,0,Air Canada,Air Canada,False,0.43434,3.57
18467-2505291329--32573-0-10968-2505291609,business,C$527,1993,YYZ,DFW,2025-05-29T13:29:00,2025-05-29T16:09:00,0,American Airlines,American Airlines,False,0.999,3.67
18467-2505291720--32573-0-10968-2505292000,business,C$527,1111,YYZ,DFW,2025-05-29T17:20:00,2025-05-29T20:00:00,0,American Airlines,American Airlines,False,0.787209,3.67
18467-2505290645--32573-0-10968-2505290925,business,C$527,1169,YYZ,DFW,2025-05-29T06:45:00,2025-05-29T09:25:00,0,American Airlines,American Airlines,False,0.607977,3.67
18467-2505291410--32695-1-10968-2505291858,business,C$868,507,YYZ,ORD,2025-05-29T14:10:00,2025-05-29T15:05:00,1,Air Canada,Air Canada,False,0.308168,1.92
18467-2505291410--32695-1-10968-2505291858,business,C$868,4235,ORD,DFW,2025-05-29T16:20:00,2025-05-29T18:58:00,1,Air Canada,United Airlines,False,0.308168,2.63
18467-2505290815--32695-1-10968-2505291324,business,C$868,503,YYZ,ORD,2025-05-29T08:15:00,2025-05-29T09:10:00,1,Air Canada,Air Canada,False,0.320077,1.92
18467-2505290815--32695-1-10968-2505291324,business,C$868,5186,ORD,DFW,2025-05-29T10:45:00,2025-05-29T13:24:00,1,Air Canada,United Airlines,False,0.320077,2.65
18467-2505291000--32695-1-10968-2505291522,business,C$868,8903,YYZ,ORD,2025-05-29T10:00:00,2025-05-29T10:54:00,1,Air Canada,Jazz Aviation,False,0.320093,1.9
18467-2505291000--32695-1-10968-2505291522,business,C$868,4854,ORD,DFW,2025-05-29T12:45:00,2025-05-29T15:22:00,1,Air Canada,United Airlines,False,0.320093,2.62
18467-2505291300--32695-1-10968-2505291858,business,C$620,5588,YYZ,ORD,2025-05-29T13:00:00,2025-05-29T14:01:00,1,Air Canada,Republic Airline United Express,False,0.347766,2.02
18467-2505291300--32695-1-10968-2505291858,business,C$620,4235,ORD,DFW,2025-05-29T16:20:00,2025-05-29T18:58:00,1,Air Canada,United Airlines,False,0.347766,2.63
18467-2505290700--32695-1-10968-2505291324,business,C$620,5141,YYZ,ORD,2025-05-29T07:00:00,2025-05-29T07:59:00,1,Air Canada,United Airlines,False,0.359382,1.98
18467-2505290700--32695-1-10968-2505291324,business,C$620,5186,ORD,DFW,2025-05-29T10:45:00,2025-05-29T13:24:00,1,Air Canada,United Airlines,False,0.359382,2.65
18467-2505290820--31722-0-10968-2505291054,first,C$596,8169,YYZ,DFW,2025-05-29T08:20:00,2025-05-29T10:54:00,0,United Airlines,Air Canada,False,0.999,3.57
18467-2505291640--31722-0-10968-2505291914,first,C$842,8156,YYZ,DFW,2025-05-29T16:40:00,2025-05-29T19:14:00,0,United Airlines,Air Canada,False,0.682797,3.57
18467-2505290630--32573-1-10968-2505291045,first,C$690,3524,YYZ,ORD,2025-05-29T06:30:00,2025-05-29T07:25:00,1,American Airlines,Envoy Air,False,0.348693,1.92
18467-2505290630--32573-1-10968-2505291045,first,C$690,1555,ORD,DFW,2025-05-29T08:05:00,2025-05-29T10:45:00,1,American Airlines,American Airlines,False,0.348693,2.67
18467-2505291100--31722-1-10968-2505291522,first,C$618,3499,YYZ,ORD,2025-05-29T11:00:00,2025-05-29T12:01:00,1,United Airlines,Republic Airline United Express,False,0.570937,2.02
18467-2505291100--31722-1-10968-2505291522,first,C$618,2290,ORD,DFW,2025-05-29T12:45:00,2025-05-29T15:22:00,1,United Airlines,United Airlines,False,0.570937,2.62
18467-2505290700--31722-1-10968-2505291124,first,C$618,490,YYZ,ORD,2025-05-29T07:00:00,2025-05-29T07:59:00,1,United Airlines,United Airlines,False,0.374012,1.98
18467-2505290700--31722-1-10968-2505291124,first,C$618,1297,ORD,DFW,2025-05-29T08:45:00,2025-05-29T11:24:00,1,United Airlines,United Airlines,False,0.374012,2.65
"18390-2505301250--31954,-31825-2-10968-2505302352",economy,C$311,920,ATL,DFW,2025-05-30T22:35:00,2025-05-30T23:52:00,2,Spirit Airlines,Spirit Airlines,True,0.362859,2.28
"18390-2505300910--31954,-31825-3-10968-2505302154",economy,C$333,2219,YTZ,YOW,2025-05-30T09:10:00,2025-05-30T10:09:00,3,Porter Airlines, Porter Airlines Inc,True,0.293956,0.98
"18390-2505300945--31954,-31825-2-10968-2505302352",economy,C$333,920,ATL,DFW,2025-05-30T22:35:00,2025-05-30T23:52:00,2,Spirit Airlines,Spirit Airlines,True,0.283287,2.28
"18390-2505300910--31954,-31825-3-10968-2505302352",economy,C$296,2219,YTZ,YOW,2025-05-30T09:10:00,2025-05-30T10:09:00,3,Porter Airlines, Porter Airlines Inc,True,0.322046,0.98
"18390-2505300910--31954,-31825-3-10968-2505302352",economy,C$296,920,ATL,DFW,2025-05-30T22:35:00,2025-05-30T23:52:00,3,Spirit Airlines,Spirit Airlines,True,0.322046,2.28
"18390-2505300700--31954,-31825-3-10968-2505302352",economy,C$296,2205,YTZ,YOW,2025-05-30T07:00:00,2025-05-30T07:59:00,3,Porter Airlines, Porter Airlines Inc,True,0.303606,0.98
"18390-2505300700--31954,-31825-3-10968-2505302352",economy,C$296,920,ATL,DFW,2025-05-30T22:35:00,2025-05-30T23:52:00,3,Spirit Airlines,Spirit Airlines,True,0.303606,2.28
18467-2505301320--32385-1-10910-2505301752,premium_economy,C$581,2710,YYZ,ATL,2025-05-30T13:20:00,2025-05-30T15:42:00,1,Delta Air Lines,Delta Air Lines,False,0.999,2.37
18467-2505300745--32385-1-10968-2505301224,premium_economy,C$581,2988,YYZ,ATL,2025-05-30T07:45:00,2025-05-30T10:10:00,1,Delta Air Lines,Delta Air Lines,False,0.82962,2.42
18467-2505300745--32385-1-10968-2505301224,premium_economy,C$581,414,ATL,DFW,2025-05-30T11:00:00,2025-05-30T12:24:00,1,Delta Air Lines,Delta Air Lines,False,0.82962,2.4
18467-2505300600--32385-1-10910-2505301119,premium_economy,C$581,2662,YYZ,ATL,2025-05-30T06:00:00,2025-05-30T08:30:00,1,Delta Air Lines,Delta Air Lines,False,0.519124,2.5
18467-2505301320--32385-1-10968-2505301841,premium_economy,C$581,2710,YYZ,ATL,2025-05-30T13:20:00,2025-05-30T15:42:00,1,Delta Air Lines,Delta Air Lines,False,0.572979,2.37
18467-2505301320--32385-1-10968-2505301841,premium_economy,C$581,436,ATL,DFW,2025-05-30T17:15:00,2025-05-30T18:41:00,1,Delta Air Lines,Delta Air Lines,False,0.572979,2.43
18467-2505301130--32385-1-10968-2505301656,premium_economy,C$581,2835,YYZ,ATL,2025-05-30T11:30:00,2025-05-30T13:55:00,1,Delta Air Lines,Delta Air Lines,False,0.703325,2.42
18467-2505301130--32385-1-10968-2505301656,premium_economy,C$581,374,ATL,DFW,2025-05-30T15:30:00,2025-05-30T16:56:00,1,Delta Air Lines,Delta Air Lines,False,0.703325,2.43
18467-2505301812--32385-1-10910-2505302340,premium_economy,C$581,2714,YYZ,ATL,2025-05-30T18:12:00,2025-05-30T20:32:00,1,Delta Air Lines,Delta Air Lines,False,0.53861,2.33
18467-2505301720--32573-0-10968-2505302000,business,C$527,1111,YYZ,DFW,2025-05-30T17:20:00,2025-05-30T20:00:00,0,American Airlines,American Airlines,False,0.999,3.67
18467-2505300645--32573-0-10968-2505300925,business,C$527,1169,YYZ,DFW,2025-05-30T06:45:00,2025-05-30T09:25:00,0,American Airlines,American Airlines,False,0.848447,3.67
18467-2505301329--32573-0-10968-2505301609,business,C$802,1993,YYZ,DFW,2025-05-30T13:29:00,2025-05-30T16:09:00,0,American Airlines,American Airlines,False,0.656484,3.67
18467-2505301640--31722-0-10968-2505301914,first,C$596,8156,YYZ,DFW,2025-05-30T16:40:00,2025-05-30T19:14:00,0,United Airlines,Air Canada,False,0.999,3.57
18467-2505300820--31722-0-10968-2505301054,first,C$596,8169,YYZ,DFW,2025-05-30T08:20:00,2025-05-30T10:54:00,0,United Airlines,Air Canada,False,0.824474,3.57
18467-2505300630--32573-1-10968-2505301045,first,C$549,3524,YYZ,ORD,2025-05-30T06:30:00,2025-05-30T07:25:00,1,American Airlines,Envoy Air,False,0.562965,1.92
18467-2505300630--32573-1-10968-2505301045,first,C$549,1555,ORD,DFW,2025-05-30T08:05:00,2025-05-30T10:45:00,1,American Airlines,American Airlines,False,0.562965,2.67
18467-2505301100--31722-1-10968-2505301522,first,C$618,3499,YYZ,ORD,2025-05-30T11:00:00,2025-05-30T12:01:00,1,United Airlines,Republic Airline United Express,False,0.40151,2.02
18467-2505301100--31722-1-10968-2505301522,first,C$618,2290,ORD,DFW,2025-05-30T12:45:00,2025-05-30T15:22:00,1,United Airlines,United Airlines,False,0.40151,2.62
18467-2505301315--32573-1-10968-2505301739,first,C$824,3606,YYZ,ORD,2025-05-30T13:15:00,2025-05-30T14:10:00,1,American Airlines,Envoy Air,False,0.357203,1.92
18467-2505301315--32573-1-10968-2505301739,first,C$824,2257,ORD,DFW,2025-05-30T15:00:00,2025-05-30T17:39:00,1,American Airlines,American Airlines,False,0.357203,2.65
18467-2505300900--31722-1-10968-2505301324,first,C$824,1538,YYZ,ORD,2025-05-30T09:00:00,2025-05-30T09:59:00,1,United Airlines,United Airlines,False,0.352153,1.98
18467-2505300900--31722-1-10968-2505301324,first,C$824,1491,ORD,DFW,2025-05-30T10:45:00,2025-05-30T13:24:00,1,United Airlines,United Airlines,False,0.352153,2.65
18467-2505301320--32385-1-10910-2505301752,first,C$770,2710,YYZ,ATL,2025-05-30T13:20:00,2025-05-30T15:42:00,1,Delta Air Lines,Delta Air Lines,False,0.361427,2.37
18467-2505301000--31722-1-10968-2505301522,first,C$729,8278,YYZ,ORD,2025-05-30T10:00:00,2025-05-30T10:54:00,1,United Airlines,Jazz Aviation,False,0.35411,1.9
18467-2505301000--31722-1-10968-2505301522,first,C$729,2290,ORD,DFW,2025-05-30T12:45:00,2025-05-30T15:22:00,1,United Airlines,United Airlines,False,0.35411,2.62
18467-2505301130--32385-1-10968-2505301656,first,C$770,2835,YYZ,ATL,2025-05-30T11:30:00,2025-05-30T13:55:00,1,Delta Air Lines,Delta Air Lines,False,0.355639,2.42
18467-2505301130--32385-1-10968-2505301656,first,C$770,374,ATL,DFW,2025-05-30T15:30:00,2025-05-30T16:56:00,1,Delta Air Lines,Delta Air Lines,False,0.355639,2.43
18467-2505311329--32573-0-10968-2505311609,economy,C$398,1993,YYZ,DFW,2025-05-31T13:29:00,2025-05-31T16:09:00,0,American Airlines,American Airlines,False,0.999,3.67
